,Unnamed: 0,title,description,body,keyword,ne,cluster,vector,author,section,month,year,keyword_e,ne_e,cluster_e,vecctor_e
0,0,Secret Sauce? Kim Jong-un applies science to kimchi-making,"Kim Jong Un wants to turn the art of kimchi-making into a science. And the North Korean leader is putting his money where his mouth is.On the outskirts of Pyongyang, surrounded by snow-covered farms and greenhouses, stands one of Kim's latest pet projects, the Ryugyong Kimchi Factory, which produces 4,200 tons of the iconic Korean pickled vegetable dish a year. The shiny new facility replaces an older factory and ope...","Kim Jong Un wants to turn the art of kimchi-making into a science. And the North Korean leader is putting his money where his mouth is.On the outskirts of Pyongyang, surrounded by snow-covered farms and greenhouses, stands one of Kim's latest pet projects, the Ryugyong Kimchi Factory, which produces 4,200 tons of the iconic Korean pickled vegetable dish a year. The shiny new facility replaces an older factory and opened in June last year after getting Kim's final seal of approval, according to manager Paek Mi Hye. In this Dec. 20, 2017, photo, workers prepare kimchi on the production line at the Ryugyong Kimchi Factory on the outskirts of Pyongyang, North Korea. The factory is a showcase of North Korean leader Kim Jong Un’s efforts to boost the country’s domestic economy and produce more, and better, consumer products. The strategy, known as “byungjin,” is intended to simultaneously develop the national economy and North Korea’s nuclear weapons program. The factory is intended to showcase Kim's efforts to boost North Korea's domestic economy and produce more, and better, consumer products. His strategy, known as ""byungjin,"" aims to simultaneously develop the national economy and North Korea's nuclear weapons program.North Korea's repeated underground nuclear tests and launches of long-range missiles that could conceivably reach the U.S. mainland have brought more sanctions down on the North than ever before. But outside experts believe the country — while still struggling in many areas — is showing signs of modest economic growth and improved agricultural production. It could be just a year or two away from having an operational, nuclear-tipped intercontinental ballistic missile.Applied science, according to the North's policymakers, is absolutely essential on all fronts.Kim has transformed the Pyongyang skyline with high-rise apartments to house his prized rocket scientists and nuclear engineers, and Paek repeatedly stressed while giving a tour of the facility to The Associated Press how even an ancient delicacy like kimchi can benefit from scientific innovation.Paek, who accompanied Kim on his ""on-the-spot guidance"" visits, said the factory has 150 workers but is for the most part automated.She said the primary objective of the factory is to operate in a ""scientific manner at every stage."" In kimchi-making, that means inspections all along the production line to ensure quality and hygiene. The factory boasts of a one-of-a-kind ""kimchi analyzer"" to maintain the proper levels of saltiness and lactic acid — its signature ingredient. In this Dec. 20, 2017, photo, manager Paek Mi Hye holds a package of kimchi produced at the Ryugyong Kimchi Factory on the outskirts of Pyongyang, North Korea. The factory is a showcase of North Korean leader Kim Jong Un’s efforts to boost the country’s domestic economy and produce more, and better, consumer products. The strategy, known as “byungjin,” is intended to simultaneously develop the national economy and North Korea’s nuclear weapons program. Koreans North and South have been making kimchi for generations, often passing family recipes down from mother to daughter or mother-in-law to daughter-in-law.In 2015, UNESCO added kimchi to its ""intangible cultural heritage of humanity"" list, noting that the traditional sharing of know-how and materials to prepare large quantities of kimchi for the winter months ""boosts cooperation among families, villages and communities, contributing to social cohesion.""Paek acknowledged that some people might resist giving up the cherished tradition of communal kimchi-making. ""But they also recognize the quality and reliability of our factory-made product,"" she said.The factory produces eight kimchi products, from the very spicy staple ""tong kimchi,"" which has a red tint and is made of whole cabbages, to a milder variety designed for children. Its kimchi products are distributed to restaurants and grocery stores around Pyongyang.""This is the model,"" Paek said. ""Other factories like ours are being planned in every province.""","iconic korean pickled vegetable ,kim latest pet projects ,korean pickled vegetable dish ,pickled vegetable dish year ,the iconic korean pickled","['Kim Jong Un', 'north korean', 'Pyongyang', 'Kim', 'the Ryugyong Kimchi Factory', 'korean']",19,"[ 1.          1.          1.         ... -0.09264674  0.49861571
  0.1819952 ]",AP,North Korea,12,2017,"factory and opened in june ,latest pet projects the ryugyong ,korean pickled vegetable dish year ,2017 photo workers prepare kimchi ,opened in june last year","['Kim Jong Un', 'north korean', 'Pyongyang', 'Kim', 'the Ryugyong Kimchi Factory', 'korean', 'Kim', 'Paek Mi Hye', 'the Ryugyong Kimchi Factory', 'Pyongyang', 'North Korea', 'north korean', 'Kim Jong Un ’s', 'North Korea ’s', 'Kim', ""North Korea 's"", ""North Korea 's"", ""North Korea 's"", 'U.S.', 'Kim', 'Pyongyang', 'the Associated Press', 'Kim', 'Paek Mi Hye', 'the Ryugyong Kimchi Factory', 'Pyongyang', 'North Korea', 'north korean', 'Kim Jong Un ’s', 'North Korea ’s', 'Koreans', 'North', 'UNESCO', 'Pyongyang']",5,"[ 1.          1.          1.         ... -0.09264674  0.49861571
  0.1819952 ]"
1,1,"Pope gives pep talk to activists in S. Korea, worldwide fighting","Pope Francis has sent a message of encouragement to the South Korean Catholic community and other activists worldwide fighting for the abolition of capital punishment, the Catholic Bishops' Conference of Korea said Thursday.In the message, which was addressed to You Heung-sik, chief of the conference's committee for justice and peace, the pope said all lives are sacred and all human beings are given their own dignity...","Pope Francis has sent a message of encouragement to the South Korean Catholic community and other activists worldwide fighting for the abolition of capital punishment, the Catholic Bishops' Conference of Korea said Thursday.In the message, which was addressed to You Heung-sik, chief of the conference's committee for justice and peace, the pope said all lives are sacred and all human beings are given their own dignity that cannot be transferred.The pope also asked those who make efforts to rid the society of the death penalty to gain courage from the belief that it is the best policy to reform criminals as doing so is beneficial to society.Monsignor Marco Sprizzi, acting Apostolic Nuncio to South Korea, delivered the message to You on Oct. 17.The conference made the message public two days ahead of the 20th anniversary of South Korea not executing death row inmates. South Korean courts still hand down the death penalty, but the country has not carried out an execution since some two dozen convicts were last executed in late 2007. In 2007, Amnesty International categorized South Korea as a country that has ""virtually abolished capital punishment.""","korea worldwide fighting pope ,pope gives pep talk ,worldwide fighting pope francis ,south korean catholic community ,activists in korea worldwide","['Francis', 'south korean catholic', ""the Catholic Bishops ' Conference of Korea""]",19,"[ 0.          0.          0.         ... -0.3325755   0.6389448
  0.14820878]",Yonhap,Social affairs,12,2017,"death row inmates south korean ,best policy to reform criminals ,capital punishment the catholic bishops ,conference of korea said thursday ,the pope said all lives","['Francis', 'south korean catholic', ""the Catholic Bishops ' Conference of Korea"", 'Monsignor Marco Sprizzi', 'Apostolic Nuncio', 'South Korea', 'South Korea', 'south korean', 'Amnesty International', 'South Korea']",7,"[ 0.          0.          0.         ... -0.3325755   0.6389448
  0.14820878]"
2,2,"[PyeongChang 2018] Police, Justice Ministry to work together on foreign visitor crime at Winter Olympics","The National Police Agency and the Justice Ministry said Wednesday they will come up with a set of joint measures to respond to crimes committed by foreign visitors at and around the 2018 PyeongChang Winter Olympics in February.Under the envisioned measures, the two institutions are to share information on foreign terrorists and criminals and prevent them from entering the country in order to eliminate any threat pos...","The National Police Agency and the Justice Ministry said Wednesday they will come up with a set of joint measures to respond to crimes committed by foreign visitors at and around the 2018 PyeongChang Winter Olympics in February.Under the envisioned measures, the two institutions are to share information on foreign terrorists and criminals and prevent them from entering the country in order to eliminate any threat posed by such elements before it arises.The first ever Winter Olympics in South Korea are scheduled to be held from Feb. 9-25 in the host city of PyeongChang, Gangwon Province, and two nearby cities -- Gangneung and Jeongseon. This file photo, dated Dec. 12, 2017, shows a special police squad approaching a bus at the main venue of the 2018 PyeongChang Winter Olympics in PyeongChang, Gangwon Province, as they take part in a drill that simulates terrorists hijacking a bus full of athletes. During the Feb. 7-25 period, the police and the ministry will operate a rapid response team composed of police investigators and immigration officials.The team will engage in patrol and inspection operations in seven major areas, including the Olympic Plaza in PyeongChang and the Gyeongpodae area in Gangneung, that are expected to be crowded with foreign visitors during the Olympics. It will launch crackdowns on foreign people who enter the country illegally or stay without a legitimate permit.In case of muggings or mass violence, the team will turn to big data held by the two organizations to help confirm the identities of foreign suspects quickly.They developed a mobile system in February this year that allows them to access information on the identity and stay of foreign visitors on a real-time basis. They apprehended 640 perpetrators involved in the illegal brokering of foreigners entering and leaving the country from February to April.","crime at winter olympics ,winter olympics in february ,2018 pyeongchang winter olympics ,pyeongchang 2018 police ,pyeongchang winter olympics in","['the National Police Agency', 'the Justice Ministry', 'PyeongChang']",19,"[ 0.          0.          0.         ... -0.06188479  0.24843118
  0.02272301]",Yonhap,Social affairs,12,2017,"pyeongchang winter olympics in february ,the 2018 pyeongchang winter olympics ,winter olympics in south korea ,winter olympics in pyeongchang gangwon ,ever winter olympics in south","['the National Police Agency', 'the Justice Ministry', 'PyeongChang', 'South Korea', 'PyeongChang', 'Gangwon Province', 'Gangneung', 'Jeongseon', 'PyeongChang', 'PyeongChang', 'Gangwon Province', 'PyeongChang', 'Gyeongpodae', 'Gangneung']",12,"[ 0.          0.          0.         ... -0.06188479  0.24843118
  0.02272301]"
3,3,[Best Brand] Korea International School: Most Trusted Brand in Korea 2017,"Since Korea International School opened in August 2000, the school’s mission has been to ensure students represent the promise that youths of today contribute to the future.  Korea International SchoolKIS emphasizes the development of intellectual inquisitiveness, critical thinking, creative expression, physical well-being and respect for others. “Our purpose-driven philosophy toward education helps students creat...","Since Korea International School opened in August 2000, the school’s mission has been to ensure students represent the promise that youths of today contribute to the future.  Korea International SchoolKIS emphasizes the development of intellectual inquisitiveness, critical thinking, creative expression, physical well-being and respect for others. “Our purpose-driven philosophy toward education helps students create meaning and retain their lessons, experiences, course content, and skill development for a lifetime. Our students and faculty are highly engaged and forward thinking with a constant focus on making the most of our time together at KIS to leave a positive legacy while actively designing our future, ”said the school’s director, Michelle Quirin.The school helps students follow a rigorous academic schedule while engaging in co-curricular learning with ample opportunities for enrichment. Students are challenged to focus on developing transferable skills that allow them to apply what they have learned in meaningful ways to solve problems. Providing personalized pathways for each student keeps them motivated to consistently surpass achievement targets.KIS prepares students to achieve high scores on global standardized tests including the SAT, ACT, and AP assessments.KIS’ students have been admitted to such top schools as Harvard, MIT, Yale, Stanford, and Princeton. For inquiries on admissions, contact www.kis.or.kr or call Seoul Campus   3496-0510 and Pangyo Campus   789-0505By Bak Se-hwan","best brand korea international ,best brand korea ,future korea international schoolkis ,korea international school most ,korea 2017 since korea",['Korea International School'],19,"[ 0.          0.          0.         ... -0.41266677  0.52842301
  0.19332014]",Bak Se-hwan,Education,12,2017,"development for lifetime our students ,school helps students follow rigorous ,future korea international schoolkis emphasizes ,school opened in august 2000 ,our future said the school","['Korea International School', 'KIS', 'Michelle Quirin', 'KIS', 'SAT', 'ACT', 'AP', 'KIS', 'Harvard', 'MIT', 'Yale', 'Stanford', 'Princeton', 'Seoul Campus']",6,"[ 0.          0.          0.         ... -0.41266677  0.52842301
  0.19332014]"
4,4,[PyeongChang 2018] N. Korean disabled ski team to train in Germany next month: report,"A North Korean disabled ski team is scheduled to train in Germany next month amid reports of the North preparing to take part in the 2018 PyeongChang Winter Paralympics, a US broadcaster reported Wednesday. Shin Young-soon, head of the US civic group the Kinsler Foundation, told the US-funded Radio Free Asia that North Korean disabled skiers will engage in a winter training session at a ski slope near Frankfurt in m...","A North Korean disabled ski team is scheduled to train in Germany next month amid reports of the North preparing to take part in the 2018 PyeongChang Winter Paralympics, a US broadcaster reported Wednesday. Shin Young-soon, head of the US civic group the Kinsler Foundation, told the US-funded Radio Free Asia that North Korean disabled skiers will engage in a winter training session at a ski slope near Frankfurt in mid-January.Shin was also quoted as saying the team trained for about 10 days earlier this month on Mount Paektu, the country's highest peak, which is located on the border with China. According to the report, the Kinsler Foundation is supporting North Korean athletes with disabilities and it helped deliver the North's letter expressing its intent to participate in the Winter Games to the International Paralympic Committee earlier this year.Shin, however, said it is up to the North Korean authorities whether the North will participate in the Olympics.On Tuesday, an official of South Korea's Unification Ministry, said there are signs of the North preparing to take part in the PyeongChang Paralympics, which run from March 9-18 following the Feb 9-25 Winter Olympics in the South Korean alpine town.","2018 korean disabled ski ,2018 pyeongchang winter paralympics ,pyeongchang winter paralympics us ,korean disabled ski team ,train in germany next","['north korean', 'Germany', 'PyeongChang Winter Paralympics', 'US', 'US', 'the Kinsler Foundation', 'US', 'Radio Free Asia', 'north Korean', 'Frankfurt']",19,"[ 0.          1.          0.         ... -0.63204092  0.32832456
  0.05526789]",Yonhap,North Korea,12,2017,"feb 25 winter olympics in ,2018 pyeongchang winter paralympics us ,the 2018 pyeongchang winter paralympics ,pyeongchang winter paralympics us broadcaster ,train in germany next month","['north korean', 'Germany', 'PyeongChang Winter Paralympics', 'US', 'US', 'the Kinsler Foundation', 'US', 'Radio Free Asia', 'north Korean', 'Frankfurt', 'Shin', 'China', 'the Kinsler Foundation', 'north korean', 'the International Paralympic Committee', 'north korean', ""South Korea 's"", 'Unification Ministry', 'the PyeongChang Paralympics', 'south korean']",3,"[ 0.          1.          0.         ... -0.63204092  0.32832456
  0.05526789]"
5,5,[PyeongChang 2018] Signs detected of NK preparing for PyeongChang Paralympics: Seoul,"South Korea's unification ministry said Tuesday that there are some signs that North Korea is preparing to take part in the PyeongChang Paralympics slated for March, though the North has not officially announced if it is joining.The PyeongChang Paralympics will be held from March 9-18 in South Korea, after the South hosts the Winter Olympics from Feb. 9-25. North Korea has yet to officially express its intent to part...","South Korea's unification ministry said Tuesday that there are some signs that North Korea is preparing to take part in the PyeongChang Paralympics slated for March, though the North has not officially announced if it is joining.The PyeongChang Paralympics will be held from March 9-18 in South Korea, after the South hosts the Winter Olympics from Feb. 9-25. North Korea has yet to officially express its intent to participate in the events.""At the working level, North Korea is known to be preparing for the Paralympics,"" said an official at the Ministry of Unification. The official said that he cannot elaborate on details, adding that whether North Korean athletes are undergoing overseas training is not verified.Seoul is pinning hopes on the North's participation in the Winter Olympics as it believes that the move will help ease tensions on the Korean Peninsula.President Moon Jae-in said that he proposed to the United States delaying the allies' joint military drills that would coincide with the PyeongChang Olympics or the Paralympics. The North has long denounced the exercises as a war rehearsal despite the allies' reassurance that they are defensive in nature.","preparing for pyeongchang paralympics ,paralympics slated for march ,pyeongchang paralympics slated for ,winter olympics from feb ,the pyeongchang paralympics slated","[""South Korea 's"", 'North Korea', 'PyeongChang Paralympics', 'the PyeongChang Paralympics', 'South Korea', 'North Korea']",19,"[ 0.          0.          0.         ... -0.13820194  0.58092004
 -0.0280273 ]",Yonhap,North Korea,12,2017,"pyeongchang paralympics slated for march ,paralympics slated for march though ,winter olympics from feb 25 ,the pyeongchang paralympics slated for ,paralympics slated for march","[""South Korea 's"", 'North Korea', 'PyeongChang Paralympics', 'the PyeongChang Paralympics', 'South Korea', 'North Korea', 'North Korea', 'Paralympics', 'the Ministry of Unification', 'north korean', 'Seoul', 'Moon Jae - in', 'the United States', 'Paralympics']",3,"[ 0.          0.          0.         ... -0.13820194  0.58092004
 -0.0280273 ]"
6,6,Will PyeongChang act as a breather amid escalating tension?,"With about 50 days left to the 2018 PyeongChang Winter Olympics, questions remain on whether North Korea will come to the games. The Moon Jae-in administration has been struggling to reopen a solid inter-Korean dialogue channel in a bid to patch up ties that have been strained for nearly a decade.  President Moon Jae-in speaks at a special event in July, marking 200 days until the PyeongChang 2018 Olympic and Paraly...","With about 50 days left to the 2018 PyeongChang Winter Olympics, questions remain on whether North Korea will come to the games. The Moon Jae-in administration has been struggling to reopen a solid inter-Korean dialogue channel in a bid to patch up ties that have been strained for nearly a decade.  President Moon Jae-in speaks at a special event in July, marking 200 days until the PyeongChang 2018 Olympic and Paralympic Winter Games. Viewing the Winter Games as an opportunity to ease tension, Seoul has been urging Pyongyang to participate in the Olympics in hopes of turning it into a “peace festival.” It has reiterated the doors for North Korea will be open “until the last minute.”Experts noted that inter-Korean sports exchanges in the past have set precedents for the creation of platforms to revive talks when political and military exchanges were at a standstill. Paik Hak-soon, a senior research fellow at the Sejong Institute in Seoul, chose “military drills” and “envoys” as keywords that could determine North Korea’s presence at the resort town of PyeongChang.If the South Korean government wants North Korea to come to PyeongChang, “the South Korea-US joint military exercise must be either halted or delayed during the Olympic Truce period,” Paik said in the think tank’s 2018 forecast. Annual joint military drills -- Key Resolve and Foal Eagle -- are expected to coincide with the Winter Olympics and Paralympics. North Korea views these exercises as rehearsals for invasion despite the allies’ reiteration that they are defensive in nature. In a recent interview with NBC, President Moon said he had suggested postponing the drills and the US is “currently reviewing” the possibility, but he also added it all “depends on how North Korea behaves.” “Also, it  must swiftly dispatch an envoy to the North in private to actively suggest and convince its participation in the Olympics,” added Paik, noting that PyeongChang may be the last chance for a while for Seoul to start talks with Pyongyang. But chances North Korea will participate in the upcoming Winter Games are looking slim, although it is also difficult to confirm its absence, according to Paik. North Korea has been maintaining an ambiguous stance toward Seoul’s offer. It missed an Oct. 30 deadline to confirm its pair figure skating spot at the Winter Games, without issuing a public statement. Current circumstances surrounding North Korea’s fast-developing nuclear weapons program are also expected to pose a major obstacle. On Friday, the UN Security Council slapped another round of fresh sanctions on the rogue nation to further curb its economic growth. The decision addresses North Korea’s recent launch of an intercontinental ballistic missile on Nov. 29, which experts say could put the US mainland within its target range. Although North Korea lambasted the UNSC’s move as “an act of war,” the Korea Institute for National Unification recently said North Korea may refrain from provocations around the Olympics period. “The atmosphere for dialogue over inter-Korean ties and North Korea’s nuclear weapons may start from May if the North suspends its nuclear and missile provocations during the Olympics, and Seoul and Washington’s military drills are delayed or scaled down,” the institute said.“Pyongyang may deliver a positive message at its annual New Year’s address because President Moon has sent a positive signal to the North with his proposal to delay the annual joint military exercise,” Cho Sung-ryul, a senior researcher at the Institute for National Security Strategy, said.By Jung Min-kyung","2018 pyeongchang winter olympics ,pyeongchang winter olympics questions ,the pyeongchang 2018 olympic ,winter olympics questions remain ,pyeongchang 2018 olympic","['PyeongChang', 'North Korea', 'inter - korean', 'Moon Jae -', 'Paraly']",19,"[ 0.          0.          0.         ... -0.47851953  0.81577706
  0.15909232]",Jung Min-kyung,North Korea,12,2017,"delayed during the olympic truce ,2018 pyeongchang winter olympics questions ,annual joint military drills key ,pyeongchang winter olympics questions remain ,washington military drills are delayed","['PyeongChang', 'North Korea', 'inter - korean', 'Moon Jae -', 'Paralympic Winter Games', 'Seoul', 'Pyongyang', 'North Korea', 'inter - korean', 'the Sejong Institute', 'Seoul', 'North Korea ’s', 'PyeongChang', 'south korean', 'North Korea', 'PyeongChang', 'South Korea', 'US', 'Paik', 'Paralympics', 'North Korea', 'NBC', 'Moon', 'US', 'North Korea', 'Paik', 'PyeongChang', 'Seoul', 'Pyongyang', 'North Korea', 'Paik', 'North Korea', 'Seoul', 'North Korea ’s', 'the UN Security Council', 'North Korea ’s', 'US', 'North Korea', 'UNSC', 'the Korea Institute for National Unification', 'North Korea', 'inter - korean', 'North Korea ’s', 'Seoul', 'Washington', 'Moon', 'Cho Sung - ryul', 'the Institute for National Security Strategy', 'Jung Min - kyung']",3,"[ 0.          0.          0.         ... -0.47851953  0.81577706
  0.15909232]"
7,7,S. Korea confirms highly pathogenic AI at another duck farm,"The South Korean government on Saturday confirmed an outbreak of highly pathogenic avian influenza (AI) at a local duck farm, raising the total number of contaminated farms to four throughout the country.  YonhapThe H5N6 bird flu was discovered on the farm with 29,000 ducks in Jeongeup, 260 kilometers south of Seoul, according to the Ministry of Agriculture, Food and Rural Affairs.The latest discovery raised the tot...","The South Korean government on Saturday confirmed an outbreak of highly pathogenic avian influenza  at a local duck farm, raising the total number of contaminated farms to four throughout the country.  YonhapThe H5N6 bird flu was discovered on the farm with 29,000 ducks in Jeongeup, 260 kilometers south of Seoul, according to the Ministry of Agriculture, Food and Rural Affairs.The latest discovery raised the total number of farms contaminated with the disease to four, including one in Gochang, 300 km southwest of Seoul, and two in Yeongam, 380 km south of the capital. The government said influenza found in wild bird droppings in Cheonan, 90 km south of Seoul, also tested positive as H5N6.Including the flu found in wild bird droppings, nine cases have been confirmed as highly pathogenic AI this season. Highly pathogenic avian influenza refers to viruses that cause severe disease in birds and result in high death rates, according to the World Health Organization.South Korea has been stepping up quarantine measures at duck farms in the southwestern region as outbreaks of highly pathogenic bird flu caused alarm in the major duck producing area.Last year, South Korea slaughtered more than 30 million birds to contain the worst outbreak of bird flu to have hit the country.","000 ducks in jeongeup ,yonhapthe h5n6 bird flu ,local duck farm raising ,with 29 000 ducks ,highly pathogenic avian influenza","['south korean', 'AI', 'Jeongeup', 'Seoul', 'the Ministry of Agriculture , Food and Rural Affairs']",19,"[ 0.          0.          0.         ... -0.15150045  0.49393299
  0.31842873]",Yonhap,Social affairs,12,2017,"farm with 29 000 ducks ,avian influenza at local duck ,29 000 ducks in jeongeup ,country yonhapthe h5n6 bird flu ,duck farm raising the total","['south korean', 'Jeongeup', 'Seoul', 'the Ministry of Agriculture , Food and Rural Affairs', 'Gochang', 'Seoul', 'Yeongam', 'Cheonan', 'Seoul', 'H5N6.Including', 'ai', 'the World Health Organization', 'South Korea', 'South Korea']",14,"[ 0.          0.          0.         ... -0.15150045  0.49393299
  0.31842873]"
8,8," Christmas, a time of mix-and-match celebrations","Like most countries influenced by western culture, Christmas is a time of celebration in South Korea. The iconic Salvation Army red kettles appear at major thoroughfares and Christmas songs and decorations fill the streets. Christmas-theme merchandise, and advertisements for them, fill the shelves and the airwaves. The typical Christmas scene in downtown Seoul could be from any major metropolis around the world. And,...","Like most countries influenced by western culture, Christmas is a time of celebration in South Korea. The iconic Salvation Army red kettles appear at major thoroughfares and Christmas songs and decorations fill the streets. Christmas-theme merchandise, and advertisements for them, fill the shelves and the airwaves. The typical Christmas scene in downtown Seoul could be from any major metropolis around the world. And, just as it has in the West, the days when Christmas was a strictly religious festival are long gone. The fading of the religious tint from Christmas celebrations may be accelerated in Korea by the country’s irreligious population. South Korea, despite the countless neon crucifix-adorned churches, is one of the world’s least religious nations, with more than half saying that they are irreligious. Christians of various denominations number about 13.4 million, or about 27 percent of the South Korean population in 2015, according to Statistics Korea. While the religious meaning of Christmas may be fading here, the year-end celebrations continue to rage on despite Koreans’ perpetual lamentations over the “slow economy.”“The year end, in general, is usually quite busy but around Christmas you really should call and reserve a cab, particularly in popular areas like Hongdae,” Kim Dae-young, a 62 year old taxi driver, said. He added that although earnings are good during this time of the year, he doesn’t fully agree with the materialistic culture that seems to hold sway in Korea.“Young people enjoying themselves is good, but as a Catholic I think things these days are going a bit too far. It’s supposed to be about Jesus, but it seems to be all about drinking and dating.” Cashing in on the atmosphere, many restaurants often offer Christmas menus specifically arranged for couples. Despite prices that are often much higher than usual, trendier establishments require reservations, if not weeks in advance. As the Christmas season also overlaps with year-end parties -- both personal and work-related -- that many Koreans consider a must, December is the season many small businesses look forward to.“About an hour is the normal waiting time. It’s Christmas, nobody seems to want to leave, particularly since they are using company money,” Chang Sang-hyung, a staff at a popular watering hole in southern Seoul said. While such commercial and secular celebrations may set the tone of the Christmas season for the general public, some Christians taken an entirely different approach. Churches of various denominations hold charitable events such as fund raising campaigns around this time of the year, and hold special services. “On Christmas Eve, we gather at the church to attend service, and for a range of events like secret Santa and general celebrations,” Jang Ha-young, a 30-year old professional interpreter, said.“There is also a service on Christmas morning, and different churches engage in a diverse range of charitable events.”For others, Christmas is a holiday for the family, regardless of religion. “I will be going on a trip to Japan with the family this year,” Jun Min-suk, a 36-year old project manager visiting Korea for the holidays, said. He added that he thinks Christmas should be about family, and that while celebrating as couples, and with friends may be fun, the crowds and higher than usual prices put a damper on things. Still others try to take a step back from the “year-end atmosphere.”“ really doesn’t concern me. I am not a Christian, so I really don’t see why I should get involved in any way,” a 39-year old office worker, who identifies himself as an antitheist, said declining to be named. “I don’t know anyone who isn’t a Buddhist who acts any different on Buddha’s Birthday, and I don’t see why it should be different for Christmas.”By Choi He-suk","christmas scene in downtown ,celebration in south korea ,streets christmas theme merchandise ,christmas songs and decorations ,fill the streets christmas","['South Korea', 'Salvation Army', 'Seoul']",19,"[ 0.          0.          0.         ... -0.39582533  0.49107999
 -0.19780946]",Choi He-suk,Social affairs,12,2017,"christmas scene in downtown seoul ,christmas was strictly religious festival ,visiting korea for the holidays ,iconic salvation army red kettles ,decorations fill the streets christmas","['South Korea', 'Salvation Army', 'Seoul', 'Korea', 'South Korea', 'south korean', 'Statistics Korea', 'Koreans', 'Kim Dae - young', 'Korea', 'Catholic', 'Koreans', 'Chang Sang - hyung', 'Seoul', 'Christians', 'Santa', 'Jang ha - young', 'Japan', 'Jun Min - suk', 'Korea', 'Christian', 'Buddhist', 'Choi He - suk']",2,"[ 0.          0.          0.         ... -0.39582533  0.49107999
 -0.19780946]"
9,9,President Moon makes surprise visit to site of Jecheon fire,"President Moon Jae-in made a surprise trip to the site of a tragic fire in the small southeastern city of Jecheon Friday. (Yonhap)Moon's trip to the city, located some 170 kilometers from Seoul, came one day after the fire left 29 people dead with 29 others injured.He was expected to receive a report on the accident and ongoing efforts to deal with the aftermath, according to his office Cheong Wa Dae. (Yonhap)","President Moon Jae-in made a surprise trip to the site of a tragic fire in the small southeastern city of Jecheon Friday. Moon's trip to the city, located some 170 kilometers from Seoul, came one day after the fire left 29 people dead with 29 others injured.He was expected to receive a report on the accident and ongoing efforts to deal with the aftermath, according to his office Cheong Wa Dae.","jecheon fire president moon ,friday yonhap moon trip ,president moon makes surprise ,day after the fire ,site of tragic fire","['Moon Jae - in', 'Jecheon', 'Yonhap)Moon', 'Seoul']",19,"[ 0.          0.          0.         ... -0.33474377  0.62621814
  0.34896451]",Yonhap,Social affairs,12,2017,"fire left 29 people dead ,jecheon friday moon trip to ,day after the fire ,the fire left 29 people ,jecheon friday moon trip","['Moon Jae - in', 'Jecheon', 'Moon', 'Seoul']",8,"[ 0.          0.          0.         ... -0.33474377  0.62621814
  0.34896451]"
