,Unnamed: 0,title,description,body,keyword,ne,cluster,vector,author,section,month,year,keyword_e,ne_e,cluster_e,vecctor_e
0,0,"Moon stresses need for 'fundamental, effective' measures to tackle low fertility rate","President Moon Jae-in called Tuesday for more effective measures to boost South Korea's low fertility rate, warning the country with its fast-graying population could face a serious demographic crisis.During a session of the Presidential Committee on Aging Society and Population Policy, Moon also stressed that now is the ""golden time"" for crafting a resolution to the demographic challenge that has eluded his predeces...","President Moon Jae-in called Tuesday for more effective measures to boost South Korea's low fertility rate, warning the country with its fast-graying population could face a serious demographic crisis.During a session of the Presidential Committee on Aging Society and Population Policy, Moon also stressed that now is the ""golden time"" for crafting a resolution to the demographic challenge that has eluded his predecessors.    ""What the committee should do is to devise more fundamental, effective measures while reflecting on the measures that have been taken so far,"" Moon said, noting that erstwhile policies have failed despite the huge amount of taxpayer money poured into them.""Beyond the issue of a decrease in the working age population or economic difficulties, we can be faced with a serious demographic crisis that could shake the foundation of the Republic of Korea ,"" he added.Various data from home and abroad have underscored the severity of the demographic challenge Korea has faced.Data, released recently by the US Central Intelligence Agency, found that the country's total fertility rate, or the average number of children that a woman bears over her lifetime, stood at just 1.26. This placed South Korea 219th among 224 nations checked.According to Statistics Korea, the number of babies born in 2016 reached 406,300, down 7.3 percent, or 32,100, from a year earlier. The figure marked the lowest number of newborns since 1970, when the statistics agency started to compile such data.Pointing to the woeful numbers, Moon called on the committee to ""boldly"" overcome the limits of existing policies to tackle the low fertility rate.""The government has so far focused on reducing the burden related to marriage, child delivery and care, but we have found that they are insufficient,"" Moon said. ""Beyond the policy of encouraging births, we now have to pay attention to the issues of women's lives at large and move in the direction of helping address them.""What matters more than anything is to help women find a work-family balance, Moon added.""The fundamental measure to address low fertility is to create a society in which women can protect the values of their lives while continuing their professional careers, and get married and raise children,"" he said.","tuesday for more effective ,fertility rate president moon ,presidential committee on aging ,policy moon also stressed ,called tuesday for more","['Moon Jae - in', ""South Korea 's"", 'the Presidential Committee on Aging Society and Population Policy', 'Moon']",20,"[ 1.          1.          1.         ... -0.36783174  0.28665975
  0.44854236]",Yonhap,Politics,12,2017,"tuesday for more effective measures ,boost south korea low fertility ,called tuesday for more effective ,tuesday for more effective ,presidential committee on aging society","['Moon Jae - in', ""South Korea 's"", 'the Presidential Committee on Aging Society and Population Policy', 'Moon', 'Moon', 'the Republic of Korea', 'Korea', 'the US Central Intelligence Agency', 'South Korea 219th', 'Statistics Korea', 'Moon', 'Moon', 'Moon']",6,"[ 1.          1.          1.         ... -0.36783174  0.28665975
  0.44854236]"
1,1,Korea to listen to victims before deciding on controversial comfort women deal,South Korea's foreign minister said Tuesday that the government will make its final decision on a controversial deal with Japan over its wartime sexual slavery of Korean women after listening to opinions from victims and civic groups.Kang Kyung-wha said during a press meeting in Seoul that the previous government seemed to have not made sufficient efforts to gather opinions before reaching the so-called comfort women...,"South Korea's foreign minister said Tuesday that the government will make its final decision on a controversial deal with Japan over its wartime sexual slavery of Korean women after listening to opinions from victims and civic groups.Kang Kyung-wha said during a press meeting in Seoul that the previous government seemed to have not made sufficient efforts to gather opinions before reaching the so-called comfort women deal in December 2015.Her remarks came a day before a task force is to announce the outcome of its monthslong review of the agreement under which the two countries promised to leave behind the issue of Japan's wartime sexual enslavement of Korean women, who are euphemistically called comfort women.""It is basically a human rights issue, and there are victims whose human rights were directly affected and civic groups that have supported them for decades,"" Kang told reporters. ""In consideration of the outcome of the task force's review, I think it is right for us to reflect the voices of the victims and the civic groups sufficiently through sufficient communication before making the government's stance ,"" she added. Under the deal, they agreed to ""finally and irreversibly"" resolve the comfort women issue, while Tokyo gave an apology for its colonial-era atrocities and agreed to contribute 1 billion yen  to a foundation dedicated to supporting the victims.It, however, prompted strong criticism from victims and civic groups as they claim that Japan's apology was not sincere enough and that the government did not consult with them in advance. Some even call for scrapping the deal.The Moon government, which took office in May, has said that there appears to have been procedural problems in reaching the deal. The task force launched after the new government's inauguration is to announce the outcome of it review on Tuesday.Japan is urging South Korea to faithfully carry out what was agreed upon. The Seoul government is saying that it will seek a ""two-track"" approach in which such historical issues will be separated from bilateral diplomatic relations.""The task force's review is about the procedure by which the deal was reached and its evaluation, not about any policy recommendations,"" Kang said. ""What diplomatic policy the government is to take does not rely entirely on the review outcome.""""The outcome should be taken into account but there should be communication with the victims as well.""Kang declined to elaborate on what the task force will announce but noted that the previous government surely did not make enough efforts to communicate with the victims. ""The conclusion is that communication with victims lacked significantly until the deal was finally made,"" she said. ""It is the conclusion that we have expected but now we can say that with sufficient review and evidence.""Kang said that ""all options"" should remain open on what action the government will take on the deal she said about 70 percent of Korean people cannot accept. She still emphasized that the government will make all possible diplomatic efforts to upgrade bilateral ties with Japan despite many recalcitrant issues between the two countries, while facing ""squarely"" up to their shared history. Noh Kyu-duk, foreign ministry spokesman, said during a regular press briefing held later in the day that the government will explain the outcome of the task force's review to Japan ""before it will be announced,"" adding that it is in line with diplomatic protocol as the country is also a party involved in the issue. On North Korea and its nuclear issues, Kang said that the government will closely review all scenarios including additional provocations and a possible resumption of talks to deal with its growing threats. With regard to China and bilateral ties that have been chilled over the deployment of a US missile defense system here, Kang reaffirmed that the leaders of the two countries shared the view to normalize their relations ""in the mid and long term.""""Based on the shared view to put cooperation and exchanges in all areas, including personnel exchanges, back on track, our ministry, for its part, will make all-out efforts,"" she said.","korean women after listening ,slavery of korean women ,women deal south korea ,press meeting in seoul ,korean women after","[""South Korea 's"", 'Japan', 'korean', 'Kang Kyung - wha', 'Seoul']",20,"[ 0.          1.          0.         ... -0.27284658  0.25524572
 -0.00464823]",Yonhap,Foreign Policy,12,2017,"korea foreign minister said tuesday ,sexual enslavement of korean women ,of korean women after listening ,slavery of korean women after ,sexual slavery of korean women","[""South Korea 's"", 'Japan', 'korean', 'Kang Kyung - wha', 'Seoul', 'Japan', 'korean', 'Kang', 'Tokyo', 'Japan', 'Moon', 'Japan', 'South Korea', 'Seoul', 'Kang', 'korean', 'Japan', 'Noh Kyu - duk', 'Japan', 'North Korea', 'Kang', 'China', 'US', 'Kang']",5,"[ 0.          1.          0.         ... -0.27284658  0.25524572
 -0.00464823]"
2,2,Hike in minimum wage likely to cut part-time jobs next year: survey,"Four out of every five self-employed people said the hike in the minimum wage could cut the number of part-timers next year, a survey showed Friday.The minimum wage is set to rise to 7,530 won ($7) per hour next year, up 16.4 percent from the current 6,470 won. It marks the sharpest hike since 2001, under President Moon Jae-in's income-led growth initiative.The survey by Albamon, a jobs portal, showed that 79.3 perce...","Four out of every five self-employed people said the hike in the minimum wage could cut the number of part-timers next year, a survey showed Friday.The minimum wage is set to rise to 7,530 won  per hour next year, up 16.4 percent from the current 6,470 won. It marks the sharpest hike since 2001, under President Moon Jae-in's income-led growth initiative.The survey by Albamon, a jobs portal, showed that 79.3 percent of 304 self-employed people said they expected a fall in the number of part-time workers next year as a result of the hike in the minimum wage.The liberal Moon Jae-in administration has been pushing to raise the minimum wage to 10,000 won per hour by 2022, when Moon's single five-year ends.  Only 15.5 percent forecast the wage hike will not affect the employment of part-timers, with 5.3 percent predicting a rise in the number of part-time employment.About 95 percent of the owners of bakeries, as well as dessert and ice cream shops, said they expected a fall in part-time employment.The comparable figures were 92.9 percent for those who operate family restaurants or fast food outlets, 89.5 percent for the owners of convenience stores, 86 percent for the owners of coffee shops and 77.7 percent for those running restaurants.As many as 80.9 percent said the planned minimum wage hike is excessive, while 16.1 percent described it as ""reasonable"" and 3 percent as ""not enough.""The majority  of the surveyed said the minimum wage increase will negatively affect the South Korean economy, while 17.1 percent said the hike will not have an impact.Only 14.5 percent said the higher wage will positively affect the economy.","jobs next year survey ,next year survey four ,sharpest hike since 2001 ,timers next year survey ,friday the minimum wage","['Moon Jae - in', 'Albamon']",20,"[ 1.          0.          0.         ... -0.55618697  0.42547351
  0.10404469]",Yonhap,Social affairs,12,2017,"next year survey showed friday ,17 percent said the hike ,minimum wage increase will negatively ,the sharpest hike since 2001 ,showed friday the minimum wage","['Moon Jae - in', 'Albamon', 'Moon Jae -', 'Moon', 'south korean']",9,"[ 1.          0.          0.         ... -0.55618697  0.42547351
  0.10404469]"
3,3,"Moon vows all-out efforts to create jobs, urges concessions from all sides","President Moon Jae-in on Thursday reaffirmed his efforts to create more quality jobs, while calling for efforts by all sides, including the workers.""Our government firmly recognizes laborers as a partner in managing state affairs. But my or the government's efforts alone cannot achieve our goals. We will be able to achieve so much more when the laborers are with us,"" Moon said while meeting with some 120 union leader...","President Moon Jae-in on Thursday reaffirmed his efforts to create more quality jobs, while calling for efforts by all sides, including the workers.""Our government firmly recognizes laborers as a partner in managing state affairs. But my or the government's efforts alone cannot achieve our goals. We will be able to achieve so much more when the laborers are with us,"" Moon said while meeting with some 120 union leaders and officials from various firms and organizations that are considered role models in labor-management relations.The organizations have together created a 160-billion-won  public fund to support irregular and low-waged workers. They include the Health and Medical Workers' Union and the Korea Federation of Banks, according to the presidential office Cheong Wa Dae.""The public co-prosperity fund has set a great example of social dialogue in the very process of its establishment itself,"" the president told the meeting, according to a script of his keynote remarks released by Cheong Wa Dae. President Moon Jae-in  poses for a group photo while holding up a sign that says ""Together, we go further,"" in a meeting with a group of officials and workers from a joint public fund held at his office Cheong Wa Dae in Seoul on Dec. 21, 2017.""It must have not been an easy process. I offer you a big applause for your courage and decision that offered the hope of co-prosperity and solidarity, which are most needed in our society,"" he added.The president noted his administration's top priority continues to be creating more quality jobs.""It seeks to change the growth-oriented strategy of the past that had neglected the laborers and build a people-oriented economy that can address the issue of extreme economic injustice and social polarization,"" Moon said.""To this end, we need a grand social compromise, under which we will each make little concessions, share our burdens and narrow our gaps. Especially, sustainable development of our society will be impossible without a compromise between the labor, management and the government,"" he added.Moon has pledged to create 810,000 new jobs in the public sector alone during his single five-year term. He also seeks to raise the minimum hourly wage to 10,000 won from the current 6,470 won before his presidency ends in May 2022. The minimum wage is already set to jump 16.4 percent to 7,530 won per hour from the beginning of next year.""The government too will fulfill its role to promote social dialogue and joint prosperity. And in the public sector, it will especially do more to become the most exemplary user,"" the president said.Moon asked that both labor and business circles have faith in what he has called a new economic paradigm.""We are all very aware of the fact that we must realize inclusive growth, under which the fruits of growth will go evenly to all people. Our government calls this income-led growth, people-oriented growth,"" the president said in his closing remarks, according his top press secretary Yoon Young-chan.""For a compromise between labor, management and government, faith in the government is most important. I ask both the labor and management to have faith in the government and lend your support just for one year,"" he was quoted as saying. ""If both the management and laborers have faith and give us their support, we will definitely prove that our economic and labor policies benefit the workers and their users.""","create jobs urges concessions ,moon vows all out ,thursday reaffirmed his efforts ,jobs urges concessions ,workers our government firmly","['Moon Jae - in', 'Moon']",20,"[ 1.          0.          0.         ... -0.24284184  0.37984675
  0.41657978]",Yonhap,Politics,12,2017,"create 810 000 new jobs ,most exemplary user the president ,470 won before his presidency ,people oriented growth the president ,thursday reaffirmed his efforts","['Moon Jae - in', 'Moon', ""the Health and Medical Workers ' Union"", 'the Korea Federation of Banks', 'Cheong', 'Moon Jae - in', 'Seoul', 'Moon', 'Moon', 'Moon', 'Yoon Young - chan']",6,"[ 1.          0.          0.         ... -0.24284184  0.37984675
  0.41657978]"
4,4,Human rights watchdog calls for tougher punishment of sex offenders in military,"South Korea's human rights watchdog recommended Thursday that military law enforcement hand down tougher punishment for sex crimes involving commanding officers and their female subordinates, amid growing concern over a rise in sexual assault cases in the barracks. The recommendation by the National Human Rights Commission to the Ministry of National Defense came based on its research into the military prosecution's ...","South Korea's human rights watchdog recommended Thursday that military law enforcement hand down tougher punishment for sex crimes involving commanding officers and their female subordinates, amid growing concern over a rise in sexual assault cases in the barracks. The recommendation by the National Human Rights Commission to the Ministry of National Defense came based on its research into the military prosecution's handling of recent sexual assault cases regarding superiors and lower-level officers, the watchdog said. The survey began in May following the suicide of a Navy lieutenant who was raped by her commanding officer.   Kim Seong-joon, the head of the investigation unit at the National Human Rights Commission, speaks during a press briefing on Dec. 21, 2017, on its recommendation to the defense ministry calling for tougher punishment for assailants in the sexual assault cases in the military. The NHRC has found that 80 percent of sexual assault victims between 2014 and 2016 were sergeants due to be examined by their superiors for extension of service. It alludes to the fact that they are in a vulnerable position in terms of resisting their boss even if they are sexually mistreated, the watchdog noted. The analysis also revealed that the military prosecution has tended to be lenient on the charges they press against the offenders. Some of them were indicted under the Criminal Law, or the law related to banning sexual violence, instead of the Military Criminal Law subject to aggravated punishment. One non-commissioned officer in his 40s was charged for sexually harassing a female subordinate in her early 20s under the general criminal law and is still on the job as he received a pecuniary penalty.In a separate case, the military court meted out a suspended sentence for an officer who groped a young female commissioned officer on her thigh, upholding the defendant's claim that he was intoxicated and made a mistake. The ratio of military court rulings of suspended sentences for sexual offenders came in at 10.34 percent, much higher than 1.36 percent by general district courts. The watchdog also called for stricter disciplinary measures against a sexual assailant, including an immediate opening of the reprimand process and collaboration with outside experts for a more thorough and independent review once an allegation is raised.","punishment for sex crimes ,rights watchdog recommended thursday ,sex offenders in military ,punishment of sex offenders ,watchdog calls for tougher","[""South Korea 's"", 'the National Human Rights Commission', 'the Ministry of National Defense']",20,"[ 0.          1.          0.         ... -0.36811343  0.10419025
  0.0218187 ]",Yonhap,Social affairs,12,2017,"navy lieutenant who was raped ,in may following the suicide ,of recent sexual assault cases ,tougher punishment for sex crimes ,raped by her commanding officer","[""South Korea 's"", 'the National Human Rights Commission', 'the Ministry of National Defense', 'Navy', 'Kim Seong - joon', 'the National Human Rights Commission', 'NHRC']",4,"[ 0.          1.          0.         ... -0.36811343  0.10419025
  0.0218187 ]"
5,5,[Herald Interview] Nuclear deterrence is myth says Nobel laureate ICAN,"Nuclear weapons as deterrence against war is a myth created through propaganda, and the world must unite to bring about complete nuclear disarmament, says International Campaign to Abolish Nuclear Weapons Asia Pacific Director Tim Wright. Founded in Australia in 2007, the International Campaign to Abolish Nuclear Weapons works to inform the public about the catastrophic consequences of nuclear weapons being used. For...","Nuclear weapons as deterrence against war is a myth created through propaganda, and the world must unite to bring about complete nuclear disarmament, says International Campaign to Abolish Nuclear Weapons Asia Pacific Director Tim Wright. Founded in Australia in 2007, the International Campaign to Abolish Nuclear Weapons works to inform the public about the catastrophic consequences of nuclear weapons being used. For its work on the Treaty on the Prohibition of Nuclear Weapons adopted on July 7, ICAN was awarded the Nobel Peace Prize on Dec. 10.  International Campaign to Abolish Nuclear Weapons Asia Pacific Director Tim Wright. Park Hyun-koo/The Korea HeraldThe treaty prohibits signatory states from “developing, testing, producing, manufacturing, transferring, possessing, stockpiling, using or threatening to use nuclear weapons, or allowing nuclear weapons to be stationed on their territory.”The treaty also prohibits nations from “assisting, encouraging or inducing anyone to engage in any of these activities.” States that have nuclear arms, or those with another country’s nuclear weapons in their territories must dismantle or remove them if they sign the treaty. Now that the treaty has been adopted, ICAN hopes to bring together countries to sign the treaty to enforce a binding ban on nuclear weapons. “We very much want South Korea to sign this treaty. And the main impediment at the moment is the concept of the nuclear umbrella, which is inconsistent with the treaty,” Wright said. “We believe that by claiming protection from nuclear weapons under the umbrella, that confers legitimacy on nuclear weapons. It suggest that they are useful, that they are a source of security and we want South Korea to adopt a very strong, unequivocal position against nuclear weapons.”Adding that his organization wants North Korea to do the same and that though no nuclear-armed state has so far joined the treaty, Wright says the treaty lays the foundations for eventual global nuclear disarmament. “The purpose of the treaty is to stigmatize the weapons, and to establish a strong international norm against them. It is a reaction, in a sense, to the failure of nuclear-armed nations to fulfill their disarmament obligations,” he said. “It’s about putting pressure on them through the power of the norm that the treaty creates. This is a tool that asks every country to state whether they support or oppose nuclear weapons. And we are confident that the vast majority will support it.”Saying that full nuclear disarmament has not been realized due to lack of political will, he added that the treaty will be a “game changer” in creating the right environment for progress.“A country that joins the treaty cannot help another country to manufacture nuclear weapons, it needs to ensure that there are no funds from that country going towards the nuclear weapon program of another country. This can have profound implications,” he said. Regarding US President Donald Trump’s announcement of nuclear arsenal modernization plans, Wright said that such programs were also backed by the Obama administration, and that most nuclear-armed states are pursuing similar goals. However, unlike the previous US president, the unpredictable nature of Trump and North Korean leader Kim Jong-un has put the world in grave danger, Wright says. “Which is why it’s so important that countries like South Korea with moderate leaders are able to play a peacemaking role, and not become embroiled, not become part of the problem but instead become part of the solution. That is why we want SK to join this treaty, to be part of the solution,” he said. Seoul, however, faces another difficulty. The South Korea-US alliance effectively places the country under the US nuclear umbrella. Wright, however, suggests that Seoul can maintain the alliance while rejecting the idea of US nuclear deterrence, and that Seoul should play a role in prompting the US to give up its nuclear weapons. “We want South Korea to speak out, not in hostility to the US, but in the spirit of friendship that’s what a good friend does,” he said, comparing the situation to one friend discouraging another from drunk driving. ICAN also rejects the argument that nuclear weapons deter war.“I think that deterrence is an entirely irrational security policy. Imagine every country argued that it needed nukes for deterrence, would that make the world a safer place? It would be a recipe for disaster,” he said. “We need to start, view nuclear weapons as weapons, not as some magical tools, and that’s why our campaign has been so focused on what these weapons actually do when they are used,” he said. He added that as long as South Korea relies on the nuclear-armed US to maintain peace on the peninsula, it is effectively relying on the “preparedness of the US to unleash catastrophic consequences” on behalf of the country. By Choi He-suk","herald interview nuclear deterrence ,campaign to abolish nuclear ,abolish nuclear weapons asia ,about complete nuclear disarmament ,nuclear deterrence is myth","['International Campaign', 'Tim Wright', 'Australia', 'the International Campaign']",20,"[ 0.          0.          0.         ... -0.17653693  0.65404576
  0.20203283]",Choi He-suk,Politics,12,2017,"international campaign to abolish nuclear ,nuclear disarmament says international campaign ,campaign to abolish nuclear weapons ,complete nuclear disarmament says international ,donald trump announcement of nuclear","['International Campaign', 'Tim Wright', 'Australia', 'the International Campaign', 'ICAN', 'International Campaign', 'Tim Wright', 'Park Hyun - koo', 'HeraldThe', 'ICAN', 'South Korea', 'Wright', 'South Korea', 'North Korea', 'Wright', 'US', 'Donald Trump', 'Wright', 'Obama', 'US', 'Trump', 'north korean', 'Kim Jong - un', 'Wright', 'South Korea', 'Seoul', 'South Korea', 'US', 'US', 'Wright', 'Seoul', 'US', 'Seoul', 'US', 'South Korea', 'US', 'South Korea', 'US', 'US', 'Choi He - suk']",18,"[ 0.          0.          0.         ... -0.17653693  0.65404576
  0.20203283]"
6,6,Supreme Court nominee pledges fair trials for socially weak,"Supreme Court Justice nominee Ahn Chul-sang vowed Tuesday that he would pursue aboveboard rulings to protect the socially disadvantaged and shore up public trust in the judiciary if appointed.During a parliamentary confirmation hearing, Ahn, currently the Daejeon District Court chief, also highlighted the need to root out the courts' allegedly favorable treatment of former judges and prosecutors, which have long been...","Supreme Court Justice nominee Ahn Chul-sang vowed Tuesday that he would pursue aboveboard rulings to protect the socially disadvantaged and shore up public trust in the judiciary if appointed.During a parliamentary confirmation hearing, Ahn, currently the Daejeon District Court chief, also highlighted the need to root out the courts' allegedly favorable treatment of former judges and prosecutors, which have long been blamed for corruption in the legal circles.""The protection of minorities and the socially disadvantaged can be a process of balancing the scale tiled against these people.... I believe the role of the judiciary lies right there,"" Ahn said during his opening remarks.""The protection of the socially weak is not to give them special benefits that are not written in the law but to recover their inherent rights that are stipulated in the law,"" he added.  Supreme Court Justice nominee Ahn Chul-sang speaks during a parliamentary confirmation hearing at the National Assembly in Seoul on Dec. 19, 2017. To show his longstanding commitment to protecting the rights of the socially marginalized, Ahn catalogued a history of his rulings in favor of them. One of them concerned a naturalized foreign-born spouse on the verge of losing her citizenship.Ahn said that his advocacy for the socially disadvantaged stems from his personal experience.""My father passed away when I was a high school student, and due to my family's financial conditions, I had difficulty advancing into the tertiary education,"" he recalled. ""It was a tough period, but this experience helped me understand the socially weak.""The nominee then highlighted the importance of ""objective, fair"" trials to enhance public trust in courts. He also said that the legal process should be speedy to ensure that low-income citizens are not put at a disadvantage due to lengthy, costly litigation procedures.During the hearing, Ahn came under fire for his children's use of fake addresses in the 1990s to send them to schools of their choice. He acknowledged it and apologized.Asked about whether the death penalty should be abolished, he said that the capital punishment has to be ""considerably"" restricted as any misjudgment cannot be reversed. On the issue of those refusing to carry out their mandatory military duty based on their religious beliefs, the nominee threw his support behind the idea of allowing them to carry out alternative services.Ahn's appointment requires consent from a majority of lawmakers present during a floor vote that can be set up by a majority of all 299 legislators. The ruling Democratic Party with only 121 seats is far short of a majority, necessitating opposition support.","nominee pledges fair trials ,chul sang vowed tuesday ,court nominee pledges fair ,treatment of former judges ,pledges fair trials for","['Supreme Court', 'Ahn Chul - sang', 'Ahn', 'the Daejeon District Court']",20,[0.         0.         0.         ... 0.11432205 0.37405011 0.27920744],Yonhap,Social affairs,12,2017,"lawmakers present during floor vote ,ahn chul sang vowed tuesday ,favorable treatment of former judges ,299 legislators the ruling democratic ,sang speaks during parliamentary confirmation","['Supreme Court', 'Ahn Chul - sang', 'Ahn', 'the Daejeon District Court', 'Supreme Court', 'Ahn Chul - sang', 'the National Assembly', 'Seoul', 'ahn', 'Democratic Party']",6,[0.         0.         0.         ... 0.11432205 0.37405011 0.27920744]
7,7,PyeongChang peace statement released with Nobel laureates in attendance,"PyeongChang peace statement released with Nobel laureates in attendance The ”PyeongChang Joint Statement of Peace” was announced at the Goseong observatory tower near the heavily armed inter-Korean border on Tuesday.The statement was jointly made by Byoung-chul Min, chairman of the Sunfull Foundation, along with Song Suk-doo, deputy governor of Gangwon Province and Nobel Peace laureates Tim Wright, who represented ...","PyeongChang peace statement released with Nobel laureates in attendance The ”PyeongChang Joint Statement of Peace” was announced at the Goseong observatory tower near the heavily armed inter-Korean border on Tuesday.The statement was jointly made by Byoung-chul Min, chairman of the Sunfull Foundation, along with Song Suk-doo, deputy governor of Gangwon Province and Nobel Peace laureates Tim Wright, who represented 2017 Nobel Peace Prize Recipient ICAN, and Tilman Ruff, co-president of 1985 Nobel Peace Prize Recipient IPPNW. Min said, “The Sunfull Movement is an anti-cyber bullying and global internet peace movement which takes the lead in spreading messages of condolence and encouragement in response to global disasters and horrific incidents.“ Past campaigns have been held in response to the Sandy Hook shooting tragedy in the US, the Sichuan China earthquakes, the Paris France terror attacks, the Kumamoto Japan earthquakes, the Australia Blue Mountain fire tragedy and the Maria, Irma, and Harvey hurricanes in the US. Min said that to mark the visit of Nobel Peace Laureates to Korea, the Sunfull Foundation has decided to launch the Internet Peace Committee to promote the message of peace on the Korean Peninsula and conduct the Sunfull internet peace campaign worldwide.Some 7,000 schools and businesses are participating in the Sunfull Movement with more than 670,000 members.","and nobel peace laureates ,nobel laureates in attendance ,nobel peace laureates tim ,nobel peace laureates ,released with nobel laureates","['PyeongChang', 'inter - korean', 'the Sunfull Foundation', 'Song Suk', 'Gangwon Province', 'Tim Wright']",20,"[ 0.          0.          0.         ... -0.41432679  0.85566264
  0.2462669 ]",Korea Herald,Social affairs,12,2017,"visit of nobel peace laureates ,2017 nobel peace prize recipient ,nobel peace laureates to korea ,with nobel laureates in attendance ,and nobel peace laureates tim","['PyeongChang', 'inter - korean', 'the Sunfull Foundation', 'Song Suk', 'Gangwon Province', 'Tim Wright', 'Tilman Ruff', 'US', 'China', 'Paris France', 'Japan', 'the Australia Blue Mountain', 'US', 'Korea', 'the Sunfull Foundation', 'the Internet Peace Committee', 'the Sunfull Movement']",9,"[ 0.          0.          0.         ... -0.41432679  0.85566264
  0.2462669 ]"
8,8,Prosecutors retain sentence demand for two ex-Park aides over artist blacklist,"Prosecutors on Tuesday maintained their sentence demand for two former aides of ousted President Park Geun-hye for allegedly keeping a secret register of artists deemed critical of her government to disadvantage them in various ways. Special Counsel in charge of the case asked the appellate court to sentence former chief of staff Kim Ki-choon and former Culture Minister Cho Yoon-sun to seven and six years in prison, ...","Prosecutors on Tuesday maintained their sentence demand for two former aides of ousted President Park Geun-hye for allegedly keeping a secret register of artists deemed critical of her government to disadvantage them in various ways. Special Counsel in charge of the case asked the appellate court to sentence former chief of staff Kim Ki-choon and former Culture Minister Cho Yoon-sun to seven and six years in prison, respectively.  The composite photo, filed Oct. 24, 2017, shows former Culture Minister Cho Yoon-sun , and former chief of staff Kim Ki-choon  under the previous Park Geun-hye government. It also demanded the same jail terms for five others, including then presidential and culture ministry officials charged for their involvement in the case, as the sentences requested in the trial at the lowest court. Kim and Cho were indicted in February on charges of abuse of power and perjury. They are accused of masterminding the creation of a list of nearly 10,000 artists, writers and filmmakers deemed unfriendly to the then conservative administration. Those on the list were denied state subsidies or removed from their jobs in the mainstream media. The Seoul Central District Court sentenced Kim in July to three years in jail, finding him guilty of the charges. But it released Cho on a one-year prison term suspended for two years, convicting her only of perjury. Both the prosecution and defendants have appealed the ruling. Kim was in office from mid-2013 to early 2015. Cho served as the presidential secretary for political affairs from June 2014 for about a year and became the culture minister in September last year.","blacklist prosecutors on tuesday ,artist blacklist prosecutors on ,blacklist prosecutors on ,prosecutors on tuesday ,over artist blacklist prosecutors","['Park Geun', 'Kim Ki - choon', 'Culture', 'Cho Yoon - sun']",20,"[ 0.          0.          0.         ... -0.33704892  0.32463339
  0.15451027]",Yonhap,Social affairs,12,2017,"prosecutors on tuesday ,aides of ousted president park ,court to sentence former chief ,court sentenced kim in july ,aides of ousted president","['Park Geun', 'Kim Ki - choon', 'Culture', 'Cho Yoon - sun', 'Culture', 'Cho Yoon - sun', 'Kim Ki - choon', 'Park Geun - hye', 'Kim', 'Cho', 'the Seoul Central District Court', 'Kim', 'Cho', 'Kim', 'Cho']",19,"[ 0.          0.          0.         ... -0.33704892  0.32463339
  0.15451027]"
9,9,Presidential committee mulls raising class hours for primary school students: official,"The presidential committee on tackling low birth rate is considering raising school hours for elementary school students to reduce the childcare burden on double income parents, a committee official said Friday.""We are focusing on resolving the burden of parents taking care of elementary school students,"" the official said, noting ""We've not yet resolved the low childbirth rate issue, although we've presented a varie...","The presidential committee on tackling low birth rate is considering raising school hours for elementary school students to reduce the childcare burden on double income parents, a committee official said Friday.""We are focusing on resolving the burden of parents taking care of elementary school students,"" the official said, noting ""We've not yet resolved the low childbirth rate issue, although we've presented a variety of measures to tackle the matter.""First and second grade elementary school students spend an average of 2.93 hours in class every day, third and fourth graders study 3.47 hours on average per day, and fifth and sixth graders do 3.87 hours, according to government statistics. Average daily school hours for primary schools in some other countries are 4.9 hours in the United States, 4.8 hours in France and 4.67 hours in Britain.Unlike children aged five or under, who are taught at kindergartens or nursery schools until 6 p.m. or later with financial support from the government, elementary school students return home early in the afternoon.Confronted with this situation, many women quit their jobs to take care of children who come home early. This has been cited as one cause of the country's low birthrate.An education ministry official, however, reacted negatively to moves to keep children at school for longer hours.""I understand other government agencies are considering such as a measure, but it will be difficult for our ministry to consider that kind of policy change,"" the official said.","considering raising school hours ,presidential committee mulls raising ,mulls raising class hours ,committee mulls raising class ,students official the presidential",[],20,"[ 0.          0.          0.         ... -0.61580807  0.24522407
  0.52587616]",Yonhap,Education,12,2017,"fourth graders study 47 hours ,raising school hours for elementary ,considering raising school hours for ,graders study 47 hours on ,fourth graders study 47","['the United States', 'France', 'Britain']",6,"[ 0.          0.          0.         ... -0.61580807  0.24522407
  0.52587616]"
