,Unnamed: 0,title,description,body,keyword,ne,cluster,vector,author,section,month,year,keyword_e,ne_e,cluster_e,vecctor_e
0,0,Police find body of missing girl on hillside in Gunsan,"JEONJU, South Korea -- Police on Friday found the body of a 5-year-old missing girl on a hillside in the western coastal city of Gunsan following her father's confession to having disposed of it, officials said.The Jeonbuk Provincial Police Agency said that at 4:45 a.m., the body of Koh Jun-hee was discovered wrapped in a towel under a tree on the hillside, about a 50-minute drive from where she stayed. She was repor...","JEONJU, South Korea -- Police on Friday found the body of a 5-year-old missing girl on a hillside in the western coastal city of Gunsan following her father's confession to having disposed of it, officials said.The Jeonbuk Provincial Police Agency said that at 4:45 a.m., the body of Koh Jun-hee was discovered wrapped in a towel under a tree on the hillside, about a 50-minute drive from where she stayed. She was reported to have gone missing a little over three weeks ago. The investigation into the case gained traction as her 36-year-old father, who was put under emergency arrest, confessed Thursday to having dumped her body on a hill in the city 270 kilometers south of Seoul in April. Based on the father's statement, police presume that Koh died because she choked on food. Her father has said that he concealed her death for fear that it would cause trouble in his divorce settlement with her birth mother.Police plan to examine her body to find out the exact cause of death, officials said.Police opened their investigation into Koh's case after her stepmother reported to the police on Dec. 8 that she had gone missing.They mobilized 3,000 personnel, search dogs and helicopters to find her over the past few weeks.","year old missing girl ,friday found the body ,missing girl on hillside ,police on friday found ,body of missing girl","['JEONJU', 'South Korea', 'the Jeonbuk Provincial Police Agency', 'Koh Jun - hee']",10,"[ 1.          1.          1.         ... -0.92528868  0.47432354
  0.38935253]",Yonhap,Social affairs,12,2017,"her birth mother police plan ,korea police on friday found ,old missing girl on hillside ,of year old missing girl ,friday found the body","['JEONJU', 'South Korea', 'the Jeonbuk Provincial Police Agency', 'Koh Jun - hee', 'Seoul', 'Koh', 'Koh']",7,"[ 1.          1.          1.         ... -0.92528868  0.47432354
  0.38935253]"
1,1,Elderly woman injured after getting dragged by bus,"A woman in her 70s has been seriously injured due to an accident involving a bus in Gwangju, South Jeolla Province, Yonhap News Agency reported Tuesday.According to the report, the accident took place at 2:40 p.m. on Saturday. The bus driver had begun to move off while the 75-year-old woman was boarding the vehicle. The victim was dragged about 20 meters, as her hand was jammed between the bus doors. She fell down an...","A woman in her 70s has been seriously injured due to an accident involving a bus in Gwangju, South Jeolla Province, Yonhap News Agency reported Tuesday.According to the report, the accident took place at 2:40 p.m. on Saturday. The bus driver had begun to move off while the 75-year-old woman was boarding the vehicle. The victim was dragged about 20 meters, as her hand was jammed between the bus doors. She fell down and was run over by one of the bus tires. She was sent to a hospital’s intensive care unit after the accident. Gwangju Gwangsan Police booked the 57-year-old driver without physical detention. The driver told police that he had not seen the victim when he was driving off. By Park Ju-young","bus doors she fell ,elderly woman injured after ,accident involving bus in ,woman injured after getting ,an accident involving bus","['South Jeolla Province', 'Yonhap News Agency']",10,"[ 0.          0.          0.         ... -0.53917664 -0.53855419
  0.12592708]",Park Ju-young,Social affairs,12,2017,"bus doors she fell down ,accident involving bus in gwangju ,the bus doors she fell ,bus doors she fell ,an accident involving bus in","['South Jeolla Province', 'Yonhap News Agency', 'Gwangju Gwangsan Police', 'Park Ju - young']",17,"[ 0.          0.          0.         ... -0.53917664 -0.53855419
  0.12592708]"
2,2,Teacher charged for drug use says she did it ‘out of curiosity’,"A local education office has suspended an elementary school teacher for a month following a drug charge. North Chungcheong Provincial Office of Education said Tuesday that an elementary school teacher in the district has been suspended from duty for the use of gamma hydroxybutyric acid, a psychotropic drug, with a friend.  (Yonhap)The teacher was arrested by police, though her indictment was suspended considering ...","A local education office has suspended an elementary school teacher for a month following a drug charge. North Chungcheong Provincial Office of Education said Tuesday that an elementary school teacher in the district has been suspended from duty for the use of gamma hydroxybutyric acid, a psychotropic drug, with a friend.  The teacher was arrested by police, though her indictment was suspended considering the small amount of the drug. An official from the education office said, “While the teacher claims that the drug abuse was ‘out of curiosity,’ the behavior requires severe disciplinary action.” By Im Eun-byel","teacher charged for drug ,the teacher was arrested ,month following drug charge ,police though her indictment ,teacher was arrested",['North Chungcheong Provincial Office of Education'],10,"[ 0.          0.          0.         ... -0.36084145  0.22948281
  0.18347797]",Im Eun-byel,Social affairs,12,2017,"teacher for month following drug ,teacher was arrested by police ,the teacher was arrested ,month following drug charge ,elementary school teacher for month",['North Chungcheong Provincial Office of Education'],13,"[ 0.          0.          0.         ... -0.36084145  0.22948281
  0.18347797]"
3,3,Officer dies trying to stop suicide on 9th floor,"A police officer fell nine stories to his death while trying to stop a man from taking his own life, Thursday.According to Daegu Suseong Police, Jeong Yeon-ho, an 11-year-veteran of the force, died in a fatal accident that occurred at an apartment in Daegu at around 9 p.m. on Thursday.Jeong was sent to the apartment with another officer in response to a call from the man’s parents, who said their son was inside and ...","A police officer fell nine stories to his death while trying to stop a man from taking his own life, Thursday.According to Daegu Suseong Police, Jeong Yeon-ho, an 11-year-veteran of the force, died in a fatal accident that occurred at an apartment in Daegu at around 9 p.m. on Thursday.Jeong was sent to the apartment with another officer in response to a call from the man’s parents, who said their son was inside and trying take his own life.Jeong was talking to the man and his mother when the son suddenly went into a bedroom and locked the door. The other officer was talking to the man’s father in the living room.Hearing the man open the window from behind the locked door, Jeong climbed outside the apartment onto a ledge in a bid to stop him, but slipped. Jeong was taken to a hospital where he was pronounced dead. The man who had threatened to take his own life reportedly did not jump.A memorial service for Jeong is to take place at Suseong Police Station on Sunday. According to Daegu Suseong Police, Jeong Yeon-ho, an 11-year-veteran of the force, died in a fatal accident that occurred at an apartment in Daegu Thursday.","died in fatal accident ,police officer fell nine ,suicide on 9th floor ,floor police officer fell ,officer dies trying to","['Daegu Suseong Police', 'Jeong Yeon - ho', 'Daegu', 'Jeong']",10,"[ 0.          0.          0.         ... -0.43530932 -0.13541253
  0.57047349]",Kim Min-joo,Social affairs,12,2017,"force died in fatal accident ,police officer fell nine ,died in fatal accident ,died in fatal accident that ,police officer fell nine stories","['Daegu Suseong Police', 'Jeong Yeon - ho', 'Daegu', 'Jeong', 'Jeong', 'Jeong', 'Jeong', 'Jeong', 'Suseong Police Station', 'Daegu Suseong Police', 'Jeong Yeon - ho', 'Daegu']",17,"[ 0.          0.          0.         ... -0.43530932 -0.13541253
  0.57047349]"
4,4,Man sets fire to himself at Gwangju apartment complex,"A man was sent to a hospital after setting fire to himself at a retail store in Gwangju, Yonhap News Agency reported Wednesday.The 52-year-old man reportedly poured gasoline on his body and set fire to himself around 10:23 a.m. at the shop in an apartment complex. A witness said the man shouted “Say sorry!” to the owner of the shop, demanding an apology, before the incident took place. (Yonhap)The exact reason he ...","A man was sent to a hospital after setting fire to himself at a retail store in Gwangju, Yonhap News Agency reported Wednesday.The 52-year-old man reportedly poured gasoline on his body and set fire to himself around 10:23 a.m. at the shop in an apartment complex. A witness said the man shouted “Say sorry!” to the owner of the shop, demanding an apology, before the incident took place. The exact reason he set fire to himself has not been revealed yet.The man, surprised by the fire, extinguished it with water from a sink in the shop. He suffered second-degree burns on his face and arms and was transferred to the hospital.Police will investigate details of the incident after he receives treatment. By Park Ju-young","hospital after setting fire ,setting fire to himself ,set fire to himself ,man reportedly poured gasoline ,sets fire to himself",['Yonhap News Agency'],10,"[ 0.          0.          0.         ... -0.5581497   0.03053673
  0.45804745]",Park Ju-young,Social affairs,12,2017,"hospital after setting fire ,hospital after setting fire to ,to hospital after setting fire ,after setting fire to himself ,old man reportedly poured gasoline","['Yonhap News Agency', 'Park Ju - young']",9,"[ 0.          0.          0.         ... -0.5581497   0.03053673
  0.45804745]"
5,5,English tutor caught stealing valuables at student’s home,An Armenian English tutor was arrested for stealing jewelry and expensive bags from a student’s home.South Gyeongsang Province’s Changwon Police Station said Wednesday that a 34-year-old Armenian woman was arrested for theft of valuables at her elementary student’s apartment.  (Yonhap)The suspect tutored the student in June three time a week when the parents were not at home. The teacher reportedly stole valuabl...,"An Armenian English tutor was arrested for stealing jewelry and expensive bags from a student’s home.South Gyeongsang Province’s Changwon Police Station said Wednesday that a 34-year-old Armenian woman was arrested for theft of valuables at her elementary student’s apartment.  The suspect tutored the student in June three time a week when the parents were not at home. The teacher reportedly stole valuables worth 15 million won , including a diamond ring, watch and four brand name bags, when the student left the room. The woman later wore the stolen watch in front of the student, arousing suspicion. By Im Eun-byel","english tutor caught stealing ,tutor caught stealing valuables ,arrested for stealing jewelry ,tutor caught stealing ,stealing valuables at student","['armenian', 'South Gyeongsang Province ’s', 'armenian']",10,"[ 0.          0.          0.         ... -0.32285237 -0.20838445
  0.85593718]",Im Eun-byel,Social affairs,12,2017,"tutor was arrested for stealing ,woman was arrested for theft ,the teacher reportedly stole valuables ,arrested for stealing jewelry ,armenian woman was arrested for","['armenian', 'South Gyeongsang Province ’s', 'armenian']",2,"[ 0.          0.          0.         ... -0.32285237 -0.20838445
  0.85593718]"
6,6,Buddhist monk suspected of sexual assault,"A chief monk at a temple in Cheongju, North Chungcheong Province, is under investigation for the sexually assault of a woman in her 20s, local media reported Tuesday. (Yonhap)According to the report, the Buddhist woman told police she had been raped by the chief monk several times over the last four years. The chief monk allegedly forced the victim into sexual intercourse with him to exorcise evil spirits and threat...","A chief monk at a temple in Cheongju, North Chungcheong Province, is under investigation for the sexually assault of a woman in her 20s, local media reported Tuesday. According to the report, the Buddhist woman told police she had been raped by the chief monk several times over the last four years. The chief monk allegedly forced the victim into sexual intercourse with him to exorcise evil spirits and threatened the victim, saying her family would be hurt or get cancer if she declined to do so.The monk, however, has reportedly denied the accusations, saying it was consensual sex.Police are investigating the details of the case.","sexual assault chief monk ,raped by the chief ,buddhist woman told police ,she had been raped ,sexual assault chief","['Cheongju', 'North Chungcheong Province', 'buddhist']",10,"[ 0.          0.          0.         ... -0.3273758  -0.02717031
  0.16429101]",Korea Herald,Social affairs,12,2017,"police she had been raped ,raped by the chief monk ,the buddhist woman told police ,investigation for the sexually assault ,been raped by the chief","['Cheongju', 'North Chungcheong Province', 'buddhist']",8,"[ 0.          0.          0.         ... -0.3273758  -0.02717031
  0.16429101]"
7,7,Appellate trial to be held for Korean man who allegedly raped Filipino ex-wife’s sister,"A Korean man who allegedly raped his Filipino ex-wife’s sister will be tried in court again Wednesday. The man, 39, has been charged with raping his former sister-in-law, 20, when his ex-wife was not at home. The victim was staying at the couple’s house on Jeju Island to attend their wedding last February, as she had been invited by the man.  (Yonhap)The victim, who came from the Philippines, revealed the incident...","A Korean man who allegedly raped his Filipino ex-wife’s sister will be tried in court again Wednesday. The man, 39, has been charged with raping his former sister-in-law, 20, when his ex-wife was not at home. The victim was staying at the couple’s house on Jeju Island to attend their wedding last February, as she had been invited by the man.  The victim, who came from the Philippines, revealed the incident to her sister’s close friend, after the couple went on their honeymoon. The victim’s sister then divorced the suspect.The man was tried in court for rape. However, the lower court declared last October that the suspect was innocent, saying, “It is hard to agree with the claim that the victim failed to run away from the scene, despite the fact that she had multiple chances.”The prosecution appealed, and the second trial will be held Wednesday. Korean civic groups gathered in front of the Jeju Special Self-Governing Provincial Council on Monday to protest the court’s judgement. They said that the court had not considered that the case amounted to sexual harassment by an immediate family member. The protesters also argued that the suspect should be ruled guilty, saying, “The  court’s previous decision implied that the accused misunderstood the victim’s willingness, because she did not actively resist.”They added, “Considering that the Filipino victim was invited to Korea by the accused, she wasn’t able to actively take action against him.” By Im Eun-byel","raped filipino ex wife ,raping his former sister ,wife sister korean man ,raped his filipino ex ,ex wife sister korean","['korean', 'Philippines']",10,"[ 0.          0.          0.         ... -0.62502182  0.10173772
  0.17694336]",Im Eun-byel,Social affairs,12,2017,"raped his filipino ex wife ,raping his former sister ,with raping his former sister ,raping his former sister in ,korean man who allegedly raped","['korean', 'Philippines', 'korean', 'Korea']",12,"[ 0.          0.          0.         ... -0.62502182  0.10173772
  0.17694336]"
8,8,Man sentenced to 25 years for killing wife,"A 39-year-old man has been sentenced to a 25-year prison term for murdering his wife.The Jeju District Court on Monday handed down the sentence to the suspect, identified only by his surname Lee.Lee allegedly committed the murder while quarreling with his wife at their apartment in Jeju City on Sept. 1.When his wife tried to leave the apartment, Lee reportedly dragged her to the kitchen and stabbed her to death.Lee, ...","A 39-year-old man has been sentenced to a 25-year prison term for murdering his wife.The Jeju District Court on Monday handed down the sentence to the suspect, identified only by his surname Lee.Lee allegedly committed the murder while quarreling with his wife at their apartment in Jeju City on Sept. 1.When his wife tried to leave the apartment, Lee reportedly dragged her to the kitchen and stabbed her to death.Lee, drunk at the time, fled in his car but was caught by police at the Port of Jeju.","years for killing wife ,for murdering his wife ,murdering his wife ,for killing wife 39 ,murdering his wife the","['the Jeju District Court', 'Lee', 'Lee', 'Jeju City', 'Lee', 'Lee']",10,"[ 0.          0.          0.         ... -0.27601391  0.15921392
  0.46671516]",Korea Herald,Social affairs,12,2017,"term for murdering his wife ,murdering his wife the jeju ,year prison term for murdering ,for murdering his wife ,murdering his wife","['the Jeju District Court', 'Lee', 'Lee', 'Jeju City', 'Lee', 'Lee']",15,"[ 0.          0.          0.         ... -0.27601391  0.15921392
  0.46671516]"
9,9,Burglar steals 24 smartphones from pedestrians in Seoul,"A man was jailed for stealing 24 smartphones from pedestrians in Seoul, local media reported Monday. (Yonhap)The 49-year-old burglar, surnamed Kim, allegedly penetrated a crowd in busy streets and stole the smartphones by putting his hand in the pockets of victims’ winter coats since Oct. 9. The incidents reportedly took place in the Hongdae and Itaewon area.Busan Geumjeong Police received some information pointing...","A man was jailed for stealing 24 smartphones from pedestrians in Seoul, local media reported Monday. The 49-year-old burglar, surnamed Kim, allegedly penetrated a crowd in busy streets and stole the smartphones by putting his hand in the pockets of victims’ winter coats since Oct. 9. The incidents reportedly took place in the Hongdae and Itaewon area.Busan Geumjeong Police received some information pointing to Kim while investigating a group who smuggled stolen smartphones out of the country, and was able to catch the suspect at a PC cafe in Seoul.A 61-year-old accomplice, who bought and sold the stolen properties, was arrested by police. By Park Ju-young","burglar steals 24 smartphones ,for stealing 24 smartphones ,stealing 24 smartphones from ,stealing 24 smartphones ,steals 24 smartphones from","['Seoul', 'Kim', 'Busan Geumjeong Police']",10,"[ 0.          0.          0.         ... -0.19021282  0.04732318
  0.37156105]",Park Ju-young,Social affairs,12,2017,"jailed for stealing 24 smartphones ,stealing 24 smartphones from pedestrians ,for stealing 24 smartphones from ,for stealing 24 smartphones ,group who smuggled stolen smartphones","['Seoul', 'Kim', 'Busan Geumjeong Police', 'Kim', 'Seoul', 'Park Ju - young']",5,"[ 0.          0.          0.         ... -0.19021282  0.04732318
  0.37156105]"
