,Unnamed: 0,title,description,body,keyword,ne,cluster,vector,author,section,month,year,keyword_e,ne_e,cluster_e,vecctor_e
0,0,Environment ministry enforces emergency fine dust reduction measures,"The Environment Ministry said Friday it is enforcing emergency measures to reduce fine dust in the air for Seoul and surrounding regions on Saturday, as dust pollution has seriously worsened in the area. (Yonhap)It is the first time the ministry has issued the ""fine dust emergency reduction measures"" since the system was introduced early this year. The alarm requires factories, construction sites and other dust-relea...","The Environment Ministry said Friday it is enforcing emergency measures to reduce fine dust in the air for Seoul and surrounding regions on Saturday, as dust pollution has seriously worsened in the area. It is the first time the ministry has issued the ""fine dust emergency reduction measures"" since the system was introduced early this year. The alarm requires factories, construction sites and other dust-releasing workplaces in Seoul, Incheon and Gyeonggi Province to cut operations and take steps to reduce pollution from 6 a.m. to 9 p.m.As of 4 p.m., dust levels, known as ""PM2.5 density,"" were measured at 57 micrograms per cubic meters in Seoul and Incheon and 63 micrograms per cubic meters in Gyeonggi Province. The situation is expected to be similar on Saturday, officials said.","saturday as dust pollution ,environment ministry said friday ,alarm requires factories construction ,pollution has seriously worsened ,environment ministry enforces emergency","['the Environment Ministry', 'Seoul']",3,"[ 1.          1.          0.         ... -0.46113619  0.29280475
  0.08271996]",Yonhap,Social affairs,12,2017,"on saturday as dust pollution ,dust releasing workplaces in seoul ,friday it is enforcing emergency ,dust pollution has seriously worsened ,saturday as dust pollution","['the Environment Ministry', 'Seoul', 'Seoul', 'Incheon', 'Gyeonggi Province', 'Seoul', 'Incheon', 'Gyeonggi Province']",7,"[ 1.          1.          0.         ... -0.46113619  0.29280475
  0.08271996]"
1,1, NK nuclear scientist takes own life after failing to defect,"A North Korean nuclear scientist, who was caught in China while attempting to defect to South Korea, took his own life after he was forced to return home, a US broadcaster said Friday. According to Radio Free Asia, the defector who was a researcher at the physics center of the State Academy of Sciences in Pyongyang took poison in a state security cell while awaiting interrogation. (Yonhap)“He killed himself only a ...","A North Korean nuclear scientist, who was caught in China while attempting to defect to South Korea, took his own life after he was forced to return home, a US broadcaster said Friday. According to Radio Free Asia, the defector who was a researcher at the physics center of the State Academy of Sciences in Pyongyang took poison in a state security cell while awaiting interrogation. “He killed himself only a few hours after he was placed in solitary confinement at the State Security Department in Sinuiju city,” the broadcaster quoted a source from North Hamgyong Province as saying on condition of anonymity. “He died before he could be questioned about the reasons for his escape, who had helped him, and what his route had been.”The scientist, reportedly identified as Huh Hyun-cheol who was in his early 50s, had been detained in Shenyang, China, on Nov. 4. He was sent back to Sinuiju in the North on Nov. 17, according to the report. Huh must have been searched many times on his way to the city just across the border from China, but it was not known how he was able to conceal the poison, according to the source. The source also told RFA that Huh disappeared after taking vacation leave from his job because he was showing signs of anxiety over his research projects.By Jo He-rim","interrogation yonhap he killed ,defect north korean nuclear ,scientist takes own life ,yonhap he killed himself ,nuclear scientist takes own","['north korean', 'China', 'South Korea', 'US', 'Radio Free Asia', 'the State Academy of Sciences', 'Pyongyang']",3,"[ 0.          0.          1.         ... -0.29677778  0.14276637
  0.36682948]",Jo He-rim,North Korea,12,2017,"nuclear scientist who was caught ,awaiting interrogation he killed himself ,while awaiting interrogation he killed ,sciences in pyongyang took poison ,awaiting interrogation he killed","['north korean', 'China', 'South Korea', 'US', 'Radio Free Asia', 'the State Academy of Sciences', 'Pyongyang', 'the State Security Department', 'Sinuiju', 'North Hamgyong Province', 'Shenyang', 'China', 'Sinuiju', 'China', 'Jo He - rim']",16,"[ 0.          0.          1.         ... -0.29677778  0.14276637
  0.36682948]"
2,2,S. Korea seizes HK vessel over ship-to-ship oil transfer to N. Korea,"A Hong Kong-flagged vessel has been seized and inspected by South Korean authorities after secretly transferring oil to a North Korean vessel in international waters in a ship-to-ship transfer prohibited by the United Nations Security Council, government officials said Friday.South Korean customs authorities took and searched the vessel, Lighthouse Winmore, when it entered the country's Yeosu Port on Nov. 24 after tr...","A Hong Kong-flagged vessel has been seized and inspected by South Korean authorities after secretly transferring oil to a North Korean vessel in international waters in a ship-to-ship transfer prohibited by the United Nations Security Council, government officials said Friday.South Korean customs authorities took and searched the vessel, Lighthouse Winmore, when it entered the country's Yeosu Port on Nov. 24 after transferring 600 tons of refined petroleum to a North Korean vessel on Oct. 19, the officials said. UNSC Resolution 2375, adopted in September, bans member countries from ship-to-ship transfer of any goods for North Korea. Resolution 2397, adopted just a week earlier allows a country to capture and look into a vessel suspected of engaging in prohibited activities with North Korea.  This composite photo of oil transfer between China and North Korea is captured from the website of the U.S. Department of the Treasury. The Hong Kong-flagged ship was chartered by Taiwanese company Billions Bunker Group and previously visited South Korea's Yeosu Port on Oct. 11 to load up on Japanese refined petroleum and head to its claimed destination in Taiwan four days later, the authorities noted. Instead of going to Taiwan, however, the vessel transferred the oil to a North Korean ship, the Sam Jong 2, and three other non-North Korean vessels in international waters in the East China Sea, they said. ""The actions taken will be reported to the UNSC sanctions committee on North Korea in the future,"" according to the authorities. ""This marks a typical case of North Korea shrewdly circumventing UNSC sanctions by using its illegal networks."" The officials said South Korea has shared intelligence with the US for the detection of the illegal transaction.In their search of the seized vessel, South Korean authorities secured navigation logs and testimony from the crew that the oil transaction was ordered by the Taiwanese group through the vessel's caption. But motive of the transaction with North Korea is not known, the officials noted. South Korea will be keeping the Hong Kong-flagged vessel for about six months, during which time Hong Kong is expected to file a request for the ship's release with the UNSC's sanctions committee on North Korea. The US has reportedly called on the UNSC to blacklist 10 ships for engaging in proscribed trade with North Korea although China and Russia are opposed to that. Lighthouse Winmore was reportedly one of the 10 targeted ships. The Security Council sanctions committee will make a decision on the request on Friday , according to the officials.","oil transfer to korea ,friday south korean customs ,korea seizes hk vessel ,oil to north korean ,south korean customs authorities","['Hong Kong', 'south korean', 'north korean', 'the United Nations Security Council', 'south korean', 'Lighthouse Winmore']",3,"[ 0.          0.          1.         ... -0.13063845  0.55575347
  0.15865625]",Yonhap,North Korea,12,2017,"korean authorities after secretly transferring ,transferring oil to north korean ,seized vessel south korean authorities ,friday south korean customs authorities ,the seized vessel south korean","['Hong Kong', 'south korean', 'north korean', 'the United Nations Security Council', 'south korean', 'Lighthouse Winmore', 'north korean', 'UNSC Resolution 2375', 'North Korea', 'North Korea', 'China', 'North Korea', 'the U.S. Department', 'Treasury', 'Hong Kong', 'taiwanese', 'Billions Bunker Group', ""South Korea 's"", 'japanese', 'Taiwan', 'Taiwan', 'north korean', 'north korean', 'UNSC', 'North Korea', 'North Korea', 'UNSC', 'South Korea', 'US', 'south korean', 'taiwanese', 'North Korea', 'South Korea', 'Hong Kong', 'Hong Kong', 'UNSC', 'North Korea', 'US', 'UNSC', 'North Korea', 'China', 'Russia', 'Winmore']",10,"[ 0.          0.          1.         ... -0.13063845  0.55575347
  0.15865625]"
3,3,Korean Army to recruit dronebot operators next year,"South Korea's Army said Friday it will select soldiers next year to serve in the envisioned ""dronebot combat unit,"" which it describes as a potential game changer in warfare.The Army will create a related military occupational specialty in the coming year. It stopped short of revealing the exact schedule and size of the new team. South Korean troops use reconnaissance drones during training in this file photo provide...","South Korea's Army said Friday it will select soldiers next year to serve in the envisioned ""dronebot combat unit,"" which it describes as a potential game changer in warfare.The Army will create a related military occupational specialty in the coming year. It stopped short of revealing the exact schedule and size of the new team. South Korean troops use reconnaissance drones during training in this file photo provided by the Korea Army Academy at Yeong-Cheon. ""Drone operation troops will be tasked with maneuvering military drones in peace and wartime,"" it said.It calls the defense asset a ""dronebot,"" a combination of the words ""drone"" and ""robot.""The Army is preparing to begin the recruitment process in consultation with the Military Manpower Administration, with those with certificates related to drone maintenance and operation preferred.It's also considering training commissioned and noncommissioned Army officers to join the dronebot team. It will establish a ""dronebot military research center"" in January to study its mission and combat role.","dronebot operators next year ,army to recruit dronebot ,recruit dronebot operators next ,recruit dronebot operators ,korean army to recruit","[""South Korea 's"", 'Army', 'Army', 'south korean']",3,"[ 0.          0.          0.         ... -0.30688941  0.55057663
  0.39063445]",Yonhap,Defense,12,2017,"will establish dronebot military research ,officers to join the dronebot ,friday it will select soldiers ,team it will establish dronebot ,reconnaissance drones during training","[""South Korea 's"", 'Army', 'Army', 'south korean', 'the Korea Army Academy', 'Yeong - Cheon', 'Army', 'the Military Manpower Administration', 'Army']",16,"[ 0.          0.          0.         ... -0.30688941  0.55057663
  0.39063445]"
4,4,North Korean soldier who crossed military border says he wants to stay,"The North Korean soldier who fled to South Korea via the Demilitarized Zone on Nov. 13 officially expressed his intention to stay here during a recent government joint interrogation, local news outlet Dong-A Ilbo reported Thursday. As a defector, Oh Cheng-seong, 24, is eligible for medical benefits as stated in the North Korean Refugees Protection and Settlement Support Act, according to the Ministry of Unification. ...","The North Korean soldier who fled to South Korea via the Demilitarized Zone on Nov. 13 officially expressed his intention to stay here during a recent government joint interrogation, local news outlet Dong-A Ilbo reported Thursday. As a defector, Oh Cheng-seong, 24, is eligible for medical benefits as stated in the North Korean Refugees Protection and Settlement Support Act, according to the Ministry of Unification. Oh Cheng-seong, a North Korean defector, is evacuated to Ajou University Hospital on Nov. 13. The government said it would pay for Oh’s medical treatment last month at Ajou University Hospital trauma center, including two major operations for gunshot wounds sustained during his escape, as stipulated by the law.The total medical expenses for Oh stand at approximately 65 million won , according to the hospital, all of which will be covered by the National Health Insurance scheme and Ministry of Unification.Identified as the son of a high-ranking military official in the North, Oh is expected to undergo a resettlement program once discharged from the national Army hospital where he is in recovery.By Bak Se-hwan","korean soldier who crossed ,north korean refugees protection ,korean soldier who fled ,recent government joint interrogation ,the north korean refugees","['north korean', 'South Korea', 'the Demilitarized Zone', 'Dong - A', 'Ilbo', 'Cheng', 'the north Korean Refugees Protection and Settlement Support Act', 'the Ministry of Unification']",3,"[ 0.          0.          1.         ... -0.48330188  0.36325431
  0.08688932]",Bak Se-hwan,North Korea,12,2017,"north korean defector is evacuated ,oh medical treatment last month ,korean defector is evacuated ,recent government joint interrogation ,korean defector is evacuated to","['north korean', 'South Korea', 'the Demilitarized Zone', 'Dong - A', 'Ilbo', 'Cheng', 'the north Korean Refugees Protection and Settlement Support Act', 'the Ministry of Unification', 'Cheng', 'north korean', 'Ajou University Hospital', 'Ajou University Hospital', 'the National Health Insurance', 'Ministry of Unification', 'Army', 'Bak Se - hwan']",17,"[ 0.          0.          1.         ... -0.48330188  0.36325431
  0.08688932]"
5,5,Korea's childbirths continue to slide in October,"The number of newborns in South Korea dipped again in October, government data showed Wednesday, in the latest sign of the chronic low birth rate that has plagued the Asian country for more than a decade.About 27,900 babies were born in October, down 11.7 percent, or 3,700, from 31,600 tallied a year earlier, according to the data from Statistics Korea.Monthly childbirths have decreased on-year every single month sin...","The number of newborns in South Korea dipped again in October, government data showed Wednesday, in the latest sign of the chronic low birth rate that has plagued the Asian country for more than a decade.About 27,900 babies were born in October, down 11.7 percent, or 3,700, from 31,600 tallied a year earlier, according to the data from Statistics Korea.Monthly childbirths have decreased on-year every single month since December 2015 with a double-digit decline continuing for 11 straight months.The number of newborns is expected to reach around 360,000 for this year, breaking the current annual record low of 406,200 babies tallied in 2016, according to officials. This file photo, taken on Feb. 22, 2017, shows a nearly empty infant unit of a hospital in Seoul, when Statistics Korea announced that the number of babies born in 2016 reached 406,300, the lowest since 1970 when the statistics agency started to compile such data. On Tuesday, President Moon Jae-in called for more effective measures to boost South Korea's low fertility rate as he warned of a serious demographic crisis.South Korea has spent 100 trillion won  over the past decade to tackle the low birth rate, though no significant progress has been made yet.Many young people delay marriage as they cannot find decent jobs after graduating university, which in turn has led to a low birth rate.South Korea's total fertility rate -- the average number of children a woman bears in her lifetime -- stood at 1.17 in 2016, much lower than the replacement level of 2.1 that would keep South Korea's population of 51 million stable.Coupled with a rapidly aging population, low births can reduce the available workforce in Asia's fourth-largest economy and drive up welfare costs, which in turn could undermine the economy's growth potential.Meanwhile, the number of marriages dropped 20.9 percent on-year to 17,400 in October, while 8,400 couples divorced during the cited period, down 5.6 percent from a year earlier, according to the data.The number of deaths came to 24,600 for the month, up 4.2 percent from a year earlier, the data showed.","monthly childbirths have decreased ,statistics korea monthly childbirths ,october down 11 percent ,childbirths continue to slide ,decreased on year every","['South Korea', 'asian', 'Statistics Korea']",3,"[ 0.          0.          0.         ... -0.6663965   0.70420253
 -0.42207274]",Yonhap,Social affairs,12,2017,"of marriages dropped 20 percent ,korea monthly childbirths have decreased ,korea dipped again in october ,marriages dropped 20 percent on ,marriages dropped 20 percent","['South Korea', 'asian', 'Statistics Korea', 'Seoul', 'Statistics Korea', 'Moon Jae -', ""South Korea 's"", 'South Korea', ""South Korea 's"", ""South Korea 's""]",8,"[ 0.          0.          0.         ... -0.6663965   0.70420253
 -0.42207274]"
6,6,Korean veteran confesses killing civilians at Vietnam War,"A war veteran admitted that some of the dispatched South Korean troops killed non-military locals during the Vietnam War (1960-1975). Korea sent troops to Vietnam during its civil war in an effort to push the communists back. There have been voices, both domestic and international, calling for the Korean government to recognize and apologize for the massacres of Vietnamese civilians by its troops, during the war.  Y...","A war veteran admitted that some of the dispatched South Korean troops killed non-military locals during the Vietnam War . Korea sent troops to Vietnam during its civil war in an effort to push the communists back. There have been voices, both domestic and international, calling for the Korean government to recognize and apologize for the massacres of Vietnamese civilians by its troops, during the war.  Yoon Mi-hyang, chairman of the Korean Council for the Women Drafted for Military Sexual Slavery by Japan, stands in front of the Vietnam Embassy in Seoul, apologizing for massacres and sexual violence committed by Korean troops during the Vietnam War. A 72-year-old veteran recounted on an incident through an interview with a local media outlet No Cut News, confessing that his military unit killed local civilians, unable to differentiate them with Viet Cong guerrillas, also known as Vietnamese communists.According to his testimony, some of the soldiers were unexpectedly shot and killed while approaching a village. The surviving members called up around 20 villagers and questioned them. Unable to find the evidence nor successfully communicate with them, the platoon leader shot three male adults, out of fear that the unit might be attacked again. The veteran explained that in almost every operation, the military killed some civilians, mistaking them for the enemy. He denied any deliberate massacre. Saying that he has lived the past 50 years in regret and sorrow, the veteran argued that the Korean government must officially apologize to the people of Vietnam. By Im Eun-byel","killing civilians at vietnam ,korean veteran confesses killing ,veteran confesses killing civilians ,south korean troops killed ,massacres of vietnamese civilians","['south korean', 'Korea', 'Vietnam', 'korean', 'vietnamese']",3,[0.         0.         0.         ... 0.11850221 0.28899568 0.0216039 ],Im Eun-byel,Social affairs,12,2017,"in seoul apologizing for massacres ,dispatched south korean troops killed ,the massacres of vietnamese civilians ,seoul apologizing for massacres ,seoul apologizing for massacres and","['south korean', 'Korea', 'Vietnam', 'korean', 'vietnamese', 'Yoon Mi - hyang', 'the Korean Council', 'the Women draft for Military Sexual Slavery', 'Japan', 'Seoul', 'korean', 'No Cut News', 'Viet Cong', 'vietnamese', 'korean', 'Vietnam']",17,[0.         0.         0.         ... 0.11850221 0.28899568 0.0216039 ]
7,7,"New rules, regulations bring changes in 2018","The new year will usher in a slew of new rules and regulations. From public toilets to schools and churches, the changes will affect South Koreans’ daily life. Here is a look at some of the new rules to come into effect in 2018. 　Bye-bye toilet trash cansStarting from Jan. 1, all public bathrooms are required to do away with trash bins and provide rapid dissolving toilet paper, hopefully resolving one of the most c...","The new year will usher in a slew of new rules and regulations. From public toilets to schools and churches, the changes will affect South Koreans’ daily life. Here is a look at some of the new rules to come into effect in 2018. Bye-bye toilet trash cansStarting from Jan. 1, all public bathrooms are required to do away with trash bins and provide rapid dissolving toilet paper, hopefully resolving one of the most common complaints of foreign visitors here.  YonhapThe move comes as part of changes brought by the Cabinet, which in May passed a revision to the implementation ordinance of the Public Toilets, Etc. Act, the law governing public toilets. Under the amendment, garbage cans inside all bathroom stalls for both male and female restrooms will be removed. Bins with covers will be installed instead for the disposal of feminine hygiene products. Also, janitors and cleaning staff will be asked to place signs at the entrance of bathrooms when cleaning facilities for opposite genders. Among other changes is the introduction of bigger bathroom dividers -- 40 centimeters in width and 60 centimeters in length -- between urinals for men. “We hope other privately owned restrooms catch up with the newly introduced changes such as public restrooms without toilet trash bins, signs for cleaners of a different sex, more enclosed restroom designs and barriers between urinals,” said Yoon Jong-in, a senior official at the Ministry of the Interior and Safety.Taxes on clergy Effective Jan. 1, priests, pastors, Buddhist monks and clergy of other religions will be levied income tax.  A group of activists from the Korea Taxpayers` Association hold a protest rally in front of the State Affairs Planning Advisory Committee building in central Seoul on May 31, 2017, demanding that clerical workers pay taxes like all waged workers. Among the Organization for Economic Cooperation and Development’s 35 member countries, Korea was the only allowing exemptions for religious leaders. A related revision in the nation’s tax code passed the National Assembly years ago, but its implementation was delayed due to opposition from religious circles. The clergy group’s tax burden, however, is envisioned to be just about half of that shouldered by ordinary wage earners, according to a Financial Ministry plan to be finalized Friday. A religious leader with a three-person household who earns 28.85 million won  a year and has one child under the age of 20 would pay a monthly withholding tax of just 1,330 won. The 28.85 million won is the average annual income of pastors, according to a 2015 survey conducted by the Labor Ministry. For an annual income of 50 million won, a clergyperson leading a four-person household would shoulder 50,730 won in monthly income taxes, whereas nonclergy would pay 90,510 won. The Finance Ministry estimates roughly 16-20 billion won will be collected annually from around 50,000 religious leaders. No English for grades 1-2 Starting from March 1, elementary schools are banned from running English courses for first- and second-graders under the motto “No study burden on young kids.”  After-school teachers stage a protest in front of the Gwangju Metropolitan Office of Education on Friday, demonstrating against the government`s decision to ban after-school English classes for first- and second-graders. Currently, English is taught from the third grade onward, but schools offer first- and second-graders after-hours courses in English. The global language is by far parents’ favorite among all extension programs. A law banning advanced learning to normalize the competition-driven education culture was adopted in September 2014, but after-school English curriculum remained intact due to strong demand from parents. Parents and thousands of English instructors, who are set to lose their jobs, are protesting the looming shutdown, but the Education Ministry appears firm this time. Some critics say the ban would deprive students of access to affordable English education and benefit private institutions. Minimum wage, vacation days and jobsThe minimum wage for 2018 is set at 7,530 won per hour, up 16.4 percent, or 1,060 won, from a year earlier. This is the first time for the bottom limit of wages to rise by more than 1,000 won at a time. President Moon Jae-in, having proclaimed a doctrine of “income-led economic growth,” aims to raise the rate to 10,000 won during his presidency, which ends in 2022, but said he would adjust the pace of the wage increases after watching how this year’s spike affects labor cost-sensitive sectors and SMEs. From June, newly hired employees will be entitled to 11 days of paid leave in the first year. So far, workers have become entitled only after completing a full year of service. Also there will be 24,300 job openings in the public service through 2018, including for teachers, police officers, firefighters and central and provincial government employees. The hiring scheme compares to previous years’ average of around 8,000. What’s a gift and what’s a bribe Since September 2016, civil servants, journalists, teachers and their spouses have been banned from receiving gifts, free meals and congratulations or condolences of certain monetary values, under the Improper Solicitation and Graft Act.  123rfThe price ceilings are to be adjusted before the Lunar New Year holiday in February, a traditional gift-giving season, although the exact date of its implementation has yet to be determined. As for gifts, the cap is unchanged at 50,000 won, but there is a new exception: Up to 100,000 won is OK when the gifts are agricultural, livestock and fishery goods. The ceiling on gift money on occasions like weddings and funerals is down to 50,000 won from the previous 100,000 won. By Lee Sun-young, Kim Da-sol, Bak Se-hwan & Jung Min-kyung","provide rapid dissolving toilet ,affect south koreans daily ,rapid dissolving toilet paper ,jan all public bathrooms ,new rules regulations bring",['South Koreans'],3,"[ 0.          0.          0.         ... -0.56609696  0.24367653
  0.03424729]",Lee Sun-young,Social affairs,12,2017,"rapid dissolving toilet paper hopefully ,after school teachers stage protest ,will affect south koreans daily ,june newly hired employees ,are protesting the looming shutdown","['South Koreans', 'Cabinet', 'the Public Toilets', 'Yoon Jong - in', 'the Ministry of the Interior and Safety', 'buddhist', 'the Korea Taxpayers ` Association', 'the State Affairs Planning Advisory Committee', 'Seoul', 'the Organization for Economic Cooperation and Development ’s', 'Korea', 'the National Assembly', 'Financial Ministry', 'the Labor Ministry', 'the Finance Ministry', 'the Gwangju Metropolitan Office of Education', 'english', 'the Education Ministry', 'Moon Jae - in', 'Lee Sun - young', 'Kim Da - sol', 'Bak Se - hwan', 'Jung Min - kyung']",16,"[ 0.          0.          0.         ... -0.56609696  0.24367653
  0.03424729]"
8,8,"[Weather] Cold Christmas, with light snow possible late night","A cold snap returned nationwide Christmas morning, with lows of minus 13 to 2 degrees Celsius.The freezing weather conditions are expected to continue through Friday, the Korea Meteorological Administration said.As of 9 a.m., Seoul recorded minus 5 C, Chuncheon minus 4 C, Cheongju minus 2 C, Gwangju 1 C and Busan 3 C.  (Yonhap)The KMA issued cold wave advisories for some parts of Gyeonggi Province and the inland Gan...","A cold snap returned nationwide Christmas morning, with lows of minus 13 to 2 degrees Celsius.The freezing weather conditions are expected to continue through Friday, the Korea Meteorological Administration said.As of 9 a.m., Seoul recorded minus 5 C, Chuncheon minus 4 C, Cheongju minus 2 C, Gwangju 1 C and Busan 3 C.  The KMA issued cold wave advisories for some parts of Gyeonggi Province and the inland Gangwon Province. Daytime highs are expected to reach minus 3 C to 7 C, colder than Christmas Eve. Clear skies will be seen in most regions across the country by afternoon, while light snow could fall in Seoul, Gyeonggi Province and South Chungcheong Province late at night, the KMA forecast. Fine dust levels are forecast to be normal throughout the day, as strong cold winds continue to blow. By Park Ju-young","weather cold christmas with ,friday the korea meteorological ,cold christmas with light ,christmas morning with lows ,weather cold christmas","['the Korea Meteorological Administration', 'Seoul', 'KMA', 'Gyeonggi Province', 'gan']",3,"[ 0.          1.          0.         ... -0.64522851  0.69232249
  0.19440302]",Park Ju-young,Social affairs,12,2017,"cold snap returned nationwide christmas ,nationwide christmas morning with lows ,friday the korea meteorological ,colder than christmas eve clear ,snap returned nationwide christmas morning","['the Korea Meteorological Administration', 'Seoul', 'KMA', 'Gyeonggi Province', 'Gangwon Province', 'Seoul', 'Gyeonggi Province', 'South Chungcheong Province', 'KMA', 'Park Ju - young']",8,"[ 0.          1.          0.         ... -0.64522851  0.69232249
  0.19440302]"
9,9,South Koreans in 30s drink most; more than half drink boilermaker,"Nearly 67 percent of South Koreans in their 30s have experience drinking above World Health Organization’s recommended level of alcohol consumption, the highest tally among other age groups here, according to a survey conducted by the Ministry of Food and Drug Safety.  Bottles of soju are displayed at a store. YonhapFor women, the average daily alcohol consumption was 4.7 shots for soju and 4.1 glasses for beer, wh...","Nearly 67 percent of South Koreans in their 30s have experience drinking above World Health Organization’s recommended level of alcohol consumption, the highest tally among other age groups here, according to a survey conducted by the Ministry of Food and Drug Safety.  Bottles of soju are displayed at a store. YonhapFor women, the average daily alcohol consumption was 4.7 shots for soju and 4.1 glasses for beer, which were all above the WHO’s recommended consumption level, which is 2.9 shots and 2.8. glasses respectively. The average for men was below the recommended level of less than 8.8 shots of common Korean distillied liquor soju, data shows. Thursday’s result came after the ministry conducted a survey on 2,000 people aged 15 and above between Oct. 20 and Nov. 6, who consumed alcohol at least once. More than half of those who said they consumed alcohol within the last six months responded that they had at least one shot of boilermaker. Called poktanju in Korea, boilermaker, a combination of beer and liquor, was the most popular alcoholic drink among those in their 20s and 30s, with 55.7 percent of the former and 54.5 percent of the latter responding they have had one recently.The average alcohol consumption per day among the respondents marked 6.1 shots  for soju, 4.8 glasses  for beer and 2.9 glasses of rice wine. The tally was 4.5 shots  for whiskey.By Bak Se-hwan","koreans in 30s drink ,30s drink most more ,in 30s drink most ,south koreans in 30s ,30s drink most","['South Koreans', 'World Health Organization ’s', 'the Ministry of Food and Drug Safety', 'Bottles', 'YonhapFor']",3,"[ 0.          0.          0.         ... -0.87013733  0.54421586
 -0.25474188]",Bak Se-hwan,Social affairs,12,2017,"was the most popular alcoholic ,67 percent of south koreans ,common korean distillied liquor soju ,women the average daily alcohol ,30s have experience drinking above","['South Koreans', 'World Health Organization ’s', 'the Ministry of Food and Drug Safety', 'Bottles', 'YonhapFor', 'korean', 'Korea', 'Bak Se - hwan']",0,"[ 0.          0.          0.         ... -0.87013733  0.54421586
 -0.25474188]"
