,Unnamed: 0,title,description,body,keyword,ne,cluster,vector
0,0,Special pardons aimed at helping ordinary people: Cheong Wa Dae,"The latest pardon extended to more than 6,000 people here is only aimed at helping working-class citizens who deserve to be brought back into society and not those with power or money, an official from the presidential office Cheong Wa Dae said Friday.""The special pardon was designed from the very start to help those convicted of crimes while trying to make a living,"" the official told reporters while speaking on the...","The latest pardon extended to more than 6,000 people here is only aimed at helping working-class citizens who deserve to be brought back into society and not those with power or money, an official from the presidential office Cheong Wa Dae said Friday.""The special pardon was designed from the very start to help those convicted of crimes while trying to make a living,"" the official told reporters while speaking on the condition of anonymity.""And so, those convicted of disturbing public peace and safety or labor-related crimes have been excluded,"" the official added.The remarks came hours after the Justice Ministry announced the list of 6,444 convicts to be pardoned as of Saturday.Most will be immediately released while those with more than one third of their original jail term left will have their remaining sentence reduced by half, according to the Cheong Wa Dae official. Former lawmaker Chung Bong-ju The list came as somewhat a surprise as many had hoped, if not expected, the list to include those close to President Moon Jae-in, such as Lee Kwang-jae, a former lawmaker and governor of Gangwon Province who also worked as a presidential secretary under the late former President Roh Moo-hyun, along with Moon.The Cheong Wa Dae official said Lee would not have made it onto the list as the president has pledged to exclude anyone convicted of corruption from receiving a special pardon.Lee was convicted in 2011 of receiving illegal political funds in 2009.""This time, the government excluded those convicted of election law violations as a basic principle,"" the Cheong Wa Dae official said.The list included Chung Bong-ju, a former lawmaker convicted of election law violations for raising false corruption allegations against former President Lee Myung-bak ahead of the 2007 presidential election.The Cheong Wa Dae official explained Chung was the only politician left not reinstated from convictions from the 2007 election, while all else have been pardoned and thus reinstated through two special pardons under the former Lee Myung-bak and Park Geun-hye administrations.","444 convicts to be pardoned ,lawmaker convicted of election law ,corruption allegations against former president ,said friday the special pardon ,former lawmaker convicted of election","['the Justice Ministry', 'Chung Bong - ju', 'Moon Jae - in', 'Lee Kwang - jae', 'Gangwon Province', 'Roh Moo - hyun', 'Moon', 'Lee', 'Lee', 'Chung Bong - ju', 'Lee Myung - bak', 'Chung', 'Lee Myung - bak', 'Park Geun']",2,"[ 1.          2.          1.         ... -0.30768317 -0.01278514
  0.25919327]"
1,1,College cafeteria to serve lunch for under $1,"Students of Seoul National University will be able to eat a meal for less than $1 (1,075 won). The university announced Wednesday that “from next Tuesday, a 1,000 won lunch menu will be provided to its enrolled students. Previously, the 1,000 won menu was provided only at breakfast and dinner time.  Former student union leader eats the 1,000 won menu with the president of the university (Yonhap)An official from the...","Students of Seoul National University will be able to eat a meal for less than $1 . The university announced Wednesday that “from next Tuesday, a 1,000 won lunch menu will be provided to its enrolled students. Previously, the 1,000 won menu was provided only at breakfast and dinner time.  Former student union leader eats the 1,000 won menu with the president of the university An official from the university said that “it is a measure for the students to eat without a financial burden, focusing on their studies.” From June 2015, the university’s student hall has provided the 1,000 won meal at breakfast. The meal plan was expanded to dinner from March last year. Around 187,000 students eat the 1,000 won menu, per year. The meal, originally priced at 1,700 won, consists of a bowl of rice, soup and three side dishes. By Im Eun-byel","tuesday 000 won lunch menu ,next tuesday 000 won lunch ,tuesday 000 won lunch ,000 won meal at breakfast ,000 won lunch menu will",['Seoul National University'],17,"[ 0.          0.          0.         ... -0.36956292  0.24223666
  0.68828523]"
2,2,Moon vows thorough investigation to find cause of fire in Jecheon,"President Moon Jae-in on Friday promised to get to the bottom of the tragic fire in the small southeastern city of Jecheon, offering his personal condolences to those killed in the accident and their families.“A tragic accident has occured and as president, I feel miserable. Not only I but all our people share the grief and sadness,” the president said, according to his spokesman Park Soo-hyun.The remarks came in a...","President Moon Jae-in on Friday promised to get to the bottom of the tragic fire in the small southeastern city of Jecheon, offering his personal condolences to those killed in the accident and their families.“A tragic accident has occured and as president, I feel miserable. Not only I but all our people share the grief and sadness,” the president said, according to his spokesman Park Soo-hyun.The remarks came in a meeting with the families of those killed in the fire that broke out Thursday at a commercial building in Jecheon. So far, 29 people have been confirmed dead with 29 others injured.“The government will thoroughly find out the cause of this accident and review its handling of the tragedy,” Moon said during his surprise trip to the city located some 170 kilometers southeast of Seoul. The one-day trip included a visit to the site of the accident, as well as all five local hospitals where the injured are being treated, according to the Cheong Wa Dae official.“Though posthumously, I will make sure the accident is thoroughly investigated so that at least no regrets will be left behind,” the president was quoted as saying.","grief and sadness the president ,29 others injured the government ,their families tragic accident ,fire that broke out thursday ,and their families tragic accident","['Moon Jae - in', 'Jecheon', 'Park Soo - hyun', 'Jecheon', 'Moon', 'Seoul']",8,"[ 0.          0.          1.         ... -0.69761229  0.41462418
  0.03303605]"
3,3,More Korean women suffer from male foreigners’ ‘catcalls’: report,"A news report has highlighted that more foreign men were found to have catcalled local women in the streets. Hankyoreh, a South Korean daily newspaper, reported Thursday that an increasing number of foreign men are catcalling in expat-friendly neighborhoods, such as Itaewon, Seoul. Catcalls are widely regarded as sexual harassment, consisting of unwanted comments and whistles from strangers, despite little legal sanc...","A news report has highlighted that more foreign men were found to have catcalled local women in the streets. Hankyoreh, a South Korean daily newspaper, reported Thursday that an increasing number of foreign men are catcalling in expat-friendly neighborhoods, such as Itaewon, Seoul. Catcalls are widely regarded as sexual harassment, consisting of unwanted comments and whistles from strangers, despite little legal sanctions on offenders domestically.  According to the report, many local women recall experiences of being catcalled in places like Itaewon by groups of foreign men, on social media. Some even testify that they were followed by the men, being threatened. The report said, under current legislation, catcallers cannot be criminally punished for the action. Also, the victims hesitate to call the police, thinking that “it is disturbing, but not enough to file a charge.” By Im Eun-byel","the report many local women ,korean daily newspaper reported thursday ,foreign men on social media ,seoul catcalls are widely regarded ,social media some even testify","['Hankyoreh', 'south korean', 'Itaewon', 'Seoul']",0,"[ 0.          0.          0.         ... -0.7268424   0.94881266
 -0.03761323]"
4,4,Brief break from cold spell Thursday,"The cold spell is to briefly ease Thursday, with a warmer southwest wind drifting to the Korean Peninsula, the Korea Meteorological Agency said.Temperatures on the day will not stray far from the previous year’s, and are set to occasionally rise higher. Some parts of the inland area will show a wide daily temperature range. (Yonhap)The lowest morning temperature across the country is forecast to be between minus 12...","The cold spell is to briefly ease Thursday, with a warmer southwest wind drifting to the Korean Peninsula, the Korea Meteorological Agency said.Temperatures on the day will not stray far from the previous year’s, and are set to occasionally rise higher. Some parts of the inland area will show a wide daily temperature range. The lowest morning temperature across the country is forecast to be between minus 12 and 1 degrees Celsius, up from the previous day’s minus 16 and zero C. The highest daytime temperature is expected to be between 1 and 9 C, up from the previous day’s minus 2.3 and 8.2 C. Light rain is forecast for Jeju Island, Ulleungdo and Dokdo.The weather is forecast to grow more temperate Friday.By Lim Jeong-yeo","thursday with warmer southwest wind ,briefly ease thursday with warmer ,ease thursday with warmer southwest ,to grow more temperate friday ,thursday with warmer southwest","['the Korea Meteorological Agency', 'Ulleungdo', 'Lim Jeong - yeo']",17,"[ 0.          0.          0.         ... -0.40076309  0.53126091
  0.48786879]"
5,5,Down jacket saves drowning man in Busan,"A man who almost drowned survived due to a down jacket he was wearing, Nocut News reported Wednesday.The incident reportedly took place at Suyeong River in Busan on Tuesday night. The 119 Rescue Center received a call at 11:20 p.m. and rescued the man, who was floating on the river. Two 119 personnel rescue a man from Suyeong River in Busan (Busan Fire Department)The 38-year-old man stayed alive as the down jacket h...","A man who almost drowned survived due to a down jacket he was wearing, Nocut News reported Wednesday.The incident reportedly took place at Suyeong River in Busan on Tuesday night. The 119 Rescue Center received a call at 11:20 p.m. and rescued the man, who was floating on the river. Two 119 personnel rescue a man from Suyeong River in Busan The 38-year-old man stayed alive as the down jacket he was wearing helped him float, a rescue worker said to Nocut News. The man was transferred to a hospital for treatment, according to the report. By Park Ju-young","man who almost drowned survived ,river in busan on tuesday ,river two 119 personnel rescue ,man who almost drowned ,rescue man from suyeong river","['Nocut News', 'Busan', 'Rescue Center', 'Busan', 'Nocut News', 'Park Ju - young']",8,"[ 0.          0.          0.         ... -0.19567013 -0.14557122
  0.4350296 ]"
6,6,A village with ‘space’,"With winter vacation looming, students are filled with excitement, but sadly the reality tells a different tale for Korean students. Instead of playing with friends during break, students are pushed to excel academically by volunteering, attending foreign language camps and preparing for next semester’s classes. Children have no time to spare, as parents organize activities that take place throughout the day, while ...","With winter vacation looming, students are filled with excitement, but sadly the reality tells a different tale for Korean students. Instead of playing with friends during break, students are pushed to excel academically by volunteering, attending foreign language camps and preparing for next semester’s classes. Children have no time to spare, as parents organize activities that take place throughout the day, while asking them to maintain good health, a sound mind and autonomy. All of this may be asking too much of children to handle all at once. On Dec. 17, I flew to Tokyo, Japan, to hear and learn more about the experience of a community and the revival of cities. I was able to ponder about the meaning of “space and free time” after visiting Shibuya’s Haru-no-ogawa Adventure Park and Tokyo Toy Museum.  President of Gyeonggi Do Provincial Institute for Lifelong Learning Kim Gyeong-pyoHaru-no-ogawa Play Park was established in 2004, when CEO Komizu realized his dream of offering children a place to roam freely, play creatively in nature and think independently. The park is located within a residential section of Shibuya, Toyko, allowing parents and children to walk to the park conveniently. Parents do not have a role in this park as children run around barefoot and roll around in the dirt. In contrast to Korean children, the Japanese children play around with tools, such as saws and hammers, or fire, which might be banned from playgrounds in Korea. Some children create their own secret hideout using different tools. Despite the potential danger posed by these tools, Shibuya’s adventure park has been safely managed for 13 years, mainly due to play leaders who are always there for the children. Play leaders are responsible for watching the children play. They also play with them sometimes and eliminate danger, such as nails sticking out from the ground. When a child gets hurt, play leaders must respond quickly with emergency medical attention to protect the child. The play park also provides parents with free time. Adults can gather in small groups to share their daily life experiences and enjoy leisure activities. Both children and parents can benefit from the space and free time outside of their busy schedules. Tokyo Toy Museum allows the same benefits of space and free time. Rebuilt from a school that closed down years ago, the museum welcomes 150,000 visitors annually. All toys housed in the museum are hand-crafted out of trees grown in Japan by professional toy craftsmen. Situated at the city’s core, the museum provides a space where children and parents can play with trees. Here, children can touch anything, lie down, sit and roam freely. Parents are there to merely watch out for their children’s safety. This is exactly what I mean by a “museum with space.” Instead of play leaders, Tokyo Toy Museum hires volunteer workers, who are mostly parents living in the neighborhood. “The greatest assets of our museum is the relationship between the volunteer and children as well as volunteer and parents,” the museum’s director said. As a child grows up, the relationships that are kept intact through many years essentially foster support among neighbors and the community. Boasting a decade of experience, both places succeeded in bolstering ties with nearby schools and currently manage schools through an extensive play-education program. This partnership in turn created a close-knit social network in the neighborhood and allowed everyone to feel included. Many countries including Japan have started to embrace the revival of cities and communities, using old, abandoned schools and transforming them into cultural places. The adventure park and toy museum overlap in their key principle of “we raise our own children,” handing the residents of neighborhoods the power of control and responsibility. Both places reflect what residents have always wished for -- free time and space in their busy lives. Furthermore, by enjoying the space, people can start focusing on the vital relationships in their lives. To know when a village with “space” is successful, it is important for all local residents to feel at home when visiting these public spaces and to be able to forget at least temporarily the difficulties of everyday life. If various facilities provide the right space efficiently, then the absence of a revival program itself could become a program. A “program-less program” could allow residents to nurture their creativity and freedom. Therefore, I hope a village of this kind can be established around us, enriching our lives with warmth. By Kim Gyeong-pyoPresident of Gyeonggi Do Provincial Institute for Lifelong Learning","with winter vacation looming students ,vacation looming students are filled ,winter vacation looming students ,winter vacation looming students are ,tokyo toy museum hires volunteer","['korean', 'Tokyo', 'Japan', 'Tokyo Toy Museum', 'Gyeonggi do Provincial Institute for Lifelong Learning Kim Gyeong - pyoHaru - no - ogawa', 'Komizu', 'Shibuya', 'Toyko', 'korean', 'japanese', 'Korea', 'Shibuya ’s', 'Tokyo Toy Museum', 'Japan', 'Tokyo Toy Museum', 'Japan', 'Kim Gyeong - pyoPresident', 'Gyeonggi do Provincial Institute for Lifelong Learning']",13,"[ 0.          0.          0.         ... -0.51999611  0.64940953
  0.16424586]"
7,7,Autopsies under way to find cause of newborns' mysterious deaths,"Forensic doctors conducted autopsies on the bodies of four newborn babies Monday to determine what caused them to die successively at a local university hospital in an 81-minute period over the weekend.The prematurely born babies were in incubators at the intensive care unit for newborns at Ewha Womans University Medical Center in Mokdong, western Seoul, when they died between 9:31 p.m. and 10:53 p.m. on Saturday, po...","Forensic doctors conducted autopsies on the bodies of four newborn babies Monday to determine what caused them to die successively at a local university hospital in an 81-minute period over the weekend.The prematurely born babies were in incubators at the intensive care unit for newborns at Ewha Womans University Medical Center in Mokdong, western Seoul, when they died between 9:31 p.m. and 10:53 p.m. on Saturday, police said.Families said the babies all had bloated bellies and difficulty breathing before their deaths.Doctors and hospital officials said they have no idea why the babies died.On Monday, forensic doctors of the National Forensic Service began postmortems on the bodies. The examinations had been scheduled to begin at 8:30 a.m. but were delayed by a few hours as it took more time to review medical records and interview family members.The bodies were examined in the order the babies received CPR treatment, officials said. Five doctors were assigned to the case, with three of them jointly examining the bodies one by one and the two others continuing to review medical records, said Yang Kyoung-moo, chief of the forensic medical team at the NFS Seoul Institute.""As it's been well known, we have a shortage of forensic doctors. But we assigned as many doctors to the case as possible because this is a case shocking to the medical society, and there is a high interest among the people,"" Yang said.Possible causes could include viral or bacterial infections, malfunctioning incubators or medical malpractice. Earlier, the Korea Center for Disease Control and Prevention said that bacterial infections could have caused the deaths, citing results of blood culture tests conducted before the babies died.Officials said it will take about a month before the full autopsy results are finalized.The Seoul city government, the Korea Center for Disease Control and Prevention, and other health authorities are also conducting examinations on the hospital's ICU for newborns.Prime Minister Lee Nak-yon ordered a thorough and swift investigation to determine the cause.""A tragic incident that shouldn't have happened has happened. I don't know what to say to the parents of these babies,"" Lee said during a meeting with senior aides, according to his office. ""I was briefed that health authorities are investigating while leaving all possibilities open, including infectious diseases, and that bacteria detection is suspected from the blood of newborns,"" Lee said. ""Health authorities and police should swiftly find out the exact cause.""Lee also instructed officials to take steps to prevent similar incidents from happening again.","babies died on monday forensic ,the babies died on monday ,of four newborn babies monday ,babies died on monday ,died on monday forensic doctors","['Ewha Womans University Medical Center', 'Mokdong', 'Seoul', 'family', 'the National Forensic Service', 'cpr', 'Yang Kyoung - moo', 'the NFS Seoul Institute', 'Yang', 'the Korea Center for Disease Control and Prevention', 'Seoul', 'the Korea Center for Disease Control and Prevention', 'ICU', 'Lee Nak - yon', 'Lee', 'Lee']",8,"[ 0.          0.          0.         ... -0.69566345  0.43031201
  0.50717938]"
8,8,Seoul city council to review bill calling for support for loners,"A member of the Seoul Metropolitan Council has submitted a bill calling for programs supporting a growing number of loners who confine themselves at home or other places for extended periods of time in refusal of social interactions.The bill, recently proposed by Kim Mi-kyung, calls for Seoul's mayor to draw up a basic plan for supporting such ""hermit-style loners"" every five years and establishing a municipal commit...","A member of the Seoul Metropolitan Council has submitted a bill calling for programs supporting a growing number of loners who confine themselves at home or other places for extended periods of time in refusal of social interactions.The bill, recently proposed by Kim Mi-kyung, calls for Seoul's mayor to draw up a basic plan for supporting such ""hermit-style loners"" every five years and establishing a municipal committee running support programs.The issue ""can often be deemed as a psychological problem, but we have to take this as a social problem and come up with countermeasures,"" the city councilor said, adding that grown-up loners often use verbal and physical violence against their family members.The legislation also calls for establishing support centers that provide occupational counseling and other programs. Kim said these programs are expected to cost about 1.55 billion won  for the next five years. The number of such loners is believed to be on the rise as the economic slump continues.""There is no measures whatsoever that are run by either the central or local governments for these loners,"" Kim said. ""The bigger problem is that we have yet to figure out the exact realities of the problem.""Such reclusive persons have emerged as a big social problem in Japan in recent years, with local media estimating the number of so-called ""hikikomori"" aged between 15-39 at about 541,000.But South Korea has no relevant statistics, with researchers only guessing the number is in the hundreds of thousands.","seoul mayor to draw up ,seoul mayor to draw ,for seoul mayor to draw ,kyung calls for seoul mayor ,calls for seoul mayor","['the Seoul Metropolitan Council', 'Kim Mi - kyung', 'Seoul', 'Kim', 'Kim', 'Japan', 'South Korea']",17,"[ 0.          0.          0.         ... -0.38830894  0.07827317
  0.46816379]"
9,9,Cult leader charged for encouraging followers to commit suicide,"A cult leader and her follower were arrested and charged for encouraging others to commit suicide, the Uijeongbu District Prosecutor’s Office said Thursday.According to the Yonhap News Agency‘s report on the incident, the cult leader, 63, and her follower, 43, had together branded the follower's parents as having been possessed with “evil dragon’s spirit.” The two allegedly plotted and deserted the 83-year-old a...","A cult leader and her follower were arrested and charged for encouraging others to commit suicide, the Uijeongbu District Prosecutor’s Office said Thursday.According to the Yonhap News Agency‘s report on the incident, the cult leader, 63, and her follower, 43, had together branded the follower's parents as having been possessed with “evil dragon’s spirit.” The two allegedly plotted and deserted the 83-year-old and the 77-year-old victims on the riverside of Bukhan River in Gapyeong County in Gyeonggi Province, so that they could “repent and return to God.”The cult leader is charged with convincing the old couple that they need to take their own lives through abuse of religious doctrine.The victims were deserted on Nov. 11, around evening time.The male victim was found the next day in the river, having taken his own life. The female victim has been missing for a month. The daughter, who is the accomplice of the cult leader, had initially claimed to have no involvement in the death of her parents who went missing, but later retracted her words after CCTV footage revealed her driving them to the river.The police are searching the area around the river hoping to find traces of the female victim. By Lim Jeong-yeo","suicide the uijeongbu district prosecutor ,to commit suicide the uijeongbu ,encouraging others to commit suicide ,commit suicide the uijeongbu district ,commit suicide the uijeongbu","['the Uijeongbu District Prosecutor ’s Office', 'the Yonhap News Agency‘s', 'Gapyeong County', 'Gyeonggi Province', 'CCTV', 'Lim Jeong - yeo']",17,"[ 0.          0.          0.         ... -0.23744015  0.13811289
  0.63753968]"
