,Unnamed: 0,Unnamed: 0.1,title,description,body,keyword,ne,cluster,vector,author,section,month,year,keyword_e,ne_e,cluster_e,vecctor_e
0,0,0,Maestro Chung's wife booked on defamation charges,"The wife of maestro Chung Myung-whun has been booked on defamation charges in a case that led to the resignation of the head of the Seoul Philharmonic Orchestra, police said Sunday.  Chung's wife, 67, identified by her family name Koo, is suspected of ordering Chung's secretary to write and spread an anonymous letter that Park Hyun-jung, then the chief of the Seoul Philharmonic Orchestra, sexually and verbally hara...","The wife of maestro Chung Myung-whun has been booked on defamation charges in a case that led to the resignation of the head of the Seoul Philharmonic Orchestra, police said Sunday.  Chung's wife, 67, identified by her family name Koo, is suspected of ordering Chung's secretary to write and spread an anonymous letter that Park Hyun-jung, then the chief of the Seoul Philharmonic Orchestra, sexually and verbally harassed orchestra members, police said.  Last December, 10 members of the Seoul Philharmonic Orchestra filed a complaint with police against Park over alleged sexual harassment and verbal abuse.  Park quit her job in late December last year. But in August, she was cleared of the charges due to lack of evidence.  Last month, the 10 members of the Seoul Philharmonic Orchestra and Chung's secretary were booked on defamation charges against Park.  Police said they hope that Chung's wife will turn herself in to police for questioning.  Chung's wife is believed to have been staying in a foreign country since December last year.  Repeated calls to Chung's office seeking comment went unanswered on Sunday.  Meanwhile, the board of the Seoul Philharmonic Orchestra plans to hold a meeting on Monday to decide whether or not to extend its contract with Chung as the orchestra's music director by one more year. (Yonhap)","wife booked on defamation ,defamation charges the wife ,orchestra police said sunday ,seoul philharmonic orchestra police ,charges the wife","['Chung Myung - whun', 'the Seoul Philharmonic Orchestra', 'Chung', 'Koo', 'Chung', 'Park Hyun - jung', 'the Seoul Philharmonic Orchestra']",7,"[ 1.          2.          2.         ... -0.58340836  0.10269855
  0.25057459]",KH디지털2,Social affairs,12,2015,"philharmonic orchestra police said sunday ,police for questioning chung wife ,verbally harassed orchestra members police ,harassed orchestra members police said ,park over alleged sexual harassment","['Chung Myung - whun', 'the Seoul Philharmonic Orchestra', 'Chung', 'Koo', 'Chung', 'Park Hyun - jung', 'the Seoul Philharmonic Orchestra', 'the Seoul Philharmonic Orchestra', 'Park', 'the Seoul Philharmonic Orchestra', 'Chung', 'Park', 'Chung', 'Chung', 'Chung', 'the Seoul Philharmonic Orchestra', 'Chung']",2,"[ 1.          2.          2.         ... -0.58340836  0.10269855
  0.25057459]"
1,1,1,Dispute rises over child care budget in South Korea,"The Education Ministry on Thursday threatened to file a lawsuit against municipal education offices that have been refusing to allocate their budget on next year’s child care allowance for children aged 3-5 with the claim that the central government must fully finance the program.　Backing the ministry’s stance, Choo Kyung-ho, head of the Office for Government Policy Coordination, also announced that the central go...","The Education Ministry on Thursday threatened to file a lawsuit against municipal education offices that have been refusing to allocate their budget on next year’s child care allowance for children aged 3-5 with the claim that the central government must fully finance the program.Backing the ministry’s stance, Choo Kyung-ho, head of the Office for Government Policy Coordination, also announced that the central government would take “every possible disciplinary measure” -- be it legal, administrative or financial -- to pressure the offices should they continuously refuse to cooperate. “All education superintendents are legally obligated to finance the free child care program,” said Lee Young, vice minister of education, during a press conference on Thursday, strongly urging the education offices to finance the budget as soon as possible.  Korean children celebrate Christmas Eve at a kindergarten in Seoul on Saturday. Yonhap“We are not going to tolerate them shifting their responsibility on the central government by using innocent parents as their hostage.”Among the 17 education offices nationwide, only 10 of them have set aside a budget for the “Nuri” subsidy program, which gives allowance that fully covers kindergarten and day care tuition fees for all children aged 3-5, albeit only for the first two months of 2016. Among the remaining seven, Sejong City and Gangwon and North Jeolla provinces have partially funded the programs by allocating their budget for children who will be attending kindergartens, but not those at day care centers. Four municipal education offices -- Seoul, Gwangju, and Gyeonggi and South Jeolla provinces -- have not set aside a budget for the program, meaning parents who live in those regions must start paying for their children’s kindergarten or day care costs starting January. According to the regional education offices, the Nuri program requires some 2.1 trillion won ($1.9 billion) to implement nationwide next year. The central government recently allocated 300 billion won to support the municipal offices to finance the program, but the education superintendents have stressed that they are still 1.8 trillion won short of making the allowance program possible for 2016.Just a day before the press conference, a group of education superintendents, including the Seoul education chief Cho Hi-yeon, gathered to express their frustration, publicly requesting President Park Geun-hye to meet with them in person to discuss the matter. Jang Huy-gook, superintendent of the Gwangju Metropolitan Office of Education, who also represents all education chiefs nationwide, argued that day care centers are child care institutions, not educational institutions, and therefore regional education offices are only responsible for supporting kindergarten costs.“We have repeatedly told the central government that we are at least willing to finance the budget that is required for children who will be sent to kindergarten,” said Jang on Wednesday at the gathering in Seoul. “But day care centers are being regulated by the Ministry of Welfare, not the Ministry of Education. We believe that day care centers are child care institutions, not educational institutions. Therefore we think it’s reasonable for the central government, precisely the Welfare Ministry, to finance the Nuri allowance for parents who send their kids to day care centers, while we finance the program for those who send their children to kindergarten. It’s absurd for the central government to ask us to finance 1.8 trillion won while they’ve only given us 300 billion won.”The Education Ministry is not the only central government agency who is preparing a legal battle against municipal agencies. The Welfare Ministry also announced Wednesday that it would file a lawsuit against the governments of Seoul and Seongnam City, Gyeonggi Province, claiming the regional governments went against the law by setting aside a budget for special allowance program -- a monthly subsidy of 500,000 won -- for young unemployed Koreans without “consulting” the central government.Along with the Education Ministry, the Welfare Ministry also created controversy over its own child care subsidy program for infants aged 0-2 earlier this year. In September, it announced that it will charge households with full-time stay-at-home mothers for the currently free day care service should they utilize it for more than seven hours daily starting July next year. The revision, which the ministry claimed was “to better support double-income households,” was criticized by critics who called it misogynistic and discriminatory. By Claire Lee (dyc@hearldcorp.com)","ministry on thursday threatened ,lawsuit against municipal education ,thursday threatened to file ,budget in south korea ,education ministry on thursday","['the Education Ministry', 'Choo Kyung - ho', 'the Office for Government Policy Coordination']",7,"[ 0.          0.          0.         ... -0.21996842  0.22096227
  0.41573012]",이다영,Social affairs,12,2015,"thursday threatened to file lawsuit ,education ministry on thursday threatened ,file lawsuit against municipal education ,welfare ministry also announced wednesday ,preparing legal battle against municipal","['the Education Ministry', 'Choo Kyung - ho', 'the Office for Government Policy Coordination', 'Lee Young', 'korean', 'Seoul', 'Yonhap“We', 'Sejong City', 'Gangwon', 'North Jeolla', 'Seoul , Gwangju', 'Gyeonggi', 'South Jeolla', 'Nuri', 'Seoul', 'Cho Hi - yeon', 'Park Geun', 'the Gwangju Metropolitan Office of Education', 'Seoul', 'the Ministry of Welfare', 'the Ministry of Education', 'the Welfare Ministry', 'Nuri', 'Education Ministry', 'the Welfare Ministry', 'Seoul', 'Seongnam City', 'Gyeonggi Province', 'Koreans', 'the Education Ministry', 'the Welfare Ministry', 'Claire Lee', 'dyc@hearldcorp.com']",2,"[ 0.          0.          0.         ... -0.21996842  0.22096227
  0.41573012]"
2,2,2,Petition against Japan normalization treaty dismissed,The Constitutional Court refused Wednesday to review a petition by a Korean woman who challenged the constitutionality of a 1965 treaty to normalize ties between Seoul and Tokyo on the grounds that the treaty limited individual rights to seek compensation for colonial-era forced labor. The Constitutional Court delivers a ruling over the constitutionality of a 1965 treaty to normalize relations between Seoul and Tokyo...,"The Constitutional Court refused Wednesday to review a petition by a Korean woman who challenged the constitutionality of a 1965 treaty to normalize ties between Seoul and Tokyo on the grounds that the treaty limited individual rights to seek compensation for colonial-era forced labor. The Constitutional Court delivers a ruling over the constitutionality of a 1965 treaty to normalize relations between Seoul and Tokyo on Wednesday. (Yonhap)Under the treaty, Tokyo offered Seoul $5 million in free grants and loans, and has thus argued that “all compensation issues” were settled with the treaty. This has triggered a series of lawsuits from individual victims and their families demanding separate reparations.Lee Yun-jae, the daughter of Lee Hwa-seop, mobilized by Japan for forced work in China in 1942, filed the petition in 2009, arguing that her family was not adequately compensated for her late father’s unpaid wages due in part to the treaty.Lee argued that a government panel established under a local act to support the victims failed to reflect the current value of the Japanese currency when calculating the compensation in 2008. She filed an administrative lawsuit to cancel the panel’s decision to offer Lee’s family 11.65 million won ($9,900) and applied for a constitutional petition against both the 1965 treaty and the local act to support the victims and their families.But the Constitutional Court refused to judge on the constitutionality of the treaty that it said would not affect the administrative legal case, and said that the local act was constitutional. It said that the calculation at the time, which reflected the rise in consumer prices, was based on “reasonable” standards.However, three of the nine judges voted against the local law, saying the government panel’s calculation of Lee’s unpaid wages did not correctly reflect the currency’s current value as it failed to take into account the economic growth rate.The court ruling drew keen attention as it could influence bilateral relations between Seoul and Tokyo amid ongoing negotiations over the issue of Japan’s wartime sexual enslavement of Korean women.Tokyo has long argued that all legal compensation issues were settled under the 1965 treaty based on Article 2 that stipulates that the problem concerning property, rights and interests of Korea, Japan and their nationals had been settled “completely and finally.”But Seoul has claimed that the humanitarian issue involving former sex slaves was not on the agenda during the treaty negotiations, and that the sex slave issue should be handled separately.The Supreme Court rendered in 2012 that it is hard to conclude that the individual victims’ rights to claim compensation were removed due to the normalization treaty.Despite the 2012 ruling, Japanese firms that are engaged in lawsuits involving Korean victims of forced labor have refused to compensate the plaintiffs. By Song Sang-ho (sshluck@heraldcorp.com)","constitutional court refused wednesday ,japan normalization treaty dismissed ,petition by korean woman ,korean woman who challenged ,treaty dismissed the constitutional","['the Constitutional Court', 'korean', 'Seoul', 'Tokyo', 'the Constitutional Court', 'Seoul', 'Tokyo']",7,"[ 0.          0.          0.         ... -0.43128839 -0.2174803
  0.34005776]",송상호,Social affairs,12,2015,"enslavement of korean women tokyo ,review petition by korean woman ,the constitutional court refused wednesday ,sexual enslavement of korean women ,enslavement of korean women","['the Constitutional Court', 'korean', 'Seoul', 'Tokyo', 'the Constitutional Court', 'Seoul', 'Tokyo', 'Tokyo', 'Seoul', 'Lee Yun - jae', 'Lee Hwa - seop', 'Japan', 'China', 'Lee', 'japanese', 'Lee', 'the Constitutional Court', 'Lee ’s', 'Seoul', 'Tokyo', 'Japan', 'korean', 'Tokyo', 'Korea', 'Japan', 'Seoul', 'the Supreme Court', 'japanese', 'korean', 'Song Sang - ho']",8,"[ 0.          0.          0.         ... -0.43128839 -0.2174803
  0.34005776]"
3,3,3,Pastor faces trial over security law breach,"Prosecutors said Tuesday that they have indicted a progressive pastor on charges of violating South Korea's National Security Law.The Seoul Central District Prosecutors' Office said the 51-year-old, identified only by his surname Kim, is suspected of making reports to a North Korean agent on domestic situations in return for money.He is also accused of meeting with the agent in China three times and of pledging alleg...","Prosecutors said Tuesday that they have indicted a progressive pastor on charges of violating South Korea's National Security Law.The Seoul Central District Prosecutors' Office said the 51-year-old, identified only by his surname Kim, is suspected of making reports to a North Korean agent on domestic situations in return for money.He is also accused of meeting with the agent in China three times and of pledging allegiance to the North.The pastor also allegedly read North Korean books and studied its ideology, according to prosecutors.Prosecutors, intelligence officials and police have been investigating Kim's acquaintances for other possible violations of the security law.South Koreans are banned from joining a pro-Pyongyang organization or having unauthorized contact with North Korea. They are also prohibited from supporting or praising the North in any way under the National Security Law. (Yonhap)","breach prosecutors said tuesday ,pastor faces trial over ,pastor faces trial ,pastor on charges ,prosecutors said tuesday","[""South Korea 's"", 'National Security Law', ""the Seoul Central District Prosecutors ' Office"", 'Kim', 'north korean', 'China']",7,"[ 0.          0.          0.         ...  0.09692878  0.57811904
 -0.0241157 ]",KH디지털2,Social affairs,12,2015,"indicted progressive pastor on charges ,pastor also allegedly read north ,the pastor also allegedly read ,ideology according to prosecutors prosecutors ,pastor on charges of violating","[""South Korea 's"", 'National Security Law', ""the Seoul Central District Prosecutors ' Office"", 'Kim', 'north korean', 'China', 'north korean', 'Kim', 'South Koreans', 'North Korea']",9,"[ 0.          0.          0.         ...  0.09692878  0.57811904
 -0.0241157 ]"
4,4,4,Postnatal care center sued for TB infection in South Korea,"Choi Young-doo, a father of two children, received an abrupt phone call from the Korea Centers for Disease Control and Prevention in August. He was told that his second child, born in June, may have been exposed to tuberculosis while staying at a Seoul-based postpartum center for the first two weeks of his life.　“It was just really absurd,” Choi told The Korea Herald. “I thought no one ever got TB in our country ...","Choi Young-doo, a father of two children, received an abrupt phone call from the Korea Centers for Disease Control and Prevention in August. He was told that his second child, born in June, may have been exposed to tuberculosis while staying at a Seoul-based postpartum center for the first two weeks of his life.“It was just really absurd,” Choi told The Korea Herald. “I thought no one ever got TB in our country anymore.”Choi is one of 150 parents whose newborns were exposed to the virus by a nurse at the facility, a franchise postnatal center owned by DGRM Ltd., and who together filed a lawsuit against the center seeking financial compensation, following a criminal suit in September. Some 120 infants are believed to have been exposed to TB at the center from June to August.  A mother is holding her newborn at a postnatal center in South Korea. File photo/Yonhap.Following the phone call in August, Choi and other parents were invited to meet with health authorities at the KCDC. They were told not to worry. “I was told that the chance of my son being diagnosed with TB was like 1 in 1,000,” he said. But just about a week later, Choi’s newborn was diagnosed with latent TB (LTB), meaning the bacteria was in his body but inactive and causing no symptoms.  He was told by the doctor that his son still had to take antibiotics, as without treatment about 5 to 10 percent of those with LTB develop the TB disease at some time in their lives. “I was also told (from my doctor) that even if he takes antibiotics now, there is no guarantee that he won’t develop TB later in his life,” he said. “It just broke my heart. I was so angry at the medical authorities for letting this happen just a few months after the MERS outbreak.”As of Monday, 23 infants had been officially diagnosed with the disease, and 57 others, including Choi’s son, had been diagnosed with LTB.Each victim stayed at the facility for about a week. The nurse who infected the infants was told by her doctor in July that she may be TB-positive after taking a chest X-ray, but continued to come to work regardless.“The parents of the infants who have been infected by TB, and those whose babies have been told to take antibiotics to avoid developing TB later, deserve financial compensation from the center as they have so immensely suffered emotionally, especially with the side effects of the TB drugs,” the parents’ lawyer Lee Sung-jun said in the complaint. At most postpartum care centers, which are largely unique to South Korea, newborns stay in a separate room with other babies away from their mothers and are looked after by nurses on shifts. They are united with their mothers for breast-feeding and other bonding time. The schedule for the mothers, who often opt for the service for postpartum rest, includes body massages, facials, child care education classes and exercise sessions. The parents are each seeking legal compensation ranging from 1.5 million won ($1,300) to 8 million won for emotional and financial damages, especially for having to make their infants take tuberculosis medication that can be highly toxic to the liver.According to Yeyul, a law firm representing the parents, their infants have been taking Rifampicin, also known as Rifampin, an antibiotic to treat TB and LTB. The babies experienced the severe side effects of the drug, including vomiting, loss of appetite, blood in the urine and sleepiness. “My baby also experienced loss of appetite and diarrhea,” said Choi.Choi claimed that the owner of the postnatal center, the CEO of DGRM Ltd., never offered a proper apology to the parents. The CEO, surnamed Kim, had been scheduled to meet with the parents and the officials of the KCDC in October, but abruptly canceled his attendance just a day before the event. “He once told me, ‘It’s not like the babies are dead,’” Choi said. Choi also said that the KCDC’s early handling of the outbreak was extremely unprofessional. “As parents, we always kept in touch with one another,” he said. “So we knew that in September that at least 26 children were diagnosed with LTB.“But the KCDC announced that only 13 had been confirmed with LTB after their own investigation. It turns out they simply didn’t know some parents chose to spend their own funds to get tested by a different doctor who wasn’t recommended by the KCDC.” By Claire Lee (dyc@heraldcorp.com)","sued for tb infection ,his second child born ,tb infection in south ,seoul based postpartum center ,center sued for tb","['the Korea Centers for Disease Control and Prevention', 'Seoul', 'Choi', 'the Korea Herald']",7,"[ 0.          0.          0.         ... -0.17078978  0.33839986
  0.2405428 ]",이다영,Social affairs,12,2015,"son being diagnosed with tb ,their infants take tuberculosis medication ,by her doctor in july ,week the nurse who infected ,their infants take tuberculosis","['the Korea Centers for Disease Control and Prevention', 'Seoul', 'Choi', 'the Korea Herald', 'DGRM Ltd.', 'TB', 'South Korea', 'Choi', 'KCDC', 'TB', 'Choi ’s', 'TB', 'LTB', 'LTB', 'TB', 'TB', 'Choi ’s', 'TB', 'TB', 'TB', 'Lee Sung - jun', 'South Korea', 'Yeyul', 'Rifampin', 'TB', 'LTB', 'Choi', 'Choi', 'DGRM Ltd.', 'Kim', 'KCDC', 'Choi', 'Choi', 'KCDC', 'KCDC', 'LTB', 'KCDC', 'Claire Lee']",2,"[ 0.          0.          0.         ... -0.17078978  0.33839986
  0.2405428 ]"
5,5,5,Korea to expand civilian supervision of arms contract,"South Korea will push to expand civilian supervision of the defense procurement industry, the Defense Ministry said Monday, in a major bid to reform the corruption-prone sector.Former Joint Chiefs of Staff Chairman Choi Yoon-hee is to stand trial on corruption charges in connection with the military's acquisition of AW159 Wildcat helicopters.Choi is among current and retired military officials indicted by a special i...","South Korea will push to expand civilian supervision of the defense procurement industry, the Defense Ministry said Monday, in a major bid to reform the corruption-prone sector.Former Joint Chiefs of Staff Chairman Choi Yoon-hee is to stand trial on corruption charges in connection with the military's acquisition of AW159 Wildcat helicopters.Choi is among current and retired military officials indicted by a special investigative team on graft cases involving arms dealings. The task force was launched last year as the deadly Sewol ferry sinking in March raised public criticism of corruption in the public sector.As part of the reform plan, private organizations will replace military agencies in the process to test and verify the performance of related goods, according to the ministry.The ministry will also seek to expand the portion of civilian members in procurement committees to 35 percent from the current 25 percent level, it added.Former state procurement agency employees will be prohibited from entering the private defense procurement industry for five years. Currently, they face the restriction for three years.The measures were decided in a meeting of officials from the Joint Chiefs of Staff, all branches of the military, the Defense Acquisition Procurement Agency, and other defense agencies.""The common understanding was that the meeting should root out defense acquisition-related corruption and drive out negative perception over the defense industry in order to restore the military's reputation disgraced by corruption,"" the ministry said. (Yonhap)","stand trial on corruption ,trial on corruption charges ,aw159 wildcat helicopters choi ,retired military officials indicted ,korea to expand civilian","['South Korea', 'the Defense Ministry', 'Joint Chiefs of Staff', 'Choi Yoon - hee', 'Choi']",7,[0.         0.         0.         ... 0.05138559 0.31985396 0.19779468],KH디지털2,Defense,12,2015,"stand trial on corruption charges ,sinking in march raised public ,acquisition of aw159 wildcat helicopters ,ferry sinking in march raised ,disgraced by corruption the ministry","['South Korea', 'the Defense Ministry', 'Joint Chiefs of Staff', 'Choi Yoon - hee', 'Choi', 'the Joint Chiefs of Staff', 'the Defense Acquisition Procurement Agency']",3,[0.         0.         0.         ... 0.05138559 0.31985396 0.19779468]
6,6,6,Former JCS chief indicted over bribery,"Investigators said Sunday they have indicted without arrest retired Adm. Choi Yoon-hee, former chairman of the Joint Chiefs of Staff, for receiving bribes from an arms dealer in connection with the Navy’s purchase of multi-mission maritime helicopters.The joint investigation team for corruption involving arms procurement projects said that Choi is suspected of ordering officers to forge an assessment report to show ...","Investigators said Sunday they have indicted without arrest retired Adm. Choi Yoon-hee, former chairman of the Joint Chiefs of Staff, for receiving bribes from an arms dealer in connection with the Navy’s purchase of multi-mission maritime helicopters.The joint investigation team for corruption involving arms procurement projects said that Choi is suspected of ordering officers to forge an assessment report to show that the AW159 Wildcat supplied by Agusta Westland meets the Navy’s requirements in 2012. The Navy had been pushing the project in the wake of the sinking of the Cheonan corvette in 2010, in which 46 sailors and officers perished. Without any actual evaluation of the model, the Defense Acquisition Program Administration decided in January 2013 to buy eight Wildcat helicopters worth 580 billion won by 2016 and the process is underway. Adm. Choi Yoon-hee, former chairman of the Joint Chiefs of Staff YonhapThe investigators said Choi appears to have a close relationship with an arms dealer identified by his surname Ham. Ham has also been indicted for bribery.In exchange, Ham allegedly arranged a job for Choi’s close subordinate, while repeatedly offering fine dining to Choi’s wife.In exchange for the Navy’s final decision to purchase the Wildcat, Ham is also suspected of delivering 20 million won ($17,200) to Choi’s son, who has been preparing to open a business, in September 2014. Choi reportedly admitted that his son received the money from the dealer, but insisted that the exchange had no relation to him. Choi’s son claimed that he gave 15 million won back to the dealer.Two researchers at state-run defense institutes have also been indicted for receiving bribes from Ham in exchange for favorable assessment in arms procurement.Choi is the highest-ranking military officer to face trial over arms graft since 1996 when former Defense Minister Lee Yang-ho was questioned for being involved in illegal lobbying. Lee was not punished due to lack of evidence.The joint investigative team encompassing prosecutors, government officials and experts launched in November last year to zero in on arms graft cases have indicted 74, of whom nearly 20 have so far been sentenced to imprisonment. The accumulated volume of the indicted bribery cases exceeds 1 trillion won. Of the indicted, 11 are former or incumbent military generals. The team is originally slated to wrap up their work by the end of this month, but calls have been rising for an extension of their operation. (khnews@heraldcorp.com)","indicted over bribery investigators ,chief indicted over bribery ,bribery investigators said sunday ,indicted over bribery ,staff for receiving bribes","['Choi Yoon - hee', 'the Joint Chiefs of Staff', 'Navy', 'Choi']",7,[0.         0.         0.         ... 0.03977875 0.27068618 0.31442007],이주희,Politics,12,2015,"to buy eight wildcat helicopters ,wildcat helicopters worth 580 billion ,buy eight wildcat helicopters ,buy eight wildcat helicopters worth ,bribes from an arms dealer","['Choi Yoon - hee', 'the Joint Chiefs of Staff', 'Navy', 'Choi', 'Agusta Westland', 'Navy', 'Navy', 'Cheonan', 'the Defense Acquisition Program Administration', 'Wildcat', 'Choi Yoon - hee', 'the Joint Chiefs of Staff', 'Choi', 'Ham', 'Choi ’s', 'Choi', 'Navy', 'Wildcat', 'Ham', 'Choi ’s', 'Choi', 'Choi', 'Ham', 'Choi', 'Defense', 'Lee Yang - ho', 'Lee']",3,[0.         0.         0.         ... 0.03977875 0.27068618 0.31442007]
7,7,7,Ex-Joint Chiefs of Staff chief indicted for bribery,"Former Joint Chiefs of Staff Chairman Choi Yoon-hee has been indicted over suspicions of bribery, state investigators said Sunday, in the latest in a series of corruption cases exposed in the country's defense industry.  Choi is believed to have ordered his subordinates to write a favorable performance evaluation of an untested AW159 Wildcat, which the Navy adopted in 2013, an official with the country's anti-corru...","Former Joint Chiefs of Staff Chairman Choi Yoon-hee has been indicted over suspicions of bribery, state investigators said Sunday, in the latest in a series of corruption cases exposed in the country's defense industry.  Choi is believed to have ordered his subordinates to write a favorable performance evaluation of an untested AW159 Wildcat, which the Navy adopted in 2013, an official with the country's anti-corruption task force said.  Investigators believe Choi had a special relationship with the man who brokered the import of the Wildcat, who allegedly offered jobs at his restaurant to Choi's former subordinates from the Naval Academy and free meals to Choi's wife.  The man, identified only by his surname Ham, is suspected of paying Choi's son 20 million won ($17,000) in 2014 under the guise of investing in his personal venture. Ham was supposed to pay him 200 million won in total, and the 20 million won was only the first installment, the investigator said.  Ham is also suspected of bribing the head of the Agency for Defense Development and a researcher at the Korea Institute for Defense Analysis in a similar manner.  Choi is the second-highest ranked official to be charged by the task force after the former Defense Minister Lee Yang-ho.  The task force was launched in November 2014 after the Sewol ferry sinking that killed more than 300 people shed light on the pervasive nature of corruption in the country's defense industry. (Yonhap)","chief indicted for bribery ,bribery former joint chiefs ,indicted for bribery former ,indicted for bribery ,of bribery state investigators","['Joint Chiefs of Staff', 'Choi Yoon - hee', 'Navy']",7,"[ 0.          0.          0.         ... -0.29234883 -0.10436708
  0.36979964]",KH디지털2,Social affairs,12,2015,"bribery state investigators said sunday ,suspicions of bribery state investigators ,indicted over suspicions of bribery ,corruption task force said investigators ,series of corruption cases exposed","['Joint Chiefs of Staff', 'Choi Yoon - hee', 'Navy', 'Choi', 'Choi', 'the Naval Academy', 'Choi', 'Choi', 'the Korea Institute for Defense Analysis', 'Defense', 'Lee Yang - ho']",5,"[ 0.          0.          0.         ... -0.29234883 -0.10436708
  0.36979964]"
8,8,8,Saenuri chief apologizes for racist remark,"Ruling Saenuri Party leader Kim Moo-sung apologized Friday for a racist remark he made to an African student during volunteer work earlier in the day.Kim had been delivering briquettes to the socially underprivileged in southern Seoul as part of the party’s community outreach program, when he told an accompanying student that his face “was the same color as the briquettes.” The student reportedly did not understan...","Ruling Saenuri Party leader Kim Moo-sung apologized Friday for a racist remark he made to an African student during volunteer work earlier in the day.Kim had been delivering briquettes to the socially underprivileged in southern Seoul as part of the party’s community outreach program, when he told an accompanying student that his face “was the same color as the briquettes.” The student reportedly did not understand the comment.Kim Moo-sung (Yonhap)As public criticism mounted, Kim posted a public apology on his Facebook page around 2:40 p.m.“I failed to realize that (my) intent to appear friendly could hurt someone, and it was an erroneous comment. I was not mindful of the other person’s (the student’s) position. I am truly sorry,” he said.Around 40 students from 27 countries, including Brazil, Colombia, Ethiopia, Pakistan and Zimbabwe, participated in the briquette-delivery event. By Yoon Min-sik(minsikyoon@heraldcorp.com)","apologized friday for racist ,african student during volunteer ,friday for racist remark ,chief apologizes for racist ,friday for racist","['Saenuri Party', 'Kim Moo - sung', 'african', 'Kim', 'Seoul']",7,"[ 0.          0.          0.         ... -0.25812683  0.15517075
  0.56492853]",윤민식,Politics,12,2015,"sung apologized friday for racist ,public apology on his facebook ,apologized friday for racist remark ,apologized friday for racist ,apology on his facebook page","['Saenuri Party', 'Kim Moo - sung', 'african', 'Kim', 'Seoul', 'Kim Moo - sung', 'Yonhap)As', 'Kim', 'Brazil', 'Colombia', 'Ethiopia', 'Pakistan', 'Zimbabwe']",2,"[ 0.          0.          0.         ... -0.25812683  0.15517075
  0.56492853]"
9,9,9,"North Korea likely to seek 'pardon diplomacy,' expert says","North Korea is expected to push for ""pardon diplomacy"" using a Korean-Canadian pastor sentenced to a life of hard labor, an expert here said Friday.Cheong Seong-chang, a senior analyst at the Sejong Institute, raised the possibility that U.N. Secretary-General Ban Ki-moon will soon travel to Pyongyang to win the freedom of Lim Hyeon-soo of Light Korean Presbyterian Church near Toronto.Ban, formerly Seoul's top diplom...","North Korea is expected to push for ""pardon diplomacy"" using a Korean-Canadian pastor sentenced to a life of hard labor, an expert here said Friday.Cheong Seong-chang, a senior analyst at the Sejong Institute, raised the possibility that U.N. Secretary-General Ban Ki-moon will soon travel to Pyongyang to win the freedom of Lim Hyeon-soo of Light Korean Presbyterian Church near Toronto.Ban, formerly Seoul's top diplomat, confirmed he is in consultations with the North for a visit aimed at helping bring peace to the Korean Peninsula.Earlier this week, the North announced the sentence against Lim, citing his ""subversive plots."" Lim was detained in February soon after he entered the country via China on a humanitarian mission.Ban's possible trip and the North's court decision do not appear to be a ""simple coincidence,"" said Cheong, who has long followed North Korea issues.If the U.N. leader visits Pyongyang, chances are high that leader Kim Jong-un will grant Lim a special pardon as a ""gift"" for Ban, Cheong added. In a similar case, he noted, the North released two female American journalists when former U.S. President Bill Clinton made a trip to Pyongyang in 2009. (Yonhap)","korean canadian pastor sentenced ,canadian pastor sentenced to ,using korean canadian pastor ,canadian pastor sentenced ,korean canadian pastor","['North Korea', 'korean', 'canadian', 'Cheong Seong - chang', 'the Sejong Institute', 'U.N.', 'Ban Ki - moon', 'Pyongyang', 'Lim Hyeon', 'Light Korean Presbyterian Church', 'Toronto', 'Ban', 'Seoul']",7,"[ 0.          0.          0.         ... -0.44401479  0.5326857
 -0.29618004]",KH디지털2,North Korea,12,2015,"korean canadian pastor sentenced to ,korean canadian pastor sentenced ,using korean canadian pastor sentenced ,diplomacy using korean canadian pastor ,canadian pastor sentenced to life","['North Korea', 'korean', 'canadian', 'Cheong Seong - chang', 'the Sejong Institute', 'U.N.', 'Ban Ki - moon', 'Pyongyang', 'Lim Hyeon', 'Light Korean Presbyterian Church', 'Toronto', 'Ban', 'Seoul', 'Lim', 'Lim', 'China', 'Ban', 'Cheong', 'North Korea', 'U.N.', 'Pyongyang', 'Kim Jong - un', 'Lim', 'Ban', 'Cheong', 'american', 'U.S.', 'Bill Clinton', 'Pyongyang']",19,"[ 0.          0.          0.         ... -0.44401479  0.5326857
 -0.29618004]"
