,Unnamed: 0,Unnamed: 0.1,title,description,body,keyword,ne,cluster,vector,author,section,month,year,keyword_e,ne_e,cluster_e,vecctor_e
0,0,0,Ban calls for end to baseless allegations in name of vetting,"U.N. Secretary-General Ban Ki-moon called Friday for rooting out the practice of spreading unfounded accusations in the name of vetting, flatly rejecting allegations that he took money from a South Korean businessman about a decade ago.Ban, who has recently declared his desire to run for president of his home country, made the remark to South Korean reporters after issuing a New Year's message at the U.N. headquarter...","U.N. Secretary-General Ban Ki-moon called Friday for rooting out the practice of spreading unfounded accusations in the name of vetting, flatly rejecting allegations that he took money from a South Korean businessman about a decade ago.Ban, who has recently declared his desire to run for president of his home country, made the remark to South Korean reporters after issuing a New Year's message at the U.N. headquarters on his last day as U.N. chief. ""I think we have to root out such people who enjoy seeing other people suffering and try to win their own political gains by spreading these rumors,"" Ban said. ""We have to make sure to root out the practice of spreading mysterious allegations in the name of vetting.""Ban spoke in response to a question about allegations raised by a South Korean magazine that he received about US$230,000 from Park Yeon-cha, a scandal-ridden local businessman, on two occasions: in 2005 and 2007. Ban's office strongly rejected the report as ""completely false and groundless."" Park also dismissed the report as ""nonsense."" A former senior prosecutor, who investigated Park over a bribery scandal, also said he hadn't heard of the allegations.Ban said he was dumbfounded by the allegations, which he denounced as ""absurd and not worth a single thought.""""We should bring an end to the ill practice of seeking one's political gains through slandering,"" he said.Ban said he does not intend to evade vetting, ""I agree on the need for vetting. I'm not going to evade it. I will abide by the process,"" he said. ""We should conduct vetting when electing a leader regardless of whether it's about morality, qualifications or policy. That's what I hope for.""But he stressed that he has been thoroughly vetted through 46 years of public service. ""I've gone through all vetting processes except a National Assembly hearing,"" he said. ""The U.N. secretary-general is a post that 7 billion people around the world are watching.""Ban said he became upset and saddened to see the unfounded allegations against him, and emphasized again that unfounded allegations should not be spread in the name of vetting.""If we continue to do that, we cannot get out of political backwardness,"" he said.    Ban also said he has seen such malicious political manipulations ahead of presidential elections in the past.""At that time, I wondered how painful it would be, but now I am feeling that. My family is feeling that. My wife and son are all feeling that,"" he said. ""I have no speck of shame in conscience.""Ban also said everything must be revealed clearly about the allegations against him.Criticizing anonymous sources cited in the magazine report, Ban said he hopes such people would come forward with what they consider evidence. ""I am always willing to answer,"" he said. ""Truth about my innocence will prevail.""","korean businessman about decade ,korean reporters after issuing ,to run for president ,south korean businessman about ,south korean reporters after","['U.N.', 'Ban Ki - moon', 'south korean', 'Ban', 'south korean', 'U.N.']",25,"[ 2.          1.          2.         ... -0.82904661  0.54156774
 -0.17583044]",조정은,Politics,12,2016,"korean reporters after issuing new ,south korean businessman about decade ,park over bribery scandal ,manipulations ahead of presidential elections ,money from south korean businessman","['U.N.', 'Ban Ki - moon', 'south korean', 'Ban', 'south korean', 'U.N.', 'U.N.', 'Ban', 'south korean', 'Park Yeon - cha', 'Ban', 'Park', 'Ban', 'Ban', 'National Assembly', 'U.N.', 'Ban', 'Ban']",8,"[ 2.          1.          2.         ... -0.82904661  0.54156774
 -0.17583044]"
1,1,1,Man arrested for in-flight violence,"Police arrested a South Korean man Thursday on charges of violating aviation security laws and assault after allegedly engaging in in-flight violence earlier this month, police said.Earlier on Thursday, the Incheon District Court issued an arrest warrant for him after holding a hearing on the legality of the arrest warrant, citing he may be a flight risk.The warrant was served to 34-year-old Lim Beom-joon, who allege...","Police arrested a South Korean man Thursday on charges of violating aviation security laws and assault after allegedly engaging in in-flight violence earlier this month, police said.Earlier on Thursday, the Incheon District Court issued an arrest warrant for him after holding a hearing on the legality of the arrest warrant, citing he may be a flight risk.The warrant was served to 34-year-old Lim Beom-joon, who allegedly hit a passenger in the face and assaulted flight attendants while aboard a Korean Air flight that departed from Hanoi at 2:20 p.m. on Dec. 20 and was scheduled to arrive at Incheon airport, west of Seoul, at 6:35 p.m. the same day.During the two-hour commotion, Lim allegedly slapped four flight attendants in the face and stomach as they were trying to bind him with a rope. The unruly man also spat at a Korean Air aircraft mechanic who happened to be aboard the flight and tried to restrain him.Other passengers, including American pop singer Richard Marx, helped overpower the unruly passenger, who is known to have consumed 2 1/2 shots of liquor and got drunk during the flight. He is the son of the chairman of a Seoul-based trading company.Photographs of the violence were posted by the 53-year-old singer and his wife, Daisy Fuentes, on the photo and video sharing website Instagram.Under related laws, Lim could face up to five years in prison for his acts that put airplane navigation in jeopardy.","man thursday on charges ,flight violence police arrested ,police arrested south korean ,south korean man thursday ,violence police arrested south","['south korean', 'the Incheon District Court', 'Lim Beom - joon']",25,"[ 0.          0.          1.         ... -0.1690262   0.24352805
  0.23907015]",임정요,Social affairs,12,2016,"korean man thursday on charges ,arrested south korean man thursday ,allegedly slapped four flight attendants ,police arrested south korean man ,violence earlier this month police","['south korean', 'the Incheon District Court', 'Lim Beom - joon', 'korean Air', 'Hanoi', 'Seoul', 'Lim', 'Korean Air', 'american', 'Richard Marx', 'Seoul', 'Daisy Fuentes', 'Lim']",2,"[ 0.          0.          1.         ... -0.1690262   0.24352805
  0.23907015]"
2,2,2,NK hackers could disable US Pacific Command: report,"A cyberattack by North Koreans could potentially knock out the computer network for the US Pacific Command, warned a report by a state-run agency for the analysis of defense technology. According to the Defense Agency for Technology and Quality, a recent simulation by the Pentagon showed that a full-blown cyberattack by Pyongyang has the capacity to “paralyze” the control center for the USPACOM while inflicting dam...","A cyberattack by North Koreans could potentially knock out the computer network for the US Pacific Command, warned a report by a state-run agency for the analysis of defense technology. According to the Defense Agency for Technology and Quality, a recent simulation by the Pentagon showed that a full-blown cyberattack by Pyongyang has the capacity to “paralyze” the control center for the USPACOM while inflicting damage upon the power grid in US mainland.The USPACOM, one of six geographic combatant commands of the US military, is supported by four component commands: the US Pacific Fleet, US Pacific Air Forces, US Army Pacific and US Marine Forces, Pacific. The DATQ report said Pyongyang’s cyberattack capabilities have gained a reputation among experts, following its 2013 mass attack that hit three major South Korean banks, their affiliates, three TV broadcasters, and infected some 48,000 computers with malicious codes. The attack was estimated to have caused some 900 billion won  of damage.The hermit kingdom was also pinpointed by the US authorities as the culprit behind the 2014 cyberattack on Sony Pictures. Earlier in the month, it was revealed that the South Korean military’s intranet was breached by what appeared to be acts by North Korean hackers. This resulted in an unspecified number of military secrets being leaked. North Korea has been making strides in its cyberattack capacity, with the South Korean Ministry of National Defense estimating the North has around 6,800 specialists on cyber terrorism. Some experts believe the actual number might range from 10,000 to 30,000 Local cyber expert Lim Jong-in, a professor at the graduate school of information security at Korea University, said cyber terrorism appeals to poorer countries like North Korea, as it can be done on a relatively small budget but still has a large impact. However, the South Korean military-run cyber command consists only of around 600 personnel, raising concerns over the country’s vulnerability toward cyberattacks from Pyongyang, with whom Seoul is still technically at war.  The DATQ report assessed the technological aspects of Seoul’s cybersecurity to be under 80 percent of those of developed countries. It said that it is necessary for the authorities to foster capabilities to counter the communist state’s cyberthreats.“The enemy  will seek to disable our cyber capacity at a critical point via an all-out cyberattack. ... It is crucial  to establish an asymmetrical cyber warfare capacity to overwhelm that of the North,” the report said.By Yoon Min-sik","hackers could disable us ,cyberattack by north koreans ,nk hackers could disable ,blown cyberattack by pyongyang ,hackers could disable","['North Koreans', 'the US Pacific Command', 'the Defense Agency for Technology', 'Quality', 'Pentagon', 'Pyongyang', 'USPACOM']",25,"[ 0.          0.          0.         ... -0.68617535  0.75583684
  0.28332049]",Yoon Min-sik,North Korea,12,2016,"korea university said cyber terrorism ,the 2014 cyberattack on sony ,800 specialists on cyber terrorism ,university said cyber terrorism ,acts by north korean hackers","['North Koreans', 'the US Pacific Command', 'the Defense Agency for Technology', 'Quality', 'Pentagon', 'Pyongyang', 'USPACOM', 'US', 'USPACOM', 'US', 'the US Pacific Fleet', 'US Pacific Air Forces', 'US Marine Forces , Pacific', 'DATQ', 'Pyongyang', 'south korean', 'US', 'Sony Pictures', 'south korean', 'north korean', 'North Korea', 'the south Korean Ministry of National Defense', 'Lim Jong - in', 'Korea University', 'North Korea', 'south korean', 'Pyongyang', 'Seoul', 'DATQ', 'Seoul', 'Yoon Min - sik']",4,"[ 0.          0.          0.         ... -0.68617535  0.75583684
  0.28332049]"
3,3,3,"Ban's office demands Korean magazine apologize, retract bribery allegations","A spokesman for UN Secretary-General Ban Ki-moon said Monday he demanded a South Korean magazine apologize and retract an article that alleged Ban took money from a South Korean businessman more than a decade ago.""I have written to the author of the article to tell him that Ban Ki-moon has lived his whole life, especially during his distinguished career as a public servant both in the Republic of Korea and at the Uni...","A spokesman for UN Secretary-General Ban Ki-moon said Monday he demanded a South Korean magazine apologize and retract an article that alleged Ban took money from a South Korean businessman more than a decade ago.""I have written to the author of the article to tell him that Ban Ki-moon has lived his whole life, especially during his distinguished career as a public servant both in the Republic of Korea and at the United Nations, with unblemished honesty and integrity, and that the story that he published is completely false and groundless,"" Stephane Dujarric, Ban's spokesman, said.""Despite the clear denials offered by the secretary-general and others, they went ahead and published this story, without any factual validity. I demanded of the journalist that the story be immediately retracted and that an apology be issued,"" he said.The Seoul-based weekly magazine Sisa Journal reported over the weekend, citing multiple unnamed sources, that Ban received about $230,000 from Park Yeon-cha, a scandal-ridden local businessman, on two occasions: in 2005 and 2007. Ban's office strongly rejected the report as ""completely false and groundless."" Park also dismissed the report as ""nonsense."" A former senior prosecutor, who investigated Park over a bribery scandal, also said he hadn't heard of the allegations.Ban, whose second five-year term as UN chief expires Saturday, has effectively declared his presidential aspirations, saying in a farewell press conference with Korean reporters last week that he is ready to give his all if it contributes to the development of South Korea.Opinion polls have long shown Ban is one of the favorites in next year's presidential election. The election, which was originally scheduled for December, could take place much earlier if the Constitutional Court upholds the impeachment of President Park Geun-hye.Ban is scheduled to return to Seoul on Jan. 15.","demands korean magazine apologize ,korean magazine apologize retract ,magazine apologize retract bribery ,south korean businessman more ,south korean magazine apologize","['UN', 'Ban Ki - moon', 'south korean', 'Ban', 'south korean', 'Ban Ki - moon', 'the Republic of Korea']",25,"[ 0.          2.          2.         ... -0.50046021  0.29956505
  0.26612106]",임정요,Politics,12,2016,"korean magazine apologize and retract ,korean businessman more than decade ,monday he demanded south korean ,conference with korean reporters last ,demanded south korean magazine apologize","['UN', 'Ban Ki - moon', 'south korean', 'Ban', 'south korean', 'Ban Ki - moon', 'the Republic of Korea', 'the United Nations', 'Ban', 'Seoul', 'Sisa Journal', 'Ban', 'Park Yeon - cha', 'Ban', 'Park', 'Ban', 'UN', 'korean', 'South Korea', 'Ban', 'the Constitutional Court', 'Park Geun - hye', 'Ban', 'Seoul']",16,"[ 0.          2.          2.         ... -0.50046021  0.29956505
  0.26612106]"
4,4,4,Lawmakers grill woman at heart of scandal at detention center,"South Korean lawmakers on Monday questioned the friend of President Park Geun-hye, who is at the center of a scandal that led to the president's impeachment, at a detention center as she repeatedly rejected to appear at a parliamentary hearing.Members of a special parliamentary committee visited the detention center on the outskirts of Seoul and quizzed Park's confidante Choi Soon-sil. The lawmakers originally planne...","South Korean lawmakers on Monday questioned the friend of President Park Geun-hye, who is at the center of a scandal that led to the president's impeachment, at a detention center as she repeatedly rejected to appear at a parliamentary hearing.Members of a special parliamentary committee visited the detention center on the outskirts of Seoul and quizzed Park's confidante Choi Soon-sil. The lawmakers originally planned to air the questioning, but after hours of quarreling with the correctional office, instead carried out the interrogation in private. Other members of the committee visited former presidential aides An Chong-bum and Jeong Ho-seong at another detention center as the two had also refused to attend a hearing at the National Assembly. Choi and An are suspected of forcing conglomerates to donate77.4 billion won  to the Mir and K-Sports Foundations, which she virtually controlled. Jeong is accused of leaking government secrets to Choi. The three have been claiming that their testimonies could affect an on-going investigation by independent prosecutors. There are no legal grounds to force witnesses to attend the parliamentary hearing. During the two and a half-hour-long questioning, Choi denied most of the allegations raised against her, according to the lawmakers. Lawmakers exit a detention centera fter a private hearing with Choi Soon-sil. ""She said she is sorry for causing confusion in the country but declined to specifically comment on what she did wrong,"" said Rep. Kim Han-jung of the main opposition Democratic Party.The committee earlier said it decided to file complaints against the three defendants on charges of contempt of the National Assembly.Choi's lawyer Lee Kyung-jae said in a press release that such an attempt to interrogate Choi in the detention facility goes against the law and the Constitution. ""The committee does not have the authority to question a witness who did not attend the hearing,"" he said. ""If they wanted to question the defendant, they should have sent a request seeking her appearance at least seven days earlier, according to the law.""A justice ministry official, who asked not to be named, meanwhile said an interrogation in a detention center is possible under the law and other rules.The panel has held five sessions of inquiry, summoning presidential staff members, business tycoons and other figures involved in the influence-peddling scandal.During an interrogation by special prosecutors Sunday, Choi denied new allegations that she stashed around 10 trillion won abroad. She told investigators that she would donate all the money to the state, if there were any such money, according to the independent counsel team.Local media reported Choi may have hidden 800 billion won in Germany and more in other European countries via her ghost companies.The independent counsel on the scandal said the team has hired a former state tax agency official to trace Choi's assets at home and abroad.Sources said that the team will also track down dubious assets Choi's family has amassed over the past 40 years.Choi is the fifth daughter of Park's late mentor Choi Tae-min. The late Choi, who used to lead a religious cult, had reportedly advised Park since her mother, Yook Young-soo, was assassinated by a North Korea sympathizer in 1974.","korean lawmakers on monday ,president impeachment at detention ,lawmakers grill woman ,lawmakers on monday questioned ,south korean lawmakers","['south korean', 'Park Geun - hye', 'Seoul', 'Park']",25,"[ 0.          0.          1.         ... -0.52736521  0.57115996
 -0.20914592]",원호정,Politics,12,2016,"korean lawmakers on monday questioned ,interrogation by special prosecutors sunday ,south korean lawmakers on monday ,president impeachment at detention center ,korean lawmakers on monday","['south korean', 'Park Geun - hye', 'Seoul', 'Park', 'an Chong - bum', 'Jeong Ho - seong', 'the National Assembly', 'K - Sports Foundations', 'Jeong', 'Choi', 'Choi', 'Choi Soon - sil', 'Kim Han - jung', 'Democratic Party', 'the National Assembly', 'Choi', 'Lee Kyung - jae', 'Choi', 'Choi', 'Choi', 'Germany', 'european', 'Choi', 'Choi', 'Choi', 'Park', 'Choi Tae - min', 'Choi', 'Park', 'Yook Young', 'North Korea']",8,"[ 0.          0.          1.         ... -0.52736521  0.57115996
 -0.20914592]"
5,5,5,Seoul to confiscate passport from daughter of key figure in presidential scandal,"South Korea's foreign ministry said Thursday it will soon initiate the process of confiscating the passport of the daughter of Choi Soon-sil, the long-time friend of President Park Geun-hye who faces charges for meddling in state affairs. ""The Ministry of Foreign Affairs plans to swiftly issue an order for the return of Chung Yoo-ra's passport, and if it is not returned before a deadline, it will take steps to annul ...","South Korea's foreign ministry said Thursday it will soon initiate the process of confiscating the passport of the daughter of Choi Soon-sil, the long-time friend of President Park Geun-hye who faces charges for meddling in state affairs. ""The Ministry of Foreign Affairs plans to swiftly issue an order for the return of Chung Yoo-ra's passport, and if it is not returned before a deadline, it will take steps to annul it,"" ministry spokesman Cho June-hyuck said in a press briefing.According to the ministry, a person subject to such an order usually has 14 days in which to return the passport, but, given the gravity of the situation, Chung must return hers within seven days.The ministry will send its order as registered mail to Chung's Korean address or to her legal representative. The order will take effect once the letter is received.If the first order is returned undelivered, the ministry will mail a second. If that one is also sent back, then the ministry will post its confiscation order on its website.Earlier in the week, the independent counsel investigating the influence-peddling scandal involving Choi and President Park secured a court warrant to arrest Choi's only daughter, who is believed to be hiding out in Germany.The 20-year-old Chung is facing charges of gaining illicit admission to Ewha Womans University and favors from professors to earn credits.The independent council said a day earlier that they will seek cooperation from the German prosecution to arrest Chung.","presidential scandal south korea ,confiscate passport from daughter ,figure in presidential scandal ,seoul to confiscate passport ,in presidential scandal south","[""South Korea 's"", 'Choi Soon - sil', 'Park Geun', 'the Ministry of Foreign Affairs', ""Chung Yoo - ra 's""]",25,"[ 0.          0.          0.         ... -0.5187766  -0.11316457
  0.07304354]",박가영,National,12,2016,"to arrest choi only daughter ,korea foreign ministry said thursday ,court warrant to arrest choi ,arrest choi only daughter who ,arrest choi only daughter","[""South Korea 's"", 'Choi Soon - sil', 'Park Geun', 'the Ministry of Foreign Affairs', ""Chung Yoo - ra 's"", 'Cho June - hyuck', 'Chung', 'Chung', 'korean', 'Choi', 'Choi', 'Germany', 'Chung', 'Ewha Womans University', 'german', 'Chung']",9,"[ 0.          0.          0.         ... -0.5187766  -0.11316457
  0.07304354]"
6,6,6,"Hwang decries sexual harassment case involving diplomat, calls for tighter discipline","Acting President and Prime Minister Hwang Kyo-ahn on Thursday called for tightened discipline among officials in the wake of a sexual harassment case involving a South Korean diplomat in Chile.The diplomat has been accused of sexually harassing two teenage girls in the Latin American country. The case, which sparked public fury in both countries, came to light as a Chilean broadcaster recently aired its hidden camera...","Acting President and Prime Minister Hwang Kyo-ahn on Thursday called for tightened discipline among officials in the wake of a sexual harassment case involving a South Korean diplomat in Chile.The diplomat has been accused of sexually harassing two teenage girls in the Latin American country. The case, which sparked public fury in both countries, came to light as a Chilean broadcaster recently aired its hidden camera coverage of him making improper physical contact with a teen.""I call on each minister and vice minister to more strictly and thoroughly strengthen discipline in officialdom to ensure that such a case will never happen again,"" Hwang said during a meeting with Cabinet ministers on state affairs.Acting President and Prime Minister Hwang Kyo-ahn speaks during a meeting with Cabinet ministers at the central government complex in Seoul on Thursday. Acting President and Prime Minister Hwang Kyo-ahn speaks during a meeting with Cabinet ministers at the central government complex in Seoul on Dec. 22, 2016. Acting President and Prime Minister Hwang Kyo-ahn speaks during a meeting with Cabinet ministers at the central government complex in Seoul on Dec. 22, 2016. ""Such an unsavory act by public servants working overseas is a serious issue that has tarnished the image of the country and deeply frustrated citizens,"" he added.Seoul's foreign ministry is expected to seek a heavy punishment against the embassy official in Chile in charge of cultural affairs. He returned home Tuesday and admitted to harassment charges during a two-day investigation by the ministry's audit team.Hwang said that public servants must bear in mind that their deeds and words will not negatively affect the ongoing government efforts to tackle a series of pending issues, including the spread of avian influenza .As for AI, he ordered the mobilization of all available quarantine personnel, equipment and budget to quickly stem the spread of the disease that has ravaged chicken farms across the country since mid-November.The acting president also urged the Cabinet ministers to prepare against the possibility of terrorist attacks, as he voiced concerns about this week's truck rampage in Berlin that killed 12 people. The Islamic State militant group claimed responsibility for the attack.Later in the day, Hwang met with former top economic policymakers such as Lee Kyu-sung and Jin Nyum to hear their views on how to revitalize the economy.Hwang stressed that he now prioritizes stabilizing state affairs, ensuring a robust defense and overcoming economic difficulties.Participants highlighted the need for ""preemptive and thorough"" measures to tackle economic uncertainties stemming from potential policy changes under the incoming U.S. government, possible trade friction between the U.S. and China, and other factors.","korean diplomat in chile ,harassing two teenage girls ,tighter discipline acting president ,harassment case involving diplomat ,hwang decries sexual harassment","['Hwang Kyo - ahn', 'south korean', 'Chile', 'latin american', 'chilean']",25,"[ 0.          0.          1.         ... -0.12428115  0.01502187
  0.30578396]",박가영,Politics,12,2016,"sexually harassing two teenage girls ,seoul on thursday acting president ,week truck rampage in berlin ,thursday called for tightened discipline ,in seoul on thursday acting","['Hwang Kyo - ahn', 'south korean', 'Chile', 'latin american', 'chilean', 'Hwang', 'Cabinet', 'Hwang Kyo - ahn', 'Cabinet', 'Seoul', 'Hwang Kyo - ahn', 'Cabinet', 'Seoul', 'Hwang Kyo - ahn', 'Cabinet', 'Seoul', 'Seoul', 'Chile', 'Hwang', 'AI', 'Cabinet', 'Berlin', 'Islamic', 'Hwang', 'Lee Kyu - sing', 'Jin Nyum', 'Hwang', 'U.S.', 'U.S.', 'China']",16,"[ 0.          0.          1.         ... -0.12428115  0.01502187
  0.30578396]"
7,7,7,N. Korea has economic polarization: think tank,"A photo of a coffee bar in Pyongyang carried by Chosun Sinbo, a pro-North Korean newspaper published in Japan. (Yonhap)North Koreans in the capital city of Pyongyang are three times as rich as those in other areas, South Korea's state-run think tank said Thursday, in the latest sign of the deepening economic divide in the communist country.Pyongyang's per capita gross domestic product is estimated to be at between $2...","A photo of a coffee bar in Pyongyang carried by Chosun Sinbo, a pro-North Korean newspaper published in Japan. North Koreans in the capital city of Pyongyang are three times as rich as those in other areas, South Korea's state-run think tank said Thursday, in the latest sign of the deepening economic divide in the communist country.Pyongyang's per capita gross domestic product is estimated to be at between $2,658 and $2,715 as of 2008, compared with a range of $791 and $1,213 in the South Hwanghae Province in the country's southwest, the Korea Development Institute  said in a report.Since 2008, North Korea has been one of the poorest countries with a per capita GDP of only $1,000 on the purchasing power parity basis, the report said.The KDI said its findings were based on estimates of the share of solid fuel used in cooking in North Korea as that type of energy is closely linked to the public's income level and is considered a relatively significant method in gauging the real income in underdeveloped countries with little statistical infrastructure.Children in a North Korean rural area. As of 2008, North Korean households who use firewood to cook account for 47 percent, while coal-using households make up 46 percent, the KDI said, adding that it means that almost all North Koreans are given no access to modern energy sources, such as electricity, gas and oil.The KDI also said about 88 percent of North Koreans aged 20-59 are officially employed in socialist sectors.Still, the actual share of the employed population who can afford a decent living is estimated at between 31 percent and 62 percent, the KDI said, citing North Korea's 2008 census.In comparison, the share of the officially employed population aged 20-59 in Pyongyang is 85 percent, while the real employed population stands at between 61 percent and 85 percent.The KDI said its findings imply that Pyongyang holds a very special position in North Korea in terms of income, as well as real employment.","pro north korean newspaper ,korea has economic polarization ,coffee bar in pyongyang ,three times as rich ,sinbo pro north korean","['Pyongyang', 'Chosun Sinbo', 'north korean', 'Japan', 'Koreans', 'Pyongyang', ""South Korea 's"", 'Pyongyang']",25,"[ 0.          0.          0.         ... -0.64350271  0.855317
 -0.04621027]",박가영,North Korea,12,2016,"pro north korean newspaper ,pro north korean newspaper published ,sinbo pro north korean newspaper ,three times as rich ,2008 north korean households","['Pyongyang', 'Chosun Sinbo', 'north korean', 'Japan', 'North Koreans', 'Pyongyang', ""South Korea 's"", 'Pyongyang', 'the Korea Development Institute', 'North Korea', 'KDI', 'North Korea', 'north korean', 'north korean', 'KDI', 'North Koreans', 'KDI', 'North Koreans', 'KDI', ""North Korea 's"", 'Pyongyang', 'KDI', 'Pyongyang', 'North Korea']",8,"[ 0.          0.          0.         ... -0.64350271  0.855317
 -0.04621027]"
8,8,8,Choi suspected of hiding W800b in Germany: report,"Key figures in the President Park Geun-hye scandal, Choi Soon-sil and her daughter possess some 800 billion won ($667 million) worth of assets under borrowed names in Germany, a local daily reported Thursday. According to the Hankook Ilbo, German prosecutors are investigating Choi and her daughter Chung Yoo-ra for having created some 500 paper companies using the names of 10 affiliates, including Chung’s horseback r...","Key figures in the President Park Geun-hye scandal, Choi Soon-sil and her daughter possess some 800 billion won  worth of assets under borrowed names in Germany, a local daily reported Thursday. According to the Hankook Ilbo, German prosecutors are investigating Choi and her daughter Chung Yoo-ra for having created some 500 paper companies using the names of 10 affiliates, including Chung’s horseback riding coach and another associate in Europe, mainly in Germany. The newspaper cited unnamed sources at South Korea’s Justice Ministry and the independent counsel team which is currently investigating the scandal.Park’s friend, Choi, is suspected of meddling in state affairs and using her close ties to the president for personal gains. Her 20-year-old daughter was unfairly accepted into a prestigious university in Seoul and received special treatment in her academic records, a separate probe found.  German police in Hessen found out about the shell companies during their investigation into the 280,000 euros  sent four different times since last September by Korean conglomerate Samsung to one of Choi’s companies, Core Sports, in Germany. As it is difficult for nonnatives to create companies in the country, the two are thought to have used local associates’ names and later acquired all the shares of the companies after their establishment. It is suspected that the 10 affiliates include Chung’s equestrian coach Christian Kamplade in Germany and David Yoon who has known the family for 17 years.  Choi first created the asset management company Mainsee 959, then changed its name two times, to Core Sports, later settling on Widec Sports. She is suspected of coercing funds from conglomerates, including Samsung which is also under investigation for donating large amounts of money to Choi.Chung, whose whereabouts are not known, has repeatedly refused to attend the parliamentary hearing over the scandal. Besides trying to secure a court warrant to detain her, the independent counsel team has requested German authorities to extradite Chung and to freeze her assets, while also asking for the transaction and phone records of the affiliates. Korea’s Foreign Ministry also decided to seize the passport of Chung and possibly invalidate it if she does not turn it in soon. The special investigation team has put her on its wanted list. Hankook Ilbo reported that Choi has been forming relationships with acquaintances in Germany for over 30 years. She was also found to have spent summer last year in Germany amid an ongoing prosecutorial probe.Regarding the 800 billion won of assets, the authorities said they are considering confiscating the money. By Jo He-rim","german prosecutors are investigating ,hiding w800b in germany ,hankook ilbo german prosecutors ,w800b in germany report ,500 paper companies using","['Park Geun', 'Choi Soon - sil', 'Germany', 'german', 'Choi', 'Chung Yoo - ra', 'Chung ’s']",25,"[ 0.          0.          0.         ... -0.7074315   0.31973532
 -0.43896937]",Jo He-rim,Social affairs,12,2016,"german prosecutors are investigating choi ,german prosecutors are investigating ,the hankook ilbo german prosecutors ,german police in hessen found ,companies core sports in germany","['Park Geun', 'Choi Soon - sil', 'Germany', 'german', 'Choi', 'Chung Yoo - ra', 'Chung ’s', 'Germany', 'South Korea ’s', 'Justice Ministry', 'Park ’s', 'Choi', 'Seoul', 'german', 'Hessen', 'korean', 'Samsung', 'Choi ’s', 'Core Sports', 'Germany', 'Chung ’s', 'Christian Kamplade', 'Germany', 'David Yoon', 'Choi', 'Mainsee', 'Core Sports', 'Samsung', 'Choi', 'Chung', 'german', 'Chung', 'Korea ’s Foreign Ministry', 'Chung', 'Hankook Ilbo', 'Choi', 'Germany', 'Germany', 'Jo He - rim']",9,"[ 0.          0.          0.         ... -0.7074315   0.31973532
 -0.43896937]"
9,9,9,Seoul to confiscate passport from daughter of key figure in residential scandal,"South Korea's foreign ministry said Thursday it will soon initiate the process of confiscating the passport of the daughter of Choi Soon-si, the long-time friend of President Park Geun-hye, who faces charges for meddling in state affairs.""The Ministry of Foreign Affairs plans to swiftly issue an order for the return of Chung Yoo-ra's passport, and if it is not returned before a deadline, it will take steps to annul i...","South Korea's foreign ministry said Thursday it will soon initiate the process of confiscating the passport of the daughter of Choi Soon-si, the long-time friend of President Park Geun-hye, who faces charges for meddling in state affairs.""The Ministry of Foreign Affairs plans to swiftly issue an order for the return of Chung Yoo-ra's passport, and if it is not returned before a deadline, it will take steps to annul it,"" ministry spokesman Cho June-hyuck said in a press briefing.He did not elaborate on when the order will be issued but added the action will be taken ""speedily.""Earlier in the week, the independent counsel investigating the influence-peddling scandal involving Choi and President Park secured a court warrant to arrest Choi's only daughter, who is believed to be hiding out in Germany. The 20-year-old Chung is facing charges of gaining illicit admission to Ewha Womans University and favors from professors to earn credits.The independent council said a day earlier that they will seek cooperation from the German prosecution to arrest Chung.","confiscate passport from daughter ,seoul to confiscate passport ,foreign ministry said thursday ,residential scandal south korea ,of confiscating the passport","[""South Korea 's"", 'Choi Soon - si', 'Park Geun - hye', '""The Ministry of Foreign Affairs', ""Chung Yoo - ra 's""]",25,"[ 0.          0.          0.         ... -0.58404994  0.18404119
  0.17236406]",KH디지털2,Politics,12,2016,"to arrest choi only daughter ,korea foreign ministry said thursday ,court warrant to arrest choi ,arrest choi only daughter who ,german prosecution to arrest chung","[""South Korea 's"", 'Choi Soon - si', 'Park Geun - hye', '""The Ministry of Foreign Affairs', ""Chung Yoo - ra 's"", 'Cho June - hyuck', 'Choi', 'Choi', 'Germany', 'Chung', 'Ewha Womans University', 'german', 'Chung']",9,"[ 0.          0.          0.         ... -0.58404994  0.18404119
  0.17236406]"
