,Unnamed: 0,Unnamed: 0.1,title,description,body,keyword,ne,cluster,vector,author,section,month,year,keyword_e,ne_e,cluster_e,vecctor_e
0,0,0,[Cartoon] Queen of elections, Author: Gregory PenceHomepage: www.soundstagecomics.comTwitter: @sixpencenow,Author: Gregory PenceHomepage: www.soundstagecomics.comTwitter: @sixpencenow,"www soundstagecomics comtwitter sixpencenow ,cartoon queen of elections ,gregory pencehomepage www soundstagecomics ,pencehomepage www soundstagecomics comtwitter ,elections author gregory pencehomepage",[],8,"[ 0.          0.          0.         ... -0.42727044  0.36486205
  0.5036025 ]",임정요,Politics,12,2016,"pencehomepage www soundstagecomics comtwitter sixpencenow ,author gregory pencehomepage www soundstagecomics ,gregory pencehomepage www soundstagecomics comtwitter ,www soundstagecomics comtwitter sixpencenow ,gregory pencehomepage www soundstagecomics",[],3,"[ 0.          0.          0.         ... -0.42727044  0.36486205
  0.5036025 ]"
1,1,1,Air Koryo flight attendants featured on 2017 calendar,"North Korea has featured a flight crew of its flag carrier Air Koryo in a 2017 calendar of the communist country, obtained Thursday by Yonhap News Agency, in what is seen as an unprecedented move to revitalize its tourism industry amid international sanctions imposed over its nuclear and missile developments. The calendar published by the state-run the Korea Publications Export and Import Corp. has the cover showing ...","North Korea has featured a flight crew of its flag carrier Air Koryo in a 2017 calendar of the communist country, obtained Thursday by Yonhap News Agency, in what is seen as an unprecedented move to revitalize its tourism industry amid international sanctions imposed over its nuclear and missile developments. The calendar published by the state-run the Korea Publications Export and Import Corp. has the cover showing the airline's two pilots and five flight attendants.It carries scenes of the cabin crew at work such as arriving at an airport, giving safety instructions and offering in-flight meals, with the August side showing a flight attendant pouring the country's own brand of beer, Taedonggang.""It is the first time a North Korean calendar carries photos of female flight attendants, way different from previous calendars that mostly carried bland photos of scenic views and cultural sites,"" a source knowledgeable about North Korean affairs said.The North's production of the calendar is interpreted as a move to overcome a foreign currency shortage by drawing more foreign tourists to the country at a time it has faced growing economic sanctions imposed by the international community over its nuclear and missile programs.The calendar marks as holidays the birthdays of the country's former leaders -- the current leader's late grandfather, Kim Il-sung, and late father, Kim Jong-il -- but not that of current leader Kim Jong-un, which falls on Jan. 8.The number of North Korean public holidays in the new year totals 71, three days more than this year, according to the calendar.","2017 calendar north korea ,thursday by yonhap news ,communist country obtained thursday ,missile developments the calendar ,tourism industry amid international","['North Korea', 'Yonhap News Agency', 'the Korea Publications Export and Import Corp.']",8,"[ 1.          1.          1.         ... -0.73553318  0.73223549
  0.35083091]",임정요,North Korea,12,2016,"thursday by yonhap news agency ,photos of female flight attendants ,tourism industry amid international sanctions ,flight attendant pouring the country ,korea has featured flight crew","['North Korea', 'Yonhap News Agency', 'the Korea Publications Export and Import Corp.', 'Taedonggang', 'north korean', 'north korean', 'Kim Il - sing', 'Kim Jong - il', 'Kim Jong - un', 'north korean']",3,"[ 1.          1.          1.         ... -0.73553318  0.73223549
  0.35083091]"
2,2,2,Top court upholds Seoul chief educator's suspended sentence for smear campaign,"The Supreme Court on Tuesday upheld a lower court ruling that convicted Seoul's chief educator of running a smear campaign during the 2014 election, however suspended his sentence, allowing him to retain his job.In the decision, the court's First Petty Bench rejected an appeal from prosecutors and the defendant, Cho Hee-yeon, superintendent of the Seoul Metropolitan Office of Education. The Seoul High Court in Septem...","The Supreme Court on Tuesday upheld a lower court ruling that convicted Seoul's chief educator of running a smear campaign during the 2014 election, however suspended his sentence, allowing him to retain his job.In the decision, the court's First Petty Bench rejected an appeal from prosecutors and the defendant, Cho Hee-yeon, superintendent of the Seoul Metropolitan Office of Education. The Seoul High Court in September 2015 overturned a district court ruling that fined Cho 5 million won  for spreading false rumors about his rival, Koh Seung-duk, during the election campaign.The previous sentence reached in April of the same year could have nullified the election if confirmed by the Supreme Court.In Tuesday's ruling, the top court agreed with the lower court's ruling that ordered Cho to pay a fine of 2.5 million won, suspended for two years, for his public comments against Koh, which the court deemed were not malicious and did not affect the results of the election. During the 2014 campaign, Cho falsely accused Koh of using his US green card to educate his two children in the United States, after announcing at a press conferences on May 25, 2014, that he was tipped off about Koh's alleged acquisition of US citizenship.It was seen as a move to stress that Koh was not qualified to lead the education system in South Korea if the allegations were true.Koh denied being a US permanent resident and said his children are US citizens by birth.","2014 election however suspended ,convicted seoul chief educator ,court on tuesday upheld ,seoul chief educator suspended ,chief educator suspended sentence","['the Supreme Court', 'Seoul', 'First Petty Bench', 'Cho Hee - yeon', 'the Seoul Metropolitan Office of Education', 'the Seoul High Court', 'Septem']",8,"[ 0.          0.          0.         ... -0.11197295  0.04519035
  0.30889261]",임정요,Politics,12,2016,"2014 election however suspended his ,the 2014 election however suspended ,2015 overturned district court ruling ,convicted seoul chief educator ,2014 election however suspended","['the Supreme Court', 'Seoul', 'First Petty Bench', 'Cho Hee - yeon', 'the Seoul Metropolitan Office of Education', 'the Seoul High Court', 'Koh Seung - duk', 'the Supreme Court', 'Cho', 'Koh', 'Cho', 'Koh', 'US', 'the United States', 'Koh', 'US', 'Koh', 'South Korea', 'Koh', 'US', 'US']",12,"[ 0.          0.          0.         ... -0.11197295  0.04519035
  0.30889261]"
3,3,3,Parliament seeks to question key figures in scandal at detention center,"South Korean lawmakers plan to visit a detention center Monday to question key suspects in a scandal involving President Park Geun-hye, who have refused to attend a hearing at the National Assembly. The special committee seeks to hold a hearing with Park's confidante Choi Soon-sil, who is in custody at a detention facility on the outskirts of Seoul, at 10:00 a.m. and Ahn Jong-beom, former senior presidential secretar...","South Korean lawmakers plan to visit a detention center Monday to question key suspects in a scandal involving President Park Geun-hye, who have refused to attend a hearing at the National Assembly. The special committee seeks to hold a hearing with Park's confidante Choi Soon-sil, who is in custody at a detention facility on the outskirts of Seoul, at 10:00 a.m. and Ahn Jong-beom, former senior presidential secretary for policy coordination, and Jeong Ho-seong, former secretary for private presidential affairs, later in the day.But observers said the committee's visit may end in vain. The three figures had said they would not attend the hearing, saying their testimonies could affect an on-going investigation by independent prosecutors. There is no legal ground to force witnesses to attend a parliamentary hearing. The special committee hosted five sessions at the parliament this month, summoning presidential staff members, business tycoons and other figures involved in the influence-peddling scandal. Choi allegedly exerted power over state affairs without any government position and used her ties with the president to extort money from businesses. During an interrogation by special prosecutors Sunday, Choi denied new allegations that she stashed around 10 trillion won  abroad. She told investigators that she would donate all the money to the state, if there were any such money, according to the independent counsel team.Local media reported Choi may have hidden 800 billion won in Germany and more in other European countries via her ghost companies.The independent counsel on the scandal said the team has hired a former state tax agency official to trace Choi's assets at home and abroad.Choi and Ahn are suspected of forcing conglomerates to donate 77.4 billion won to the Mir and K-Sports Foundations, which she virtually controlled.Sources said that the team will also track down dubious assets Choi's family amassed over the past 40 years.Choi is the fifth daughter of Park's late mentor Choi Tae-min.The late Choi, who used to lead a religious cult, had reportedly advised Park since her mother, Yook Young-soo, was assassinated by a North Korea sympathizer in 1974.","visit detention center monday ,south korean lawmakers ,scandal at detention center ,in scandal involving president ,detention center monday","['south korean', 'Park Geun - hye', 'the National Assembly', 'Park', 'Seoul', 'Ahn Jong - beom']",8,"[ 0.          0.          0.         ... -0.13869368  0.45667258
  0.3950426 ]",임정요,Social affairs,12,2016,"interrogation by special prosecutors sunday ,detention center monday to question ,prosecutors sunday choi denied new ,to visit detention center monday ,korean lawmakers plan to visit","['south korean', 'Park Geun - hye', 'the National Assembly', 'Park', 'Seoul', 'Ahn Jong - beom', 'Jeong Ho - seong', 'Choi', 'Choi', 'Choi', 'Germany', 'european', 'Choi', 'Choi', 'Ahn', 'K - Sports Foundations', 'Choi', 'Choi', 'Park', 'Choi Tae - min', 'Choi', 'Park', 'Yook Young', 'North Korea']",12,"[ 0.          0.          0.         ... -0.13869368  0.45667258
  0.3950426 ]"
4,4,4,UN chief Ban shows strongest indication of his presidential ambition,"UN Secretary-General Ban Ki-moon said Tuesday that he is willing to fully devote himself to his home country, the strongest signal yet that he would run for president in South Korea next year.""If what I have learned, seen and felt during my 10-year service as UN secretary-general could help advance the Republic of Korea, I am willing to fully devote myself to it,"" Ban said during a valedictory meeting with South Kore...","UN Secretary-General Ban Ki-moon said Tuesday that he is willing to fully devote himself to his home country, the strongest signal yet that he would run for president in South Korea next year.""If what I have learned, seen and felt during my 10-year service as UN secretary-general could help advance the Republic of Korea, I am willing to fully devote myself to it,"" Ban said during a valedictory meeting with South Korean journalists.""Though my capacity is limited, I will not be sparing of myself if my know-how is needed to develop the country and enhance citizens' welfare and livelihoods,"" he added. Ban Ki-moon Although Ban, a former foreign minister, has not clearly declared his intention to join the presidential race, his name has long been bandied about as an odds-on presidential contender on the ruling party ticket. Observers here anticipate that Ban will begin political activities after the end of his second five-year term as UN helmsman at the end of this year.""I have been musing about how and where I will dedicate myself,"" he said. ""I will determine  after I meet citizens from various walks of life and listen to their opinions. What is most important is citizens' thoughts.""During the interview, Ban made an unusual criticism of South Korea's establishment political parties long plagued by factional feuds and partisan wrangling, but he did not rule out the possibility of his future tie-up with a political bodies.""You can't do politics all by yourself,"" he said. ""There should be some sort of means and a vision.""Commenting on the political scandal that has threatened to end President Park Geun-hye's presidency, Ban pointed out that citizens are frustrated and enraged by the ""lack of good governance,"" and that the fault lies with the ""system and leadership."" ""The genuine leadership... genuinely inclusive leadership comes from harmony, integration, inclusive dialogue, national cohesion and social integration. That is what I have usually thought of as the crux of the leadership,"" he said.Mentioning the massive anti-Park candlelight vigils that have taken place across the country over the past two months, he said that he felt saddened and heavy-hearted.""As those deep-rooted evils have been brought to the fore, we should get together and fix them,"" he said. Asked if he has given any thought to use his title as a former UN chief on the international stage, rather than in domestic politics, Ban said that at the current juncture, it is ""more urgent"" for him to work for his own country and fellow citizens.""It is not like I can't carry out any international task while engaging in domestic affairs. I can handle both,"" he said.As for the date of his return to South Korea, Ban reiterated that he would return to Korea in mid-January. Upon his return home, he will first pay a courtesy call to Acting President and Prime Minister Hwang Kyo-ahn and meet with other national leaders including National Assembly Speaker Chung Sye-kyun, the outgoing UN chief said.During the interview, the UN chief criticized North Korea as the ""most irresponsible"" country among the 193 UN member states.He also expressed concerns about Pyongyang's evolving nuclear and missile technologies, which he said would pose a ""hard-to-handle"" security challenge at some point.Following Ban's apparent show of presidential ambitions, the main opposition Democratic Party renewed its stance against his run for the presidency.""It is undesirable for the UN secretary-general to snoop around the murky domestic political arena,"" Choo Mi-ae, the party's leader, told reporters.The minor opposition People's Party, however, showed its interest in inviting him into its party's primary race.""I think he can join us,"" said Kim Dong-cheol, the interim leader of the party.","president in south korea ,south korea next year ,his presidential ambition ,for president in south ,would run for president","['UN', 'Ban Ki - moon', 'South Korea', 'UN', 'the Republic of Korea', 'Ban', 'South Kore']",8,"[ 0.          0.          0.         ... -0.78399509  0.36219266
  0.36322013]",임정요,Politics,12,2016,"president in south korea next ,for president in south korea ,to join the presidential race ,south korea next year if ,south korea next year","['UN', 'Ban Ki - moon', 'South Korea', 'UN', 'the Republic of Korea', 'Ban', 'south korean', 'Ban Ki - moon', 'Ban', 'Ban', 'UN', 'Ban', ""South Korea 's"", 'Park Geun', 'Ban', 'UN', 'Ban', 'South Korea', 'Ban', 'Korea', 'Hwang Kyo - ahn', 'National Assembly', 'Chung Sye - kyun', 'UN', 'UN', 'North Korea', 'UN', 'Pyongyang', 'Ban', 'Democratic Party', 'UN', ""People 's Party"", 'Kim Dong - cheol']",18,"[ 0.          0.          0.         ... -0.78399509  0.36219266
  0.36322013]"
5,5,5,Health care scams to cost Korea big this year,"False health insurance claims in South Korea are expected to flirt with 600 billion won this year despite a crackdown on scammers, data showed Wednesday.According to the data by the National Health Insurance Service, medical providers' false and unfair insurance claims came to 545 billion won ($456 million) in the first 11 months of this year, compared with 594 billion won in 2015. At the current pace, the amount for...","False health insurance claims in South Korea are expected to flirt with 600 billion won this year despite a crackdown on scammers, data showed Wednesday.According to the data by the National Health Insurance Service, medical providers' false and unfair insurance claims came to 545 billion won  in the first 11 months of this year, compared with 594 billion won in 2015. At the current pace, the amount for all of 2016 is widely expected to reach nearly 600 billion won.  Experts said the amount is just the tip of the iceberg because a large number of fraudulent and unfair health insurance claims go undetected. Health care scams include phantom treatments, double billing and unneeded care.A report by the Korea Institute for Health and Social Affairs shows that false and improper health insurance claims cost the state health insurer 1.04 trillion won in 2013.Local health care providers' false and unfair claims are cited as a major drag on the coffers of the taxpayer-funded health insurance program, with lawmakers calling for more on-the-spot inquiries to counter fraud and manage the insurance fund more effectively.Currently, the state service conducts on-the-spot inquiries into only 1 percent of all health care providers in the country.As part of efforts to prevent money leaks, the state health insurer operates a reward program for informants and unveils the list of false claimants.","won 456 million in ,korea big this year ,billion won in 2015 ,594 billion won in ,billion won 456 million","['South Korea', 'the National Health Insurance Service']",8,"[ 0.          0.          0.         ... -0.1651141   0.4122189
 -0.00439787]",임정요,Social affairs,12,2016,"nearly 600 billion won experts ,594 billion won in 2015 ,600 billion won experts ,600 billion won this year ,phantom treatments double billing","['South Korea', 'the National Health Insurance Service', 'the Korea Institute for Health and Social Affairs']",0,"[ 0.          0.          0.         ... -0.1651141   0.4122189
 -0.00439787]"
6,6,6,Missile shield dispute casts cloud over Korea-China tourism campaign,"South Korea and China have wrapped up their ""Visit Korea Year 2016"" campaign in Beijing in a ceremony overshadowed by a diplomatic feud over Seoul's missile shield plan. South Korean Minister of the Culture, Sports and Tourism Cho Yoon-sun and China National Tourism Administration Chairman Li Jinzao presided over the celebration of the yearlong national drive to promote Korean tourism among the Chinese on Thursday.Th...","South Korea and China have wrapped up their ""Visit Korea Year 2016"" campaign in Beijing in a ceremony overshadowed by a diplomatic feud over Seoul's missile shield plan. South Korean Minister of the Culture, Sports and Tourism Cho Yoon-sun and China National Tourism Administration Chairman Li Jinzao presided over the celebration of the yearlong national drive to promote Korean tourism among the Chinese on Thursday.The event came amid growing diplomatic tension over Seoul's decision to set up a U.S. missile defense system called THAAD next year to better counter increasing North Korean threats. Beijing fiercely opposes the plan, which it said would harm its strategic interests in the region. In an apparent retaliation, China has restricted cultural exchanges in the tourism and entertainment sectors. In his opening remark, Li said the two countries, with geographical proximity and cultural similarity, should cooperate in the tourism sector for mutual benefits.  Li also openly expressed his concern that the on-going feud over THAAD could have negative impacts on bilateral relations down the road.Saying that the bilateral relations have recently faced new challenges and are heading toward an uncertain era, he stressed that the two governments should seek solutions together to secure conditions for solid cooperation in tourism. His remarks apparently suggested that unless disagreements between Seoul and Beijing are resolved, cooperation in the tourism sector won't get any easier next year.Echoing the sentiment, Culture Minister Cho relayed the concerns shared by the Korean tourism industry and sought Li's active cooperation in keeping private exchanges intact from political conflicts.In her celebratory address, Cho emphasized the importance of keeping private exchanges flourishing regardless of political situations. ""In 1992, when the two countries established diplomatic ties, there were only 100,000 mutual visits. After 20 years, the number has passed 10 million,"" she said. ""The 'Visit Year' events this year and last year helped bring about the era of 20 million visits. ""We will continue inviting  to Korea, and , we will try to show a new side of Korea,"" she said. Participants said the overall atmosphere appeared to be better than previously expected. During his speech, Li lightened the mood by speaking simple Korean several times. They later shared their thoughts on the results of the tourism campaign over dinner.","korea china tourism campaign ,2016 campaign in beijing ,beijing in ceremony overshadowed ,over korea china tourism ,the chinese on thursday","['South Korea', 'China', 'Beijing', 'Seoul', 'south korean', 'Cho Yoon - sun', 'China National Tourism Administration', 'Li Jinzao', 'korean', 'Chinese']",8,"[ 0.          0.          0.         ... -0.27090099  0.39465484
  0.19308306]",KH디지털2,Defense,12,2016,"diplomatic feud over seoul missile ,year 2016 campaign in beijing ,beijing fiercely opposes the plan ,the tourism campaign over dinner ,increasing north korean threats beijing","['South Korea', 'China', 'Beijing', 'Seoul', 'south korean', 'Cho Yoon - sun', 'China National Tourism Administration', 'Li Jinzao', 'korean', 'Chinese', 'Seoul', 'U.S.', 'north korean', 'Beijing', 'China', 'Li', 'Li', 'Seoul', 'Beijing', 'Cho', 'korean', 'Li', 'Cho', 'Korea', 'Korea', 'Li', 'korean']",12,"[ 0.          0.          0.         ... -0.27090099  0.39465484
  0.19308306]"
7,7,7,Expat council gathers to advise Seoul,"Representatives of foreign residents in Seoul on Wednesday shared ideas on how to make the city a better place to live. Celebrating the first year since the launch of the Seoul foreign residents’ council, a total of 38 representatives from 23 countries and different walks of life gathered for a general assembly at the Seoul City Hall.“We represent some 460,000 foreigners residing in Seoul,” said Taki Yukari, a Jap...","Representatives of foreign residents in Seoul on Wednesday shared ideas on how to make the city a better place to live. Celebrating the first year since the launch of the Seoul foreign residents’ council, a total of 38 representatives from 23 countries and different walks of life gathered for a general assembly at the Seoul City Hall.“We represent some 460,000 foreigners residing in Seoul,” said Taki Yukari, a Japanese office worker who settled in Seoul five years ago.“As a chair of the counsel, I feel  good amount of pressure to deliver ideas  that can spark changes in Seoul. I’m also glad that we’re starting to see some changes for the multicultural population here,” said Yukari, commencing the meeting.Members of the representative council for Seoul’s foreign residents participate in a meeting at Seoul City hall on Wednesday. Launched in December 2015, the representative counsel for Seoul’s foreign residents kicked off as an advisory body under Seoul Metropolitan Government’s Women and Family Policy Affairs division, with the aim of directly hearing from foreign residents and about the difficulties they face. Latest data from Seoul City shows that foreigners from 117 different countries have paid 15.7 billion won  in taxes to Seoul so far this year, up 19 percent from the corresponding period in 2012. Since its first meeting in July, 14 suggestions made by the representatives were adopted into policies at Seoul City.One of the policies was to publish and distribute disaster prevention guideline booklets in 11 different languages for the convenience of foreigners. “We were impressed by the depth and variety of suggestions they bring up during meetings,” Eom Gyu-sook, head of the Women and Family Policy Affairs division told The Korea Herald.“As Seoul City’s work ethic states ‘governance through communication,’ we will continue to make improvements through ongoing communication with experts, foreign residents, travelers and more,” she said.On Wednesday, Karolina Zasadzka, who moved to Seoul from Poland three years ago, raised a point regarding Seoul’s public transportation.Zasadzka said that Seoul’s bike roads are not only small in numbers but authorities have also failed to properly control the speed limit of users and manage bike parking, compared to other companies.“In Poland, citizens who use public transportation can enjoy privileges such as discounts in transportation fares, parking fees or even free museum passes. Seoul should adopt more user-friendly advantages to develop a bike riding culture for the environment,” she said.Zasadzka said that Seoul could tap on a K-pop celebrity to become an ambassador to promote Seoul’s bike roads and bike rental services, raising user awareness. Seoul City welcomed the suggestion.“We like the idea of promoting Seoul’s bike riding system, since it could be significant in helping citizens avoid traffic congestion as well as to save the Earth,” said an official from the Public Transportation Service division at Seoul City.To become eligible to work for the counsel, members need to receive recommendations from 10 foreigners residing in Seoul and go through examination by a selection committee at Seoul City.Twice a year, all of the members gather to suggest ideas on issues largely divided into three sections: human rights and culture, improvements in the living environment and the strengthening of residents’ abilities.By Kim Da-sol","in seoul on wednesday ,seoul on wednesday shared ,seoul on wednesday ,the seoul city hall ,assembly at the seoul","['Seoul', 'Seoul', 'Seoul', 'Taki Yukari']",8,"[ 0.          0.          0.         ... -0.3564966   0.30757496
  0.52085251]",Kim Da-sol,Social affairs,12,2016,"residents in seoul on wednesday ,seoul city twice year all ,seoul on wednesday shared ideas ,seoul city hall on wednesday ,at seoul city twice year","['Seoul', 'Seoul', 'Seoul', 'Taki Yukari', 'japanese', 'Seoul', 'Seoul', 'Yukari', 'Seoul', 'Seoul City', 'Seoul', 'Seoul Metropolitan Government ’s', 'Women and Family Policy Affairs', 'Seoul City', 'Seoul', 'Seoul City', 'Eom Gyu - sook', 'the Women and Family Policy Affairs', 'the Korea Herald', 'Seoul City ’s', 'Karolina Zasadzka', 'Seoul', 'Poland', 'Seoul', 'Seoul', 'Poland', 'Seoul', 'Seoul', 'Seoul', 'Seoul City', 'Seoul', 'the Public Transportation Service', 'Seoul City', 'Seoul', 'Seoul City', 'Kim Da - sol']",18,"[ 0.          0.          0.         ... -0.3564966   0.30757496
  0.52085251]"
8,8,8,Gov't allocates 1.91 bln won for ex-presidents,"South Korea has allocated 1.19 billion won ($1.63 million) next year for the honorable treatment of the country's former presidents, the interior ministry said Tuesday.The budget, approved by the National Assembly on Saturday, includes 149 million won to be given to ex-President Lee Myung-bak and 328 million won in total to be spent on the spouses of three late presidents -- Kim Young-sam, Kim Dae-jung and Roh Moo-hy...","South Korea has allocated 1.19 billion won  next year for the honorable treatment of the country's former presidents, the interior ministry said Tuesday.The budget, approved by the National Assembly on Saturday, includes 149 million won to be given to ex-President Lee Myung-bak and 328 million won in total to be spent on the spouses of three late presidents -- Kim Young-sam, Kim Dae-jung and Roh Moo-hyun, according to the Ministry of the Interior.Under the law, former presidents are given pensions worth 95 percent of the salary they received while in office. The spouse of a late president is granted 70 percent.Those who are impeached or receive a prison term are deprived of the treatment, except for essential security service for a certain period.An opposition-led impeachment vote against scandal-hit President Park Geun-hye is slated for Friday. If the motion is supported by at least 200 lawmakers in the 300-seat National Assembly and approved by the Constitutional Court, Park will not be able to benefit from the law from the following months.","three late presidents kim ,ex presidents south korea ,saturday includes 149 million ,three late presidents ,won for ex presidents","['South Korea', 'the National Assembly', 'Lee Myung - bak', 'Kim Young - sam', 'Kim Dae - jung', 'Roh Moo - hy']",8,"[ 0.          0.          0.         ... -0.67644048  0.51873767
  0.3714653 ]",임정요,Politics,12,2016,"spouses of three late presidents ,saturday includes 149 million won ,three late presidents kim young ,former presidents are given pensions ,vote against scandal hit president","['South Korea', 'the National Assembly', 'Lee Myung - bak', 'Kim Young - sam', 'Kim Dae - jung', 'Roh Moo - hyun', 'the Ministry of the Interior', 'Park Geun', 'National Assembly', 'the Constitutional Court', 'Park']",18,"[ 0.          0.          0.         ... -0.67644048  0.51873767
  0.3714653 ]"
9,9,9,"‘We want Park gone now, not later’","It was the largest rally in South Korea’s history, held in an amazingly peaceful and orderly manner. Yet, the message was stern and unforgiving: President Park Geun-hye should be removed from office right now, not several months later.The protests, which flared up Saturday in Seoul and at over 60 locations throughout the country, were a clear sign of growing public anger toward the president over an influence-peddli...","It was the largest rally in South Korea’s history, held in an amazingly peaceful and orderly manner. Yet, the message was stern and unforgiving: President Park Geun-hye should be removed from office right now, not several months later.The protests, which flared up Saturday in Seoul and at over 60 locations throughout the country, were a clear sign of growing public anger toward the president over an influence-peddling and corruption scandal, as well as the political parties that have so far failed to remove her from office. An estimated 2.32 million -- 1.7 million in Seoul -- poured onto the streets to ramp up pressure on the embattled leader.  If the tally, counted by rally organizers, is correct, it is the biggest in the nation’s history, estimated at more than double the size of that in June 1987 when about 1 million people poured onto the streets to protest for democracy. Candlelight fills the streets of central Seoul on Saturday, where the sixth massive anti-President Park Geun-hye is taking place. The protestors chanted “Park Geun-hye, step down immediately. It is the public’s order” and “Arrest Park Geun-hye” while holding their candles. Many held signs reading “Impeach Park Geun-hye.”“President Park is delaying stepping down, leaving the decision on her own presidency up to the parliament,” Kim Seong-ju, 27, told The Korea Herald in Gwanghwamun Square. “That way, she is sparking infighting in the National Assembly. We  have no option but to topple the president ourselves.”A day earlier, three opposition parties submitted an impeachment bill against Park, aiming for a vote on Friday. The bill’s submission and voting schedule has been delayed by one week and the prospects of its passage have also been dimmed by the embattled president’s surprise offer Tuesday to cut her term short. Park has asked the parliament to decide the timetable for her early departure. Park’s Saenuri Party, controlling 128 votes of the 300-member parliament -- enough to thwart the opposition-led move -- suggested a schedule in which Park would be allowed to stay in office until April next year. “I think Park’s third televised address  was a sophisticated political ploy. Now, the public fury, which was directed at President Park and her confidante Choi Soon-sil, spreads to the National Assembly,” said Seo Young-soo, 23.  Before the main candlelight vigil that began at 6 p.m. in Gwanghwamun Square in Seoul, some 500,000 protesters marched toward the Presidential Office of Cheong Wa Dae.  They were allowed to march up to 100 meters from Cheong Wa Dae. Last week, protesters were blocked from further access at Cheongwundong Community Center, 200 meters from the presidential palace. “As we are only 100 meters away from President Park in her office, I hope our voices are better delivered,” said Choi Jeong-seon, 53. “The opposition parties should join forces to impeach her.” Showing the public anger directed at lawmakers opposing Park’s impeachment, some protesters flocked to the Saenuri Party headquarters in Yeouido, southwestern Seoul.“The Saenuri Party is an accomplice to President Park’s crimes. Ignoring the public’s voices, she is clinging on to power. She should step down right now,” said Park Jae-young, 29. Some threw eggs at the banner on the building reading: “Dear Koreans, we are really sorry. We will get state affairs back on track as soon as possible.”They tore apart a large party flag during the rally. On the other side of Seoul, some 15,000 loyal supporters of President Park gathered in front of Dongdaemun Design Plaza, denouncing anti-Park protestors as “witch-hunting” the president. The police tally of attendance was 1,500. President Park Geun-hye’s approval rating remained at a record-low 4 percent this week, a Gallup Korea poll showed Friday, while 91 percent disapproved of her. So far, the cumulative number of Koreans who participated in the past six weeks of anti-Park protests has exceeded 6 million, according to rally organizers.  Police’s tally of Saturday’s protest was 320,000 in Seoul and 104,000 more across the nation. By Ock Hyun-ju      Bak Se-hwan","unforgiving president park geun ,largest rally in south ,anger toward the president ,stern and unforgiving president ,saturday in seoul","['South Korea ’s', 'Park Geun', 'Seoul']",8,"[ 0.          0.          0.         ... -0.0856833   0.40417153
  0.02742196]",Korea Herald,Social affairs,12,2016,"largest rally in south korea ,park impeachment some protesters flocked ,massive anti president park geun ,weeks of anti park protests ,opposing park impeachment some protesters","['South Korea ’s', 'Park Geun', 'Seoul', 'Seoul', 'Candlelight', 'Seoul', 'Park Geun', 'Kim Seong - ju', 'the Korea Herald', 'the National Assembly', 'Park', 'Park ’s', 'Saenuri Party', 'Park', 'Park', 'Park', 'the National Assembly', 'Seo Young', 'Seoul', 'the Presidential Office of Cheong', 'Cheong', 'Cheongwundong Community Center', 'Park', 'Choi Jeong - seon', 'Park ’s', 'Saenuri Party', 'Yeouido', 'Seoul', 'Saenuri Party', 'Park Jae - young', 'Seoul', 'anti - park', 'Park Geun - hye', 'Gallup Korea', 'Koreans', 'anti - park', 'Seoul', 'Bak Se - hwan']",0,"[ 0.          0.          0.         ... -0.0856833   0.40417153
  0.02742196]"
