,Unnamed: 0,Unnamed: 0.1,title,description,body,keyword,ne,cluster,vector,author,section,month,year,keyword_e,ne_e,cluster_e,vecctor_e
0,0,0,Chinese airlines withdraw plans for chartered flights to S. Korea,"Chinese airlines have withdrawn plans to run chartered flights to South Korea for the busy Chinese New Year holiday season next month, the transport ministry said Saturday.Two Chinese air carriers -- China Southern Airlines and China Eastern Air -- rolled back requests for the South Korean government to approve their plans to run chartered flights to South Korea a day earlier, according to the Ministry of Land, Infra...","Chinese airlines have withdrawn plans to run chartered flights to South Korea for the busy Chinese New Year holiday season next month, the transport ministry said Saturday.Two Chinese air carriers -- China Southern Airlines and China Eastern Air -- rolled back requests for the South Korean government to approve their plans to run chartered flights to South Korea a day earlier, according to the Ministry of Land, Infrastructure and Transport.The companies cited ""internal Chinese environment"" as reasons for the cancellation, the ministry said. Chartered flights are operated upon government approval, usually in busy travel seasons. The latest requests were filed ahead of the Chinese New Year holiday season in late January when a great number of Chinese are expected to travel to South Korea. The cancellation took place simultaneously as the Chinese government rejected approval for South Korean airlines' similar requests to run non-scheduled flights between the countries in January.The Chinese disapproval delivered to three South Korean air carriers -- Korean Air Lines, Asiana Airlines and Jeju Air -- on Friday was critically portrayed by the South Korean media as retaliation for Seoul's decision to deploy the Terminal-High Altitude Area Defense, an advanced U.S. missile shield, on the Korean Peninsula.""Usually, both countries communicate before  on the chartered flight issue, but this time we didn't and were also given no specific reason for the disapproval,"" a ministry official said.The official said South Korean diplomats in China are contacting local airlines and trying to find out why the decision was made.","chinese airlines withdraw plans ,chinese airlines have withdrawn ,chinese airlines withdraw ,airlines withdraw plans for ,chartered flights to korea","['chinese', 'South Korea', 'chinese', 'China Southern Airlines', 'China Eastern Air', 'south korean', 'South Korea', 'the Ministry of Land , Infra']",5,"[ 2.          2.          1.         ... -0.02769155  0.55465657
 -0.11928929]",조정은,Diplomatic Circuit,12,2016,"chinese airlines have withdrawn plans ,saturday two chinese air carriers ,ministry said saturday two chinese ,flights to south korea day ,south korean diplomats in china","['chinese', 'South Korea', 'chinese', 'China Southern Airlines', 'China Eastern Air', 'south korean', 'South Korea', 'the Ministry of Land , Infrastructure and Transport', 'chinese', 'Chinese', 'South Korea', 'chinese', 'south korean', 'chinese', 'south korean', 'Korean Air Lines', 'Asiana Airlines', 'Jeju Air', 'south korean', 'Seoul', 'the Terminal - High Altitude Area Defense', 'U.S.', 'south korean', 'China']",16,"[ 2.          2.          1.         ... -0.02769155  0.55465657
 -0.11928929]"
1,1,1,S. Korea identifies new victim of Japan's wartime sexual slavery,"A new South Korean victim of Japan's wartime sexual enslavement has registered with the government, increasing the total known victims to 239 and the current number of survivors to 40, the Ministry of Gender Equality and Family said on Friday.""The elderly woman has recently applied for registration after she got to know about the government support program,"" a ministry official said. The ministry declined to dis...","A new South Korean victim of Japan's wartime sexual enslavement has registered with the government, increasing the total known victims to 239 and the current number of survivors to 40, the Ministry of Gender Equality and Family said on Friday.""The elderly woman has recently applied for registration after she got to know about the government support program,"" a ministry official said. The ministry declined to disclose her identity following the wishes of those caring for her.The ministry has provided her with 43 million won  in special aid and will give her about 1.3 million won in a monthly subsidy starting January.Historians estimate that up to 200,000 women, mostly from Korea, were forced to work in front-line brothels for Japanese troops during World War II. The victims are euphemistically called ""comfort women.""According to the ministry, 40 South Korean victims are currently still alive, including two living overseas.","wartime sexual slavery new ,new south korean victim ,japan wartime sexual slavery ,slavery new south korean ,japan wartime sexual enslavement","['south korean', 'Japan', 'the Ministry of Gender Equality and Family']",5,"[ 0.          0.          0.         ... -0.53837478 -0.02111571
  0.19986515]",김다솔,National,12,2016,"ministry 40 south korean victims ,line brothels for japanese troops ,000 women mostly from korea ,million won in monthly subsidy ,40 south korean victims","['south korean', 'Japan', 'the Ministry of Gender Equality and Family', 'japanese', 'south korean']",8,"[ 0.          0.          0.         ... -0.53837478 -0.02111571
  0.19986515]"
2,2,2,About 300 N. Korean workers return home from Oman: RFA,"Pyongyang has recently brought back around 300 North Korean workers employed in Oman, a US-based radio report said Thursday amid international concerns over the North's inhuman treatment of its workers overseas.""As many as 300 North Korean workers were predicted to have stayed for construction work in Oman in 2015, but all of the North Korean workers were repatriated to their home country,"" Radio Free Asia said, quot...","Pyongyang has recently brought back around 300 North Korean workers employed in Oman, a US-based radio report said Thursday amid international concerns over the North's inhuman treatment of its workers overseas.""As many as 300 North Korean workers were predicted to have stayed for construction work in Oman in 2015, but all of the North Korean workers were repatriated to their home country,"" Radio Free Asia said, quoting a report from South Korea's state-run Korea Trade-Investment Promotion Agency.Currently, there are no North Korean workers left in Oman, according to the report on Oman-North Korea trade relations, published by the agency's Muscat branch. Muscat is the capital of the Arab country.Oman has been cited as one of a few Middle East countries that employ North Korean workers, along with the UAE, Kuwait, Qatar and Libya. In March, two North Korean workers en route from Oman to China were caught by customs authorities at the airport in Colombo, Sri Lanka, carrying bulks of dollar bills. The KOTRA report said the episode may have been part of the process to relocate the North Korean workers.South Korea's foreign ministry confirmed the repatriation later. ""Oman has taken appropriate action, taking into account international concerns over North Korean overseas workers,"" ministry spokesman Cho Jung-hyuck said at a briefing.  Recent United Nations resolutions expressed concerns over North Korea's inhumane treatment of its overseas workers and the regime's export of workers in connection with its development of nuclear weapons.","300 korean workers return ,300 north korean workers ,300 korean workers ,korean workers return home ,about 300 korean workers","['Pyongyang', 'north korean', 'Oman', 'US', 'north korean', 'Oman', 'north korean', 'Radio Free Asia']",5,"[ 0.          0.          0.         ... -0.44272396  0.43627515
  0.02914757]",임정요,North Korea,12,2016,"korean workers left in oman ,300 north korean workers employed ,300 north korean workers ,as 300 north korean workers ,300 north korean workers were","['Pyongyang', 'north korean', 'Oman', 'US', 'north korean', 'Oman', 'north korean', 'Radio Free Asia', ""South Korea 's"", 'Korea Trade - Investment Promotion Agency', 'north korean', 'Oman', 'Oman - North Korea', 'Muscat', 'Muscat', 'arab', 'Oman', 'north korean', 'UAE', 'Kuwait', 'Qatar', 'Libya', 'north korean', 'Oman', 'China', 'Colombo', 'Sri Lanka', 'KOTRA', 'north korean', ""South Korea 's"", 'oman', 'north korean', 'Cho Jung - hyuck', 'Recent United Nations', ""North Korea 's""]",17,"[ 0.          0.          0.         ... -0.44272396  0.43627515
  0.02914757]"
3,3,3,N. Korea building sanatoriums for Korean War veterans,"North Korea is building sanatoriums for veterans of the 1950-53 Korean War across the country as part of policies implemented by leader Kim Jong-un, a US-based broadcaster said Thursday.Curtis Melvin, a researcher at the US-Korea Institute at Johns Hopkins University, told Radio Free Asia that an analysis of satellite photos taken on Oct. 4 suggests the construction of such facilities for those who survived the three...","North Korea is building sanatoriums for veterans of the 1950-53 Korean War across the country as part of policies implemented by leader Kim Jong-un, a US-based broadcaster said Thursday.Curtis Melvin, a researcher at the US-Korea Institute at Johns Hopkins University, told Radio Free Asia that an analysis of satellite photos taken on Oct. 4 suggests the construction of such facilities for those who survived the three-year conflict.According to Melvin, the North is building the veterans' sanatoriums in Sariwon in North Hwanghae Province, Sokam in South Pyongan Province, Yongchon in North Hamgyong Province and Hamju in South Hamgyong Province, in addition to one already built on Pyongyang's Mount Ryongak that was introduced in the Rodong Sinmun newspaper, the North's ruling party organ.These facilities are being built in the same style, he said.The Mount Ryongak Veteran Sanatorium, a two-story building on a site of 3,100 square meters, is equipped with a swimming pool, a barbershop, a gym, a recreation room, a photography shop, a library, a clinic, a massage parlor and a restaurant.","war veterans north korea ,building sanatoriums for korean ,korean war veterans north ,for korean war veterans ,sanatoriums for korean war","['North Korea', 'Kim Jong - un', 'US', 'Curtis Melvin', 'US', 'Johns Hopkins University', 'Radio Free Asia']",5,[0.         0.         0.         ... 0.03067657 0.05053028 0.53866559],KH디지털2,North Korea,12,2016,"north korea is building sanatoriums ,korea is building sanatoriums for ,north is building the veterans ,1950 53 korean war across ,korea is building sanatoriums","['North Korea', 'Kim Jong - un', 'US', 'Curtis Melvin', 'US', 'Johns Hopkins University', 'Radio Free Asia', 'Melvin', 'Sariwon', 'North Hwanghae Province', 'South Pyongan Province', 'Yongchon', 'North Hamgyong Province', 'Hamju', 'South Hamgyong Province', 'Pyongyang', 'Rodong Sinmun']",14,[0.         0.         0.         ... 0.03067657 0.05053028 0.53866559]
4,4,4,Top court upholds 1-year jail term for Incheon airport fake bomber,"The Supreme Court on Thursday rejected an appeal against the one-year jail term imposed on a 35-year-old South Korean man convicted of placing a fake explosive with a warning in Arabic at the country's main airport early this year.According to lower court rulings, the defendant, who is identified by his last name Yoo, was found guilty of disrupting normal operations at Incheon International Airport, west of Seoul, on...","The Supreme Court on Thursday rejected an appeal against the one-year jail term imposed on a 35-year-old South Korean man convicted of placing a fake explosive with a warning in Arabic at the country's main airport early this year.According to lower court rulings, the defendant, who is identified by his last name Yoo, was found guilty of disrupting normal operations at Incheon International Airport, west of Seoul, on Jan. 29. He left the fake explosive made with two butane canisters taped to a water bottle, as well as the message in a men's bathroom in the airport. The message, printed in Arabic on half an A4-size sheet of paper, read: ""This is the last warning to you. God will punish.""In handing down the decision, the top court said Yoo was not physically or mentally ill when he committed the crime.The Incheon District Court and the court's appeals department sentenced him to eight months and one year, respectively in prison, in May and September. The appeal's department dismissed his claim that he was mentally incompetent when he committed the crime and ruled in favor of the prosecution which said the original ruling was too light.Yoo's criminal act caused one of the airport's arrival halls to be cordoned off for two hours, leading to a delay in arrivals and handling of some 3,000 passengers from 17 planes that had to be diverted elsewhere.The suspect was arrested five days after the incident took place. The man, who had majored in viola during graduate school, said he harbored discontent towards society as he had been unemployed for a long time.","south korean man convicted ,korean man convicted ,korean man convicted of ,one year jail term ,jail term for incheon","['the Supreme Court', 'south korean', 'Yoo', 'Seoul']",5,"[ 0.          0.          0.         ... -0.52991813  0.44042677
  0.03005047]",KH디지털2,Social affairs,12,2016,"old south korean man convicted ,korean man convicted of placing ,south korean man convicted of ,south korean man convicted ,convicted of placing fake explosive","['the Supreme Court', 'south korean', 'Yoo', 'Seoul', 'Yoo', 'the Incheon District Court', 'Yoo']",11,"[ 0.          0.          0.         ... -0.52991813  0.44042677
  0.03005047]"
5,5,5,Is South Korea thawing to conscientious objection?,"Lee Yong-suk, a fervent peace advocate who objects any form of violence, never imagined himself behind bars. But in the summer of 2006, that’s exactly where he ended up. He was sentenced to 18 months in jail for refusing to join the Army and fulfill the country’s mandatory military service. “I didn’t want to be a victim, or the inflictor, of violence. I didn’t want to be a slave of violence,” Lee told The Korea...","Lee Yong-suk, a fervent peace advocate who objects any form of violence, never imagined himself behind bars. But in the summer of 2006, that’s exactly where he ended up. He was sentenced to 18 months in jail for refusing to join the Army and fulfill the country’s mandatory military service. “I didn’t want to be a victim, or the inflictor, of violence. I didn’t want to be a slave of violence,” Lee told The Korea Herald. “A strong army has never prevented war. A military is to win wars, not to get rid of them,” said Lee, who is now an activist for anti-war nonprofit group World Without War. Hong Jeong-hoon, an activist affiliated with the progressive People's Solidarity for Participatory Democracy, holds a performance at Gwanghwamun Square on Dec. 13 after announcing his conscientious objection to the state military service. Lee is among one of the 18,700 “conscientious objectors” in South Korea who have gone to jail for refusing to serve in the armed forces on the grounds of freedom of thought, conscience or religion since military service became compulsory for all able-bodied men during the 1950-53 Korean War. In a country still technically at war with North Korea, those who reject conscription have so far found little hope of leniency in a court. Just like Lee, they have been uniformly sentenced to 18 months in prison. Their plea for alternative ways to serve the country has repeatedly been nixed by the court and the government, as well as a majority of the public. But some see a ray of hope that South Korea may be finally thawing to those who would rather choose to go to prison than raise arms. Their hope is that the Constitutional Court, currently reviewing the issue for the third time, may deliver a groundbreaking ruling in favor of those like Lee, reflecting the change of legal perceptions evidenced by nine acquittals at lower courts this year alone. A persistent controversy A vast majority of those who refuse to do their conscription in South Korea cite religion, with Jehovah’s Witnesses being the most common among them. “It’s not a question of whether or not I ‘oppose’ the military, it’s because I felt it was wrong to participate as a Christian,” said Lee Che-rin, a 26-year-old freelancer. “We are taught to love even our enemies.” Like other conscientious objectors, Lee was jailed in September of 2013. “I would have been ready to do anything, even if it meant I would spend twice the time  in alternate service. I would be thankful if they  would provide a system for us to do what we can,” he said.   The South Korean government requires all able-bodied men to serve in the military for at least 21 months.   It is a core part of the country’s defense against the North, as its Army of 650,000 men face 1.1 million troops of the communist state across the heavily fortified border since the war ended with a cease-fire, not a peace treaty. Once enlisted, conscripts can be assigned to alternative services, such as working at community centers as support staff. But a month of combat training is still mandatory for all, which is the reason for the conscientious objection. Many in South Korea agree that a country should respect one’s individual beliefs. But when it comes to guarding their home against North Korea, which appears to be racing toward nuclear armament, national defense should come before individual rights, they say.  “I don’t think a religion should be above the law, as the law should be applied fairly to everyone. Hardly anyone ‘wants’ to go to the military, why should they  be granted a favor?” posed 30-year-old Yoo Kyung-min, who works for a pharmaceutical company.The majority of Koreans seems to share Yoo’s sentiment. According to a survey by Gallup Korea in May, 72 percent of the respondents said they “cannot understand conscientious objection.” But just as many as those against conscientious objection are open to the idea of allowing them other ways to serve. The same survey found that 70 percent agreed to the introduction of an alternative to the compulsory military service. Among countries that have military conscription, some countries, like Austria, Denmark and Finland, allow alternative services. Lawyer Oh Du-jin, who has represented several conscientious objectors in the past, argues that freedom of conscience and the duty of national defense, both prescribed in the Constitution, do not have to conflict with each other. “I am not saying that the military duty is worthless. I’m suggesting  should make use of the people they can’t make into soldiers by making them do other things for society,” he said. Park Seung-ho, campaigner for Amnesty International Korea Office, pointed out South Korea’s reaction to conscientious objection is punitive.“South Korea hands out punishment indiscriminately to everyone who says they cannot serve in the military,” he said. “A person who refuses military out of faith should be given another way to serve.” However, the Ministry of National Defense says it is premature to consider an alternative service program, given the growing threats from North Korea. “Introducing alternative services for those refusing military service can be used as means for draft-dodging, while dampening the morale of servicemen,” said a ministry official. “The public sentiment and national security has to be considered before reaching a decision ”  In a country where roughly half of the population has been, or will be, enlisted, draft evasion is a near taboo that can destroy one’s reputation and career.Korean-American singer Yoo Seung-jun, also known as Steven Yoo, saw his career and fame quickly implode in the early 2000s when he flip-flopped on his word that he would serve in the military. Conservative presidential candidate Lee Hoi-chang had his campaign helplessly bogged down by allegations of his son evading conscription and was eventually defeated by liberal contender Roh Moo-hyun in 2002. Even after serving prison time, conscientious objectors have to fight social stigma attached to “draft dodgers,” Lee, the conscientious objector, said. “I still find it hard to get a job because I never served in the military, which is why I’m still a freelancer,” he said.Tides of change? Last month, the National Human Rights Council of Korea formally delivered to the Constitutional Court its position that an alternative service is necessary for those who object to military service based on their beliefs. “We reconfirm our previous stance that the right to reject military service based on one’s beliefs falls under the freedom of conscience stated by the Constitution and international regulations, such as the International Covenant on Civil and Political Rights,” it said in a statement. Although the NHRCK made similar recommendations in 2005 to the National Assembly and Defense Ministry, its renewed call for an alternative service program has raised expectation the Constitutional Court may act to end the decadeslong predicament of conscientious objectors. The highest court has ruled against conscientious objection twice, in both 2004 and 2011, prioritizing national defense over individual rights. Its third ruling on the matter is expected as early as this month, nearly five years after a petition was filed in 2011. Signs of change have been almost unmistakable in the judiciary in the past few years. This year alone, nine courts -- all lower courts -- ruled in favor of conscientious objectors.   In October, an appellate court in Gwangju acquitted three draft rejecters, which marked the first time in history a high court recognized conscientious objection. “When there are two values, we cannot just accept one and reject the other. It would not be fitting with the value of our Constitution,” the court said in its ruling. But the result was soon tainted by a ruling delivered a fortnight later by another high court in Suwon, which found two conscientious objectors guilty of draft dodging.“Their refusal to serve in the military does not constitute the just cause permitted by the Military Conscription Law,” the court said, refusing to comment on the issue of alternative service. Lawyer Oh expressed hopes the nation’s top court would pave the road for alternative services. “The freedom of religion and conscience is a constitutional right. To impose criminal punishment infringes upon one’s freedom. I hope the Constitutional Court would serve as the last bastion of human rights,” he said. “It’s not just a political issue. It is about the very essence of humanity that a human being should be treated with dignity in whatever situation.” Since 1991, the United Nations Human Rights Council has recommended South Korea implement an alternative military service program for conscientious objectors, saying the Seoul government is violating a provision of the International Covenant on Civil and Political Rights that guarantees freedom of thought, conscience and religion.  According to the Defense Ministry’s data submitted to Rep. Park Beom-kye of the main opposition Democratic Party of Korea, 3,633 South Korean men refused their mandatary military service over faith or religion from 2010 to 2015. From January to October of this year, 225 people refused to join the military.   As of Aug. 31 this year, some 535 of these conscientious objectors are standing trial.  By Yoon Min-sik  and Ock Hyun-ju","korea thawing to conscientious ,months in jail for ,jail for refusing ,in jail for refusing ,18 months in jail","['Lee Yong - suk', 'Army', 'Lee', 'Korea']",5,"[ 0.          0.          0.         ... -0.13849711 -0.00092253
  0.06201458]",Korea Herald,Social affairs,12,2016,"military conservative presidential candidate lee ,army has never prevented war ,months in jail for refusing ,korea hands out punishment indiscriminately ,the military conservative presidential candidate","['Lee Yong - suk', 'Army', 'Lee', 'the Korea Herald', 'Lee', 'Hong Jeong - hoon', ""People 's Solidarity for Participatory Democracy"", 'Lee', 'South Korea', 'North Korea', 'Lee', 'South Korea', 'the Constitutional Court', 'Lee', 'South Korea', 'Jehovah ’s', 'christian', 'Lee Che - rin', 'Lee', 'south korean', 'Army', 'South Korea', 'North Korea', 'Yoo Kyung - min', 'Koreans', 'Yoo', 'Gallup Korea', 'Austria', 'Denmark', 'Finland', 'Du - jin', 'Park Seung - ho', 'Amnesty International Korea Office', 'South Korea ’s', 'Korea', 'the Ministry of National Defense', 'North Korea', 'korean - american', 'Yoo Seung - jun', 'Steven Yoo', 'Lee Hoi - chang', 'Roh Moo - hyun', 'Lee', 'the National Human Rights Council', 'the Constitutional Court', 'the International Covenant on Civil and Political Rights', 'NHRCK', 'the National Assembly and Defense Ministry', 'the Constitutional Court', 'Suwon', 'the Constitutional Court', 'the United Nations Human Rights Council', 'South Korea', 'Seoul', 'the International Covenant on Civil and Political Rights', 'the Defense Ministry ’s', 'Park Beom - kye', 'Democratic Party of Korea', 'south korean', 'Yoon Min - sik', 'Ock Hyun - ju']",8,"[ 0.          0.          0.         ... -0.13849711 -0.00092253
  0.06201458]"
6,6,6,N. Korea's ability to wage special operations warfare has improved: think tank,"North Korea's ability to engage in special operational warfare has improved over the years, as the reclusive regime builds up its nuclear and ballistic missile programs, a local state-run think tank said Sunday.According to the Korea Institute for Defense Analyses (KIDA) that took detailed testimonies from North Korean defectors who served in senior field or command positions in Pyongyang's military, the regime has m...","North Korea's ability to engage in special operational warfare has improved over the years, as the reclusive regime builds up its nuclear and ballistic missile programs, a local state-run think tank said Sunday.According to the Korea Institute for Defense Analyses  that took detailed testimonies from North Korean defectors who served in senior field or command positions in Pyongyang's military, the regime has made a concerted move to not only build up the country's weapons of mass destruction  but also its conventional forces.""Every intelligence points toward a buildup of conventional arms,"" said an official source, who declined to be identified. The source, in particular, said South Korea's military is of the opinion that the North has set up more special forces units, upgraded the equipment used by such troops and beefed up their training. North Korean flagKIDA and the military said as a case in point, the North actually created a battalion-size unit specially tasked with attacking South Korea's presidential office Cheong Wa Dae and assassinating key figures in government.North Korean leader Kim Jong-un actually visited this battalion on Nov. 4 and the troops assigned to the unit actually took part in a mock attack on Cheong Wa Dae early last week.Even before such developments, the North has placed considerable emphasis on special forces, and is reported to employ large numbers of troops for special missions in the event of war breaking out on the Korean Peninsula.The source then said Seoul is currently in the process of reassessing the North's infantry, artillery, special warfare, naval and aerial capabilities, with the final classified report to be submitted to the defense ministry and Joint Chiefs of Staff in the first half of 2017.Such analysis can paint a clearer picture of North Korea's military might that has been greatly boosted by it nuclear weapons program.This year alone the North tested two nuclear devices and fired off dozens of ballistic missiles, including those launched from a submarine, which can pose considerable challenges for South Korea and its main ally the United States.Others said that while it has become very hard to carry out signal intelligence, with Pyongyang using underground cables to send commands to all key forces, Seoul still has the ability to carry out human intelligence gathering from various sources that includes defectors.Since 2000, there have been 294 North Korean soldiers who have defected to the South, with many being senior officers and noncommissioned officers who have a generally good grasp of developments taking place within the military. Of the total who have reached the South, 20-30 have held command posts with their insight being instrumental in the compiling of the latest assessment.They said this is the kind of intelligence that Japan wants to acquire through the recently inked General Security of Military Information Agreement .""There is a chance that Tokyo may use GSOMIA to get a copy of the military reassessment report that Seoul is working on,"" insiders said.","from north korean defectors ,korean defectors who served ,north korean defectors ,improved think tank north ,north korean defectors who","[""North Korea 's"", 'the Korea Institute for Defense Analyses', 'north korean', 'Pyongyang']",5,"[ 0.          0.          0.         ... -0.44180042  0.50344402
  0.40596935]",임정요,North Korea,12,2016,"with attacking south korea presidential ,testimonies from north korean defectors ,attacking south korea presidential office ,beefed up their training north ,the north tested two nuclear","[""North Korea 's"", 'the Korea Institute for Defense', 'north korean', 'Pyongyang', ""South Korea 's"", 'north korean flagKIDA', ""South Korea 's"", 'Cheong', 'north korean', 'Kim Jong - un', 'Seoul', 'Joint Chiefs of Staff', ""North Korea 's"", 'South Korea', 'the United States', 'Pyongyang', 'Seoul', 'north korean', 'Japan', 'General Security of Military Information Agreement', 'Tokyo', 'Seoul']",14,"[ 0.          0.          0.         ... -0.44180042  0.50344402
  0.40596935]"
7,7,7,Korea to faithfully implement comfort women deal,"South Korea reiterated its commitment to a deal with Japan to settle the long-standing dispute over Japan's wartime sexual slavery as critics has stepped up pressure on the government to cancel it since the impeachment of President Park Geun-hye last week. ""The government has made it clear that it will stick to its diplomatic and security-related policies under the acting president,"" foreign ministry spokesman Cho Ju...","South Korea reiterated its commitment to a deal with Japan to settle the long-standing dispute over Japan's wartime sexual slavery as critics has stepped up pressure on the government to cancel it since the impeachment of President Park Geun-hye last week. ""The government has made it clear that it will stick to its diplomatic and security-related policies under the acting president,"" foreign ministry spokesman Cho June-hyuck said at a regular briefing. ""Our stance is to faithfully carry out agreements reached with Japan including the comfort women deal.""Last Friday, the National Assembly voted to impeach Park over a corruption scandal and Prime Minister Hwang Kyo-ahn took over as acting president.Following the vote, Rep. Choo Mi-ae, head of the major opposition Democratic Party, called for an immediate stop to the implementation of the comfort women deal saying it requires more discussion and public consensus. In December last year, South Korea and Japan reached a landmark agreement in which Tokyo apologized for its colonial-era atrocities and agreed to provide 1 billion yen  for the creation of a foundation aimed at supporting the victims, euphemistically called comfort women.The deal has been hailed by the international community as the comfort women issue has been a long-standing obstacle to ties between the two neighboring countries.Victims, liberal civic groups and opposition parties have accused the government of striking the deal hastily without getting Japan's acknowledgment of legal responsibility. They also said the agreement was reached without prior consultation with the victims.The foreign ministry spokesman said that what was agreed upon between the two countries on the comfort woman issue has been faithfully implemented with diverse projects being pursued by the Seoul-based foundation launched to help support the victims.According to historians estimate, up to 200,000 women, mostly from Korea, were forced to work in front-line brothels for Japanese troops during World War II. Around 40 South Korean victims, mostly in their late 80s, are currently known to be alive.","impeachment of president park ,japan wartime sexual slavery ,women deal south korea ,the impeachment of president ,impeachment of president","['South Korea', 'Japan', 'Japan', 'Park Geun - hye', 'Cho Ju']",5,"[ 0.          1.          0.         ... -0.50421959  0.0079518
  0.34016836]",KH디지털2,Social affairs,12,2016,"president following the vote rep ,over japan wartime sexual slavery ,comfort women deal last friday ,assembly voted to impeach park ,impeach park over corruption scandal","['South Korea', 'Japan', 'Japan', 'Park Geun - hye', 'Cho June - hyuck', 'Japan', 'the National Assembly', 'Park', 'Hwang Kyo - ahn', 'Choo Mi - ae', 'Democratic Party', 'South Korea', 'Japan', 'Tokyo', 'victim', 'Japan', 'Seoul', 'Korea', 'japanese', 'south korean']",8,"[ 0.          1.          0.         ... -0.50421959  0.0079518
  0.34016836]"
8,8,8,Maryland road to be named 'Korean Way',"A section of a Maryland road will be named ""Korean Way"" in recognition of Koreans' contribution to economic development and cultural diversity in the US state, the office of Gov. Larry Hogan said Tuesday.The section of Maryland's US Route 40 stretches about 1 kilometer and passes through the Ellicot City, one of the most densely Korean populated towns in the state with a lot of Korean-run shops and restaurants. About...","A section of a Maryland road will be named ""Korean Way"" in recognition of Koreans' contribution to economic development and cultural diversity in the US state, the office of Gov. Larry Hogan said Tuesday.The section of Maryland's US Route 40 stretches about 1 kilometer and passes through the Ellicot City, one of the most densely Korean populated towns in the state with a lot of Korean-run shops and restaurants. About 7 percent of the town's 66,000 population are Korean.Two ""Korean Way"" road signs will be set up on Dec. 20, the office said. This file photo, taken in September 2014, shows Chung Yoo-ra participating in an equestrian competition. The association of Korean Americans in Maryland first proposed the idea, and the Maryland's government decided to endorse the proposal despite initial reservations and opposition from the state transportation department about naming a road after a specific nation or ethnicity.The designation was made possible thanks to strong support from the governor.Hogan, who is married to Korean-American artist Yumi Hogan and calls himself a ""hanguk sawi,"" which means a ""son-in-law of South Korea,"" has been very supportive of Korean Americans in his state.In January, Maryland also designated Jan. 13 as ""Korean-American Day"" and April 15 as ""Taekwondo Day.""Yumi Hogan, an accomplished abstract landscape painter who teaches at the Maryland Institute College of Art, is Maryland's first-ever Asian-American first lady. The Washington Post even carried a long piece about their love story, including how they met at an art show in 2000 and married in 2004.","densely korean populated towns ,most densely korean populated ,of korean run shops ,the most densely korean ,korean populated towns","['Maryland', 'Koreans', 'US', 'Larry Hogan', 'Maryland', 'US', 'korean', 'korean']",5,"[ 0.          0.          0.         ... -0.83449966  0.54637152
  0.22469519]",임정요,International,12,2016,"most densely korean populated towns ,korean americans in maryland first ,66 000 population are korean ,korean american day and april ,maryland first ever asian american","['Maryland', 'Koreans', 'US', 'Larry Hogan', 'Maryland', 'US', 'korean', 'korean', 'korean', 'Chung Yoo - ra', 'Korean Americans', 'Maryland', 'Maryland', 'Hogan', 'korean - american', 'Yumi Hogan', 'South Korea', 'korean Americans', 'Maryland', 'Hogan', 'the Maryland Institute College of Art', 'Maryland', 'asian', 'the Washington Post']",4,"[ 0.          0.          0.         ... -0.83449966  0.54637152
  0.22469519]"
9,9,9,U.S. looking forward to cooperating with S. Korean acting president: White House,"The United States has told South Korea that it is looking forward to cooperating with Seoul‘s acting president in light of the recent parliamentary passing of the presidential impeachment bill.South Korean presidential office Cheong Wa Dae said Sunday that Avril Haines, White House deputy national security advisor, spoke to Cho Tae-yong, Seoul’s deputy chief of the National Security Office, on Saturday night.Cheong...","The United States has told South Korea that it is looking forward to cooperating with Seoul‘s acting president in light of the recent parliamentary passing of the presidential impeachment bill.South Korean presidential office Cheong Wa Dae said Sunday that Avril Haines, White House deputy national security advisor, spoke to Cho Tae-yong, Seoul’s deputy chief of the National Security Office, on Saturday night.Cheong Wa Dae According to Cheong Wa Dae, Haines reiterated the U.S. commitment to improving the Korea-U.S. alliance and to working with South Korean Prime Minister Hwang Kyo-ahn, who took over as acting president following the impeachment of President Park Geun-hye last Friday.Hwang will remain at the post while the Constitutional Court reviews the case to determine whether to endorse or reject the impeachment. It has 180 days to do so.Cheong Wa Dae also said Haines stressed that the United States will remain an ally, a friend and a partner for South Korea, and that the two countries will continue to cooperate closely on matters of mutual interest, including North Korea‘s nuclear problem.","korean acting president white ,with korean acting president ,bill south korean presidential ,with seoul acting president ,korean acting president","['the United States', 'South Korea', 'Seoul‘s', 'south korean', 'Avril Haines', 'White House', 'Cho Tae - yong', 'Seoul', 'the National Security Office', 'cheong']",5,"[ 0.          1.          0.         ... -0.40067172  0.50581348
  0.1823104 ]",손지영,Foreign  Affairs,12,2016,"presidential impeachment bill south korean ,seoul acting president in light ,cooperating with seoul acting president ,impeachment bill south korean presidential ,with seoul acting president in","['the United States', 'South Korea', 'Seoul‘s', 'south korean', 'Avril Haines', 'White House', 'Cho Tae - yong', 'Seoul', 'the National Security Office', 'Cheong', 'U.S.', 'Korea', 'U.S.', 'south korean', 'Hwang Kyo - ahn', 'Park Geun - hye', 'Hwang', 'Constitutional Court', 'Dae', 'haine', 'the United States', 'South Korea']",3,"[ 0.          1.          0.         ... -0.40067172  0.50581348
  0.1823104 ]"
