,Unnamed: 0,Unnamed: 0.1,title,description,body,keyword,ne,cluster,vector,author,section,month,year,keyword_e,ne_e,cluster_e,vecctor_e
0,0,0,Parties agree to hold extra session in January,"Scrambling to deal with pending bills delayed by the sweeping political scandal and ensuing impeachment of President Park Geun-hye, the four major political parties on Friday agreed to hold an extraordinary parliamentary session in January. 　In their first four-way meeting since the governing Saenuri Party’s split earlier this week, the floor leaders from the ruling and opposition parties decided that the session...","Scrambling to deal with pending bills delayed by the sweeping political scandal and ensuing impeachment of President Park Geun-hye, the four major political parties on Friday agreed to hold an extraordinary parliamentary session in January. In their first four-way meeting since the governing Saenuri Party’s split earlier this week, the floor leaders from the ruling and opposition parties decided that the session will take place from Jan. 9-20.    They also agreed to accelerate efforts to build a parliamentary committee for Constitutional amendment. The basic law was last revised in 1987 when the nation embraced a direct presidential election, ending a decadeslong era of military dictatorship. “I understand the people‘s concerns over this new four-party system, but we will uphold the spirit of cooperation during next year’s Assembly,” said the Assembly Speaker Rep. Chung Sye-kyun who hosted the whip meeting.But such a roadmap is likely to face challenges as opposition parties seek to overhaul key initiatives of the president, who was suspended from power upon being impeached over the corruption scandal tied to her longtime friend Choi Soon-sil.Floor leaders of the four main political parties pose with National Assembly Speak Chung Se-kyun at the parliament in Yeouido, Seoul, on Friday. From left: Reps. Joo Seung-yong of the People‘s Party, Woo Sang-ho of the Democratic Party of Korea, Speaker Chung, Chung Woo-taik of the Saenuri Party and Joo Ho-young of the New Conservative Party for Reform. Topping the list are the decisions to deploy an advanced US missile battery in South Korea and adopt state-authored textbooks for secondary education. Park had pushed for these policies until she was impeached earlier this month over a corruption scandal involving herself and her close aides.To achieve the goal, the opposition camp relies on their overwhelming majority in the 300-seat National Assembly. As of Friday, they had a combined total of 201 seats, while Saenuri holds 99 seats as their dissenters launched a new party with 30 lawmakers. “We will build a forum to discuss how to enact bills to overhaul ,” said Rep. Woo Sang-ho, Floor Leader of the Democratic Party of Korea, asking for cooperation on the measure from his counterparts at People’s Party and New Conservative Party for Reform, Saenuri defectors’ new party. Earlier in the day, Woo said that his party would push to pass the bills in next year’s National Assembly whose first regular session is scheduled to take place this February. In the meantime, the party would launch a task force to prepare for the legislation to clear the Assembly.  The opposition parties, however, has struggled to present a united front as their stance differed over contentious policies. Their ideological spectrum ranges from Saenuri defector’s conservatives and central-liberal’s from the Democratic Party and People’s Party.For example, Saenuri defectors maintained that THAAD was crucial to countering North Korea’s growing military threat and that the measure should be implemented as planned. They vowed to inherit Saenuri’s hawkish stance on Pyeongyang. The Democratic Party and People’s Party, however, demanded the government reserve their decision until the new president takes office next year. They had warned that the missile system could fail to fully protect the nation and blamed the government for its failure to go through a process of building public consent.By Yeo Jun-suk","political parties on friday ,an extraordinary parliamentary session ,parties on friday ,ensuing impeachment of president ,parties on friday agreed","['Park Geun - hye', 'Saenuri Party ’s']",18,"[ 1.          1.          0.         ... -0.94560188 -0.06674262
  0.62939596]",Yeo Jun-suk,Politics,12,2016,"major political parties on friday ,direct presidential election ending decadeslong ,embraced direct presidential election ending ,hold an extraordinary parliamentary session ,presidential election ending decadeslong era","['Park Geun - hye', 'Saenuri Party ’s', 'Assembly', 'Assembly', 'Chung Sye - kyun', 'Choi Soon - sil', 'National Assembly Speak Chung', 'Yeouido', 'Seoul', 'Joo Seung - yong', 'the People‘s Party', 'Woo Sang - ho', 'the Democratic Party of Korea', 'Chung', 'Chung Woo - taik', 'the Saenuri Party', 'Joo Ho - young', 'the New Conservative Party for Reform', 'US', 'South Korea', 'National Assembly', 'Saenuri', 'Woo Sang - ho', 'Floor Leader', 'the Democratic Party of Korea', 'People ’s Party', 'New Conservative Party for Reform', 'Saenuri', 'National Assembly', 'Assembly', 'Saenuri', 'the Democratic Party', 'People ’s Party', 'Saenuri', 'North Korea ’s', 'Saenuri ’s', 'Pyeongyang', 'the Democratic Party', 'People ’s Party', 'Yeo Jun - suk']",5,"[ 1.          1.          0.         ... -0.94560188 -0.06674262
  0.62939596]"
1,1,1,"Parties agree to hold extra session in January, discuss constitutional revision","Scrambling to deal with pending bills delayed by the sweeping political scandal and ensuing impeachment of President Park Geun-hye, the four major political parties on Friday agreed to hold an extraordinary parliamentary session in January. The session will take place from Jan. 9-20, decided the floor leaders from the ruling and opposition parties in their first four-way meeting since the governing Saenuri Party’s s...","Scrambling to deal with pending bills delayed by the sweeping political scandal and ensuing impeachment of President Park Geun-hye, the four major political parties on Friday agreed to hold an extraordinary parliamentary session in January. The session will take place from Jan. 9-20, decided the floor leaders from the ruling and opposition parties in their first four-way meeting since the governing Saenuri Party’s split earlier this week. They also agreed to accelerate efforts to build a parliamentary committee for Constitutional amendment. The basic law was last revised in 1987 when the nation embraced a direct presidential election, ending a decadeslong era of military dictatorship.  “I understand the people‘s concerns over this new four-party system, but we will uphold the spirit of cooperation during next year’s Assembly,” said the Assembly Speaker Rep. Chung Sye-kyun who hosted the whip meeting.But such a roadmap is likely to face challenges as opposition parties seek to overhaul key initiatives of the president, who was suspended from power upon being impeached over the corruption scandal tied to her longtime friend Choi Soon-sil.Topping the list are the decisions to deploy an advanced US missile battery in South Korea and adopt state-authored textbooks for secondary education. Park had pushed for these policies until she was impeached earlier this month over a corruption scandal involving herself and her close aides.To achieve the goal, the opposition camp relies on their overwhelming majority in the 300-seat National Assembly. As of Friday, they had a combined total of 201 seats, while Saenuri holds 99 seats as their dissenters launched a new party with 30 lawmakers. “We will build a forum to discuss how to enact bills to overhaul ,” said Rep. Woo Sang-ho, Floor Leader of the Democratic Party of Korea, asking for cooperation on the measure from his counterparts at People’s Party and New Conservative Party for Reform, Saenuri defectors’ new party. Earlier in the day, Woo said that his party would push to pass the bills in next year’s National Assembly whose first regular session is scheduled to take place this February. In the meantime, the party would launch a task force to prepare for the legislation to clear the Assembly. The opposition parties, however, has struggled to present a united front as their stance differed over contentious policies. Their ideological spectrum ranges from Saenuri defector’s conservatives and central-liberal’s from the Democratic Party and People’s Party.For example, Saenuri defectors maintained that THAAD was crucial to countering North Korea’s growing military threat and that the measure should be implemented as planned. They vowed to inherit Saenuri’s hawkish stance on Pyeongyang. The Democratic Party and People’s Party, however, demanded the government reserve their decision until the new president takes office next year. They had warned that the missile system could fail to fully protect the nation and blamed the government for its failure to go through a process of building public consent.By Yeo Jun-suk","political parties on friday ,january discuss constitutional revision ,an extraordinary parliamentary session ,ensuing impeachment of president ,parties on friday","['Park Geun - hye', 'Saenuri Party ’s']",18,"[ 1.          1.          0.         ... -0.93886507  0.00913138
  0.25419131]",Yeo Jun-suk,Politics,12,2016,"major political parties on friday ,direct presidential election ending decadeslong ,hold an extraordinary parliamentary session ,embraced direct presidential election ending ,new party with 30 lawmakers","['Park Geun - hye', 'Saenuri Party ’s', 'Assembly', 'Assembly', 'Chung Sye - kyun', 'Choi Soon - sil', 'US', 'South Korea', 'National Assembly', 'Saenuri', 'Woo Sang - ho', 'Floor Leader', 'the Democratic Party of Korea', 'People ’s Party', 'New Conservative Party for Reform', 'Saenuri', 'National Assembly', 'Assembly', 'Saenuri', 'the Democratic Party', 'People ’s Party', 'Saenuri', 'North Korea ’s', 'Saenuri ’s', 'Pyeongyang', 'the Democratic Party', 'People ’s Party', 'Yeo Jun - suk']",9,"[ 1.          1.          0.         ... -0.93886507  0.00913138
  0.25419131]"
2,2,2,Saenuri breakup changes floor dynamics,"The National Assembly’s plenary session Thursday officially endorsed a change in floor dynamics following the breakup of the ruling Saenuri Party. The country’s 300-seat unicameral parliament now has four negotiating groups, from the previous three, with the main opposition Democratic Party of Korea being the largest. Reflective of their elevated status on the floor, the Democratic Party’s 121 lawmakers moved to t...","The National Assembly’s plenary session Thursday officially endorsed a change in floor dynamics following the breakup of the ruling Saenuri Party. The country’s 300-seat unicameral parliament now has four negotiating groups, from the previous three, with the main opposition Democratic Party of Korea being the largest. Reflective of their elevated status on the floor, the Democratic Party’s 121 lawmakers moved to the center of the plenary hall, an area previously held by Saenuri members. Saenuri has been moved to the right of the hall. The remaining seats on the left side of the hall are distributed among the People’s Party, the New Conservative Party for Reform, and lawmakers who do not belong to any of the four floor-negotiating groups. The floor seats have been rearranged in order of each party’s size. The country's 300-seat unicameral parliament now has four negotiating groups, from the previous three.Saenuri, after the breakup, now has 99 seats compared to its previous 128. The runner-up People’s Party has 38 seats and the splinter group from Saenuri, tentatively named the New Conservative Party for Reform, has 30.The 30 lawmakers of the New Conservative Party left Saenuri and formed their own group Tuesday, resulting in four major political parties for the first time in Korea since 1990. During Thursday’s session, lawmakers decided to form a special committee for constitutional revision. The committee will consist of some 35 lawmakers from the four major parties and one from a minor party. When the motion passes, the new committee will be initiated Sunday and will work until June 30. The approval ratings of parties have also seen some changes. According to pollster Realmeter on Thursday, the Saenuri defectors group placed second in approval ratings, with 17.4 percent, surpassing Saenuri’s approval ratings, which stood at 15.8 percent.The Democratic Party had the highest ratings, at 33.7 percent.With the opposition holding the majority in the parliament, liberal parties are seeking for the swift passage of bills. The National Assembly Advancement Act requires the approval of more than three-fifths of lawmakers to put contentious bills to a final vote on the floor. Although the act prevents the majority party from unilaterally passing controversial legislation, it is thought to have slowed the progress of the National Assembly in the passage of bills. Saenuri’s split came after President Park Geun-hye’s impeachment by the parliament on Dec. 3 amid the political scandal involving her confidante Choi Soon-sil.  By Jo He-rim","assembly plenary session thursday ,300 seat unicameral parliament ,democratic party 121 lawmakers ,parliament now has four ,plenary session thursday officially","['the National Assembly ’s', 'Saenuri Party', 'Democratic Party of Korea', 'the Democratic Party ’s']",18,"[ 0.          0.          1.         ... -0.25771198  0.40204912
  0.43749082]",Jo He-rim,Politics,12,2016,"during thursday session lawmakers decided ,300 seat unicameral parliament now ,democratic party 121 lawmakers moved ,parliament now has four negotiating ,assembly plenary session thursday officially","['the National Assembly ’s', 'Saenuri Party', 'Democratic Party of Korea', 'the Democratic Party ’s', 'Saenuri', 'Saenuri', 'the People ’s Party', 'the New Conservative Party for Reform', 'Saenuri', 'People ’s Party', 'Saenuri', 'the New Conservative Party for Reform', 'the New Conservative Party', 'Saenuri', 'Korea', 'Saenuri', 'Saenuri ’s', 'the Democratic Party', 'the National Assembly Advancement Act', 'the National Assembly', 'Saenuri ’s', 'Park Geun', 'Jo He - rim']",13,"[ 0.          0.          1.         ... -0.25771198  0.40204912
  0.43749082]"
3,3,3,People's Party picks four-term lawmaker as new whip,"South Korea's minor People's Party elected a four-term lawmaker as the new floor leader Thursday, with incumbent Park Jie-won stepping down to run for the chairmanship slated for next month.Rep. Joo Seung-yong was elected as the new floor leader by beating his rival, two-term Rep. Kim Song-sik.Joo's running mate Rep. Cho Bae-sook will also become the new policy panel chief.The new floor leader and policy chief will s...","South Korea's minor People's Party elected a four-term lawmaker as the new floor leader Thursday, with incumbent Park Jie-won stepping down to run for the chairmanship slated for next month.Rep. Joo Seung-yong was elected as the new floor leader by beating his rival, two-term Rep. Kim Song-sik.Joo's running mate Rep. Cho Bae-sook will also become the new policy panel chief.The new floor leader and policy chief will serve until May next year.Joo, hailing from South Jeolla Province, called on the party to focus on the traditional stronghold of liberals, while Seoul-based lawmaker Kim said the party needs to reform itself and expand its support base nationwide.","new floor leader thursday ,elected four term lawmaker ,lawmaker as new whip ,leader thursday with incumbent ,picks four term lawmaker","[""South Korea 's"", ""People 's Party"", 'Park Jie - win', 'Joo Seung - yong', 'Kim Song - sik', 'Joo', 'Cho Bae - sook']",18,"[ 0.          0.          0.         ... -0.41256186  0.18236068
 -0.01471084]",임정요,Politics,12,2016,"the new floor leader thursday ,party elected four term lawmaker ,floor leader thursday with incumbent ,new floor leader thursday with ,new floor leader thursday","[""South Korea 's"", ""People 's Party"", 'Park Jie - win', 'Joo Seung - yong', 'Kim Song - sik', 'Joo', 'Cho Bae - sook', 'joo', 'South Jeolla Province', 'Seoul', 'Kim']",3,"[ 0.          0.          0.         ... -0.41256186  0.18236068
 -0.01471084]"
4,4,4,National Assembly to convene first plenary session since Saenuri split,"South Korea's National Assembly on Thursday is set to hold the first plenary session since the ruling Saenuri Party broke up, ceding the status as the largest party in parliament to the main opposition party.During the event, the lawmakers will debate on the formation of a special committee for constitutional revision.The committee will consist of 14 members from the main opposition Democratic Party, 12 from Saenuri,...","South Korea's National Assembly on Thursday is set to hold the first plenary session since the ruling Saenuri Party broke up, ceding the status as the largest party in parliament to the main opposition party.During the event, the lawmakers will debate on the formation of a special committee for constitutional revision.The committee will consist of 14 members from the main opposition Democratic Party, 12 from Saenuri, five from the People's Party and four from the New Conservative Party for Reform which will be established by defectors from the governing party.They left Saenuri earlier this week after months of infighting with loyalists to President Park Geun-hye.Park was impeached by parliament on Dec. 9 over allegations that she allowed her close friend to exert influence on state affairs and engage in unlawful profit taking.The discussion on constitutional reform reemerged recently as politicians claim that the scandal is attributable to the existing system which grants the president with an excessive amount of power. Critics say the discussion should be delayed until after the Constitutional Court delivers its ruling on Park's impeachment. The committee may lose steam if the court confirms the ouster of Park, as South Korea will have 60 days to hold the presidential election, giving not enough time to continue the discussion, they said.","national assembly on thursday ,first plenary session since ,the lawmakers will debate ,largest party in parliament ,assembly on thursday","[""South Korea 's"", 'National Assembly', 'Saenuri Party', 'Democratic Party', 'Saenuri']",18,"[ 0.          0.          0.         ... -0.56584585  0.04475104
  0.33775398]",임정요,Politics,12,2016,"korea national assembly on thursday ,week after months of infighting ,park impeachment the committee may ,presidential election giving not enough ,event the lawmakers will debate","[""South Korea 's"", 'National Assembly', 'Saenuri Party', 'Democratic Party', 'Saenuri', ""the People 's Party"", 'the New Conservative Party for Reform', 'Saenuri', 'Park Geun - hye', 'Constitutional Court', 'Park', 'Park', 'South Korea']",13,"[ 0.          0.          0.         ... -0.56584585  0.04475104
  0.33775398]"
5,5,5,[News Focus] New party sways between reform and conservatism,"The New Conservative Party for Reform, the tentative name for the splinter group from the ruling Saenuri Party, may be seen as reflecting the new political entity’s two-pronged challenge: proving its reformative spirit, while holding on to its conventional support base.The new party’s most imminent task is to outrun its previous home camp, Saenuri, and receive conservative voters’ recognition in key political agen...","The New Conservative Party for Reform, the tentative name for the splinter group from the ruling Saenuri Party, may be seen as reflecting the new political entity’s two-pronged challenge: proving its reformative spirit, while holding on to its conventional support base.The new party’s most imminent task is to outrun its previous home camp, Saenuri, and receive conservative voters’ recognition in key political agendas such as economy and national security.Also, it is the more likely of the two parties to eventually gain the support of United Nations Secretary-General Ban Ki-moon, who is currently the unrivaled presidential hopeful speaking for the nation’s conservative group. Ban, whose term is to end Saturday, is expected to return to his home country and shape up his road map for the earlier-than-planned presidential race next year.The new party Wednesday held a forum to discuss its party platform, policies, as well as an official name.Floor Leader Rep. Joo Ho-young  and Chief Policymaker Rep. Lee Jong-gu of the New Conservative Party for Reform speak at a forum at the National Assembly in Yeouido, Seoul, Wednesday. “What we must do is to convince  that our party may achieve what conventional conservative parties have been unable to do,” said Floor Leader Rep. Joo Ho-young.“It is crucial to embrace the core values of conservatives, while pointing out clearly what they should reform and change.”The notable tone of the Saenuri defectors was that they claimed to have the authenticity of the nation’s leading conservative cluster while cutting off all ties with the Saenuri name. Though policy details are yet to be revealed, gestures have been detected from key members that the new party wishes to expand its political leverage into the centrist-reformist sector, moving a step away from the conservative.“We will definitely take a different stance from Saenuri when it comes to conglomerate reforms and welfare policies,” said the party’s chief policymaker Rep. Lee Jong-koo.Rep. Yoo Seong-min, one of the main figures of the new party, also confirmed the new party would keep a conservative stance on national security issues and a reformative one on other issues related to the people’s livelihood.“Reformative conservatism means that we will add new reformative moves in sectors such as economy, welfare, labor, education and child care so as to protect our community from collapsing under inequality and polarization,” he said.The drastic gesture at reform was seen as one of the reasons which led to Rep. Na Kyung-won taking back her earlier pledge to join the new party. Rep. Na, despite her firm position as a non-Park figure, did not join the group of 29 defectors Tuesday.But the new party was still cautious in hinting at these reformative moves in a subtle manner, so as not to distance itself from the considerable number of conservative-leaning voters who may yet be undecided on whether to support Saenuri or the splinter group.The opposition will eventually have to contend with the conservative parties at the upcoming presidential race.“The new party, in order to prove that it is indeed better than the pro-Park  clique, should actively participate in legislating reformative bills at the February parliamentary session,” said Rep. Choo Mi-ae, chief of the main opposition Democratic Party of Korea.“I fear that their binary way of dividing national security and economic issues may be but a plot to grasp conservative votes and that it will do little to solve problems.”By Bae Hyun-jung","conservatism the new conservative ,news focus new party ,new conservative party for ,reflecting the new political ,the new conservative party","['the New Conservative Party for Reform', 'Saenuri Party', 'Saenuri']",18,"[ 0.          0.          0.         ... -0.51588058  0.49382785
  0.5816468 ]",Korea Herald,Politics,12,2016,"presidential race the new party ,upcoming presidential race the new ,new conservative party for reform ,presidential race the new ,planned presidential race next","['the New Conservative Party for Reform', 'Saenuri Party', 'Saenuri', 'United Nations', 'Ban Ki - moon', 'Ban', 'Joo Ho - young', 'Lee Jong - gu', 'the New Conservative Party for Reform', 'the National Assembly', 'Yeouido', 'Seoul', 'Floor Leader', 'Joo Ho - young', 'Saenuri', 'Saenuri', 'Saenuri', 'Lee Jong - koo', 'Yoo Seong - min', 'Na Kyung - win', 'Na', 'non - park', 'Saenuri', 'Choo Mi', 'Democratic Party of Korea', 'Bae Hyun - jung']",10,"[ 0.          0.          0.         ... -0.51588058  0.49382785
  0.5816468 ]"
6,6,6,Acting president chairs meeting on deregulation,"Acting President and Prime Minister Hwang Kyo-ahn on Wednesday hosted a meeting on lifting excessive regulations in local industries as part of a broader effort to stimulate economic growth.The meeting is held annually, but it marks the first time Hwang has chaired the event after President Park Geun-hye was impeached by parliament earlier in the month over allegations that she allowed her close friend to wield influ...","Acting President and Prime Minister Hwang Kyo-ahn on Wednesday hosted a meeting on lifting excessive regulations in local industries as part of a broader effort to stimulate economic growth.The meeting is held annually, but it marks the first time Hwang has chaired the event after President Park Geun-hye was impeached by parliament earlier in the month over allegations that she allowed her close friend to wield influence on state affairs and engage in unlawful profit taking.Officials from the Office for Government Policy Coordination, the Small and Medium Business Administration, the Ministry of the Interior, and the Financial Supervisory Commission participated in the gathering.During the meeting, the prime minister's office called for reforms in public procurement policies for the first time in 21 years. It said the revision to related policies will permit more small and medium-sized businesses to participate in state projects.The SMBA also announced a set of deregulation plans to bolster start-ups, including allowing food trucks to advertise outdoors, while providing more support to such businesses.The ministry said it has selected 63 regulations that hinder the development of provincial industries such as youth hostels.The FSC said it will reduce the red tape associated with applying for credit cards and permit borrowers to delay repayment of house-mortgage loans if they experience a short-term cash crunch.","acting president chairs meeting ,on deregulation acting president ,on wednesday hosted meeting ,deregulation acting president ,impeached by parliament earlier","['Hwang Kyo - ahn', 'Park Geun - hye']",18,"[ 1.          0.          0.         ... -0.49539265  0.07924832
  0.40464517]",임정요,Politics,12,2016,"wednesday hosted meeting on lifting ,chaired the event after president ,the meeting is held annually ,ahn on wednesday hosted meeting ,on wednesday hosted meeting on","['Hwang Kyo - ahn', 'Park Geun - hye', 'the Office for Government Policy Coordination', 'the small and Medium Business Administration', 'the Ministry of the Interior', 'the financial Supervisory Commission', 'FSC']",9,"[ 1.          0.          0.         ... -0.49539265  0.07924832
  0.40464517]"
7,7,7,New party concerned about Moon's stance on security,"A lawmaker who bolted from the ruling Saenuri Party said Wednesday he is concerned about the security stance of Moon Jae-in, a leading presidential contender from the opposition bloc.""Just looking at his stance on North Korea or on national security, many people will become extremely anxious,"" Rep. Yoo Seong-min of the tentatively named New Conservative Party for Reform said during an interview with MBC Radio. Rep. Y...","A lawmaker who bolted from the ruling Saenuri Party said Wednesday he is concerned about the security stance of Moon Jae-in, a leading presidential contender from the opposition bloc.""Just looking at his stance on North Korea or on national security, many people will become extremely anxious,"" Rep. Yoo Seong-min of the tentatively named New Conservative Party for Reform said during an interview with MBC Radio. Rep. Yoo Seong-min of the tentatively named New Conservative Party for Reform Moon, a former head of the main opposition Democratic Party, is currently running neck and neck with UN Secretary-General Ban Ki-moon in public polls among potential candidates as the next president. Yoo is also included in the list, although his approval rating hovers in the single digits.Yoo said Moon's protests against the deployment of an advanced U.S. missile defense system in the country lead to doubts about his views on national security. While South Korea claims the battery will improve the country's defense capabilities against the North, the opposition bloc has been claiming it will only lead to unwanted diplomatic tension with Beijing.Moon also has been under fire for allegedly playing a part in contacting Pyongyang and getting feedback that was then reflected in Seoul's decision-making process on a UN vote, Yoo added.A memoir by a former Foreign Minister Song Min-soon released earlier this year claimed Seoul abstained from voting on the 2007 UN resolution on North Korea's human rights after hearing Pyongyang's views, and that Moon was involved in contacting the North.Yoo also cited Moon's remark where he said he plans to visit North Korea before flying to Washington if he becomes president.Concerning speculation he does not always see things in the same way as Rep. Kim Moo-sung, who is a major shareholder in the new party, Yoo stressed that while there are minor differences, he strongly trusts Kim.The lawmaker then said he hopes Rep. Na Kyung-won of Saenuri will join the new party. Na earlier claimed she would leave Saenuri but later said she needed more time to determine the sincerity of the new party.""Na said she will join the party in January, but I understand there are some different media reports,"" Yoo pointed out.The first group of 29 lawmakers, along with another who left Saenuri earlier, vowed to establish a new party Tuesday, expressing discontent with the loyalists of President Park Geun-hye, who was impeached earlier this month over corruption.","party concerned about moon ,security lawmaker who bolted ,leading presidential contender ,in leading presidential contender ,lawmaker who bolted from","['Saenuri Party', 'Moon Jae - in', 'North Korea', 'Yoo Seong - min', 'New Conservative Party for Reform', 'MBC Radio']",18,"[ 0.          0.          0.         ... -0.71459353 -0.12997167
  0.56530434]",임정요,Politics,12,2016,"jae in leading presidential contender ,new party tuesday expressing discontent ,moon protests against the deployment ,moon jae in leading presidential ,presidential contender from the opposition","['Saenuri Party', 'Moon Jae - in', 'North Korea', 'Yoo Seong - min', 'New Conservative Party for Reform', 'MBC Radio', 'Yoo Seong - min', 'New Conservative Party for Reform Moon', 'Democratic Party', 'UN', 'Ban Ki - moon', 'Yoo', 'Yoo', 'Moon', 'U.S.', 'South Korea', 'Beijing', 'Moon', 'Pyongyang', 'Seoul', 'UN', 'Yoo', 'Song Min', 'Seoul', 'UN', ""North Korea 's"", 'Pyongyang', 'Moon', 'Moon', 'North Korea', 'Washington', 'Kim Moo - sung', 'Yoo', 'Kim', 'Na Kyung - won', 'Saenuri', 'Saenuri', 'Yoo', 'Saenuri', 'Park Geun - hye']",3,"[ 0.          0.          0.         ... -0.71459353 -0.12997167
  0.56530434]"
8,8,8,Ruling party splits as 29 lawmakers leave,"A group of 29 lawmakers formally departed from the ruling Saenuri Party on Tuesday, declaring they will create a new party to lead the reform of political conservatives in tatters from a scandal involving President Park Geun-hye. They were set to register their own parliamentary negotiation group later in the day and will launch their party tentatively named the New Conservative Party for Reform, on Jan. 24. Their ...","A group of 29 lawmakers formally departed from the ruling Saenuri Party on Tuesday, declaring they will create a new party to lead the reform of political conservatives in tatters from a scandal involving President Park Geun-hye. They were set to register their own parliamentary negotiation group later in the day and will launch their party tentatively named the New Conservative Party for Reform, on Jan. 24. Their departure reduced the governing party to the second largest in parliament with 99 seats, trailing behind the main opposition Democratic Party with 121 lawmakers. The People's Party stands in third with 38 seats. ""Park loyalists have forgotten the true values of conservatism and as a result lost the people's trust,"" the group said. They criticized the Park allies for ignoring the people's wishes and defending President Park in the corruption and influence-peddling scandal.The new party aims to win over conservative voters disenchanted with Saenuri and the Park administration.The group said it will seek to turn the latest scandal into an opportunity to reform the country and recover the true values of conservatism.The conservative party has been dogged by a factional feud even before the general election in April. This has since been fueled by the scandal that broke out in late October. The president was impeached by parliament earlier this month after being named an accomplice of her friend's wrongdoing. Park has consistently claimed that she is innocent of the charges leveled against her, and vowed to prove it in court.The Saenuri dissenter group initially expected 35 lawmakers could leave. Twenty-nine members handed in their resignations to the party, with more expected to join in early January.The preparatory committee for the new party is headed by Rep. Choung Byoung-gug and Rep. Joo Ho-young, with other key figures, including Rep. Yoo Seong-min and Rep. Kim Moo-sung, who formally served as floor leader and chief of Saenuri, respectively.Saenuri, meanwhile, focused efforts on preventing further exodus of its lawmakers.""I am disappointed. But since they are leaving, I hope they will become the party loved by the people,"" Saenuri's interim-head nominee In Myung-jin said. In, however, told party leaders to persuade the remaining lawmakers to stay.""The dissenters earlier claimed the number will reach 35. As they did not meet the goal, we can say they failed in the first round,"" said Rep. Chung Woo-taik, the floor leader of Saenuri. ""If there is energy to separate the conservative bloc, we need to focus it on reforming the party.""""I hope the separation did not come out of personal political interests,"" Chung added.","29 lawmakers formally departed ,29 lawmakers leave group ,party on tuesday declaring ,as 29 lawmakers leave ,splits as 29 lawmakers","['Saenuri Party', 'Park Geun - hye', 'the New Conservative Party for Reform']",18,"[ 1.          0.          0.         ... -0.86916047  0.09746925
  0.28785563]",임정요,Politics,12,2016,"of 29 lawmakers formally departed ,ruling saenuri party on tuesday ,29 lawmakers formally departed ,29 lawmakers formally departed from ,october the president was impeached","['Saenuri Party', 'Park Geun - hye', 'the New Conservative Party for Reform', 'Democratic Party', ""the People 's Party"", 'Park', 'Saenuri', 'Saenuri', 'Choung Byoung', 'Joo Ho - young', 'Yoo Seong - min', 'Kim Moo - sung', 'Saenuri', 'Saenuri', 'Saenuri', 'Myung - jin', 'Chung Woo', 'Saenuri', 'Chung']",10,"[ 1.          0.          0.         ... -0.86916047  0.09746925
  0.28785563]"
9,9,9,Ruling party's separatists to leave Tuesday,"A group of lawmakers are set to submit their resignation from the ruling Saenuri Party on Tuesday to establish a new conservative party. Around 35 dissident legislators vowed last week to leave the party amid a factional feud with loyalists to President Park Geun-hye. They will hold their second meeting Monday to discuss their plan to create the new party, tentatively named the New Conservative Party for Reform aroun...","A group of lawmakers are set to submit their resignation from the ruling Saenuri Party on Tuesday to establish a new conservative party. Around 35 dissident legislators vowed last week to leave the party amid a factional feud with loyalists to President Park Geun-hye. They will hold their second meeting Monday to discuss their plan to create the new party, tentatively named the New Conservative Party for Reform around Jan. 20. Immediately after their departure, they will establish a parliamentary negotiation group, which requires at least 20 lawmakers.Saenuri has been on the verge of splitting into two parties in the wake of the impeachment of President Park Geun-hye, which was passed at the parliament earlier this month over a corruption and influence-peddling scandal.The mainstream faction loyal to Park rejected the anti-Park members' demand to name their leader as the party's interim head.","separatists to leave tuesday ,tuesday group of lawmakers ,their second meeting monday ,meeting monday to discuss ,35 dissident legislators vowed","['Saenuri Party', 'Park Geun', 'the New Conservative Party for Reform']",18,"[ 0.          0.          0.         ... -0.52001441  0.37091506
  0.00237948]",임정요,Politics,12,2016,"hold their second meeting monday ,tuesday to establish new conservative ,dissident legislators vowed last week ,second meeting monday to discuss ,party on tuesday to establish","['Saenuri Party', 'Park Geun', 'the New Conservative Party for Reform', 'Saenuri', 'Park Geun - hye', 'Park']",7,"[ 0.          0.          0.         ... -0.52001441  0.37091506
  0.00237948]"
