,Unnamed: 0,title,description,body,keyword,ne,cluster,vector
0,0,Korea revives Universal Studio theme park project,"South Korea on Tuesday announced a consortium involving Chinese investors as a preferred bidder to build a theme park in partnership with U.S.-based Universal Parks and Resorts, reviving the project after a three-year hiatus.The state-run Korea Water Resources Corporation said it chose the multinational consortium consisting of Daewoo Engineering & Construction and Dohwa Engineering of Korea as well as China State Co...","South Korea on Tuesday announced a consortium involving Chinese investors as a preferred bidder to build a theme park in partnership with U.S.-based Universal Parks and Resorts, reviving the project after a three-year hiatus.The state-run Korea Water Resources Corporation said it chose the multinational consortium consisting of Daewoo Engineering & Construction and Dohwa Engineering of Korea as well as China State Construction Engineering Corporation, China's largest construction company, and Hong Kong-based China Travel Service. K-Water said it will draw up detailed plans by the first half of next year to open a global theme park in Hwaseong, about 60 kilometers south of Seoul, by 2020, estimating that around 5 trillion won ($4.24 billion) will be invested into the project. The park envisioned on a plot spanning 4.2 square kilometers will include a Universal Studio theme park and Korean pop concert arena, as well as accommodations, a golf resort, a water park and a shopping center. The site is located about an hour drive from Seoul and close to Incheon International Airport. ""The global theme park is expected to help draw Chinese travelers as Chinese investors joined the project,"" K-Water said in a release, noting the project will be on track this time with government support.   Plans for the theme park were originally announced in 2007 amid hopes it would be up and running in 2012, but the project was delayed by the global financial crisis and put on hold in 2012 over land and infrastructure issues. (Yonhap)","tuesday announced consortium involving chinese ,bidder to build theme park ,korea on tuesday announced consortium ,reviving the project after three ,south korea on tuesday announced","['South Korea', 'chinese', 'Universal Parks and Resorts', 'Korea Water Resources Corporation', 'Daewoo Engineering & Construction', 'Dohwa Engineering', 'Korea', 'China State Construction Engineering Corporation', 'China', 'Hong Kong', 'China Travel Service', 'K - Water', 'Hwaseong', 'Seoul', 'Universal Studio', 'korean', 'Seoul', 'chinese', 'chinese', 'K - Water', 'plan']",7,"[ 1.          3.          1.         ... -0.39272445  0.7909568
  0.36813721]"
1,1,'Dokdo School' opens in Shanghai,"A school dedicated to teaching the history of South Korea's easternmost islets of Dokdo has opened in Shanghai, a South Korean professor leading the program said Tuesday.The so-called ""Dokdo School"" is aimed at raising awareness of the rocky outcroppings in the East Sea, the subject of a territorial dispute with Japan.Seo Kyoung-duk, a professor at Seoul's Sungshin Women's University, said he set up the school in Sha...","A school dedicated to teaching the history of South Korea's easternmost islets of Dokdo has opened in Shanghai, a South Korean professor leading the program said Tuesday.The so-called ""Dokdo School"" is aimed at raising awareness of the rocky outcroppings in the East Sea, the subject of a territorial dispute with Japan.Seo Kyoung-duk, a professor at Seoul's Sungshin Women's University, said he set up the school in Shanghai following one in New York as part of efforts to expand education about Dokdo to foreigners.Dokdo School was first set up in 2013 inside Independence Hall in Cheonan, about 90 kilometers south of Seoul. Its first overseas unit opened in New York in October 2014.Seo said the school plans to offer various education programs so that foreigners can become familiar with the word ""Dokdo.""Seo plans to set up more units in London, Paris, and Toronto next year and eventually in 100 major cities over the next five years.Seo is known for his role in producing advertisements to promote Dokdo. He previously placed a full-page Dokdo ad in the New York Times. Japan's repeated claims to the islets have long been a key source of tension between the two neighbors. South Korea has maintained a small police detachment on Dokdo since 1954. (Yonhap)","in shanghai south korean professor ,shanghai south korean professor leading ,professor at seoul sungshin women ,shanghai south korean professor ,opened in shanghai south korean","[""South Korea 's"", 'Shanghai', 'south korean', 'Japan', 'Seo Kyoung - duk', 'Seoul', ""Sungshin Women 's University"", 'Shanghai', 'New York', 'Dokdo School', 'Cheonan', 'Seoul', 'New York', '""Seo', 'London', 'Paris', 'Toronto', 'seo', 'the New York Times', 'Japan', 'South Korea']",17,"[ 2.          0.          0.         ... -0.62820959  0.48488608
  0.31089574]"
2,2,Sculpture unveiled to mark International Migrants Day,"Seoul City and the International Organization for Migration installed a sculpture work in Seoul Plaza to mark International Migrants Day, slated for Friday, officials said Wednesday. Titled “My Migrant Neighbor,” the large sculpture representing three multicultural siblings offers distinguished looks through different angles, delivering a message of importance of embracing diverse cultures, the Seoul Metropolitan G...","Seoul City and the International Organization for Migration installed a sculpture work in Seoul Plaza to mark International Migrants Day, slated for Friday, officials said Wednesday. Titled “My Migrant Neighbor,” the large sculpture representing three multicultural siblings offers distinguished looks through different angles, delivering a message of importance of embracing diverse cultures, the Seoul Metropolitan Government said. This is part of the IOM’s campaign to raise awareness of the migrant rights, it added. The sculpture, made by renowned sculptor Lee Hwan-kwon, was inspired by a family of a Korean father and a migrant mother with three children.The IOM, the Switzerland-based intergovernmental organization was launched in 1951 to support the rights and settlement of migrants in 162 member countries. Korea joined the body in 1988. According to the Interior Ministry, about 450,000 foreign nationals reside in the capital, which accounts for 4.5 percent of the city population. Low-skilled workers and ethnic Koreans with foreign nationalities make up the largest shares with around 25 percent each, followed by marriage migrants and overseas students with 10 percent and 7 percent, respectively. By Lee Hyun-jeong (rene@heraldcorp.com)","sculpture representing three multicultural siblings ,installed sculpture work in seoul ,korean father and migrant mother ,migrants day slated for friday ,sculpture work in seoul","['Seoul City', 'the International Organization for Migration', 'Seoul Plaza', 'International Migrants Day', 'the Seoul Metropolitan Government', 'Lee Hwan - kwon', 'korean', 'IOM', 'Switzerland', 'Korea', 'the Interior Ministry', 'Koreans', 'Lee Hyun - jeong']",17,"[ 0.          0.          0.         ...  0.10821708 -0.12158547
  0.16696948]"
3,3,Seoul to sell names of 10 subway stations,"Seoul City will put the names of subway stations up for sale from next month to help subway operators raise profits, city officials said.Seoul Metropolitan Government said it would sell the names of 10 stations on Subway line Nos. 1-8 on a trial basis. The new names will be used together with the original subway names at subway entrances, platforms, metro maps and in announcements. Companies within 500 meters of the ...","Seoul City will put the names of subway stations up for sale from next month to help subway operators raise profits, city officials said.Seoul Metropolitan Government said it would sell the names of 10 stations on Subway line Nos. 1-8 on a trial basis. The new names will be used together with the original subway names at subway entrances, platforms, metro maps and in announcements. Companies within 500 meters of the stations will get priority in being able to apply for the name change. The qualification will be expanded to those within 1 kilometer if there are no applicants. The name will be determined by bidding, the city said.Two subway operators -- Seoul Metro and Seoul Metropolitan Rapid Transit Corp. -- will set up their own name review committee to screen the name candidates. Companies with a problematic reputation or a likeliness to tarnish the public image of the subway will be excluded, they said. The dual name contract will be valid for three years. Stations that already have dual names will also be ruled out from the new project, they added. As of now, 61 of the 307 Seoul City subway stations have dual names that include titles of nearby universities or district offices. Some cities have run similar projects according to the officials. Incheon and Daegu have allowed dual names for 18 and 10 stations, respectively, and both have earned more than 15 million won ($12,700) a year per station. Busan has earned about 50 million won for one dual-name station. “The city will consider expanding the dual name policy after reviewing the public value and profitability of the trial project,” city officials said.By Lee Hyun-jeong (rene@heraldcorp.com)","month to help subway operators ,help subway operators raise profits ,next month to help subway ,subway operators raise profits city ,subway stations up for sale","['Seoul City', 'Seoul Metropolitan Government', 'Nos', 'Seoul Metro', 'Seoul Metropolitan Rapid Transit Corp.', 'Seoul City', 'Daegu', 'Busan', 'Lee Hyun - jeong']",17,"[ 0.          0.          0.         ... -0.2886776   0.13359977
  0.35980415]"
4,4,Pyongyang hosts 1st bankers' meeting in 25 yrs,"North Korea held its third conference of financial and banking officials over the weekend, resuming the rare event after a 25-year hiatus in what could be an emerging sign that the country's economy has climbed out of the level of subsistence and is gearing up for financial reform.  The Third National Conference of Financial and Banking Officials held on Sunday at the People's Palace of Culture in Pyongyang was rep...","North Korea held its third conference of financial and banking officials over the weekend, resuming the rare event after a 25-year hiatus in what could be an emerging sign that the country's economy has climbed out of the level of subsistence and is gearing up for financial reform.  The Third National Conference of Financial and Banking Officials held on Sunday at the People's Palace of Culture in Pyongyang was reported by the (North) Korean Central News Agency and Korean Central TV, monitored in Seoul.  ""The conference reviewed successes and experience gained by those in the field of finance and banking in the past,"" the KCNA said in an English report carried on Sunday.  The meeting also discussed ways to ensure ""the financial guarantee for building a thriving nation,"" according to the state media.  In a letter sent to the conference, North Korean leader Kim Jong-un highlighted the important role of the financial sector for national development.  ""To improve financial and banking work is an inevitable demand for hastening the building of a thriving nation,"" Kim was quoted as saying in the letter. ""Reliable financial resources are necessary to build the people's paradise featured by strong national power and great prosperity.""  Kim also ordered ""revolutionary measures for steady development"" of the financial system, as well as ""fluent circulation of currency.""   It was North Korea's first meeting of its kind since the last second session was held in September 1990 under the leadership of late leader and North Korean founder Kim II-sung.   A host of Cabinet and party officials attended the conference, including Pak Pong-ju, premier of the Cabinet; defense chief Pak Yong-sik; Finance Minister Ki Kwang-ho; and central bank chief Kim Chon-gyun, according to the KCNA.   Under the Kim Jong-un regime, the reclusive country has gotten out of extreme poverty and seems to be gearing up for a radical reform of its financial sector, Cho Bong-hyun, researcher at the state-run Industrial Bank of Korea, said of the latest meeting.  ""The plan intends to reform the banking system so as to make it a window for luring in foreign currency and boosting the circulation of money,"" Cho noted.   The country is now in the process of mapping out a financial reform plan with guidance from China, and it may create a reform policy out of it and officially announce the policy possibly in the general party meeting set for May next year, he added. (Yonhap)","korea held its third conference ,banking officials over the weekend ,its third conference of financial ,banking officials held on sunday ,officials over the weekend resuming","['North Korea', 'the Third National Conference of Financial and Banking Officials', ""the People 's Palace of Culture"", 'Pyongyang', 'Korean Central News Agency', 'Korean Central TV', 'Seoul', 'KCNA', 'north korean', 'Kim Jong - un', 'Kim', 'Kim', ""North Korea 's"", 'north korean', 'Kim II - sung', 'Cabinet', 'Pak Pong - ju', 'Cabinet', 'Pak Yong - sik', 'Finance', 'Ki Kwang - ho', 'Kim Chon - gyun', 'KCNA', 'Kim Jong - un', 'Cho Bong - hyun', 'Industrial Bank of Korea', 'Cho', 'China']",17,"[ 0.          0.          0.         ... -0.71548831  0.74939334
 -0.21281922]"
5,5,City Hall to spend W2.3b to promote ‘I·SEOUL·U’,"Seoul City will inject about 2.3 billion won ($2 million) to promote its new slogan “I·SEOUL·U” starting next year with a variety of events, including a large-scale K-pop concert, officials said Thursday. The capital’s new slogan was picked in October through a series of public votes and is set to replace “Hi Seoul,” which had been used for 13 years. The budget is currently being reviewed by the Seoul City Cou...","Seoul City will inject about 2.3 billion won ($2 million) to promote its new slogan “I·SEOUL·U” starting next year with a variety of events, including a large-scale K-pop concert, officials said Thursday. The capital’s new slogan was picked in October through a series of public votes and is set to replace “Hi Seoul,” which had been used for 13 years. The budget is currently being reviewed by the Seoul City Council.The city has spent approximately 1.4 billion won to develop the new brand and for the announcement ceremony held on Oct. 28 at Seoul Plaza.Next year will be dedicated to various projects including large-scale hallyu performances, an overseas tour, remodeling of the website, social media operations and the formation of a global network of friendly civilian ambassadors, the city said. About 300 million won has been put aside for various domestic and overseas campaigns. Another 300 million won will be spent for the hallyu concert slated to be held next year on Oct. 28 in celebration of Seoul Citizens Day. Some 300 million won will also be used for overseas performances in such cities as Beijing and Paris.Seoul City officials explained that the budget is lower than originally planned and that they are planning to make up for the shortage by working with businesses and related organizations.The largest portion, 768 million won, will be used for online activities, such as to activate websites and social media awareness. The city currently runs the website in six different languages, including Mandarin, Cantonese, English, Japanese, Spanish and French. The city said that the largest portion of the budget and human resources are needed to remodel these websites using the new logo. It added that the new brand is aimed more at foreigners than Korean nationals.As one of the first projects, the city will introduce a new sculpture representing “I·SEOUL·U” next spring at Seoul Plaza.The new slogan has been embroiled in controversy since its release, with critics calling it nonsensical “Konglish” with an unclear meaning. The city, however, championed the new catchphrase, saying that it is based on wordplay that is a new trend in city branding.By Lee Hyun-jeong (rene@heraldcorp.com)","sculpture representing seoul next spring ,seoul next spring at seoul ,representing seoul next spring at ,new sculpture representing seoul next ,representing seoul next spring","['Seoul City', 'the Seoul City Council', 'Seoul', 'Beijing', 'Paris', 'Seoul City', 'japanese', 'French', 'korean', 'Konglish', 'Lee Hyun - jeong']",17,"[ 0.          0.          0.         ... -0.08605739 -0.08339612
  0.2347061 ]"
6,6,[Weekender] Portraying police in Korean cinema," “We may not have money, but we have our pride.”This year’s smashing box-office hit “Veteran” -- a cathartic action thriller following a detective trying to arrest a sociopathic young chaebol scion on criminal charges -- offered arguably one of the most positive portrayals of Korean cops. The detective Do-cheol (played by Hwang Jeong-min), as reflected in the above famous quote, is fierce, righteous, capable an...","“We may not have money, but we have our pride.”This year’s smashing box-office hit “Veteran” -- a cathartic action thriller following a detective trying to arrest a sociopathic young chaebol scion on criminal charges -- offered arguably one of the most positive portrayals of Korean cops. The detective Do-cheol (played by Hwang Jeong-min), as reflected in the above famous quote, is fierce, righteous, capable and, most of all, ethical. He does not exchange his dignity for his own safety, comfort or more money.Among many jobs in the world, some require more social responsibility than others. Theoretically, all police officers should strive to be like Do-cheol. But the portrayal of cops in Korean cinema hasn’t always been favorable, reflecting the nation’s modern history heavily influenced by military authoritarianism and frequent abuse of governmental authority. In many significant cinematic works, Korean cops are often linked with corruption, injustice, incompetence and even violation of human rights. A scene from “Memories of Murder” (Cydus)In the 2012 film “National Security,” which recounts torture suffered by late democracy activist Kim Geun-tae, one of its police officers is dubbed the “torture expert.” The character (played by Lee Gyung-young) was based on real-life police officer Lee Geun-an, who is notorious for torturing student activists during Chun Doo-hwan’s military regime in the 1980s. With Lee’s performance, the film successfully serves its obvious purpose -- to let its viewers witness the horrors experienced by democracy activists under Chun’s regime. The cop character is portrayed as ruthless and sadistic to victims, while being extremely loyal and obedient to his superiors. Starting with waterboarding, Lee administers electric shocks and forces Kim to swallow chili powder with water, while making sure Kim does not get any external scars and does not die. Then, in 2013 film “The Attorney,” viewers witnessed police officers who were similar to Lee in “National Security.” The film is inspired by late President Roh Moo-hyun’s earlier years as a lawyer in Busan. In it, the protagonist (based on Roh), who is enjoying a comfortable life as a tax lawyer, decides to devote himself to human rights after witnessing a university student brutally tortured by the police who accuse him of being a North Korean sympathizer. The officer who tortured the student shamelessly testifies in court that he followed the state’s order to torture the student, which enrages the protagonist. In the particular scene, the attorney famously shouts back at the officer, reciting Article 1 of the Korean Constitution: The sovereignty of the Republic of Korea shall reside in the people, and all state authority shall emanate from the people. A scene from “New World” (NEW)“Films don’t portray reality, but they certainly reflect how people view reality,” columnist Jeong Deok-hyeon wrote last year. “In ‘The Attorney,’ it is the government that destroys the young university student. It’s the government’s arrogance that even ignores its constitution. “In the 2008 crime thriller ‘The Chaser,’” he continued, “it is police incompetence that lets the serial killer run away and murder more victims. These films show how the Korean public perceives the public authority. The government is not trustworthy and therefore we have to protect ourselves.”In the 2000s, detective characters in films were more likeable -- although “old-fashioned.”Film critics Lee Jong-do and Kim Hyeon-jeong wrote in their 2005 piece that most of cop movies at the time -- “Memories of Murder” (2003), “Nowhere to Hide” (1999) -- feature detective characters who are “old fashioned” but “somehow favored by the viewers” -- “they curse all the time, seek fortune-tellers for advice, and feel there is nothing wrong with torturing their suspects” -- while introducing white-collar criminals, such as fund managers or former gangsters who illicitly established a successful business (“Public Enemy” (2002), “Beast” (2006)).“Korean films (in the 2000s) made old-fashioned and likable cops chase white-collar criminals who benefited from the neoliberal economy,” the critics wrote in the piece. “This reflects the collective feelings of loss among Koreans, after undergoing the Asian financial crisis in the late 1990s including massive layoffs.”In the 2010s, Korea has arguably been welcoming more diverse police films. The 2013 film “Cold Eyes,” for example, featured detectives from the surveillance team of a special crime unit who work together to take down a bank-robbing organization. Another 2013 film, “New World,” featured a detective who is assigned by his selfish, manipulative boss to spy on one of the biggest crime organizations in the country. The detective’s undercover investigation goes on for eight years, and he eventually finds himself caught between the gang’s second-in-command who genuinely trusts and cares for him and his senior detective who only uses him while refusing to protect him when he is in need or in danger. The film blurred the boundaries between good and bad, legal and illegal -- and offered the question that many Koreans today are faced with in the aftermath of the 2014 Sewol disaster, a ferry that sank and killed 304 on board: What do we do when those who are supposed to protect us -- such as the public authority -- betray us?By Claire Lee (dyc@heraldcorp.com)","significant cinematic works korean cops ,hit veteran cathartic action thriller ,positive portrayals of korean cops ,cinematic works korean cops ,cops chase white collar criminals","['korean', 'Hwang Jeong - min', 'korean', 'korean', 'Kim Geun - tae', 'Lee Gyung - young', 'Lee Geun - an', 'Chun Doo - hwan', 'Lee', 'Chun', 'Lee', 'Kim', 'Kim', 'Lee', 'Roh Moo - hyun ’s', 'Busan', 'Roh', 'north korean', 'the Republic of Korea', 'Jeong Deok - hyeon', 'Chaser', 'korean', 'Lee Jong - do', 'Kim Hyeon', 'Koreans', 'asian', 'Korea', 'Koreans', 'Claire Lee']",6,"[ 0.          0.          0.         ... -0.66585368  0.28567201
 -0.01790849]"
7,7,EXO to hold concert tour in 5 North American cities next year,"Boy band EXO plans to tour five North American cities in February in what would be their first concert tour in the region, the group's agency said Wednesday.The North American concert, ""EXO FROM PLANET #2 The EXO'luXion Tour,"" will follow EXO's on-going Asian tour, according to S.M. Entertainment.Since March, the 12-member band has been hosting their second concert series in major Asian cities including Seoul. Detail...","Boy band EXO plans to tour five North American cities in February in what would be their first concert tour in the region, the group's agency said Wednesday.The North American concert, ""EXO FROM PLANET #2 The EXO'luXion Tour,"" will follow EXO's on-going Asian tour, according to S.M. Entertainment.Since March, the 12-member band has been hosting their second concert series in major Asian cities including Seoul. Details of the February tour, including the schedule and ticket sales, will be released in the future, the agency said. EXO is slated to unveil their special winter album ""Sing For You"" on Dec. 10, with the 12-member act scheduled to put on a live performance on the Naver broadcasting app V the same day.Part of the proceeds from the new album, which is to be released in Korean and Chinese, will be donated to the United Nations Children's Fund, or UNICEF. (Yonhap)","hosting their second concert series ,been hosting their second concert ,be their first concert tour ,hosting their second concert ,their second concert series in","['EXO', 'north american', 'north american', ""the exo'luxion Tour"", 'EXO', 'asian', 'S.M. Entertainment', 'asian', 'Seoul', 'EXO', 'Naver', 'korean', 'chinese', ""the United Nations Children 's Fund""]",17,"[ 0.          1.          0.         ... -0.60350662  0.51959133
 -0.06418841]"
8,8,Ministry to create free medical school,"South Korea plans to set up a state-run medical school that would exempt its students from tuition fees and require graduates to serve 10 years at public medical institutions to meet the demand for health care in remote regions, the Health Ministry said Tuesday.The ministry has earmarked some 327.8 billion won ($282 million) to establish the school by 2020, offering a six-year degree program for 100 medical students ...","South Korea plans to set up a state-run medical school that would exempt its students from tuition fees and require graduates to serve 10 years at public medical institutions to meet the demand for health care in remote regions, the Health Ministry said Tuesday.The ministry has earmarked some 327.8 billion won ($282 million) to establish the school by 2020, offering a six-year degree program for 100 medical students each year. Students who do not fulfill the 10-year duty after graduation must pay back their tuition to the government. The ministry plans to announce a more detailed proposal later this month.The proposal is based on a bill introduced by ruling Saenuri Party Rep. Lee Jung-hyun in May to establish a state-funded medical school to train professionals who will work in public health in remote regions upon graduation. The Health Ministry plans to support the bill, which is currently pending at the National Assembly, so it can be approved as soon as possible.Korea has struggled to fulfill the medical care needs in small, remote regions, with the number of health care workers at clinics in such areas declining from 4,000 in 2012 to 3,793 last year, according to the Health Ministry. Due to the low desire to work in rural areas, most of the doctors are young, inexperienced male professionals who are merely substituting their military duty with medical service. But as the proportion of female students enrolled in medical schools has increased in recent years, the number of male medical doctors available for the substitute military duty has declined, the ministry explained. Men aged 18-35 must serve for almost two years, while women are exempt from duty.South Jeolla Province is one of the country’s most vulnerable regions for health care access. It has 138 islands that lack medical facilities, pharmacies or resident health care workers. For residents of such islands, seeing a doctor means having to travel to Mokpo, or wait for the “floating hospital” ― a state-run ship that functions as a medical facility ― that visits about five times a year. “We believe that more doctors are needed to tackle this issue and really improve the health care services in remote regions across the country,” said Hwang Eui-su from the Health Ministry. “We need more doctors who are specialists in the field of public health.”However, the plan is fiercely opposed by the nation’s largest group of physicians, who claim that the Health Ministry does not understand why doctors do not want to be placed in remote regions in the first place. “Some of the reasons why medical professionals don’t want to be placed in remote regions include housing, fewer career opportunities and lack of (government) support for quality health care services,” the Korea Medical Association said in a statement. “Once those problems are solved, we believe more doctors from private medical institutions would volunteer to work in the field of public health. By establishing a separate school, the government is wasting a lot of tax money to avoid solving the actual problems.”The KMA suggested the Health Ministry work with existing universities to create plans to train some of its matriculated students as future specialists in public health, as the current system already produces a surplus of doctors and is triggering severe competition in the industry.The KMA has also opposed the government’s push to introduce telemedicine ― the use of information technology through smart devices to remotely provide clinical health care to improve services to isolated regions ― claiming it would only lower the quality of services and jeopardize the operations of small local clinics and regional hospitals. By Claire Lee (dyc@heraldcorp.com)","100 medical students each year ,medical students each year students ,program for 100 medical students ,10 year duty after graduation ,for 100 medical students each","['South Korea', 'the Health Ministry', 'Saenuri Party', 'Lee Jung - hyun', 'the Health Ministry', 'the National Assembly', 'Korea', 'the Health Ministry', 'South Jeolla Province', 'Mokpo', 'Hwang Eui - su', 'the Health Ministry', 'the Health Ministry', 'the Korea Medical Association', 'KMA', 'the Health Ministry', 'KMA', 'Claire Lee']",7,"[ 1.          0.          0.         ... -0.16099592  0.87451142
  0.7013644 ]"
9,9,North Korean envoy gets tour of Chinese herbal medicine,"North Korean Ambassador to China Ji Jae-ryong took a rare tour of Chinese herbal medicine and traditional medical treatment at China's southern resort city of Sanya, according to the city government on Tuesday.The tour took place last Friday at Chinese Medicine Hospital of Sanya, the Chinese city said in an article posted on its official website. Reports of public activities by the North Korean envoy are incredibly r...","North Korean Ambassador to China Ji Jae-ryong took a rare tour of Chinese herbal medicine and traditional medical treatment at China's southern resort city of Sanya, according to the city government on Tuesday.The tour took place last Friday at Chinese Medicine Hospital of Sanya, the Chinese city said in an article posted on its official website. Reports of public activities by the North Korean envoy are incredibly rare. A photo taken by the hospital shows Ji and his wife posing for the camera with hospital staff. Another photo shows Ji taking his blood pressure. After receiving some treatment, Ji told hospital staff that the treatment was ""very good,"" according to the article. The tour was aimed at promoting the traditional Chinese medical service for foreigners, the article said. (Yonhap)","last friday at chinese medicine ,friday at chinese medicine hospital ,friday at chinese medicine ,government on tuesday the tour ,tour of chinese herbal medicine","['north korean', 'China', 'Ji Jae - ryong', 'chinese', 'China', 'Sanya', 'Chinese Medicine Hospital', 'Sanya', 'chinese', 'north korean', 'Ji', 'Ji', 'Ji', 'chinese']",17,"[ 0.          3.          0.         ... -0.45409775  0.48253095
  0.29506287]"
