,Unnamed: 0,title,description,body,keyword,ne,cluster,vector
0,0,Assembly ends with little achieved,"The National Assembly held its last general assembly Thursday morning to pass some 210 pending bills, but only without disputed labor and economic bills. The revised election bill to redraw electoral districts, also remained up in the air.Parliamentary Speaker Chung Ui-hwa, who had refused to push ahead with the bill on his own authority, said that he would submit his version for review to the National Election Commi...","The National Assembly held its last general assembly Thursday morning to pass some 210 pending bills, but only without disputed labor and economic bills. The revised election bill to redraw electoral districts, also remained up in the air.Parliamentary Speaker Chung Ui-hwa, who had refused to push ahead with the bill on his own authority, said that he would submit his version for review to the National Election Commission at midnight.“There will be a legislative emergency situation starting from midnight, when the current constituency system loses its binding power,” Chung told reporters on Thursday morning.His plan will involve keeping the number of regional parliamentary seats at the current 246 and that of proportional representatives at 54.Chung’s bill is expected to undergo a review by the commission, which will then resubmit it to the Assembly for endorsement by Jan. 8. National Assembly on Dec. 31. YonhapIn a New Year address, President Park Geun-hye reiterated her calls for the swift passage of pending bills.“I will complete the three-year economic innovation plan and also achieve reforms in the public sector, finance, education and labor,” Park said.The president had repeatedly underlined that the pending bills were crucial to improve the nation’s economy, create jobs and promote public safety.While the government and the ruling party continued to call for the passage of what they referred to as the people’s welfare bills, the opposition camp vowed to block them, which they saw as aggravating inequality and job insecurity.“The Minjoo Party is the only party that may suggest an alternative to the working class,” Minjoo Party leader Rep. Moon Jae-in said in his New Year’s address.His Saenuri counterpart, meanwhile blasted the main opposition for holding back the economic and labor reform bills.“The opposition party will face the people’s judgment in the general election for blocking the nation’s economic improvement,” said Saenuri leader Kim Moo-sung at the Supreme Council meeting.By Bae Hyun-jung (tellme@heraldcorp.com)","last general assembly thursday morning ,its last general assembly thursday ,last general assembly thursday ,thursday morning his plan ,national election commission at midnight","['the National Assembly', 'Chung Ui - hwa', 'the National Election Commission', 'Chung', 'Assembly', 'National Assembly', 'Park Geun', 'Park', '“the Minjoo Party', 'Minjoo Party', 'Moon Jae - in', 'Saenuri', 'Saenuri', 'Kim Moo - sing', 'Supreme Council', 'Bae Hyun - jung']",2,"[ 1.          1.          1.         ... -0.37843752  0.41125658
  0.506257  ]"
1,1,Watchdog issues ultimatum on constituency remapping,"As the rival parties remained deadlocked over redrawing the electoral districts with two days remaining for the legal deadline, the nation’s election watchdog said Wednesday it would offer a grace period, allowing preliminary candidates to continue their campaigns for a while to minimize disruption.It also pledged to step in and take the matter in its own hands, should political parties fail to reach an agreement du...","As the rival parties remained deadlocked over redrawing the electoral districts with two days remaining for the legal deadline, the nation’s election watchdog said Wednesday it would offer a grace period, allowing preliminary candidates to continue their campaigns for a while to minimize disruption.It also pledged to step in and take the matter in its own hands, should political parties fail to reach an agreement during the extra period.“We urge the National Assembly to fix the new constituencies by Jan. 8, which is the last day of the provisional parliamentary session,” the National Election Commission said in a statement Wednesday.“Should this fail to happen, we will be forced to exercise our authority as the election supervisor and come up with an effective solution (without waiting for a bipartisan agreement).”In 2014, the Constitutional Court ordered a revision of the election law, demanding that the population disparity between the largest and the smallest constituencies be reduced to 2-to-1 from 3-to-1.The original legislative deadline was midnight, Dec. 31. In a struggle to meet this schedule, the leadership of the ruling Saenuri Party and the main opposition The Minjoo Party of Korea had met on Sunday for a dead-end negotiation but in vain.Accordingly, the current constituency demarcation will lose legal effect, starting from Jan. 1. The NEC will also stop taking applications for candidate registration until a new electoral map is confirmed and effectuated.Preliminary candidates who have made their registration by Wednesday, however, will be temporarily allowed to carry on with their campaigns, according to the commission.The most plausible scenario is that Assembly Speaker Rep. Chung Ui-hwa will authorize his power and submit a compromise draft to the constituency committee.Despite growing pressure from the ruling party and the presidential office, Chung has consistently refused to push ahead with the bill, urging for bipartisan agreement until the last minute.Chung’s draft is likely to conform to the current system, allocating 246 seats to local constituencies and 54 to proportional representatives.But there is still a chance that parties may reach a last-minute agreement on 253 regional seats and 47 proportional seats, in an effort to maximize the number of local candidates within the house.Meanwhile, it is the preliminary candidates of the opposition camp who are expected to face additional difficulties as they must now apply the party’s new name in their campaign materials.The main opposition party on Monday changed its title to the Minjoo Party of Korea, replacing New Politics Alliance for Democracy as part of a rebranding effort following scores of defections by key party members this month.By Bae Hyun-jung (tellme@heraldcorp.com)","sunday for dead end negotiation ,nation election watchdog said wednesday ,legislative deadline was midnight dec ,deadlocked over redrawing the electoral ,election watchdog said wednesday","['the National Assembly', 'the National Election Commission', 'the Constitutional Court', 'Saenuri Party', 'the Minjoo Party', 'Korea', 'NEC', 'Assembly', 'Chung Ui - hwa', 'Chung', 'Chung ’s', 'the Minjoo Party', 'Korea', 'New Politics Alliance for Democracy', 'Bae Hyun - jung']",0,"[ 1.          1.          1.         ... -0.60514134  0.42441112
  0.67747051]"
2,2,Man arrested after taking hostage at opposition party chief's office,"An armed man was arrested after staging a hostage situation at the local office of the main opposition party chief Wednesday, police said. The 55-year-old man, identified only by his surname Chung, stormed into the office of Moon Jae-in of the Minjoo Party of Korea -- formerly the New Politics Alliance for Democracy -- in the country's second-largest city of Busan, with a weapon at around 9:10 a.m.Moon was not at the...","An armed man was arrested after staging a hostage situation at the local office of the main opposition party chief Wednesday, police said. The 55-year-old man, identified only by his surname Chung, stormed into the office of Moon Jae-in of the Minjoo Party of Korea -- formerly the New Politics Alliance for Democracy -- in the country's second-largest city of Busan, with a weapon at around 9:10 a.m.Moon was not at the local office as he was in Seoul to participate in a memorial ceremony of a former lawmaker.Chung claimed to be a younger brother of a renowned documentary writer, according to police.After bounding one of Moon's aides with tape, the offender poured paint thinner on the floor of the office and threw a fire extinguisher out a window.He demanded that Moon be arrested, but his exact motive is still being investigated.The one-hour long hostage situation ended without any casualties, as the offender turned himself in to the police outside the building. ""Everything is done now. I will tell everything at the police station and prosecutors' office,"" he said. Police said they will investigate the details of the incident, including the reason he committed the crime. (Yonhap)","arrested after staging hostage situation ,opposition party chief wednesday police ,hour long hostage situation ended ,was arrested after staging hostage ,arrested after staging hostage","['Chung', 'Moon Jae - in', 'the Minjoo Party', 'Korea', 'the New Politics Alliance for Democracy', 'Busan', 'Moon', 'Seoul', 'Chung', 'Moon', 'Moon']",16,"[ 0.          0.          0.         ... -0.60384208 -0.05890429
  0.24243408]"
3,3,Election candidates to be temporarily allowed to electioneer,"The country's election watchdog said Wednesday that it will temporarily allow candidates for next year's general elections to electioneer even if constituencies are not redrawn.Rival parties have failed to fully agree on redrawing the electoral constituency map for next April's general elections. The current electoral map becomes invalid at the end of the year. ""There is no choice but to temporarily stop cracking dow...","The country's election watchdog said Wednesday that it will temporarily allow candidates for next year's general elections to electioneer even if constituencies are not redrawn.Rival parties have failed to fully agree on redrawing the electoral constituency map for next April's general elections. The current electoral map becomes invalid at the end of the year. ""There is no choice but to temporarily stop cracking down on election campaigning by candidates who will have finished registration by the end of this year,"" the National Election Commission said in a press release.The NEC also said that if the rival parties fail to make the final decision by Jan. 8, it has no choice but to hold a meeting in early January to come up with countermeasures.The rival parties are required to redraw electoral districts as the Constitutional Court ruled last year that the current electoral map was unconstitutional, citing unequal representation.The court said that the population differences between electoral districts should be reduced to two-to-one, noting the most populous electoral districts outweigh the least populous three seats to one.On Thursday, rival parties held their seventh negotiation on the issue this month but once again failed to redraw the map. The deal breaker was the parties' differences on how to elect proportional representatives, with the ruling party pushing for a reduction in the number of proportional representation seats. (Yonhap)","for next april general elections ,country election watchdog said wednesday ,for next year general elections ,cracking down on election campaigning ,election watchdog said wednesday that","['the National Election Commission', 'NEC', 'the Constitutional Court']",0,"[ 0.          0.          1.         ... -0.5705325   0.81051576
  0.92041427]"
4,4,Senior gov't officials to visit 'comfort women',"South Korea's No. 2 diplomats will pay a visit to victims of Japan's wartime sexual slavery Tuesday to discuss a landmark agreement aimed at ending the two countries' dispute over the crime, the Foreign Ministry said.South Korea and Japan reached a breakthrough deal Monday, which centers on Tokyo's admission of responsibility for the atrocity and plans to pay reparations to the victims.First Vice Foreign Minister Lim...","South Korea's No. 2 diplomats will pay a visit to victims of Japan's wartime sexual slavery Tuesday to discuss a landmark agreement aimed at ending the two countries' dispute over the crime, the Foreign Ministry said.South Korea and Japan reached a breakthrough deal Monday, which centers on Tokyo's admission of responsibility for the atrocity and plans to pay reparations to the victims.First Vice Foreign Minister Lim Sung-nam and Second Vice Foreign Minister Cho Tae-yul plan to meet with the victims at two separate shelters for the elderly women, one in Seoul and the other in Gyeonggi Province, the ministry said.The meetings could help the government win the victims' support for the deal amid criticism it fails to fully address their grievances. Historians estimate that more than 200,000 women, mostly from Korea, were forced to work in front-line brothels for Japanese soldiers during World War II. Korea was under Japanese colonial rule from 1910 to 1945. The victims are euphemistically called ""comfort women."" (Yonhap)","sexual slavery tuesday to discuss ,slavery tuesday to discuss landmark ,japan wartime sexual slavery tuesday ,slavery tuesday to discuss ,wartime sexual slavery tuesday","[""South Korea 's"", 'Japan', 'the Foreign Ministry', 'South Korea', 'Japan', 'Tokyo', 'Lim Sung - nam', 'Cho Tae - yul', 'Seoul', 'Gyeonggi Province', 'Korea', 'japanese', 'Korea', 'japanese']",2,"[ 0.          0.          0.         ... -0.1613192   0.24499525
  0.30531833]"
5,5,Maestro Chung's wife booked on defamation charges,"The wife of maestro Chung Myung-whun has been booked on defamation charges in a case that led to the resignation of the head of the Seoul Philharmonic Orchestra, police said Sunday.  Chung's wife, 67, identified by her family name Koo, is suspected of ordering Chung's secretary to write and spread an anonymous letter that Park Hyun-jung, then the chief of the Seoul Philharmonic Orchestra, sexually and verbally hara...","The wife of maestro Chung Myung-whun has been booked on defamation charges in a case that led to the resignation of the head of the Seoul Philharmonic Orchestra, police said Sunday.  Chung's wife, 67, identified by her family name Koo, is suspected of ordering Chung's secretary to write and spread an anonymous letter that Park Hyun-jung, then the chief of the Seoul Philharmonic Orchestra, sexually and verbally harassed orchestra members, police said.  Last December, 10 members of the Seoul Philharmonic Orchestra filed a complaint with police against Park over alleged sexual harassment and verbal abuse.  Park quit her job in late December last year. But in August, she was cleared of the charges due to lack of evidence.  Last month, the 10 members of the Seoul Philharmonic Orchestra and Chung's secretary were booked on defamation charges against Park.  Police said they hope that Chung's wife will turn herself in to police for questioning.  Chung's wife is believed to have been staying in a foreign country since December last year.  Repeated calls to Chung's office seeking comment went unanswered on Sunday.  Meanwhile, the board of the Seoul Philharmonic Orchestra plans to hold a meeting on Monday to decide whether or not to extend its contract with Chung as the orchestra's music director by one more year. (Yonhap)","philharmonic orchestra police said sunday ,police for questioning chung wife ,verbally harassed orchestra members police ,harassed orchestra members police said ,park over alleged sexual harassment","['Chung Myung - whun', 'the Seoul Philharmonic Orchestra', 'Chung', 'Koo', 'Chung', 'Park Hyun - jung', 'the Seoul Philharmonic Orchestra', 'the Seoul Philharmonic Orchestra', 'Park', 'the Seoul Philharmonic Orchestra', 'Chung', 'Park', 'Chung', 'Chung', 'Chung', 'the Seoul Philharmonic Orchestra', 'Chung']",9,[0.         0.         0.         ... 0.10265826 0.17714477 0.0590005 ]
6,6,Rival parties again fail to agree on electoral map,"Rival parties once again failed Thursday to agree on redrawing electoral districts for next year's general elections.Ruling Saenuri Party Chairman Kim Moo-sung, main opposition New Politics Alliance for Democracy Chairman Moon Jae-in and the parties' floor leaders sat together over the demarcation of constituencies earlier in the day, but the meeting fell through without an outcome, according to party officials. It ...","Rival parties once again failed Thursday to agree on redrawing electoral districts for next year's general elections.Ruling Saenuri Party Chairman Kim Moo-sung, main opposition New Politics Alliance for Democracy Chairman Moon Jae-in and the parties' floor leaders sat together over the demarcation of constituencies earlier in the day, but the meeting fell through without an outcome, according to party officials. It was their seventh negotiation held on the issue this month as the parties gear up for next year's parliamentary elections set for April 13. Delay in the negotiations could deal a blow to parties' candidate register and election campaign as the current electoral map becomes invalid at the end of the year. The party leaders will resume their negotiations on Sunday, according to the officials.The deal breaker was the parties' differences on how to elect proportional representatives, with the ruling party pushing for a reduction in the number of proportional representation seats. A revision to push down the minimum voter age to 18 from the current 19 was also discussed, but Kim rejected it, citing concerns of politicization of high-school students. (Yonhap)","parties once again failed thursday ,for next year parliamentary elections ,thursday to agree on redrawing ,failed thursday to agree on ,parliamentary elections set for april","['Saenuri Party', 'Kim Moo - sing', 'New Politics Alliance for Democracy', 'Moon Jae - in', 'Kim']",0,"[ 0.          0.          0.         ... -0.87275678  0.36332807
  0.37681568]"
7,7,Dispute rises over child care budget in South Korea,"The Education Ministry on Thursday threatened to file a lawsuit against municipal education offices that have been refusing to allocate their budget on next year’s child care allowance for children aged 3-5 with the claim that the central government must fully finance the program.　Backing the ministry’s stance, Choo Kyung-ho, head of the Office for Government Policy Coordination, also announced that the central go...","The Education Ministry on Thursday threatened to file a lawsuit against municipal education offices that have been refusing to allocate their budget on next year’s child care allowance for children aged 3-5 with the claim that the central government must fully finance the program.Backing the ministry’s stance, Choo Kyung-ho, head of the Office for Government Policy Coordination, also announced that the central government would take “every possible disciplinary measure” -- be it legal, administrative or financial -- to pressure the offices should they continuously refuse to cooperate. “All education superintendents are legally obligated to finance the free child care program,” said Lee Young, vice minister of education, during a press conference on Thursday, strongly urging the education offices to finance the budget as soon as possible.  Korean children celebrate Christmas Eve at a kindergarten in Seoul on Saturday. Yonhap“We are not going to tolerate them shifting their responsibility on the central government by using innocent parents as their hostage.”Among the 17 education offices nationwide, only 10 of them have set aside a budget for the “Nuri” subsidy program, which gives allowance that fully covers kindergarten and day care tuition fees for all children aged 3-5, albeit only for the first two months of 2016. Among the remaining seven, Sejong City and Gangwon and North Jeolla provinces have partially funded the programs by allocating their budget for children who will be attending kindergartens, but not those at day care centers. Four municipal education offices -- Seoul, Gwangju, and Gyeonggi and South Jeolla provinces -- have not set aside a budget for the program, meaning parents who live in those regions must start paying for their children’s kindergarten or day care costs starting January. According to the regional education offices, the Nuri program requires some 2.1 trillion won ($1.9 billion) to implement nationwide next year. The central government recently allocated 300 billion won to support the municipal offices to finance the program, but the education superintendents have stressed that they are still 1.8 trillion won short of making the allowance program possible for 2016.Just a day before the press conference, a group of education superintendents, including the Seoul education chief Cho Hi-yeon, gathered to express their frustration, publicly requesting President Park Geun-hye to meet with them in person to discuss the matter. Jang Huy-gook, superintendent of the Gwangju Metropolitan Office of Education, who also represents all education chiefs nationwide, argued that day care centers are child care institutions, not educational institutions, and therefore regional education offices are only responsible for supporting kindergarten costs.“We have repeatedly told the central government that we are at least willing to finance the budget that is required for children who will be sent to kindergarten,” said Jang on Wednesday at the gathering in Seoul. “But day care centers are being regulated by the Ministry of Welfare, not the Ministry of Education. We believe that day care centers are child care institutions, not educational institutions. Therefore we think it’s reasonable for the central government, precisely the Welfare Ministry, to finance the Nuri allowance for parents who send their kids to day care centers, while we finance the program for those who send their children to kindergarten. It’s absurd for the central government to ask us to finance 1.8 trillion won while they’ve only given us 300 billion won.”The Education Ministry is not the only central government agency who is preparing a legal battle against municipal agencies. The Welfare Ministry also announced Wednesday that it would file a lawsuit against the governments of Seoul and Seongnam City, Gyeonggi Province, claiming the regional governments went against the law by setting aside a budget for special allowance program -- a monthly subsidy of 500,000 won -- for young unemployed Koreans without “consulting” the central government.Along with the Education Ministry, the Welfare Ministry also created controversy over its own child care subsidy program for infants aged 0-2 earlier this year. In September, it announced that it will charge households with full-time stay-at-home mothers for the currently free day care service should they utilize it for more than seven hours daily starting July next year. The revision, which the ministry claimed was “to better support double-income households,” was criticized by critics who called it misogynistic and discriminatory. By Claire Lee (dyc@hearldcorp.com)","thursday threatened to file lawsuit ,education ministry on thursday threatened ,file lawsuit against municipal education ,welfare ministry also announced wednesday ,preparing legal battle against municipal","['the Education Ministry', 'Choo Kyung - ho', 'the Office for Government Policy Coordination', 'Lee Young', 'korean', 'Seoul', 'Yonhap“We', 'Sejong City', 'Gangwon', 'North Jeolla', 'Seoul , Gwangju', 'Gyeonggi', 'South Jeolla', 'Nuri', 'Seoul', 'Cho Hi - yeon', 'Park Geun', 'the Gwangju Metropolitan Office of Education', 'Seoul', 'the Ministry of Welfare', 'the Ministry of Education', 'the Welfare Ministry', 'Nuri', 'Education Ministry', 'the Welfare Ministry', 'Seoul', 'Seongnam City', 'Gyeonggi Province', 'Koreans', 'the Education Ministry', 'the Welfare Ministry', 'Claire Lee', 'dyc@hearldcorp.com']",18,"[ 0.          0.          0.         ... -0.33066705  0.31669539
  0.14934501]"
8,8,Top court confirms conviction of ruling party lawmaker,"The nation's top court on Thursday upheld a six-month jail term for a ruling party lawmaker convicted of receiving illegal political funds, a verdict that stripped him of his seat.The Supreme Court handed down the decision on Park Sang-eun of the ruling Saenuri Party. Still, the prison term was suspended for one year, meaning that Park would not have to serve prison time if he stayed out of trouble during that period...","The nation's top court on Thursday upheld a six-month jail term for a ruling party lawmaker convicted of receiving illegal political funds, a verdict that stripped him of his seat.The Supreme Court handed down the decision on Park Sang-eun of the ruling Saenuri Party. Still, the prison term was suspended for one year, meaning that Park would not have to serve prison time if he stayed out of trouble during that period.It is the latest in a string of bribery convictions involving lawmakers in recent weeks.Park was convicted of taking some 80 million won ($67,000) from a local feed manufacturing company, a shipping association and the Institute of Korean Studies from August 2007 to July 2012.The court also ordered the 66-year-old lawmaker to forfeit 80 million won.Park was stripped of his parliamentary seat, lowering the number of seats held by the ruling party in the 293-member parliament to 156.Last month, three other lawmakers -- two from the ruling party and one from the main opposition New Politics Alliance for Democracy -- also lost their parliamentary seats for separate bribery convictions. (Yonhap)","lawmaker convicted of receiving illegal ,thursday upheld six month jail ,lawmaker to forfeit 80 million ,year old lawmaker to forfeit ,ruling party lawmaker convicted","['the Supreme Court', 'Saenuri Party', 'the Institute of Korean Studies', 'New Politics Alliance for Democracy']",14,"[ 0.          0.          0.         ... -0.30629829  0.0800344
  0.24964361]"
9,9,Petition against Japan normalization treaty dismissed,The Constitutional Court refused Wednesday to review a petition by a Korean woman who challenged the constitutionality of a 1965 treaty to normalize ties between Seoul and Tokyo on the grounds that the treaty limited individual rights to seek compensation for colonial-era forced labor. The Constitutional Court delivers a ruling over the constitutionality of a 1965 treaty to normalize relations between Seoul and Tokyo...,"The Constitutional Court refused Wednesday to review a petition by a Korean woman who challenged the constitutionality of a 1965 treaty to normalize ties between Seoul and Tokyo on the grounds that the treaty limited individual rights to seek compensation for colonial-era forced labor. The Constitutional Court delivers a ruling over the constitutionality of a 1965 treaty to normalize relations between Seoul and Tokyo on Wednesday. (Yonhap)Under the treaty, Tokyo offered Seoul $5 million in free grants and loans, and has thus argued that “all compensation issues” were settled with the treaty. This has triggered a series of lawsuits from individual victims and their families demanding separate reparations.Lee Yun-jae, the daughter of Lee Hwa-seop, mobilized by Japan for forced work in China in 1942, filed the petition in 2009, arguing that her family was not adequately compensated for her late father’s unpaid wages due in part to the treaty.Lee argued that a government panel established under a local act to support the victims failed to reflect the current value of the Japanese currency when calculating the compensation in 2008. She filed an administrative lawsuit to cancel the panel’s decision to offer Lee’s family 11.65 million won ($9,900) and applied for a constitutional petition against both the 1965 treaty and the local act to support the victims and their families.But the Constitutional Court refused to judge on the constitutionality of the treaty that it said would not affect the administrative legal case, and said that the local act was constitutional. It said that the calculation at the time, which reflected the rise in consumer prices, was based on “reasonable” standards.However, three of the nine judges voted against the local law, saying the government panel’s calculation of Lee’s unpaid wages did not correctly reflect the currency’s current value as it failed to take into account the economic growth rate.The court ruling drew keen attention as it could influence bilateral relations between Seoul and Tokyo amid ongoing negotiations over the issue of Japan’s wartime sexual enslavement of Korean women.Tokyo has long argued that all legal compensation issues were settled under the 1965 treaty based on Article 2 that stipulates that the problem concerning property, rights and interests of Korea, Japan and their nationals had been settled “completely and finally.”But Seoul has claimed that the humanitarian issue involving former sex slaves was not on the agenda during the treaty negotiations, and that the sex slave issue should be handled separately.The Supreme Court rendered in 2012 that it is hard to conclude that the individual victims’ rights to claim compensation were removed due to the normalization treaty.Despite the 2012 ruling, Japanese firms that are engaged in lawsuits involving Korean victims of forced labor have refused to compensate the plaintiffs. By Song Sang-ho (sshluck@heraldcorp.com)","enslavement of korean women tokyo ,review petition by korean woman ,the constitutional court refused wednesday ,sexual enslavement of korean women ,enslavement of korean women","['the Constitutional Court', 'korean', 'Seoul', 'Tokyo', 'the Constitutional Court', 'Seoul', 'Tokyo', 'Tokyo', 'Seoul', 'Lee Yun - jae', 'Lee Hwa - seop', 'Japan', 'China', 'Lee', 'japanese', 'Lee', 'the Constitutional Court', 'Lee ’s', 'Seoul', 'Tokyo', 'Japan', 'korean', 'Tokyo', 'Korea', 'Japan', 'Seoul', 'the Supreme Court', 'japanese', 'korean', 'Song Sang - ho']",9,"[ 0.          0.          0.         ... -0.34281185  0.1795436
  0.28554392]"
