,Unnamed: 0,title,description,body,keyword,ne,cluster,vector,author,section,month,year,keyword_e,ne_e,cluster_e,vecctor_e
0,0,Ewha hospital opens organ transplant center,Ewha Womans University Medical Center said Wednesday it had opened the Organ Transplantation Center to provide a wide range of services for patients who need organ transplants. One of the nation’s leading medical institutes said that the specialized center in southwestern Seoul was part of the EUMC’s efforts to sharpen its competitiveness in organ transplants -- one of its key fields of expertise -- before unveilin...,"Ewha Womans University Medical Center said Wednesday it had opened the Organ Transplantation Center to provide a wide range of services for patients who need organ transplants. One of the nation’s leading medical institutes said that the specialized center in southwestern Seoul was part of the EUMC’s efforts to sharpen its competitiveness in organ transplants -- one of its key fields of expertise -- before unveiling its second hospital in Seoul in 2018.Headed by director and surgeon Jung Gu-yong, the Organ Transplantation Center has expanded medical staff specializing in carrying out heart and lung transplants.Jung stressed the need for a “comprehensive” system to manage various organ transplants to accumulate expertise and know-how in the transplant sector. “We plan to focus on expanding our medical services into heart (and) lung transplants based on our know-how in kidney and liver transplants,” Jung said. “It is important to successfully conduct an organ transplant surgery through intensive care. But it is also important to make the surgery successful in the long term by closely checking on the state of patients’ health through immune system modulation and nutritive controls,” he said. “We will make the utmost efforts to provide top quality medical services for patients waiting for organ transplants.”Founded in 1887 by an American missionary as the nation’s first women-only hospital, it has run several specialized centers, including the Cancer Center for Women, known for its contribution to treating breast, ovarian and other cancers affecting women.By Ock Hyun-ju(laeticia.ock@heraldcorp.com)","hospital opens organ transplant ,competitiveness in organ transplants ,opens organ transplant center ,opens organ transplant ,opened the organ transplantation","['Ewha Womans University Medical Center', 'the Organ Transplantation Center', 'Seoul', 'the EUMC ’s']",2,"[ 1.          1.          1.         ... -0.3123897   0.29752705
  0.2947624 ]",윤민식,Social affairs,12,2015,"hospital in seoul in 2018 ,organ transplant surgery through intensive ,before unveiling its second hospital ,its second hospital in seoul ,waiting for organ transplants founded","['Ewha Womans University Medical Center', 'the Organ Transplantation Center', 'Seoul', 'the EUMC ’s', 'Seoul', 'Jung Gu - yong', 'the Organ Transplantation Center', 'Jung', 'Jung', 'american', 'the Cancer Center for Women']",1,"[ 1.          1.          1.         ... -0.3123897   0.29752705
  0.2947624 ]"
1,1,Korea to hike security budget for diplomatic missions in 2016,"South Korea will sharply increase the budget allocated to beefing up security at its diplomatic missions in 2016, in the face of mounting threats to its diplomats and facilities, the government said Wednesday.According to the finance ministry, 26.5 billion won ($22.6 million) will be set aside in the new year, up more than 50 percent from 17.6 billion won earmarked for 2015.The move follows a terrorist attack against...","South Korea will sharply increase the budget allocated to beefing up security at its diplomatic missions in 2016, in the face of mounting threats to its diplomats and facilities, the government said Wednesday.According to the finance ministry, 26.5 billion won ($22.6 million) will be set aside in the new year, up more than 50 percent from 17.6 billion won earmarked for 2015.The move follows a terrorist attack against its embassy in Libya in April that left two local security personnel dead. Its embassy in Nepal was damaged in the same month following a massive earthquake in the Himalayan country.The ministry said there is a need to increase security as the threat of ISIL and other terrorist organizations is on the rise, requiring additional precautions to be taken.The extra money will go to the hiring of more security guards, armored vehicles for embassy staff and the relocation of the South Korean Embassy in Iraq to the so-called safe Green Zone within Baghdad.  In addition, more money will allow the hiring of 22 new assistants to support counselor services for Korean nationals abroad.The ministry said that 1.3 billion won has been reserved to charter passenger jets in the event that people have to be evacuated from trouble spots quickly, with a further 150 million won to be used to get security-related consulting. (Yonhap)","sharply increase the budget ,2016 south korea will ,korea will sharply increase ,billion won 22 million ,17 billion won earmarked",['South Korea'],2,"[ 0.          0.          0.         ... -0.31431982  0.43938473
  0.10717467]",KH디지털2,Politics,12,2015,"2015 the move follows terrorist ,month following massive earthquake ,south korea will sharply increase ,month following massive earthquake in ,26 billion won 22 million","['South Korea', 'Libya', 'Nepal', 'himalayan', 'ISIL', 'the south Korean Embassy', 'Iraq', 'Green Zone', 'Baghdad', 'korean']",14,"[ 0.          0.          0.         ... -0.31431982  0.43938473
  0.10717467]"
2,2,Health Ministry to invest W52.5b in infectious disease research,"Following a number of public health disasters this year, including the Middle East respiratory syndrome outbreak, South Korea’s Health Ministry announced Monday that it will invest 52.5 billion won ($45 million) in research studying infectious diseases next year. 　The ministry allocated a total of 532.2 billion won for all of its research and development projects, including research for cancer, chronic diseases and...","Following a number of public health disasters this year, including the Middle East respiratory syndrome outbreak, South Korea’s Health Ministry announced Monday that it will invest 52.5 billion won ($45 million) in research studying infectious diseases next year. The ministry allocated a total of 532.2 billion won for all of its research and development projects, including research for cancer, chronic diseases and infectious diseases. Next year’s budget for the specific cause is 7.6 billion won more than the budget this year.Among all projects, research for prevention, diagnosis and treatment of cancer and chronic diseases will receive 131.1 billion won. Research projects that aim to come up with new medical technologies and businesses will be given 172.3 billion won. For research projects for infectious diseases such as MERS, the ministry set aside 52.5 billion won. The government is also to invest 85.4 billion won in building research-focused hospitals.The Health Ministry and its affiliate the Korea Centers for Disease Control and Prevention have received much public criticism this year for their handling of a number of public health disasters, including the MERS outbreak, which had 186 confirmed cases and claimed 38 lives here.The outbreak dramatically affected everyday lives of Koreans and the economy, while the country’s overall health care system and hospital culture were questioned. In October, a total of 55 graduate students at Konkuk University collectively developed pneumonia after working at three laboratories in the College of Animal Bioscience and Technology building. It was later revealed the infected students had been exposed to Saccharopolyspora rectivirgula, a bacteria that causes hypersensitivity pneumonitis, an inflammation of the alveoli within the lung triggered by inhaled dust.In September, it was revealed that some 120 infants were exposed to tuberculosis while staying at a postpartum center in Seoul from June 4 to Aug. 18, after one of the nurses had been diagnosed with the disease, but came to work regardless. To better handle infectious diseases in the future, the Health Ministry earlier this year announced that all general hospitals with 300 or more patient beds in Korea would be required to establish negative air pressure rooms to prevent cross-contamination. It also announced plans to hire epidemiologists, who will be the first responders to public health emergencies by investigating disease outbreaks and detecting new microbes.However, the ministry recently revealed that the number of medical professionals who applied for the positions fell short of the number of people needed. The ministry was planning on hiring seven professionals with at least six years of experience as certified physicians as epidemiologists, but less than seven doctors applied for the positions, the ministry said.Critics have pointed out that the particular positions should be regular full-time positions, instead of the current two-year contract posts. And without job security, not many medical professionals would be interested in the positions.Meanwhile, former Health Minister Moon Hyung-pyo, who was replaced by President Park Geun-hye for his inept handling of the MERS outbreak, has been controversially nominated to be the head of the state-run National Pension Service. Moon, a former economist whose expertise was in pension reform, has been openly against the main opposition party New Politics Alliance for Democracy’s plan to increase the retirement income replacement rate to 50 percent from the previous 40 percent. Public Pension for All, a nongovernmental organization, held a rally in front of the National Pension Service building in Seoul, protesting against the Health Ministry’s decision to nominate Moon as the head of the state-run agency on Monday. By Claire Lee (dyc@heraldcorp.com)","45 million in research ,invest 52 billion won ,health ministry announced monday ,will invest 52 billion ,infectious diseases next year","['South Korea ’s', 'Health Ministry']",2,"[ 0.          0.          0.         ... -0.30268192  0.64228594
  0.38207805]",이다영,Social affairs,12,2015,"won 45 million in research ,infectious diseases next year budget ,131 billion won research projects ,45 million in research studying ,million in research studying infectious","['South Korea ’s', 'Health Ministry', 'the Health Ministry', 'the Korea Centers for Disease Control and Prevention', 'Koreans', 'Konkuk University', 'the College of Animal Bioscience', 'Saccharopolyspora', 'Seoul', 'the Health Ministry', 'Korea', 'Health', 'Moon Hyung - pyo', 'Park Geun', 'National Pension Service', 'Moon', 'New Politics Alliance for Democracy ’s', 'public Pension for all', 'the National Pension Service', 'Seoul', 'the Health Ministry ’s', 'Moon', 'Claire Lee']",5,"[ 0.          0.          0.         ... -0.30268192  0.64228594
  0.38207805]"
3,3,Media watchdog restricts foreign language use in TV ads,"South Korea’s state-appointed media monitoring agency said Sunday that it has set out specific guidelines to restrict the use of foreign languages in TV commercials.　According to the guidelines for the nation’s broadcasters by the Korea Communications Standards Commission, TV advertisements are now banned from containing foreign languages or songs for more than 15 seconds -- half of the 30-second time slot. 　The ...","South Korea’s state-appointed media monitoring agency said Sunday that it has set out specific guidelines to restrict the use of foreign languages in TV commercials.According to the guidelines for the nation’s broadcasters by the Korea Communications Standards Commission, TV advertisements are now banned from containing foreign languages or songs for more than 15 seconds -- half of the 30-second time slot. The regulation covers the narrative of product slogans, company names and catchphrases spoken or written in foreign languages. When foreign languages are used, Korean subtitles should be added to offer enough information for local viewers, the agency said. The current broadcasting law states that TV commercials must use a standard language, abide by rules for Korean spelling system and loanword adaptation. It also prohibits unnecessary use of foreign languages. But there has been no specific clause stipulating the time limit for foreign languages in TV ads. “To reflect the growing use of foreign languages in TV commercials and better enforce the law, we specifically set the time limit for foreign language use in TV ads,” the agency said. In February, French cosmetic brand Christian Dior and Japanese clothing brand Uniqlo were cautioned for using all-English narrative of their products -- perfume J’adore and clothes Heattech, respectively -- in their ads that aired on cable-TV channels last year. The KCSC offered recommendations to the companies, addressing the public role of language used on TV. “The society has become more accepting of English and the use of foreign languages reflects the changing social atmosphere. But those who are not familiar with English or having difficulties in reading Korean subtitles can possibly be excluded. And a flood of foreign language use can have an impact on teenagers,” the agency said in its deliberation.According to reports from the National Institute of Korean Language obtained by Jung Jin-hoo of the minor opposition Justice Party, a total of 6,815 TV commercials and programs breached the “correct” language use rule on TV last year. Of them, 31.9 percent were caught after using unnecessary foreign languages, followed by 25. 7 percent having errors in subtitles, 10.9 percent using online words and 10.1 percent using defamatory language. But the guidelines will likely rekindle a long-held debate over the state’s restrictions on commercial freedom of expression. The controversy dates back to 2002 when the then-industry ministry suggested that the media agency allow advertisers to use foreign languages and songs in TV ads to help companies better promote their brands amid globalization. The advertisers’ association campaigned to scrap restrictions on foreign language uses in TV commercials, saying that such a ban stifles freedom of expression and creativity. It also added that the ban discourages multinational companies from promoting their image, fails to live up to global standards and fails to meet consumers’ diversifying tastes.The claims, however, triggered resistance from the Culture Ministry and Korean language advocate groups which voiced concerns over its adverse impact on Korean language and culture.  In a report by the Korea Broadcasting Advertising Corporation published in 2003, the state-run agency claimed that foreign language in TV ads could undermine the development of Korean language, enhance Korean’s perception that foreign languages are more elegant and accelerate westernization of Korean culture, the report said.By Ock Hyun-ju (laeticia.ock@heraldcorp.com)","media watchdog restricts foreign ,advertisements are now banned ,languages in tv commercials ,media watchdog restricts ,tv ads south korea","['South Korea ’s', 'the Korea Communications Standards Commission']",2,"[ 0.          0.          0.         ... -0.78338093  0.17104673
  0.26690528]",옥현주,Social affairs,12,2015,"the ban discourages multinational companies ,total of 815 tv commercials ,tv advertisements are now banned ,difficulties in reading korean subtitles ,of 815 tv commercials","['South Korea ’s', 'the Korea Communications Standards Commission', 'korean', 'korean', 'french', 'Christian Dior', 'japanese', 'Uniqlo', 'Heattech', 'KCSC', 'korean', 'the National Institute of Korean Language', 'Jung Jin - hoo', 'Justice Party', 'the Culture Ministry', 'korean', 'the Korea Broadcasting Advertising Corporation', 'korean', 'Korean ’s', 'korean', 'Ock Hyun - ju']",2,"[ 0.          0.          0.         ... -0.78338093  0.17104673
  0.26690528]"
4,4,Korea's civilian inter-Korean exchanges double this year,"South Korea's civilian exchanges with North Korea more than doubled this year from a year earlier following an inter-Korean deal in August to ease tension, the Unification Ministry said Wednesday.The value of humanitarian aid from local civic groups to North Korea reached 11.2 billion won ($9.55 million) from Jan. 1 to Dec. 17, up 107 percent from a year earlier, according to the ministry handling inter-Korean affair...","South Korea's civilian exchanges with North Korea more than doubled this year from a year earlier following an inter-Korean deal in August to ease tension, the Unification Ministry said Wednesday.The value of humanitarian aid from local civic groups to North Korea reached 11.2 billion won ($9.55 million) from Jan. 1 to Dec. 17, up 107 percent from a year earlier, according to the ministry handling inter-Korean affairs.The two Koreas reached a rare deal on Aug. 25 to defuse military tension and promote civilian inter-Korean exchanges.The Seoul government has imposed punitive sanctions on North Korea banning massive state aid and trade since May 2010 to punish the North for sinking a South Korean warship. But it has encouraged civilians to increase humanitarian assistance to the North.The ministry said that major assistance items include medical goods, powdered milk and saplings.The number of South Koreans visiting the North reached 1,963 during the same period, up 255 percent from the previous year, it said.The tally did not include those who moved in and out of a joint industrial park in the North's border city of Kaesong.The two Koreas held reunions of families separated by the 1950-53 Korean War at Mount Kumgang in the North in late October.Other major events included a joint project to excavate the site of Manwoldae, a Goryeo Dynasty (918-1392) palace in Kaesong, and football games held between the two Koreas' labor groups in October. (Yonhap)","korea more than doubled ,exchanges double this year ,korea reached 11 billion ,than doubled this year ,korean exchanges double this","[""South Korea 's"", 'North Korea', 'inter - korean', 'the Unification Ministry', 'North Korea', 'inter - korean']",2,"[ 0.          0.          0.         ... -0.50663036  0.54702896
 -0.28096825]",KH디지털2,North Korea,12,2015,"north korea more than doubled ,korea more than doubled this ,korea reached 11 billion won ,more than doubled this year ,north korea reached 11 billion","[""South Korea 's"", 'North Korea', 'inter - korean', 'the Unification Ministry', 'North Korea', 'inter - korean', 'Koreas', 'inter - korean', 'Seoul', 'North Korea', 'south korean', 'South Koreans', 'Kaesong', 'Koreas', 'Kaesong', 'Koreas']",0,"[ 0.          0.          0.         ... -0.50663036  0.54702896
 -0.28096825]"
5,5,Refugees from Myanmar arrive in Korea for resettlement,"A total of 22 ethnic Karen refugees from Myanmar arrived in South Korea, officials said Wednesday, becoming the first beneficiaries of Seouls new resettlement program for refugees.The refugees, four different families, had been staying at refugee camps in Thailand to avoid suppression in Myanmar before being allowed to fly to South Korea. The refugees will be provided with F-2 residency visas, Justice Ministry offici...","A total of 22 ethnic Karen refugees from Myanmar arrived in South Korea, officials said Wednesday, becoming the first beneficiaries of Seouls new resettlement program for refugees.The refugees, four different families, had been staying at refugee camps in Thailand to avoid suppression in Myanmar before being allowed to fly to South Korea. The refugees will be provided with F-2 residency visas, Justice Ministry officials said.Education, among other reasons, led them to choose South Korea as their third country, they said.South Korea introduced the refugee program earlier this year to accept up to 30 refugees from Myanmar every year until 2017 on a trial basis. It plans to decide whether to formally keep the refugee program after closely monitoring the situation.The move came five months after South Korea signed a deal with the United Nations High Commissioner for Refugees on the resettlement of refugees staying at foreign refugee camps who are willing to transfer to another country.Currently, South Korea begins screening refugees only after the application is filed in South Korea.South Korea has so far granted refugee status to 531 people out of more than 13,800 asylum seekers since 1994 when South Korea began to accept applications from asylum seekers. (Yonhap)","south korea the refugees ,22 ethnic karen refugees ,karen refugees from myanmar ,of seouls new resettlement ,refugee camps in thailand","['Karen', 'Myanmar', 'South Korea', 'Thailand', 'Myanmar', 'South Korea', 'f-2', 'Justice Ministry']",2,"[ 0.          0.          0.         ... -0.79782337 -0.041058
 -0.3405298 ]",KH디지털2,Social affairs,12,2015,"30 refugees from myanmar every ,south korea begins screening refugees ,refugees from myanmar every year ,30 refugees from myanmar ,to 30 refugees from myanmar","['Karen', 'Myanmar', 'South Korea', 'Thailand', 'Myanmar', 'South Korea', 'f-2', 'Justice Ministry', 'South Korea', 'South Korea', 'Myanmar', 'South Korea', 'the United Nations', 'South Korea', 'South Korea', 'South Korea', 'South Korea']",10,"[ 0.          0.          0.         ... -0.79782337 -0.041058
 -0.3405298 ]"
6,6,Korea's childbirths edge up in Oct.,"The number of childbirths in South Korea rose in October after falling for two straight months, a government report showed Wednesday, a positive development for a country struggling with an aging population.In October, some 36,900 babies were born, up 1.1 percent from the same month last year, according to the report from Statistics Korea.The rebound follows newborn numbers falling 3.6 percent and 3.7 percent in Augu...","The number of childbirths in South Korea rose in October after falling for two straight months, a government report showed Wednesday, a positive development for a country struggling with an aging population.In October, some 36,900 babies were born, up 1.1 percent from the same month last year, according to the report from Statistics Korea.The rebound follows newborn numbers falling 3.6 percent and 3.7 percent in August and September, respectively. South Korea, whose population is expected to peak in 2030, has been trying to push up its birthrate to prevent a decline in the national workforce, which could result in more welfare expenses and damage the country's growth potential. The country has one of the lowest birthrates among the Organization for Economic Cooperation and Development member states.The statistical agency said there were no clear cut reasons for the modest gain.For the first 10 months of 2015, childbirths edged up 0.8 percent vis-a-vis 2014 to about 373,400 babies, according to the report.In 2014, 435,400 babies were born in Asia's fourth-largest economy, down 0.2 percent on-year. The drop also followed a 9.9 percent plunge in the previous year.The latest report also showed about 23,200 couples tied the knot in October, down a sharp 14.4 percent from a year earlier.The number of newlyweds is a good indicator of future childbirths as very few children are born to single-parent families here. The total number of marriages dropped 5.4 percent last year to 305,500, following a 1.3 percent contraction in 2013.For the January-October period, about 243,600 couples got married, down 1.6 percent from the same period last year.The latest findings then showed the number of divorces decreasing 2 percent on-year to about 9,800 in October. In the first 10 months of this year, the number of separations shrank 6.2 percent on-year to about 90,300.The number of deaths, meanwhile, moved up 2.2 percent on-year to some 23,100 during the month. Total deaths in the country hit229,800 as of September this year, an increase of 4 percent from a year earlier.In a separate report, the statistics office said the number of people changing their homes rose 5.9 percent on-year to about 50,000 in November. This number is down slightly from 653,000 in October. (Yonhap)","korea rose in october ,aging population in october ,wednesday positive development for ,some 36 900 babies ,childbirths in south korea","['South Korea', 'Statistics Korea']",2,"[ 0.          0.          0.         ... -0.77439439  0.42863864
 -0.34646499]",KH디지털2,Social affairs,12,2015,"2015 childbirths edged up percent ,months of 2015 childbirths edged ,october some 36 900 babies ,rebound follows newborn numbers falling ,childbirths in south korea rose","['South Korea', 'Statistics Korea', 'South Korea', 'the Organization for Economic Cooperation and Development']",11,"[ 0.          0.          0.         ... -0.77439439  0.42863864
 -0.34646499]"
7,7,Seoul to simplify pollution controls,"The central government will simplify the system for controlling pollution-generating facilities starting from 2017 as part of its efforts to reduce unnecessary procedural issues and lessen the burdens of businesses, officials said Tuesday. For this, the Environment Ministry said it would integrate polution permit systems. Currently, up to 10 types of separate permissions are required to run one pollution-generating f...","The central government will simplify the system for controlling pollution-generating facilities starting from 2017 as part of its efforts to reduce unnecessary procedural issues and lessen the burdens of businesses, officials said Tuesday. For this, the Environment Ministry said it would integrate polution permit systems. Currently, up to 10 types of separate permissions are required to run one pollution-generating facility. The permissions range from air pollution to water quality.The new system will allow companies to submit only one online document for facility approval.“Simplifying the permission system while meticulously running it is the goal of the new rule. (The ministry) will put efforts into helping the environment and economy to coexist by ensuring the environment quality while reducing the businesses’ burden,” said Environment Minister Yoon Sung-kyu. The new move came after industry complaints grew over the complicated approval system that requires several permissions, with up to 73 kinds of paper documents. Organizations that screen the requests also differed depending on types of permission, ranging from the ministry to local-level offices, adding to the industry’s burden. Introduced in 1971, the regulation has been imposed on businesses based on a uniform standard that focuses on limiting the pollution concentration from waste water outlets or factory chimneys, overlooking businesses’ individual characteristics. This has sometimes left loopholes as it allowed some regions to be “legally” over-contaminated as only the pollution concentration levels of water outlets and chimneys were considered. Some areas with few pollution sources, on the other hand, have been overregulated. Considering the technological development and industry transformation, the industry has also voiced the need to adopt more realistic standards. The new rule, enacted Tuesday, will be gradually applied to all pollution facilities from 2017 to 2021. Existing facilities will have to receive the new integrated permit within the next four years. The facilities will be subject to permission reviews every five to eight years, the ministry said. The new scheme is expected to save about 9 billion won ($7.7 million) a year, officials said. Foreign countries have run similar schemes since the 1980s to maximize the effectiveness of the pollution facility control. Germany and the U.K. introduced it in 1980s and the European Union adopted it from the 1990s.The EU countries saved about 200 million euros a year, the EU committee said.In 2006, the OECD recommended for Korea to introduce the integrated pollution control system to raise efficacy. By Lee Hyun-jeong (rene@heraldcorp.com)","seoul to simplify pollution ,businesses officials said tuesday ,to simplify pollution controls ,government will simplify the ,simplify pollution controls",['the Environment Ministry'],2,"[ 0.          0.          0.         ... -0.54842812  0.4186821
 -0.10159688]",이현정,Social affairs,12,2015,"new rule enacted tuesday will ,the new rule enacted tuesday ,businesses officials said tuesday for ,new system will allow companies ,new rule enacted tuesday","['the Environment Ministry', 'Yoon Sung - kyu', 'Germany', 'U.K.', 'the European Union', 'EU', 'EU', 'OECD', 'Korea', 'Lee Hyun - jeong']",2,"[ 0.          0.          0.         ... -0.54842812  0.4186821
 -0.10159688]"
8,8,N.K. to face greater dilemma over its nuke policy in 2016,"North Korea is expected to face a greater dilemma next year over its policy of simultaneously developing nuclear weapons and its economy, a local think tank said Tuesday, noting that it would struggle to find a way out of it through provocative moves such as nuclear and missile tests. The dilemma may further deepen as the North is likely to face a “serious” shortage of food, caused by this year’s severe droughts,...","North Korea is expected to face a greater dilemma next year over its policy of simultaneously developing nuclear weapons and its economy, a local think tank said Tuesday, noting that it would struggle to find a way out of it through provocative moves such as nuclear and missile tests. The dilemma may further deepen as the North is likely to face a “serious” shortage of food, caused by this year’s severe droughts, lack of international aid and sanctions over its nuclear and missile development, according to the 2016 forecast by the Asan Institute for Policy Studies.“As the side effect of the serious droughts, there may be a severe food shortage and a variety of social problems (arising from the crisis),” the institute said in its forecast released to the press on Tuesday. “We cannot rule out an emergency situation such as the second ‘Arduous March’ although the level of the (food) crisis would be lower than what the North went through in the mid-1990s.”The Arduous March refers to a serious famine that struck the communist country in the mid-1990s. The famine, which is thought to have killed some 2 million people, was caused by the North’s international isolation following the collapse of the Soviet Union in 1991, along with bungled economic policies and flooding.Underscoring that the North’s simultaneous pursuit of nuclear armament and economic development are incompatible, the institute noted that Pyongyang would seek a way out of the dilemma the two-pronged policy has posed. One of the possible ways to address the dilemma would be to obtain its nuclear-power status, engage in direct negotiations with the U.S. and restore relations with China, its major patron and traditional ally, the institute said.To secure its nuclear-power status, the North could do something to show off technologies for nuclear fusion or uranium enrichment, which would make it difficult for the current nuclear powers states to reject Pyongyang’s claim about its nuclear armament, the institute said.Touching on the North’s seventh congress of the ruling Workers’ Party slated for next May, the institute said North Korean leader Kim Jong-un is likely to use the event to declare the opening of his era that differentiates from his late father, and his vision to enhance people’s livelihoods.On the issue of the U.S.-China rivalry, the institute said that the two major powers may seek to restrain from clashing with each other, although there are possibilities that they could engage in minor confrontations.In the last year of his presidency, U.S. President Barack Obama is unlikely to put forward a strong foreign policy initiative and may focus on practical issues such as the issue of securing congressional ratification for the Trans-Pacific Partnership, a free trade deal involving 12 Pacific-rim nations, the institute said.China may also refrain from taking confrontational foreign policy moves as it focuses on the domestic economy, it added.By Song Sang-ho (sshluck@heraldcorp.com)","this year severe droughts ,year severe droughts ,greater dilemma next year ,simultaneously developing nuclear weapons ,severe droughts",['North Korea'],2,"[ 0.          0.          0.         ... -0.77119106  0.48109034
 -0.11693423]",송상호,North Korea,12,2015,"march refers to serious famine ,the serious droughts there may ,to serious famine that struck ,serious famine that struck the ,serious famine that struck","['North Korea', 'the Asan Institute for Policy Studies', 'communist', 'North ’s', 'the Soviet Union', 'Pyongyang', 'U.S.', 'China', 'Pyongyang', 'Workers ’ Party', 'north korean', 'Kim Jong - un', 'U.S.', 'Barack Obama', 'the Trans - Pacific Partnership', 'China', 'Song Sang - ho']",8,"[ 0.          0.          0.         ... -0.77119106  0.48109034
 -0.11693423]"
9,9,Park: Korea credit rating may be downgraded if reform fails,"President Park Geun-hye said Tuesday that South Korea's sovereign credit rating may be downgraded if structural reforms falter.Park described global rating agency Moody's recent upgrade of South Korea's sovereign credit rating as ""a message of warning"" that it could be downgraded if Seoul fails to make structural reforms.""We will lose the trust of the international community"" if South Korea fails to deliver innovatio...","President Park Geun-hye said Tuesday that South Korea's sovereign credit rating may be downgraded if structural reforms falter.Park described global rating agency Moody's recent upgrade of South Korea's sovereign credit rating as ""a message of warning"" that it could be downgraded if Seoul fails to make structural reforms.""We will lose the trust of the international community"" if South Korea fails to deliver innovation and reform, Park said in a Cabinet meeting.Three days ago Moody's upgraded South Korea's credit rating to Aa2 from Aa3, the highest-ever rating Asia's fourth-largest economy has received from an international credit rating agency.The Aa2 rating is the third-highest rating given by Moody's, with only six other countries out of the Group of 20 advanced and developing countries currently with that rating, according to an official from the finance ministry.The agency said the key drivers of the upgrade are Moody's expectations that Korea's credit metrics will remain strong and resilient compared to rating peers and that Korea's very high institutional strength will support continued implementation of structural reforms. (Yonhap)","downgraded if seoul fails ,if reform fails president ,reform fails president park ,reform fails president ,downgraded if reform fails","['Park Geun', ""South Korea 's"", ""Moody 's"", ""South Korea 's"", 'Seoul', 'South Korea']",2,"[ 0.          0.          1.         ... -0.34142396  0.23821285
  0.59739798]",KH디지털2,Politics,12,2015,"be downgraded if seoul fails ,said tuesday that south korea ,community if south korea fails ,downgraded if seoul fails ,rating asia fourth largest economy","['Park Geun', ""South Korea 's"", ""Moody 's"", ""South Korea 's"", 'Seoul', 'South Korea', 'Park', 'Cabinet', ""Moody 's"", ""South Korea 's"", ""Moody 's"", 'Group of 20', ""Moody 's"", 'Korea', 'Korea']",2,"[ 0.          0.          1.         ... -0.34142396  0.23821285
  0.59739798]"
