,Unnamed: 0,title,description,body,keyword,ne,cluster,vector
0,0,Media watchdog restricts foreign language use in TV ads,"South Korea’s state-appointed media monitoring agency said Sunday that it has set out specific guidelines to restrict the use of foreign languages in TV commercials.　According to the guidelines for the nation’s broadcasters by the Korea Communications Standards Commission, TV advertisements are now banned from containing foreign languages or songs for more than 15 seconds -- half of the 30-second time slot. 　The ...","South Korea’s state-appointed media monitoring agency said Sunday that it has set out specific guidelines to restrict the use of foreign languages in TV commercials.According to the guidelines for the nation’s broadcasters by the Korea Communications Standards Commission, TV advertisements are now banned from containing foreign languages or songs for more than 15 seconds -- half of the 30-second time slot. The regulation covers the narrative of product slogans, company names and catchphrases spoken or written in foreign languages. When foreign languages are used, Korean subtitles should be added to offer enough information for local viewers, the agency said. The current broadcasting law states that TV commercials must use a standard language, abide by rules for Korean spelling system and loanword adaptation. It also prohibits unnecessary use of foreign languages. But there has been no specific clause stipulating the time limit for foreign languages in TV ads. “To reflect the growing use of foreign languages in TV commercials and better enforce the law, we specifically set the time limit for foreign language use in TV ads,” the agency said. In February, French cosmetic brand Christian Dior and Japanese clothing brand Uniqlo were cautioned for using all-English narrative of their products -- perfume J’adore and clothes Heattech, respectively -- in their ads that aired on cable-TV channels last year. The KCSC offered recommendations to the companies, addressing the public role of language used on TV. “The society has become more accepting of English and the use of foreign languages reflects the changing social atmosphere. But those who are not familiar with English or having difficulties in reading Korean subtitles can possibly be excluded. And a flood of foreign language use can have an impact on teenagers,” the agency said in its deliberation.According to reports from the National Institute of Korean Language obtained by Jung Jin-hoo of the minor opposition Justice Party, a total of 6,815 TV commercials and programs breached the “correct” language use rule on TV last year. Of them, 31.9 percent were caught after using unnecessary foreign languages, followed by 25. 7 percent having errors in subtitles, 10.9 percent using online words and 10.1 percent using defamatory language. But the guidelines will likely rekindle a long-held debate over the state’s restrictions on commercial freedom of expression. The controversy dates back to 2002 when the then-industry ministry suggested that the media agency allow advertisers to use foreign languages and songs in TV ads to help companies better promote their brands amid globalization. The advertisers’ association campaigned to scrap restrictions on foreign language uses in TV commercials, saying that such a ban stifles freedom of expression and creativity. It also added that the ban discourages multinational companies from promoting their image, fails to live up to global standards and fails to meet consumers’ diversifying tastes.The claims, however, triggered resistance from the Culture Ministry and Korean language advocate groups which voiced concerns over its adverse impact on Korean language and culture.  In a report by the Korea Broadcasting Advertising Corporation published in 2003, the state-run agency claimed that foreign language in TV ads could undermine the development of Korean language, enhance Korean’s perception that foreign languages are more elegant and accelerate westernization of Korean culture, the report said.By Ock Hyun-ju (laeticia.ock@heraldcorp.com)","the ban discourages multinational companies ,total of 815 tv commercials ,tv advertisements are now banned ,difficulties in reading korean subtitles ,of 815 tv commercials","['South Korea ’s', 'the Korea Communications Standards Commission', 'korean', 'korean', 'french', 'Christian Dior', 'japanese', 'Uniqlo', 'Heattech', 'KCSC', 'korean', 'the National Institute of Korean Language', 'Jung Jin - hoo', 'Justice Party', 'the Culture Ministry', 'korean', 'the Korea Broadcasting Advertising Corporation', 'korean', 'Korean ’s', 'korean', 'Ock Hyun - ju']",1,"[ 1.          1.          6.         ... -0.18439598  0.30150789
 -0.16601323]"
1,1,Refugees from Myanmar arrive in Korea for resettlement,"A total of 22 ethnic Karen refugees from Myanmar arrived in South Korea, officials said Wednesday, becoming the first beneficiaries of Seouls new resettlement program for refugees.The refugees, four different families, had been staying at refugee camps in Thailand to avoid suppression in Myanmar before being allowed to fly to South Korea. The refugees will be provided with F-2 residency visas, Justice Ministry offici...","A total of 22 ethnic Karen refugees from Myanmar arrived in South Korea, officials said Wednesday, becoming the first beneficiaries of Seouls new resettlement program for refugees.The refugees, four different families, had been staying at refugee camps in Thailand to avoid suppression in Myanmar before being allowed to fly to South Korea. The refugees will be provided with F-2 residency visas, Justice Ministry officials said.Education, among other reasons, led them to choose South Korea as their third country, they said.South Korea introduced the refugee program earlier this year to accept up to 30 refugees from Myanmar every year until 2017 on a trial basis. It plans to decide whether to formally keep the refugee program after closely monitoring the situation.The move came five months after South Korea signed a deal with the United Nations High Commissioner for Refugees on the resettlement of refugees staying at foreign refugee camps who are willing to transfer to another country.Currently, South Korea begins screening refugees only after the application is filed in South Korea.South Korea has so far granted refugee status to 531 people out of more than 13,800 asylum seekers since 1994 when South Korea began to accept applications from asylum seekers. (Yonhap)","30 refugees from myanmar every ,south korea begins screening refugees ,refugees from myanmar every year ,30 refugees from myanmar ,to 30 refugees from myanmar","['Karen', 'Myanmar', 'South Korea', 'Thailand', 'Myanmar', 'South Korea', 'f-2', 'Justice Ministry', 'South Korea', 'South Korea', 'Myanmar', 'South Korea', 'the United Nations', 'South Korea', 'South Korea', 'South Korea', 'South Korea']",14,"[ 0.          0.          0.         ... -0.69574928  0.05822927
 -0.08855402]"
2,2,Korea's childbirths edge up in Oct.,"The number of childbirths in South Korea rose in October after falling for two straight months, a government report showed Wednesday, a positive development for a country struggling with an aging population.In October, some 36,900 babies were born, up 1.1 percent from the same month last year, according to the report from Statistics Korea.The rebound follows newborn numbers falling 3.6 percent and 3.7 percent in Augu...","The number of childbirths in South Korea rose in October after falling for two straight months, a government report showed Wednesday, a positive development for a country struggling with an aging population.In October, some 36,900 babies were born, up 1.1 percent from the same month last year, according to the report from Statistics Korea.The rebound follows newborn numbers falling 3.6 percent and 3.7 percent in August and September, respectively. South Korea, whose population is expected to peak in 2030, has been trying to push up its birthrate to prevent a decline in the national workforce, which could result in more welfare expenses and damage the country's growth potential. The country has one of the lowest birthrates among the Organization for Economic Cooperation and Development member states.The statistical agency said there were no clear cut reasons for the modest gain.For the first 10 months of 2015, childbirths edged up 0.8 percent vis-a-vis 2014 to about 373,400 babies, according to the report.In 2014, 435,400 babies were born in Asia's fourth-largest economy, down 0.2 percent on-year. The drop also followed a 9.9 percent plunge in the previous year.The latest report also showed about 23,200 couples tied the knot in October, down a sharp 14.4 percent from a year earlier.The number of newlyweds is a good indicator of future childbirths as very few children are born to single-parent families here. The total number of marriages dropped 5.4 percent last year to 305,500, following a 1.3 percent contraction in 2013.For the January-October period, about 243,600 couples got married, down 1.6 percent from the same period last year.The latest findings then showed the number of divorces decreasing 2 percent on-year to about 9,800 in October. In the first 10 months of this year, the number of separations shrank 6.2 percent on-year to about 90,300.The number of deaths, meanwhile, moved up 2.2 percent on-year to some 23,100 during the month. Total deaths in the country hit229,800 as of September this year, an increase of 4 percent from a year earlier.In a separate report, the statistics office said the number of people changing their homes rose 5.9 percent on-year to about 50,000 in November. This number is down slightly from 653,000 in October. (Yonhap)","2015 childbirths edged up percent ,months of 2015 childbirths edged ,october some 36 900 babies ,rebound follows newborn numbers falling ,childbirths in south korea rose","['South Korea', 'Statistics Korea', 'South Korea', 'the Organization for Economic Cooperation and Development']",2,"[ 0.          0.          0.         ... -0.48816782  0.66069216
 -0.17539115]"
3,3,Seoul to simplify pollution controls,"The central government will simplify the system for controlling pollution-generating facilities starting from 2017 as part of its efforts to reduce unnecessary procedural issues and lessen the burdens of businesses, officials said Tuesday. For this, the Environment Ministry said it would integrate polution permit systems. Currently, up to 10 types of separate permissions are required to run one pollution-generating f...","The central government will simplify the system for controlling pollution-generating facilities starting from 2017 as part of its efforts to reduce unnecessary procedural issues and lessen the burdens of businesses, officials said Tuesday. For this, the Environment Ministry said it would integrate polution permit systems. Currently, up to 10 types of separate permissions are required to run one pollution-generating facility. The permissions range from air pollution to water quality.The new system will allow companies to submit only one online document for facility approval.“Simplifying the permission system while meticulously running it is the goal of the new rule. (The ministry) will put efforts into helping the environment and economy to coexist by ensuring the environment quality while reducing the businesses’ burden,” said Environment Minister Yoon Sung-kyu. The new move came after industry complaints grew over the complicated approval system that requires several permissions, with up to 73 kinds of paper documents. Organizations that screen the requests also differed depending on types of permission, ranging from the ministry to local-level offices, adding to the industry’s burden. Introduced in 1971, the regulation has been imposed on businesses based on a uniform standard that focuses on limiting the pollution concentration from waste water outlets or factory chimneys, overlooking businesses’ individual characteristics. This has sometimes left loopholes as it allowed some regions to be “legally” over-contaminated as only the pollution concentration levels of water outlets and chimneys were considered. Some areas with few pollution sources, on the other hand, have been overregulated. Considering the technological development and industry transformation, the industry has also voiced the need to adopt more realistic standards. The new rule, enacted Tuesday, will be gradually applied to all pollution facilities from 2017 to 2021. Existing facilities will have to receive the new integrated permit within the next four years. The facilities will be subject to permission reviews every five to eight years, the ministry said. The new scheme is expected to save about 9 billion won ($7.7 million) a year, officials said. Foreign countries have run similar schemes since the 1980s to maximize the effectiveness of the pollution facility control. Germany and the U.K. introduced it in 1980s and the European Union adopted it from the 1990s.The EU countries saved about 200 million euros a year, the EU committee said.In 2006, the OECD recommended for Korea to introduce the integrated pollution control system to raise efficacy. By Lee Hyun-jeong (rene@heraldcorp.com)","new rule enacted tuesday will ,the new rule enacted tuesday ,businesses officials said tuesday for ,new system will allow companies ,new rule enacted tuesday","['the Environment Ministry', 'Yoon Sung - kyu', 'Germany', 'U.K.', 'the European Union', 'EU', 'EU', 'OECD', 'Korea', 'Lee Hyun - jeong']",8,"[ 0.          0.          0.         ... -0.53550529  0.17300461
  0.29831028]"
4,4,N.K. to face greater dilemma over its nuke policy in 2016,"North Korea is expected to face a greater dilemma next year over its policy of simultaneously developing nuclear weapons and its economy, a local think tank said Tuesday, noting that it would struggle to find a way out of it through provocative moves such as nuclear and missile tests. The dilemma may further deepen as the North is likely to face a “serious” shortage of food, caused by this year’s severe droughts,...","North Korea is expected to face a greater dilemma next year over its policy of simultaneously developing nuclear weapons and its economy, a local think tank said Tuesday, noting that it would struggle to find a way out of it through provocative moves such as nuclear and missile tests. The dilemma may further deepen as the North is likely to face a “serious” shortage of food, caused by this year’s severe droughts, lack of international aid and sanctions over its nuclear and missile development, according to the 2016 forecast by the Asan Institute for Policy Studies.“As the side effect of the serious droughts, there may be a severe food shortage and a variety of social problems (arising from the crisis),” the institute said in its forecast released to the press on Tuesday. “We cannot rule out an emergency situation such as the second ‘Arduous March’ although the level of the (food) crisis would be lower than what the North went through in the mid-1990s.”The Arduous March refers to a serious famine that struck the communist country in the mid-1990s. The famine, which is thought to have killed some 2 million people, was caused by the North’s international isolation following the collapse of the Soviet Union in 1991, along with bungled economic policies and flooding.Underscoring that the North’s simultaneous pursuit of nuclear armament and economic development are incompatible, the institute noted that Pyongyang would seek a way out of the dilemma the two-pronged policy has posed. One of the possible ways to address the dilemma would be to obtain its nuclear-power status, engage in direct negotiations with the U.S. and restore relations with China, its major patron and traditional ally, the institute said.To secure its nuclear-power status, the North could do something to show off technologies for nuclear fusion or uranium enrichment, which would make it difficult for the current nuclear powers states to reject Pyongyang’s claim about its nuclear armament, the institute said.Touching on the North’s seventh congress of the ruling Workers’ Party slated for next May, the institute said North Korean leader Kim Jong-un is likely to use the event to declare the opening of his era that differentiates from his late father, and his vision to enhance people’s livelihoods.On the issue of the U.S.-China rivalry, the institute said that the two major powers may seek to restrain from clashing with each other, although there are possibilities that they could engage in minor confrontations.In the last year of his presidency, U.S. President Barack Obama is unlikely to put forward a strong foreign policy initiative and may focus on practical issues such as the issue of securing congressional ratification for the Trans-Pacific Partnership, a free trade deal involving 12 Pacific-rim nations, the institute said.China may also refrain from taking confrontational foreign policy moves as it focuses on the domestic economy, it added.By Song Sang-ho (sshluck@heraldcorp.com)","march refers to serious famine ,the serious droughts there may ,to serious famine that struck ,serious famine that struck the ,serious famine that struck","['North Korea', 'the Asan Institute for Policy Studies', 'communist', 'North ’s', 'the Soviet Union', 'Pyongyang', 'U.S.', 'China', 'Pyongyang', 'Workers ’ Party', 'north korean', 'Kim Jong - un', 'U.S.', 'Barack Obama', 'the Trans - Pacific Partnership', 'China', 'Song Sang - ho']",4,"[ 0.          0.          0.         ... -0.58183432  0.36476722
  0.33682221]"
5,5,Moderate earthquake hits southwestern Korea,"A magnitude-3.5 quake jolted South Korea's southwest on Tuesday, officials said, but there were no immediate reports of damage.The predawn quake hit Iksan, some 250 kilometers south of Seoul, and was also felt in Seoul and the second-largest city of Busan, according to the Gwangju Regional Meteorological Administration.""The house windows shook hard for seven to 10 seconds and I heard banging sounds,"" a 58-year-old re...","A magnitude-3.5 quake jolted South Korea's southwest on Tuesday, officials said, but there were no immediate reports of damage.The predawn quake hit Iksan, some 250 kilometers south of Seoul, and was also felt in Seoul and the second-largest city of Busan, according to the Gwangju Regional Meteorological Administration.""The house windows shook hard for seven to 10 seconds and I heard banging sounds,"" a 58-year-old resident in Iksan told Yonhap News Agency, requesting not to be named.It was the second-strongest quake to hit the Korean Peninsula in 2015 following the 3.7-magnitude one which struck near the southern resort island of Jeju in August, according to the meteorological administration. (Yonhap)","second strongest quake to hit ,magnitude quake jolted south korea ,quake jolted south korea southwest ,was the second strongest quake ,the second strongest quake","[""South Korea 's"", 'Iksan', 'Seoul', 'Seoul', 'Busan', 'the Gwangju Regional Meteorological Administration', 'Iksan', 'Yonhap News Agency', 'Jeju']",4,"[ 0.          0.          0.         ... -0.47367668  0.48080444
 -0.10980985]"
6,6,Majority of suicides in Korea take place outside the home: study,"The majority of suicides in South Korea take place outside the home, which is in stark contrast to other countries where people opt to die at home, an international study showed on Friday.The report, published in the latest issue of the journal Social Psychiatry and Psychiatric Epidemiology and based on data collected from eight countries, showed 70.1 percent of South Koreans took their own lives outside the home. In...","The majority of suicides in South Korea take place outside the home, which is in stark contrast to other countries where people opt to die at home, an international study showed on Friday.The report, published in the latest issue of the journal Social Psychiatry and Psychiatric Epidemiology and based on data collected from eight countries, showed 70.1 percent of South Koreans took their own lives outside the home. In contrast, the study that examined official death certificates in 2008 revealed that less than half of suicides in the United States, Canada, Mexico, France, Belgium, the Czech Republic and New Zealand took place outside the home.Numbers for Mexico were the second highest with 46.3 percent of suicides taking place outside a person's home, while they were the lowest in Belgium where corresponding figures stood at 34.5 percent. In the United States, the rate stood at 41.3 percent.Rhee Yong-joo, a professor of public health at Dongduk Women's University in Seoul who took part in the joint study, said that suicides that take place outside the home tend to be more impulsive, while home suicides are more premeditated.She pointed out that there are usually many obstacles to taking one's life outside the home.""There is a need for further research on the connection between suicides and the place of death,"" the scholar said.The findings, which are part of the larger International Place of Death effort, showed that among the eight countries, South Korea had the highest percentage of suicides. Of all deaths in the one-year period, 6.31 percent were due to suicide in South Korea, which is significantly higher than No. 2 France at 2.02 percent. Mexico had the lowest suicide rate at 1.35 percent, with the United States reaching 1.45 percent.Asia's fourth largest economy has consistently ranked highest in its suicide rate in the world. (Yonhap)","suicides in south korea take ,46 percent of suicides taking ,majority of suicides in south ,70 percent of south koreans ,half of suicides in the","['South Korea', 'Social Psychiatry', 'Psychiatric Epidemiology', 'South Koreans', 'the United States', 'Canada', 'Mexico', 'France', 'Belgium', 'the Czech Republic', 'New Zealand', 'Mexico', 'Belgium', 'the United States', 'Rhee Yong - joo', ""Dongduk Women 's University"", 'Seoul', 'South Korea', 'South Korea', 'France', 'Mexico', 'the United States']",14,"[ 0.          0.          0.         ... -0.51821584  0.57239562
 -0.0775124 ]"
7,7,[Graphic News] Male sexual abuse victims on rise,"About 5 percent of all sexual abuse victims reported in South Korea last year were male, with the number of male victims having significantly increased since 2011, a government report showed Thursday.According to the report released by the Ministry of Gender Equality, the number of reported male victims increased from 749 in 2011 to 1,066 in 2014. In 2011, they accounted for 3.8 percent of all Korean victims, but the...","About 5 percent of all sexual abuse victims reported in South Korea last year were male, with the number of male victims having significantly increased since 2011, a government report showed Thursday.According to the report released by the Ministry of Gender Equality, the number of reported male victims increased from 749 in 2011 to 1,066 in 2014. In 2011, they accounted for 3.8 percent of all Korean victims, but the proportion increased to 5.1 percent last year. This was the first time the Korean government has released a report on male sexual abuse victims.Among victims reported from 2011-2014, 60 percent of them experienced sexual harassment, such as being touched inappropriately or being kissed or held in ways that caused discomfort, while 20 percent of them were raped by the abusers. The victims were abused by both males and females, including a cases of a female boss at work and a male superior while serving military duty. The report also included a case where a cab driver was forcefully and sexually assaulted by a drunk female passenger when he tried to drop her off at her destination. South Korean law currently doesn’t acknowledge same-sex rape or any forms of sexual penetration other than vaginal as rape. Accordingly, same-sex rape is defined as “rape-like” by Korean law and carries lighter penalties.According to a 2013 government survey, 70 percent of male sexual abuse victims who participated in the research said they began to harbor hatred toward random people, while 17.3 percent said they no longer felt safe.Meanwhile, 53 percent of male victims who sought help at a state-run support center said they were depressed, while 26 percent said they were experiencing anger problems. (dyc@heraldcorp.com)","male victims increased from 749 ,2013 government survey 70 percent ,korea last year were male ,53 percent of male victims ,percent of all korean victims","['South Korea', 'the Ministry of Gender Equality', 'korean', 'korean', 'south korean', 'korean']",1,"[ 0.          0.          3.         ... -0.4550018   0.75753802
 -0.05389496]"
8,8,Sex trade exploits legal loopholes in South Korea,"It’s been some 10 years since South Korea enacted its antiprostitution law, but new forms of sex trade have continued to evolve through legal loopholes, including sex services for women and overseas prostitution. With the law vocally opposed by an increasing number of sex workers, its efficacy has constantly been questioned. The Korea Herald is publishing a three-part series shedding light on the hidden side of Kore...","It’s been some 10 years since South Korea enacted its antiprostitution law, but new forms of sex trade have continued to evolve through legal loopholes, including sex services for women and overseas prostitution. With the law vocally opposed by an increasing number of sex workers, its efficacy has constantly been questioned. The Korea Herald is publishing a three-part series shedding light on the hidden side of Korea’s sex industry. The following is the second installment. – Ed.When Lucien Lee, a South Korean transgender woman, met her blind date back in 2012, she didn’t think it would turn into her first sex work opportunity. Her date was a man in his 30s who misunderstood their gathering as being for a mutually agreed-upon sex transaction. “He said ‘I thought we’d be going to a motel,’” the 24-year-old told The Korea Herald. “So I asked him how much he was thinking of paying me. He said 100,000 won ($85). I thought it wasn’t a bad deal. I went ahead and did it.”Lee is currently a university student majoring in law and working part-time as a self-employed sex worker while living with her parents. She is also one of many Korean sex workers who are vocally against the nation’s antiprostitution law, which criminalizes both the selling and buying of sex. As a transgender woman who is also a lesbian, Lee said the current law is based on a stereotypical notion that most sex buyers are men while sex workers are women, which does not reflect and grasp the reality of today’s sex industry in Korea where services for women and the lesbian, gay, bisexual and transgender community also exist and are thriving. She also added that the law fails to protect sex worker’s rights, especially when they are abused or exploited by their customers or employers.  Members of a group supporting women’s human rights hold an event to commemorate the 11th anniversary of the antiprostitution law in Jeonju on Sept. 24. South Korean sex workers participated in a rally in central Seoul on Sept. 23 in protest of the antiprostitution law that has criminalized the sex trade since 2004. YonhapLee, who is still legally classified as male, identifies herself as a transgender woman and a lesbian, and most of her clients are male. Some included married couples who wanted to have a threesome. “It makes the work easier for me,” Lee said. “(Having male clients while being a lesbian) eradicates the possibility that I may develop personal feelings for my clients. I would not want that.”In 2013, Lee couldn’t report to the police when she was sexually abused by a male teenager, who threatened to report her to authorities if she did not have sex with him for free. Since receiving hormone replacement therapy in 2012, she has been struggling to find other part-time jobs to support herself as a student. “As long as sex trade is illegal, sex workers cannot rely on government protection,” she said. “How can you report the abuser to the police if doing so can risk your own career and source of income?”Invisible workers and clientsPark Sung-jun (not his real name), 43, has been working as a male sex worker since the 1990s. He now runs his own sex business targeting female clients only, which he claims is one of the biggest in the country.Park’s business mainly offers massage service for women, but often includes sexual intercourse. Reservations are done via KakaoTalk -- he has more than 2,500 client phone numbers saved on four mobile phones -- and the client and her male “therapist” meet at a motel room. Sometimes, clients ask to spend all day with a specific therapist. The “therapist” can get paid for watching a movie with the client or going on a day-trip away from Seoul -- sex is just optional. Clients are from all age groups and types -- married, single, widowed and divorced.“I think women clients feel more comfortable when they pay for sex than having a one-night stand,” Park told The Korea Herald. He said women can be just as sexually curious and adventurous as men. “Many would go, ‘Oh my god, I must be crazy. What am I doing?’ after having sex with a stranger. But there’s something about paying money for sex. It’s just a service you paid for. You don’t’ feel as bad about yourself. And once you become close with the therapist, you want to pay for the emotional intimacy.”Like Lee, Park said the current antiprostitution law fails to grasp the reality of the industry by assuming that all buyers are men and workers are women. He claimed that a significant number of clients in the industry -- about 50 percent -- are couples asking for a threesome. Sometimes the men only choose to watch while his partner has sex with the sex worker. During the interview, he showed a text message inquiring about threesome services. “I want to give something special to my wife on our wedding anniversary,” it said.Park explained there is also an industry that only targets lesbians and gays that is booming behind closed doors. Once, Park had a lesbian client who wanted to try having sex with a man only to confirm her sexual orientation. In person, Park showed how easy it is to find such services online through local search engines by using simple search terms such as “massage for women” and “women only,” which are in fact secret words for sex services for women by female workers. “Most people don’t know these sites are for sex services because ‘massage for women’ doesn’t sound like anything sex-related,” he said. “If the government is really determined to end sex trade in the country, I think the only way to do it is to ban the Internet. But of course, that’s impossible.”Park said male sex workers working for male clients are practically invisible to the authorities, who “simply don’t guess” that men can be involved in sex work targeting gay men or women. “That’s why male sex workers targeting gay men work at off-line brothels -- whereas every other service involving women workers or clients is arranged online and takes place in motels -- because they don’t have to worry about crackdowns,” Park said. “The authorities don’t think there is any sex trade going on when there is no woman in the building.”When approached by The Korea Herald, the Gender Equality Ministry seemed to be unware of the existence of the nation’s sex industry targeting the LGBT community.Lee Jung-ki, a senior inspector at the ministry’s Women’s & Youth’ Rights Promotion Bureau said it’s “hard to imagine” that sex workers targeting gay men exist. “I can imagine gay men dating,” he said. “But it’s hard to imagine that such an industry targeting gay men exists.”Sex work as laborPrior to receiving her hormone replacement therapy, Lucien Lee had worked part-time for a parcel delivery company. As a dock loader, she would take a bus at 6 p.m. to Daejeon, where the distribution center was located, and load thousands of parcels to trucks for delivery. Food was provided by the company, but Lee doesn’t remember having any good meals there. “The bean sprout soup had no bean sprouts in it. It was just water,” she said. The work was hard. She could barely find a moment to sit and rest at work, which usually lasted until 8 a.m. the next day. For about nine hours of labor, she was paid 80,000 won. For her first sex work, which took just a few hours, she was paid 100,000 won. As of this year, Korea’s minimum wage stands at 5,580 won an hour. After receiving hormone replacement therapy, getting a part-time job has become even more difficult for Lee due to her sexual identity. She appears to be and identifies herself as a woman, but she’s still a male according to her legal documents including her ID. Legally changing one’s gender in South Korea can be costly and tedious, as it requires medical operations that are not covered by the national health insurance. Lee hasn’t filed her request to the court yet.According to a 2006 report on human rights conditions on South Korean transgenders, written by local nongovernmental organizations, the vast majority of MTF (male to female) Korean transgender people work in the “entertainment industry” or as temporary or part-time workers.“I think working in the ‘entertainment industry’ practically means working as sex workers,” said Lee. “Even if you work at bars, if you don’t go to the ‘second rounds,’ which means sex service, the chances are you won’t even get paid the minimum wage.”Professor Kim Yong-hwa at Sookmyung Women’s University, who claims the law should be revised so that sex workers should not be punished while sex trade should still be banned, said prostitution ruins a woman’s dignity and sense of morality. In her report submitted to the Women’s Human Rights Commission of Korea, she defined South Korea’s sex industry as a “market serving men.” “The reason prostitution (of women) continues to exist is because the demand from men never goes away,” she wrote in her report. “But prostitution violates women’s human rights and diminishes a society’s moral character.”The Korean government stands firm on its stance that the commercial sex trade cannot be legal. Gender Equality Minister Kim Hee-jung said earlier this year sex was “something that cannot be sold and bought.”Lee said sex work deserve to be recognized as labor. “I think many (Korean) women politicians who claim themselves as feminists grew up in a life of privilege,” she said, adding that sex trade should be legalized with due government regulations. “I don’t know what ruins one’s dignity more -- sex work or living without a job or not being paid minimum wage while being a contract worker. Some say all sex workers are forced to work as sex workers. But when you think about it, who isn’t forced to work? Most people work not because they enjoy it, but because it pays and they need to survive. This applies to every job, not just sex work.”Potential danger According to Park, being a male sex worker isn’t easy. It often requires smashing Viagra pills into powder and mixing it with sports drinks. The drink the concoction before work to make sure they can satisfy the clients. “It’s tough work,” he said. “It’s about being professional -- treating clients with the utmost care and making sure they get what they want from you.”While his business is also illegal according to the current law, Park claimed that by not recognizing women as sex trade clients, the authorities are failing to see potentially more serious crime cases in the industry.“I make sure my workers get tested for STDs every week,” he said. “Once one of them tested positive, I made sure I informed every single client who received services from him. I think that’s the ethical way of doing business. But I’m not sure if other people involved in this business do what I do.”Aside from sexually transmitted diseases, he has also heard of male sex workers taking video footage of the clients’ bodies while giving a back massage. He’s even heard of a case where a sex worker used his client’s personal information for blackmail to get more money.  Park also heard a number of cases where the “therapist” end up raping the client by not controlling his own sex drive, when the client actually only wanted a massage.“The world has changed so much,” he said. “I don’t know why so many government policies are all still so male-oriented.”By Claire Lee and Suk Gee-hyun(dyc@heraldcorp.com) (monicasuk@heraldcorp.com)","of many korean sex workers ,criminalized the sex trade since ,korean women politicians who claim ,south korean transgender woman met ,sex trade since 2004 yonhaplee","['South Korea', 'the Korea Herald', 'Korea', 'Lucien Lee', 'south korean', 'the Korea Herald', 'korean', 'Lee', 'Korea', 'Jeonju', 'south korean', 'Seoul', 'YonhapLee', 'Lee', 'Lee', 'KakaoTalk', 'Seoul', 'the Korea Herald', 'Lee', 'Park', 'Park', 'Park', 'Park', 'the Korea Herald', 'the Gender Equality Ministry', 'LGBT', 'Lee Jung - ki', 'the ministry ’s Women ’s & Youth ’ Rights Promotion Bureau', 'Lucien Lee', 'Lee', 'Korea', 'Lee', 'South Korea', 'Lee', 'south korean', 'MTF', 'korean', 'Lee', 'Kim Yong - hwa', 'Sookmyung Women ’s University', 'the Women ’s Human Rights Commission', 'Korea', 'South Korea ’s', 'korean', 'Kim Hee - jung', 'korean', 'Park', 'Park', 'Claire Lee']",1,"[ 1.          0.          4.         ... -0.65699381  0.3378993
  0.1429496 ]"
9,9,"Seoul warns against further N.K. nuclear, missile tests in 2016","North Korea may stage additional nuclear and missile tests including from a submarine next year, the country’s top military commanders warned Monday, calling for developing a joint response mechanism with the U.S. and airtight readiness posture at all times. In the wake of the abrupt calling-off of the much-touted performance by North Korea’s Moranbong Band last weekend in China, relations between Pyongyang and Be...","North Korea may stage additional nuclear and missile tests including from a submarine next year, the country’s top military commanders warned Monday, calling for developing a joint response mechanism with the U.S. and airtight readiness posture at all times. In the wake of the abrupt calling-off of the much-touted performance by North Korea’s Moranbong Band last weekend in China, relations between Pyongyang and Beijing may well head further downhill, the military assessed. “We see that we should pay greater attention to the possibility of North Korea’s strategic and tactical provocations next year as it is forecast to continue nuclear and missile experiments including a submarine-launched ballistic missile,” Defense Ministry spokesperson Kim Min-seok said at a news conference. He was announcing the results of an annual meeting of some 150 three- and four-star generals from all military arms, as well as senior officials of the ministry and other affiliate organizations, designed to review the military’s performance this year and set forward next year’s policy direction.“Due to the cancellation of the Moranbong Band show, the North Korea-China ties could again be estranged. ... So our ministry and Joint Chiefs of Staff plan to advance the joint operations scheme with the U.S.”During the conference, the ministry also floated plans to step up its readiness against Pyongyang’s potential terrorist attacks next year. In a related development, Seoul and Washington plan to launch joint tabletop exercises in 2016 as part of their efforts to bolster their cyber and space warfare capabilities against the communist state. “Our military will maintain a firm readiness posture to deter and adamantly respond to North Korea’s various provocations including its threats of nuclear weapons and weapons of mass destruction,” the ministry said in a statement. “The ministry and the JCS will meanwhile upgrade their integrated regional operational posture in preparation against its simultaneous and complex terror attacks.” During a discussion session, some senior military official raised the need for abolishing the statute of limitations for defense industry-related crimes, calling them “unpatriotic acts” and urging “harsh punishment,” a ministry official said. The military, the Navy in particular, has in recent months been reeling from a string of graft scandals involving former and incumbent commanders, sparking public criticism and calls for sweeping reform.Defense Minister Han Min-koo, for his part, urged the commanders to make utmost efforts to regain public confidence in the face of the ongoing furor over the wrongdoings, a series of shooting rampages and other tragic accidents within barracks. “The static value of our military is to win a war against the enemy under any circumstance,” he was quoted as saying by ministry officials. “We have to make a military that is not only trusted by the people but also respected by them.” By Shin Hyon-hee (heeshin@heraldcorp.com)","terrorist attacks next year in ,terrorist attacks next year ,band last weekend in china ,potential terrorist attacks next year ,submarine next year the country","['North Korea', 'U.S.', 'North Korea ’s', 'Moranbong Band', 'China', 'Pyongyang', 'Beijing', 'North Korea ’s', 'Defense Ministry', 'Kim Min -', 'North Korea', 'China', 'Joint Chiefs of Staff', 'Pyongyang', 'Seoul', 'Washington', 'North Korea ’s', 'JCS', 'Navy', 'Han Min - koo']",19,"[ 0.          0.          0.         ... -0.95114088  0.67617369
 -0.08072666]"
