,Unnamed: 0,title,description,body,keyword,ne,cluster,vector,author,section,month,year,keyword_e,ne_e,cluster_e,vecctor_e
0,0,"S. Korea, China establish military hotline","South Korea and China set up a hotline between their top defense officials Thursday to reinforce their cooperation on security issues on the Korean Peninsula and in the region.Defense Minister Han Min-koo had his first telephone conversation with his Chinese counterpart Chang Wanquan earlier in the day on the newly established hotline, the Ministry of National Defense said in a press release.""During today's phone cal...","South Korea and China set up a hotline between their top defense officials Thursday to reinforce their cooperation on security issues on the Korean Peninsula and in the region.Defense Minister Han Min-koo had his first telephone conversation with his Chinese counterpart Chang Wanquan earlier in the day on the newly established hotline, the Ministry of National Defense said in a press release.""During today's phone call, the two defense ministers shared their understanding of the need to expand defense exchanges between their countries,"" the ministry said.The opening of the Seoul-Beijing hotline seeks to beef up ""strategic communication"" with China and lay down a mechanism for close cooperation for various security situations on the Korean Peninsula and in their region, according to the ministry.In a summit held in July 2014 in Seoul, President Park Geun-hye and Chinese President Xi Jinping reached an agreement to launch the direct phone line.In light of the agreement, the countries' defense ministries have closely worked together to set up the hotline, the ministry said.""South Korea will proactively capitalize on the hotline to improve mutual understanding and trust and to reinforce high-level strategic communications,"" it added.It is South Korea's third defense minister-level hotline with a foreign country, following those with the United States and Japan, which were established in 1995 and 1999, respectively. (Yonhap)","top defense officials thursday ,defense officials thursday ,officials thursday to reinforce ,his first telephone conversation ,korea china establish military","['South Korea', 'China', 'Han Min - koo', 'chinese', 'Chang Wanquan', 'the Ministry of National Defense']",1,"[ 1.          1.          1.         ... -0.47426358  0.50227255
  0.24916163]",김영원,Defense,12,2015,"july 2014 in seoul president ,defense officials thursday to reinforce ,their top defense officials thursday ,2014 in seoul president ,top defense officials thursday","['South Korea', 'China', 'Han Min - koo', 'chinese', 'Chang Wanquan', 'the Ministry of National Defense', 'Seoul', 'China', 'Seoul', 'Park Geun', 'chinese', 'Xi Jinping', 'Korea', ""South Korea 's"", 'the United States', 'Japan']",3,"[ 1.          1.          1.         ... -0.47426358  0.50227255
  0.24916163]"
1,1,North Korea forging ahead with excavation of new nuclear test tunnel: 38 North,"North Korea is forging ahead with excavation of a new tunnel at its Punggye-ri nuclear test site, a U.S. research institute said Wednesday.New high-resolution commercial satellite imagery shows a canopy set up at the entrance of the new tunnel to shield against falling debris as well as mining cart tracks used to transport spoil from excavation, 38 North said in a report.""The presence of the mining cart tracks shows ...","North Korea is forging ahead with excavation of a new tunnel at its Punggye-ri nuclear test site, a U.S. research institute said Wednesday.New high-resolution commercial satellite imagery shows a canopy set up at the entrance of the new tunnel to shield against falling debris as well as mining cart tracks used to transport spoil from excavation, 38 North said in a report.""The presence of the mining cart tracks shows that excavation is continuing with no indication of when it will be completed,"" it said.38 North also reported new activity at the North Portal at a test tunnel under excavation since May 2013, but said it is unclear whether the activity is associated with maintenance or some other purpose.North Korea has so far conducted three nuclear tests, in 2006, 2009 and 2013, all at the Punggye-ri site.In the run-up to the 70th anniversary of the founding of the North's ruling Workers' Party on Oct. 10, fears had grown that the country could conduct its fourth nuclear test or a long-range rocket launch, but no such provocations took place.In October, South Korea's main intelligence agency, the National Intelligence Service, reported to lawmakers that the North is preparing for its fourth nuclear test, although a test is not imminent. (Yonhap)","new nuclear test tunnel ,excavation of new nuclear ,of new nuclear test ,new nuclear test ,nuclear test tunnel 38","['North Korea', 'Punggye', 'U.S.', 'North']",1,"[ 0.          0.          0.         ... -0.32652569  0.4439812
  0.68313205]",KH디지털2,North Korea,12,2015,"three nuclear tests in 2006 ,tunnel under excavation since may ,wednesday new high resolution commercial ,conduct its fourth nuclear test ,under excavation since may 2013","['North Korea', 'Punggye', 'U.S.', 'North', 'North', 'the North Portal', 'North Korea', 'Punggye', ""Workers ' Party"", ""South Korea 's"", 'the National Intelligence Service']",1,"[ 0.          0.          0.         ... -0.32652569  0.4439812
  0.68313205]"
2,2,Korea to push moon exploration through 2020,"South Korea's science ministry said Wednesday it plans to launch a lunar exploration project next year, eventually seeking to send a landing vessel by 2020.Under the first stage of the project that will run from 2016 to 2018, the Ministry of Science, ICT and Future Planning will allocate 197.8 billion won ($169 million) to conduct research and send an orbiter.The ministry said it has already secured a 20 billion-won ...","South Korea's science ministry said Wednesday it plans to launch a lunar exploration project next year, eventually seeking to send a landing vessel by 2020.Under the first stage of the project that will run from 2016 to 2018, the Ministry of Science, ICT and Future Planning will allocate 197.8 billion won ($169 million) to conduct research and send an orbiter.The ministry said it has already secured a 20 billion-won budget for 2016.South Korea plans to develop the orbiter and the ground station independently with its own technologies, the ministry added. It will also seek cooperation with overseas researchers, such as the U.S. National Aeronautics and Space Administration, to develop payloads.For the second phase of the project, the ministry will send a landing vessel to the moon with its own developed launch vehicle.The ministry added it will make efforts to utilize its prior experiences in developing satellites. (Yonhap)","moon exploration through 2020 ,2020 south korea science ,plans to launch lunar ,korea to push moon ,landing vessel by 2020","[""South Korea 's"", 'the Ministry of Science', 'ICT', 'Future Planning']",1,"[ 1.          0.          0.         ... -0.39126599  0.38980711
  0.54860359]",KH디지털2,Science,12,2015,"launch lunar exploration project next ,lunar exploration project next year ,it plans to launch lunar ,plans to launch lunar exploration ,plans to launch lunar","[""South Korea 's"", 'the Ministry of Science', 'ICT', 'Future Planning', '2016.South Korea', 'the U.S. National Aeronautics and Space Administration']",7,"[ 1.          0.          0.         ... -0.39126599  0.38980711
  0.54860359]"
3,3,Korea inks final deal to undertake KF-X project,"South Korea's arms procurement agency inked Monday its formal agreement with the country's sole aircraft maker, Korea Aerospace Industries Ltd. (KAI), to undertake an ambitious project to build indigenous fighter jets.   ""With the signing of the contract with KAI on Monday, the Defense Acquisition Program Administration will officially set about the fighter jet development project,"" DAPA said in a statement.   Th...","South Korea's arms procurement agency inked Monday its formal agreement with the country's sole aircraft maker, Korea Aerospace Industries Ltd. (KAI), to undertake an ambitious project to build indigenous fighter jets.   ""With the signing of the contract with KAI on Monday, the Defense Acquisition Program Administration will officially set about the fighter jet development project,"" DAPA said in a statement.   The project will take 10 years and six months before completing the developmental phase by the first half of 2026 and producing the initial batch of aircraft by 2028, according to the state procurement agency.   The project, known as KF-X, is designed to replace the Air Force's aging fleet of F-4 and F-5 combat aircraft with home-grown fighters to be equipped with combat capabilities suitable for future warfare.    KF-X finally took off, putting behind an array of controversy, including the U.S.' refusal to transfer core fighter technologies for the project.   In April, the U.S. State Department denied an export license on four out of the 25 combat jet technologies American defense giant Lockheed Martin tried to provide to South Korea.   The decision was belatedly announced by DAPA in September, causing public criticism over DAPA's suspected attempts to cover up what could have been a major hurdle to the project.   DAPA later decided to replace the four rejected technologies --an active electronically scanned radar, infrared search-and-rescue system, electro-optical targeting pod and radio frequency jammer-- with locally procured ones.   The setback had also raised concerns that a possible delay in the execution of the project may leave the Air Force without fighter jets before the project's completion.   But, KF-X received a boost from the U.S. pledge to transfer the rest of the 25 jet technologies earlier in the month.    South Korea has also secured this month Indonesia's partnership in the project, in which the Southeast Asian country will shoulder 20 percent of the development costs.   Under the Monday deal, DAPA will finance 60 percent of the 8 trillion won (US$6.9 billion) costs required in the development phase, with KAI to pay 20 percent.   A total of eight test planes will be initially produced, with six of them for flight testing and the two others for ground testing. Indonesia will bring one of them home, along with aviation technologies to be transfered to the country.   ""This development project seeks to acquire medium-class Korean-type fighter jets through the joint investment of the South Korean government, Indonesia and foreign and local companies so that we can meet our Air Force's post-2020 air power demand on our own and tap into the global combat jet market,"" DAPA said.   The defense procurement agency also said the project will have a spill-over effect to bring the country's aviation industry one step forward.   ""DAPA will utilize the local aviation industry's technologies and manpower that have been accumulated over the past 30 years and will do its best efforts to procure the needed fighter jets on time,"" DAPA Minister Chang Myoung-jin said. (Yonhap)","korea inks final deal ,monday the defense acquisition ,procurement agency inked monday ,build indigenous fighter jets ,inks final deal","[""South Korea 's"", 'Korea Aerospace Industries Ltd.', 'KAI', 'KAI', 'the Defense Acquisition Program Administration', 'dapa', 'Th']",1,"[ 1.          0.          0.         ... -0.04632141  0.25906366
  0.35297608]",안성미,Defense,12,2015,"jets before the project completion ,on monday the defense acquisition ,arms procurement agency inked monday ,our air force post 2020 ,fighter jets before the project","[""South Korea 's"", 'Korea Aerospace Industries Ltd.', 'KAI', 'KAI', 'the Defense Acquisition Program Administration', 'dapa', 'KF - X', ""the Air Force 's"", 'U.S.', 'the U.S. State Department', 'american', 'Lockheed', 'Martin', 'South Korea', 'DAPA', 'DAPA', 'the Air Force', 'KF - X', 'U.S.', 'South Korea', 'Indonesia', 'southeast asian', 'DAPA', 'KAI', 'Indonesia', 'korean', 'south korean', 'Indonesia', ""Air Force 's"", 'Chang Myoung - jin']",8,"[ 1.          0.          0.         ... -0.04632141  0.25906366
  0.35297608]"
4,4,Marine commander orders 'perfect' combat readiness on frontline islands,"Marine Corps Commander Lt. Gen. Lee Sang-hoon instructed his troops to maintain tight combat readiness as he inspected the defense postures of the two frontline islands facing North Korea on Monday.The commander visited Marine Corps units on the western border islands of Maldo and Udo along the Northern Limit Line, the de facto maritime demarcation between the two Koreas, earlier in the day, according to the Marine C...","Marine Corps Commander Lt. Gen. Lee Sang-hoon instructed his troops to maintain tight combat readiness as he inspected the defense postures of the two frontline islands facing North Korea on Monday.The commander visited Marine Corps units on the western border islands of Maldo and Udo along the Northern Limit Line, the de facto maritime demarcation between the two Koreas, earlier in the day, according to the Marine Corps. ""Udo and Maldo are something akin to the point of a sword in the Marine Corps' city-area defense operations,"" Lee said. ""Perfect combat readiness should be maintained here with the determination that if the enemy provokes, the Marine Corps will thrust the sharpest dagger into the enemy's heart to kill them in the blink of an eye.""During the visits, Lee was briefed on the defense postures of Marine Corps troops and inspected the maintenance of fortifications and combat scenarios, the Marine Corps said.""I urge you to show the robust mental strength and tight teamwork of marine forces in order to keep the best combat power,"" Lee was quoted as saying. Sitting at the strategically important location close to the NLL, Udo is the smallest of South Korea's five frontline islands, and the Marine Corps has been increasing the combat capacities and fortifications on Udo as well as its sister island Maldo, it said. (Yonhap)","north korea on monday ,marine commander orders perfect ,monday the commander visited ,commander visited marine corps ,commander orders perfect combat","['Marine Corps', 'Lee Sang - hoon', 'North Korea', 'Marine Corps', 'Maldo', 'Udo', 'Koreas', 'the Marine C']",1,"[ 0.          0.          0.         ... -0.48795542  0.27672946
  0.35951722]",KH디지털2,Defense,12,2015,"korea on monday the commander ,monday the commander visited marine ,facing north korea on monday ,marine corps troops and inspected ,north korea on monday","['Marine Corps', 'Lee Sang - hoon', 'North Korea', 'Marine Corps', 'Maldo', 'Udo', 'Koreas', 'the Marine Corps', 'udo', 'Maldo', ""the Marine Corps '"", 'Lee', 'the Marine Corps', 'Lee', 'Marine Corps', 'the Marine Corps', 'Lee', 'NLL', 'Udo', ""South Korea 's"", 'the Marine Corps', 'udo', 'Maldo']",3,"[ 0.          0.          0.         ... -0.48795542  0.27672946
  0.35951722]"
5,5,Park checks military readiness against N. Korea,"President Park Geun-hye checked military readiness against possible North Korean provocations as she made a rare visit to a military base near the border with North Korea, an official said Thursday.Park, wearing a military jacket, commended the soldiers at the military division in Yeoncheon near the central section of the border, for their ""resolute"" response to North Korea's shelling attacks on Aug. 20, presidential...","President Park Geun-hye checked military readiness against possible North Korean provocations as she made a rare visit to a military base near the border with North Korea, an official said Thursday.Park, wearing a military jacket, commended the soldiers at the military division in Yeoncheon near the central section of the border, for their ""resolute"" response to North Korea's shelling attacks on Aug. 20, presidential spokesman Jeong Yeon-guk said.Combined with a land-mine attack earlier in the month, the August shelling escalated military tensions between the two Koreas before they agreed to mend ties in a landmark Aug. 25 agreement.""I want the military to have confidence and maintain watertight combat readiness against North Korea's provocations,"" Park was quoted as saying.""I will always rely on the military's judgment on and response to North Korean provocations or any other emergency situations.""South Korea always keeps the door open for talks with North Korea, she said, adding that ""however, progress in the inter-Korean ties could come only when we have a firm position in readiness and a principled stance.This visit marked the second time that Park has visited a military base near the border since she took office in 2013.The latest visit came amid lingering concerns over North Korea's possible provocations against South Korea. On Tuesday, Joint Chiefs of Staff Chairman Lee Sun-jin instructed frontline commanders to maintain tight combat readiness, citing the possibility of North Korea's unexpected military provocations. North Korea's state news agency reported earlier in the day that leader Kim Jong-un ordered his troops to intensify combat drills as he inspected joint military drills.""Practical drills should be conducted so often to cope with the hardest and severest war,"" Kim was quoted by the Korean Central News Agency. It did not specify the date of Kim's visit. (Yonhap)","readiness against korea president ,thursday park wearing military ,military readiness against korea ,against korea president park ,north korea shelling attacks","['Park Geun - hye', 'north korean', 'North Korea', 'Yeoncheon', ""North Korea 's""]",1,"[ 0.          0.          0.         ... -0.24846625  0.20045048
  0.26965931]",줄리 잭슨 (Julie Jackson),North Korea,12,2015,"korea on tuesday joint chiefs ,against south korea on tuesday ,unexpected military provocations north korea ,korea an official said thursday ,korea shelling attacks on aug","['Park Geun - hye', 'north korean', 'North Korea', 'Yeoncheon', ""North Korea 's"", 'Jeong Yeon - guk', 'Koreas', ""North Korea 's"", 'north korean', 'Korea', 'North Korea', 'inter - korean', 'Park', ""North Korea 's"", 'South Korea', 'Joint Chiefs of Staff', 'Lee Sun - jin', ""North Korea 's"", ""North Korea 's"", 'Kim Jong - un', 'Kim', 'the Korean Central News Agency', 'Kim']",3,"[ 0.          0.          0.         ... -0.24846625  0.20045048
  0.26965931]"
6,6,North Korea denounces Obama for military tensions,"North Korea fiercely accused the Obama administration Thursday of deliberately raising tensions on the Korean Peninsula, while refraining from criticizing South Korea.Recounting security-related events in Korea this year, the Korean Central News Agency claimed a military crisis has returned to Korea due to Washington's ""hostile policy"" on Pyongyang.""The current U.S. administration's policy on the DPRK and its impleme...","North Korea fiercely accused the Obama administration Thursday of deliberately raising tensions on the Korean Peninsula, while refraining from criticizing South Korea.Recounting security-related events in Korea this year, the Korean Central News Agency claimed a military crisis has returned to Korea due to Washington's ""hostile policy"" on Pyongyang.""The current U.S. administration's policy on the DPRK and its implementation is the most hostile and ferocious in the history (of the U.S. government),"" it said. The DPRK stands for the Democratic People's Republic of Korea, the communist nation's official name.The state-controlled mouthpiece warned that if the U.S. sticks to its existing stance, it will face the North's ""response beyond imagination."" It did not elaborate.The KCNA argued that the U.S. was behind the August landmine incident along the inter-Korean border that maimed two South Korean soldiers.The two Koreas were in sharp military stand-offs amid concerns about the possibility of an armed clash, though they averted the crisis through marathon talks between the top officials of the two sides.The KCNA said the South's military initially admitted that the blast was an accident involving landmines washed away by rain, but it later blamed the North at the instruction of the U.S. authorities. (Yonhap)","north korea denounces obama ,korea denounces obama for ,korea denounces obama ,denounces obama for military ,obama for military tensions","['North Korea', 'Obama', 'South Korea', 'Korea', 'the Korean Central News Agency', 'Korea', 'Washington', 'Pyongyang', 'U.S.']",1,"[ 1.          0.          0.         ... -0.59435582  0.47722352
  0.14544693]",KH디지털2,North Korea,12,2015,"korea fiercely accused the obama ,obama administration thursday of deliberately ,korea due to washington hostile ,washington hostile policy on pyongyang ,accused the obama administration thursday","['North Korea', 'Obama', 'South Korea', 'Korea', 'the Korean Central News Agency', 'Korea', 'Washington', 'Pyongyang', 'U.S.', 'U.S.', ""the Democratic People 's Republic of Korea"", 'U.S.', 'KCNA', 'U.S.', 'inter - korean', 'south korean', 'Koreas', 'KCNA', 'U.S.']",13,"[ 1.          0.          0.         ... -0.59435582  0.47722352
  0.14544693]"
7,7,Koreas reach deal on land use fee at Gaeseong complex,"South and North Korea have reached an agreement on the land use fee amount for South Korean firms operating a joint industrial park across the border, the Unification Ministry announced Thursday.The deal calls for South Korean firms at Gaeseong Industrial Complex to pay $0.64 per square meter every year, it said.The complex in the North's border city of Gaeseong opened in 2004 as a symbol of inter-Korean reconciliati...","South and North Korea have reached an agreement on the land use fee amount for South Korean firms operating a joint industrial park across the border, the Unification Ministry announced Thursday.The deal calls for South Korean firms at Gaeseong Industrial Complex to pay $0.64 per square meter every year, it said.The complex in the North's border city of Gaeseong opened in 2004 as a symbol of inter-Korean reconciliation. A total of 124 South Korean firms are running factories with about 54,000 North Koreans working in them.Kaesong has served as a major revenue source for the cash-strapped North, while South Korea has benefited from cheap but skilled North Korean labor.The South's firms were exempted from land use fees for a decade under a 2004 deal. The two sides launched talks over the issue again in late 2014.""The government hopes that the agreement will help South Korean firms focus on their businesses in a stable manner,"" said a ministry official, asking not to be named.The North initially claimed that the South should pay $1 per square meter for all areas that were supposed to be developed under the 2004 agreement, according to an industry source.But Seoul insisted that it will pay only around half of the North's offered price for the land that the South's firms are actually using. They are currently using about 25 percent of the 1 million square meter land.""The government hopes that the two Koreas could resolve other pending issues related to the operation of the factory zone through dialogue,"" the official added.The operation of the complex has been affected by the ups and downs of inter-Korean ties. In April 2013, the North abruptly suspended the operation of the complex for about five months, citing inter-Korean tensions.Ending a months-long wage dispute, the two sides agreed in August to raise the minimum wage for the North's workers by 5 percent to $73.87 per month. (Yonhap)","announced thursday the deal ,korean reconciliati ,unification ministry announced thursday ,inter korean reconciliati ,thursday the deal calls","['North Korea', 'south korean', 'the Unification Ministry', 'south korean', 'Gaeseong Industrial Complex', 'Gaeseong', 'inter - korean']",1,"[ 0.          0.          0.         ... -0.1817475   0.63687378
  0.52225745]",KH디지털2,North Korea,12,2015,"54 000 north koreans working ,ministry announced thursday the deal ,of 124 south korean firms ,000 north koreans working in ,korean firms are running factories","['North Korea', 'south korean', 'the Unification Ministry', 'south korean', 'Gaeseong Industrial Complex', 'Gaeseong', 'inter - korean', 'south korean', 'North Koreans', 'Kaesong', 'South Korea', 'north korean', 'south korean', 'Seoul', 'Koreas', 'inter - korean', 'inter - korean']",2,"[ 0.          0.          0.         ... -0.1817475   0.63687378
  0.52225745]"
8,8,North Korea leader inspects joint training by military units,"North Korean leader Kim Jong-un inspected joint drills conducted by the military's two units, ordering the Korean People's Army to intensify combat drills, Pyongyang's state media said Thursday.Kim observed ""actual maneuvers"" between the KPA's large combined units 526 and 671, expressing satisfaction over their flawlessness in defensive and offensive capacities, according to the Korean Central News Agency. It did not...","North Korean leader Kim Jong-un inspected joint drills conducted by the military's two units, ordering the Korean People's Army to intensify combat drills, Pyongyang's state media said Thursday.Kim observed ""actual maneuvers"" between the KPA's large combined units 526 and 671, expressing satisfaction over their flawlessness in defensive and offensive capacities, according to the Korean Central News Agency. It did not specify the date of Kim's visit.""Practical drills should be conducted so often to cope with the hardest and severest war,"" Kim was quoted by the KCNA as saying.The North's leader called for the military to beef up their combat readiness in a bid to greet the upcoming congress of the Workers' Party of Korea with achievements, it said.North Korea plans to hold the first party congress in more than three decades in May next year, where the leader may unveil a new line of policies and conduct a major reshuffle.Kim was accompanied by Hwang Pyong-so, director of the general political department of the KPA and Pak Yong-sik, minister of the North's armed forces. (Yonhap)","combat drills pyongyang state ,north korea leader inspects ,combat drills pyongyang ,korea leader inspects joint ,units ordering the korean","['north korean', 'Kim Jong - un', ""the Korean People 's Army"", 'Pyongyang', 'Kim', 'KPA', 'the Korean Central News Agency']",1,"[ 0.          0.          0.         ... -0.24647427  0.2588416
  0.09979257]",KH디지털2,North Korea,12,2015,"combat drills pyongyang state media ,army to intensify combat drills ,to intensify combat drills pyongyang ,combat drills pyongyang state ,ordering the korean people army","['north korean', 'Kim Jong - un', ""the Korean People 's Army"", 'Pyongyang', 'Kim', 'KPA', 'the Korean Central News Agency', 'Kim', 'Kim', 'KCNA', ""the Workers ' Party of Korea"", 'North Korea', 'Kim', 'Hwang Pyong - so', 'KPA', 'Pak Yong - sik']",5,"[ 0.          0.          0.         ... -0.24647427  0.2588416
  0.09979257]"
9,9,Pyongyang may seek summit talks with Seoul next year: report,"North Korea may seek a package deal with South Korea, including a push for summit talks, ahead of its key party congress next year, a report showed Wednesday.The Workers' Party of Korea plans to hold its first congress in more than three decades in May next year when the North's leader Kim Jong-un is likely to unveil a new line of policies and conduct a major reshuffle.""The possibility cannot be ruled out that the No...","North Korea may seek a package deal with South Korea, including a push for summit talks, ahead of its key party congress next year, a report showed Wednesday.The Workers' Party of Korea plans to hold its first congress in more than three decades in May next year when the North's leader Kim Jong-un is likely to unveil a new line of policies and conduct a major reshuffle.""The possibility cannot be ruled out that the North may seek a package settlement, even including 'inter-Korean summit talks,' esulting from 'a bold decision' in order to buy time to make achievements before the 7th Party Congress,"" according to the report by South Korea's Institute for National Security Strategy.The two Koreas failed to produce a breakthrough in their recent high-level talks, leaving the future of their ties murky.Still, North Korea has the motivation to improve its relations with Seoul as it needs to establish noticeable feats for the occasion of the party event, according to the institute.The report said that there is a possibility that North Korea will proclaim ""a new way of unification"" to use the party congress as a chance to promote Kim as the leader spearheading unification.But it also said that there would not be substantial progress in inter-Korean ties if Pyongyang sticks to its inflexible stance toward the resumption of a suspended joint tour program at Mount Kumgang and Seoul's punitive sanctions against the North.North Korea claimed that Seoul should immediately reopen the tour program as a precondition for discussing the South's push for regular reunions of families torn apart by the 1950-53 Korean War.Seoul said that the two should be discussed separately.The report said that next year will herald the true beginning of the Kim Jong-un era, calling 2016 ""the year of the inflection point,"" for the North.It added, however, the party congress could be a ""double-edged sword"" for North Korea if it ends without any practical achievements at a time when North Koreans' fatigue remains high amid collective mobilization for major projects and the reign of terror. (Yonhap)","seoul next year report ,congress next year report ,with seoul next year ,next year report north ,seoul next year","['North Korea', 'South Korea', ""the Workers ' Party of Korea"", 'Kim Jong - un']",1,"[ 1.          0.          0.         ... -0.79471308  0.45732862
  0.37934831]",KH디지털2,North Korea,12,2015,"korea including push for summit ,party congress next year report ,north korea will proclaim new ,three decades in may next ,congress next year report","['North Korea', 'South Korea', ""the Workers ' Party of Korea"", 'Kim Jong - un', 'inter - korean', ""South Korea 's"", 'Institute for National Security Strategy', 'Koreas', 'North Korea', 'Seoul', 'North Korea', 'Kim', 'inter - korean', 'Pyongyang', 'Mount Kumgang', 'Seoul', 'North Korea', 'Seoul', 'Seoul', 'Kim Jong - un', 'North Korea', ""North Koreans '""]",2,"[ 1.          0.          0.         ... -0.79471308  0.45732862
  0.37934831]"
