,Unnamed: 0,title,description,body,keyword,ne,cluster,vector
0,0,Cause of collective pneumonia outbreak identified in South Korea,"Health authorities on Tuesday identified the bacteria that may have caused the collective pneumonia outbreak that took place at Konkuk University in Seoul and affected 55 students beginning from October.　According to the Health Ministry, the bacteria was identified as Saccharopolyspora rectivirgula, which causes hypersensitivity pneumonitis, an inflammation of the alveoli within the lung triggered by inhaled organic...","Health authorities on Tuesday identified the bacteria that may have caused the collective pneumonia outbreak that took place at Konkuk University in Seoul and affected 55 students beginning from October.According to the Health Ministry, the bacteria was identified as Saccharopolyspora rectivirgula, which causes hypersensitivity pneumonitis, an inflammation of the alveoli within the lung triggered by inhaled organic dust. The sufferers are known to have been commonly exposed to the dust during their work.The students began to show symptoms after working at three laboratories at the College of Animal Bioscience and Technology building. The Health Ministry said it is thought that the patients developed pneumonia after inhaling the bacteria, which may have been contained in the dust and feedstuff for animals at the school. The bacteria was found in the patients’ clinical material and data. The investigation team also found that the building’s ventilation system was not working properly when the outbreak took place in October. Authorities said it is possible that dust containing the bacteria spread across the building because of the ventilation failure. It is the first time that a collective pneumonia outbreak linked with the particular bacteria has been reported in South Korea. To confirm that the bacteria was indeed the cause of the outbreak, the Health Ministry sent a sample of the microorganism from the labs to the U.S. for further epidemiological investigation.  All of the patients had fully recovered and been released from hospitals as of Nov. 6. The 55 students made up 21.7 percent of all 254 students who were placed to research in the particular building. The property was forced to shut down in October and is still being investigated for other safety violations.  By Claire Lee (dyc@heraldcorp.com)","patients developed pneumonia after inhaling ,the patients developed pneumonia after ,pneumonia after inhaling the bacteria ,the patients developed pneumonia ,on tuesday identified the bacteria","['Konkuk University', 'Seoul', 'the Health Ministry', 'Saccharopolyspora', 'the College of Animal Bioscience', 'the Health Ministry', 'South Korea', 'the Health Ministry', 'U.S.', 'Claire Lee']",6,"[ 1.          1.          3.         ... -0.69605172  0.53350258
  0.45317996]"
1,1,Nearly 70% survive 5 years after cancer diagnosis in South Korea,"Almost 70 percent of Korean patients who were diagnosed with cancer from 2009-2013 have survived or are expected to survive at least five years after their initial diagnosis, a newly released government report showed Tuesday.　The survival rate, 69.4 percent, is an increase of 15.6 percentage points over the rate for patients who were diagnosed from 2001-2005, which was 53.8 percent. The increased number of Koreans e...","Almost 70 percent of Korean patients who were diagnosed with cancer from 2009-2013 have survived or are expected to survive at least five years after their initial diagnosis, a newly released government report showed Tuesday.The survival rate, 69.4 percent, is an increase of 15.6 percentage points over the rate for patients who were diagnosed from 2001-2005, which was 53.8 percent. The increased number of Koreans engaged in regular health checkups and healthier lifestyles, as well as a decrease in the number of smokers, may have affected the statistics, the report said. (123RF)According to the report, a total of 225,343 Koreans -- 113,744 men and 111,599 women -- were newly diagnosed with cancer in 2013, a 79.3 percent increase from the number of patients back in 2003. Among all newly diagnosed patients in 2013, the highest number of them, 42,541, had thyroid cancer. The second-highest number of patients, 30,184 of them, had stomach cancer, while the third-highest, 27,618, had colorectal cancer. Among female patients, the highest number, 34,087, had thyroid cancer, followed by breast cancer and colorectal cancer.Among male patients, on the other hand, the largest number, 20,266, had stomach cancer, followed by those with colorectal cancer and lung cancer.The report also showed that some 1.4 million cancer patients, who had been diagnosed since 1999, were confirmed to have survived as of January 2014. This means at least 1 in 37 Koreans had been diagnosed with cancer as of last year. By Claire Lee (dyc@heraldcorp.com)","cancer in 2013 79 percent ,million cancer patients who had ,cancer the report also showed ,some million cancer patients ,70 percent of korean patients","['korean', 'Koreans', 'Koreans', 'Koreans', 'Claire Lee']",2,"[ 0.          0.          0.         ... -0.59621608  0.80199063
  0.3005619 ]"
2,2,S. Korea to offer US$3 mln in refugee aid,"South Korea will offer a total of US$3 million in aid to Greece, Serbia and Croatia to help them cope with the growing refugee crisis in the region, the Foreign Ministry said Friday.The number of people fleeing to Europe from conflict-torn nations, such as Syria and Iraq, has reached 850,000 this year, according to the ministry. In 2012, that number was 330,000, while in 2013, it was 430,000. Last year, 620,000 refug...","South Korea will offer a total of US$3 million in aid to Greece, Serbia and Croatia to help them cope with the growing refugee crisis in the region, the Foreign Ministry said Friday.The number of people fleeing to Europe from conflict-torn nations, such as Syria and Iraq, has reached 850,000 this year, according to the ministry. In 2012, that number was 330,000, while in 2013, it was 430,000. Last year, 620,000 refugees crossed the Mediterranean Sea to reach Europe.South Korea will provide Greece, Serbia and Croatia with $1.5 million, $1 million and $500,000, respectively, in light of the humanitarian crisis that is expected to worsen as winter approaches, the ministry said in a release.""As the worst refugee crisis since World War II continues, the refugee issue does not concern only certain regions but the entire world, and in order to resolve this, the international community must share a feeling of solidarity and responsibility, and greater assistance is demanded from other nations for recipient countries under large economic and social burdens,"" it said.The three countries were chosen based on a review of the number of refugees they are receiving and their abilities to support them.Greece has served as an entry point for a vast majority of the refugees who then move north through countries such as Serbia, Croatia, Austria and Germany. It currently hosts the largest number of refugees in Europe, estimated at some 450,000 people.Serbia has hosted some 200,000 people, while Croatia has received some 140,000.(Yonhap)","000 refugees crossed the mediterranean ,last year 620 000 refugees ,000 refugees crossed the ,620 000 refugees crossed the ,year 620 000 refugees crossed","['South Korea', 'Greece', 'Serbia', 'Croatia', 'the Foreign Ministry', 'Syria', 'Iraq', 'South Korea', 'Greece', 'Serbia', 'Croatia', 'Greece', 'Serbia', 'Croatia', 'Austria', 'Germany', 'Serbia', 'Croatia']",1,"[ 0.          0.          0.         ... -0.91034591  0.66178429
  0.0151699 ]"
3,3,Massive hepatitis C infection in Korea caused by reused syringes,"A total of 71 South Koreans are confirmed to have been infected with hepatitis C caused by reused syringes at a clinic in Seoul as of Friday, health authorities said. 　The Health Ministry said on Friday a medical doctor of Dana Hyeondae Clinic in Seoul’s Yangcheon-gu claimed he suffered from brain injuries since 2012 while admitting to having resused disposable needles during blood donations that resulted in the m...","A total of 71 South Koreans are confirmed to have been infected with hepatitis C caused by reused syringes at a clinic in Seoul as of Friday, health authorities said. The Health Ministry said on Friday a medical doctor of Dana Hyeondae Clinic in Seoul’s Yangcheon-gu claimed he suffered from brain injuries since 2012 while admitting to having resused disposable needles during blood donations that resulted in the massive hepatitis C infection. The Health Ministry is testing 2,268 more patients who have been treated at the clinic. The clinic has been shut down, and the doctor has been reported to the police by the health authorities. Dana Hyeondae Clinic, where 67 patients have been confirmed to have have been infected with hepatitis C after receiving intravenous injections. YonhapFor all of the 71 confirmed cases, the ministry has concluded after its investigation that the patients contracted the virus from repeated use of the disposable syringes used for transfusions. All of the 71 patients received intravenous injections, mostly vitamin C or vitamin B1 transfusions for physical fatigue. The 52-year-old doctor, whose name was withheld, told authorities that he reused syringes partly because of his essential tremor, a condition which involves a tremor of hands and fingers, saying it made it difficult for him to unwrap new ones. The doctor claimed that he suffered a brain injury from a car accident that resulted in minor speech disorder, impaired mobility and essential tremor. His wife is currently being investigated by the police on charges of illegally treating patients without a medical license on behalf of her husband. “The doctor is claiming that he had never reused old syringes prior to his injury in 2012, but we’ve heard from another source that this may not be true,” the Health Ministry said in a statement. “We’ve heard that the doctor used disposable syringes on a number of patients even before 2012.”According to the Health Insurance Review and Assessment Service data, 98 percent of the patients who visited Dana Hyeondae Clinic received intravenous injections. The rate is dramatically higher than the average proportion of patients who receive the treatment nationwide at all clinics, which is 19.29 percent.Hepatitis C is an infectious disease affecting mostly the liver, caused by the hepatitis C virus. The infection is often asymptomatic, but chronic infection can lead to scarring of the liver and ultimately to cirrhosis. The virus is known to spread primarily by blood-to-blood contact via intravenous drug injections or poorly sterilized medical equipment.Health authorities said all patients who received intravenous injections will be also tested for other bloodborne infectious diseases, including HIV, hepatitis B, malaria and syphilis.Those who have visited the clinic and wish to be tested for hepatitis C can call (02) 2620-4920~9. By Claire Lee (dyc@heraldcorp.com)","the patients contracted the virus ,friday medical doctor of dana ,massive hepatitis infection the health ,from brain injuries since 2012 ,hiv hepatitis malaria and syphilis","['South Koreans', 'Seoul', 'the Health Ministry', 'Dana Hyeondae Clinic', 'Seoul', 'the Health Ministry', 'Dana Hyeondae Clinic', 'YonhapFor', 'the Health Ministry', 'the Health Insurance Review and Assessment Service', 'Dana Hyeondae Clinic', 'Claire Lee']",2,"[ 0.          2.          3.         ... -0.53210676  0.97358406
 -0.24677123]"
4,4,"Korea, China, Japan to intensify fight against yellow dust","South Korea, China and Japan have agreed to strengthen a joint research project to combat yellow dust originating in China's northern provinces, a local environmental research body said Monday.  The three countries have decided to increase the number of monitoring stations and the period of analysis starting next year, during the 18th Expert Meeting on Long-range Transboundary Air Pollutants in Northeast Asia held ...","South Korea, China and Japan have agreed to strengthen a joint research project to combat yellow dust originating in China's northern provinces, a local environmental research body said Monday.  The three countries have decided to increase the number of monitoring stations and the period of analysis starting next year, during the 18th Expert Meeting on Long-range Transboundary Air Pollutants in Northeast Asia held last week, the National Institute of Environmental Research said.  In South Korea, besides three existing ones, an additional measuring point will be constructed on Baengnyeongdo Island, the nation's westernmost island, located close to the inter-Korean border.   China and Japan have also decided to additionally establish a monitoring station on Tuoji Island and one on Tsushima, respectively, according to the NIER.  The measurement targets include particles smaller than 10 micrometers in diameter, also called PM 10 concentrations, as well as PM 2.5, sulfur dioxide and nitrogen dioxide, the organization said.   In terms of ultrafine particles of PM 2.5, the three countries have agreed to share measurement data and analyze together in order to increase the accuracy of their research.   The joint research project was launched in 1995 following South Korea's proposal to more effectively deal with dust storms from China, which affects the lives of citizens and industries in the three countries.  After three decades of rapid industrialization, China regularly sees hazardous air pollution with levels of particulate matter rising to nearly 40 times the limits set by the World Health Organization during the winter months.   The levels of air pollution in South Korea have also been jumping during the winter months, as westerly winds carry smog from China to the Korean Peninsula, causing environmental and respiratory damage. (Yonhap)","environmental research body said monday ,northeast asia held last week ,research project to combat yellow ,decades of rapid industrialization china ,three decades of rapid industrialization","['South Korea', 'China', 'Japan', 'China', 'Transboundary Air Pollutants', 'the National Institute of Environmental Research', 'South Korea', 'inter - korean', 'China', 'Japan', 'Tuoji Island', 'Tsushima', 'NIER', ""South Korea 's"", 'China', 'China', 'the World Health Organization', 'South Korea', 'China']",1,"[ 0.          0.          0.         ... -0.49373138  0.71514052
 -0.02691741]"
5,5,Confirmed bird flu cases rise to 14 since mid-Sept.: gov't,"The number of confirmed bird flu cases reported in the country has risen to 14 since mid-September, as quarantine authorities step up efforts to control the spread of the highly contagious disease, the government said Monday.  Since the first suspected avian influenza cases were reported on two duck farms on Sept. 14, the Ministry of Agriculture, Food and Rural Affairs said two outbreaks have been confirmed in Gwan...","The number of confirmed bird flu cases reported in the country has risen to 14 since mid-September, as quarantine authorities step up efforts to control the spread of the highly contagious disease, the government said Monday.  Since the first suspected avian influenza cases were reported on two duck farms on Sept. 14, the Ministry of Agriculture, Food and Rural Affairs said two outbreaks have been confirmed in Gwangju, 329 kilometers south of Seoul, and 12 cases were reported in the surrounding South Jeolla Province.  As of Monday, 196,122 birds have been culled to prevent the spread of AI, it said. Most of the birds culled were ducks, although some chickens have been destroyed.  The ministry, which set up a task force to handle the outbreaks, said local poultry wholesalers and middlemen seem to be inadvertently spreading the bird flu virus as they move from one farm to another.  ""People and vehicles seem to be the main cause of the spread,"" it said. Officials have hinted that the latest AI cases may have been sparked by a dormant virus from earlier outbreaks.   Tests conducted on the virulent AI strain found in the country have indicated that the latest outbreaks are similar to those that hit the country from Sept. 24, 2014, through June 10 of this year.   To handle the spread of the bird flu that can wreck havoc on the country's poutry stock, the government said it will conduct checks on all duck farms in the South Jeolla and Gwangju regions this month. It said besides conducting detailed tests, decontamination of farms, holding facilities and traditional markets that handle live birds will be carried out for the southwestern part of the country.  In addition, the ministry, which has been creating a database on the latest outbreaks, that include following the movement of wholesalers and the way birds reach consumers, identified other regions that may be vulnerable to AI.  ""All cases so far have occurred in South Jeolla Province and Gwangju, but this may spread north into North Jeolla Province and parts of North Chungcheong Province,"" it said.  The ministry said these areas have been placed under close observation, with farms being decontaminated as a precautionary measure.  The government, meanwhile, said that starting on Dec. 23, poultry farms where outbreaks have occurred more than once will be given less compensation for birds culled, while poultry companies that buy birds from farmers will be obliged to train their suppliers about how to prevent AI, and check to make certain they follow rules. These companies will be obliged to report their activities to local authorities with failure to do so leading to a fine of up to 10 million won ($8,760). (Yonhap)","23 poultry farms where outbreaks ,two duck farms on sept ,first suspected avian influenza cases ,inadvertently spreading the bird flu ,number of confirmed bird flu","['the Ministry of Agriculture , Food and Rural Affairs', 'Seoul', 'South Jeolla Province', 'AI', 'test', 'AI', 'AI', 'South Jeolla Province', 'North Jeolla Province', 'North Chungcheong Province', 'ai']",6,"[ 0.          1.          0.         ... -0.39312074  0.29948789
  0.04296483]"
6,6,Seoul to make medical treatment costs public for foreign visitors," To help prevent foreign patients from being overcharged at medical institutions in South Korea, Seoul Mayor Park Won-soon on Monday announced that all medical costs for treatments at 50 clinics endorsed by the city government will soon be made public. 　The plan was announced as part of the city’s ambitious project to attract at least 400,000 foreign patients annually by 2018. 　The city government also plans to e...","To help prevent foreign patients from being overcharged at medical institutions in South Korea, Seoul Mayor Park Won-soon on Monday announced that all medical costs for treatments at 50 clinics endorsed by the city government will soon be made public. The plan was announced as part of the city’s ambitious project to attract at least 400,000 foreign patients annually by 2018. The city government also plans to establish a special website for foreign patients, recommending government-certified medical facilities and tips on tourism in Seoul, by December. The website will be made in four languages -- English, Chinese, Japanese and Russian.  Seoul Mayor Park Won-soon (far right) speaks to Chinese visitors who are interested in South Korea`s medical tourism programs in Seoul, Monday. (Yonhap)The mayor also announced his plan to support small and middle-sized clinics by sending qualified interpreters. The city government so far has hired 92 interpreters specializing in different languages, including Japanese, Mongolian and Chinese. It plans to hire a total of 250 language interpreters for the specific service by 2018.According to the latest data by the Health and Welfare Ministry, the number of foreign patients increased more than four times from 2006 to last year, from 60,201 to 266,501. In 2014, Chinese patients accounted for the largest proportion, 29.8 percent, of all foreign patients, followed by those from the U.S. and Russia. The largest number of patients from China, 27.9 percent, received treatments at plastic surgery clinics. In recent years, the country has seen a rise in the number of complaints reported by foreign nationals over botched work and exorbitant billing at Korean plastic surgery clinics.The number of Chinese patients that have filed complaints with the Korea Medical Dispute Mediation and Arbitration Agency increased to 30 last year from 20 in 2013 and nine in 2012. There are currently 17 cases pending as of August this year. Of the total 76 cases between 2012 and August this year, 47 of them were filed by Chinese nationals.Sources have said tourists face difficulty in making the complaints as they usually receive treatment while visiting the country with a short tourism visa, as well as due to a language barrier.Earlier this month, five Chinese women who allegedly suffered botched plastic surgery operations in Korea held a protest against the clinics and the Korean government in Myeong-dong, a well-known tourist destination in Seoul. According to New Politics Alliance for Democracy Rep. In Jae-keun, the Korean Embassy in China reportedly sent a report to the Health and Welfare Ministry this year stating that the increasing media reports on botched plastic surgery in Korea may negatively impact bilateral relations.By Claire Lee (dyc@heraldcorp.com)","tourism programs in seoul monday ,seoul monday yonhap the mayor ,for treatments at 50 clinics ,tips on tourism in seoul ,tourism in seoul by december","['South Korea', 'Seoul', 'Park Won - soon', 'Seoul', 'chinese', 'japanese', 'russian', 'Seoul', 'Park Won - soon', 'chinese', 'Seoul', 'japanese', 'mongolian', 'Chinese', 'the Health and Welfare Ministry', 'chinese', 'U.S.', 'Russia', 'China', 'korean', 'chinese', 'the Korea Medical Dispute Mediation and Arbitration Agency', 'chinese', 'chinese', 'Korea', 'korean', 'Myeong - dong', 'Seoul', 'New Politics Alliance for Democracy', 'the Korean Embassy', 'China', 'the Health and Welfare Ministry', 'Korea', 'Claire Lee']",12,"[ 0.          5.          0.         ... -0.27332479  0.59512913
  0.38173065]"
7,7,Suspected bird flu cases discovered at duck farms in South Jeolla region,"Birds that may have been infected with avian influenza (AI) have been discovered at duck farms in the South Jeolla region, the government said Sunday.According to the Ministry of Agriculture, Food and Rural Affairs, duck farms in Yeongam and Naju in the southwestern part of the country may have contracted the highly pathogenic avian influenza (HPAI).It said the AI antigens of the H5N8 strain were discovered in birds ...","Birds that may have been infected with avian influenza (AI) have been discovered at duck farms in the South Jeolla region, the government said Sunday.According to the Ministry of Agriculture, Food and Rural Affairs, duck farms in Yeongam and Naju in the southwestern part of the country may have contracted the highly pathogenic avian influenza (HPAI).It said the AI antigens of the H5N8 strain were discovered in birds that were to be shipped to the market.""Under standard operating procedure, a response team has been sent to the farms and has quarantined the facilities and restricted movement of traffic,"" the ministry said.It said an epidemiological investigation will be conducted at the farms to determine how the possible infections occurred. ""Depending on the results, further action will be taken,"" a source said.He said the test results that will clarify if the birds have contracted HPAI will be out early this week.The latest suspected cases come as the country confirmed a new case of bird flu on Thursday, bringing the total to eight over the last month.The latest outbreaks, meanwhile, are viewed as a continuation of the outbreak that hit the country from Sept. 24, 2014, through June 10 of this year. Birds at two duck farms in South Jeolla Province first tested positive for AI on Sept. 18, followed by fowl at two traditional markets, a holding facility and an eatery that serves poultry.There was another duck farm that had infections late last month. (Yonhap)","duck farm that had infections ,birds at two duck farms ,been infected with avian influenza ,of bird flu on thursday ,infected with avian influenza ai","['AI', 'South Jeolla', 'the Ministry of Agriculture , Food and Rural Affairs', 'Yeongam', 'HPAI).It', 'AI', 'South Jeolla Province', 'AI']",10,"[ 0.          0.          0.         ... -0.37366262  0.82157028
  0.09763627]"
8,8,Death toll of MERS reaches 37 in Korea,"A South Korean patient of Middle East Respiratory Syndrome died Sunday, officials said, raising the nation's death toll from the outbreak to 37.The 152nd patient, who died at 1:52 a.m., was dealing with the aftereffects of MERS after testing negative earlier. It marked the first death of a MERS patient since July 10.It also marked the first case of death caused in the aftermath of MERS after a patient tested negative...","A South Korean patient of Middle East Respiratory Syndrome died Sunday, officials said, raising the nation's death toll from the outbreak to 37.The 152nd patient, who died at 1:52 a.m., was dealing with the aftereffects of MERS after testing negative earlier. It marked the first death of a MERS patient since July 10.It also marked the first case of death caused in the aftermath of MERS after a patient tested negative for the disease.Officials said the patient got a lung transplant to help after suffering from MERS but failed to recover fully.Since the country reported its first MERS case on May 20, the disease has infected 186 people, killing 37 of them.Following the latest death, the fatality rate of the disease went up to 19.9 percent in South Korea from the previous 19.4 percent.MERS is a viral disease that is still fairly new to humans. No vaccine or treatment is currently available for the disease, a reason for the high fatality rate of around 36 percent globally.There currently is only one MERS patient in South Korea. The 35-year-old tested negative for the virus on Sept. 30 and again on Oct. 1 but tested positive recently. (Yonhap)","east respiratory syndrome died sunday ,respiratory syndrome died sunday ,the 152nd patient who died ,respiratory syndrome died sunday officials ,infected 186 people killing 37","['south korean', 'South Korea', 'South Korea']",1,"[ 0.          0.          0.         ... -0.25048906  0.60725558
  0.54237455]"
9,9,Fine dust hits peninsula for days,"A layer of fine dust has blanketed the peninsula for days, raising public health concerns, officials said Thursday. According to the Korea Meteorological Administration, many provinces have recorded a high level of fine dust over the past week, prompting the cities to issue alerts. North Jeolla Province issued a fine dust advisory on Thursday morning as the average concentration stayed above 120 micrograms per cubic ...","A layer of fine dust has blanketed the peninsula for days, raising public health concerns, officials said Thursday. According to the Korea Meteorological Administration, many provinces have recorded a high level of fine dust over the past week, prompting the cities to issue alerts. North Jeolla Province issued a fine dust advisory on Thursday morning as the average concentration stayed above 120 micrograms per cubic meter for 24 hours, with Iksan recording the highest of 187 micrograms per cubic meter. Jejudo Island and North Chungcheong Province had also issued fine dust advisory warnings as of 8 a.m. On Wednesday, Seoul City issued an ultrafine advisory for a half day as the PM-2.5 concentration exceeded 100 micrograms per cubic meter. This was the first issuance in this fall. The measure was lifted early Thursday, but the city continued monitoring the level, as the ultrafine dust level is still “bad” with over 50 micrograms per cubic meter. The stagnant atmospheric flow and recent drought have worsened the fine dust level, an environmental agency said. “There is little wind flow now as the east wind has blocked the westerlies, leaving the fine dust stagnant in the west coast. The lack of rainfall also aggravated the dust accumulation,” the National Institute of Environmental Research said.The institute added that 40 to 50 percent of the fine dust originates from the local air pollution while 30 to 40 percent comes from China. The weather agency forecast that the fine dust would continue until early next week, when rain is expected.By Lee Hyun-jeong (rene@heraldcorp.com)","dust advisory on thursday morning ,rainfall also aggravated the dust ,atmospheric flow and recent drought ,health concerns officials said thursday ,fine dust advisory on thursday","['the Korea Meteorological Administration', 'North Jeolla Province', 'Iksan', 'Jejudo Island', 'North Chungcheong Province', 'Seoul City', 'the National Institute of Environmental Research', 'China', 'Lee Hyun - jeong']",1,"[ 0.          0.          0.         ... -0.35240239  0.18367153
 -0.22462553]"
