,Unnamed: 0,title,description,body,keyword,ne,cluster,vector
0,0,Highly pathogenic strain of bird flu found in cats,"A highly pathogenic strain of bird flu was discovered in two dead cats on Saturday, a provincial government official said, marking the first infection of the virus found in mammals in two years.The H5N6 strain of avian influenza (AI) which has infected chickens across the country was found in the bodies of the cats in Pocheon, some 46 kilometers north of Seoul, the official said, citing information from health author...","A highly pathogenic strain of bird flu was discovered in two dead cats on Saturday, a provincial government official said, marking the first infection of the virus found in mammals in two years.The H5N6 strain of avian influenza  which has infected chickens across the country was found in the bodies of the cats in Pocheon, some 46 kilometers north of Seoul, the official said, citing information from health authorities.The cats were found dead earlier this week some 2 kilometers from a chicken farm where the strain of the virus was first reported last month.It marked the first infection of AI in mammals in South Korea since February 2015 when the country reported the infection of bird flu in a dog.Health authorities said that they are looking at samples to verify whether they were infected with a more highly pathogenic strain of AI.""Even if it is the same N6 strain, there are some differences in gene structure,"" the official said. ""We are awaiting test results.""South Korea is struggling to contain the spread of bird flu that has led to more than 20 million chickens and ducks nationwide being culled since mid-November.","two dead cats on saturday ,dead cats on saturday provincial ,dead cats on saturday ,h5n6 strain of avian influenza ,cats were found dead earlier","['Pocheon', 'Seoul', 'AI', 'South Korea', 'Korea']",4,"[ 1.          1.          1.         ... -0.62127185  0.4508701
  0.362113  ]"
1,1,Time ticks for bird flu,"Acting President Hwang Kyo-ahn on Wednesday called for all-out efforts to end the spread of bird flu within a week, with the number of slaughtered poultry topping 27 million and egg prices spiraling.   At a daily meeting on the avian influenza outbreak, the prime minister also expressed condolences to the family of a local health official who was believed to have passed away due to overwork. Researchers collect bir...","Acting President Hwang Kyo-ahn on Wednesday called for all-out efforts to end the spread of bird flu within a week, with the number of slaughtered poultry topping 27 million and egg prices spiraling.   At a daily meeting on the avian influenza outbreak, the prime minister also expressed condolences to the family of a local health official who was believed to have passed away due to overwork. Researchers collect bird flu-infected poultry at a farm located in Incheon on Monday. The 40-year-old employee of the Seongju County office, North Gyeongsang Province, was found dead Tuesday after working for more than 12 hours every day since last month to disinfect poultry facilities. “Fatigue is growing among the personnel due to protracted fumigation activities,” Hwang said during the session, requesting the related agencies to secure alternative labor force. “I want you to take an all-out approach with extraordinary resolve so that we can certainly contain the AI spread within one week.” As of midnight Tuesday, nearly 27 million chickens and ducks at 567 farms have been slaughtered across the country, which amounts to more than 15 percent of the country’s supply of chickens and 25 percent of the supply of ducks, according to the Agriculture Ministry. Some experts project the tally may shoot up to 50 million due to the cold weather and pervasiveness of the flu. Egg prices are shown above 10,000Won at some placesEgg prices skyrocketed in the wake of the AI outbreak, with a tray of 30 eggs exceeding 10,000 won  at some places, prompting the government to temporarily lift tariffs on imports. The nationwide average price stands at around 7,500 won, up almost 38 percent from a year ago. Agriculture, Food and Rural Affairs Minister Kim Jae-soo also said Tuesday that the agency will look into whether retailors and bakery groups unreasonably hike prices. “Currently some 2,100 tons of eggs and related products are imported annually, so they can still use them to make bread and other things. We should monitor if they raise the prices on the excuse of higher egg costs,” he said at an internal agency meeting. By Shin Hyon-hee","slaughtered poultry topping 27 million ,found dead tuesday after working ,researchers collect bird flu infected ,of bird flu within week ,tuesday nearly 27 million chickens","['Hwang Kyo - ahn', 'Incheon', 'Seongju County', 'North Gyeongsang Province', 'Hwang', 'AI', 'the Agriculture Ministry', 'AI', 'agriculture , Food and Rural Affairs', 'Kim Jae - soo', 'Shin Hyon - hee']",14,"[ 0.          0.          2.         ... -0.45164958  0.18719126
  0.00476022]"
2,2,Ministry ups control over vehicle authentication breach,"The Ministry of Environment announced Tuesday a revised law to strengthen control over breaches of vehicle authentication here, in a bid to prevent another Volkswagen’s emissions-rigging scandal.  Audi Volkswagen Korea headquarterAccording to the revision bill of the current Clean Air Conservation Act, automobile makers that breach vehicle authentication measures in Korea will receive a penalty of up to 5 percent o...","The Ministry of Environment announced Tuesday a revised law to strengthen control over breaches of vehicle authentication here, in a bid to prevent another Volkswagen’s emissions-rigging scandal.  Audi Volkswagen Korea headquarterAccording to the revision bill of the current Clean Air Conservation Act, automobile makers that breach vehicle authentication measures in Korea will receive a penalty of up to 5 percent of the total sales amount and can be fined up to 50 billion won  per vehicle.This upper limit of the penalty was an increase from the previous 10 billion won, which had been amended just last year to strengthen the effectiveness of checking the noise and emissions level of vehicles.As for vehicles that do not pass the vehicle emissions test and fail to obtain authentication, the environment minister can order automobile makers to replace the problematic components, according to a newly added clause.If companies do not comply, the government may order them to refund or repurchase the disputed model of vehicle for customers. If companies continue to resist, they face a jail term of up to five years or a fine of up to 50 million won .“With an increased levy scheme, we expect automobile makers to make extra effort to avoid breaching vehicle authentication measures,” said Na Jung-kyun, the ministry’s director general for climate and air quality management.“We are glad to see that the ministry can become more directly involved in protecting customers’ rights,” he added. The revision bill was introduced four months after the ministry cancelled the authentication for 32 types of Volkswagen vehicles -- 83,000 vehicles in total -- as the company had forged test results for its vehicles’ noise-level, fuel efficiency and emissions to receive authentication. Another 126,000 vehicles were decertified in November 2015 for using a defeat device to trick emissions test.In August, a penalty totaling 17.8 billion won was charged to the German carmaker’s local unit for falsifying authentication documents on the fuel efficiency and emissions of 24 models of VW vehicles, including the VW Golf and Audi A8. By Kim Da-sol","another volkswagen emissions rigging scandal ,tuesday revised law to strengthen ,rigging scandal audi volkswagen korea ,volkswagen emissions rigging scandal audi ,prevent another volkswagen emissions rigging","['the Ministry of Environment', 'Volkswagen', 'Audi Volkswagen Korea', 'Korea', 'Na Jung - kyun', 'Volkswagen', 'german', 'VW', 'Audi A8', 'Kim Da - sol']",4,"[ 0.          0.          0.         ... -0.43429118  0.18106909
  0.17610598]"
3,3,Concerns rise over human bird flu infections,"With at least 70,000 people involved in the mass culling of poultry at bird flu-hit areas recently, concerns of human infections of the virus are rising due to the workers‘ exposure, a lawmaker said Tuesday. “Since workers participating in culling and burying infected poultry in rural areas are directly exposed to the virus, they carry a higher likelihood of getting infected,” said main opposition Democratic Party...","With at least 70,000 people involved in the mass culling of poultry at bird flu-hit areas recently, concerns of human infections of the virus are rising due to the workers‘ exposure, a lawmaker said Tuesday. “Since workers participating in culling and burying infected poultry in rural areas are directly exposed to the virus, they carry a higher likelihood of getting infected,” said main opposition Democratic Party of Korea Rep. Kim Hyun-kwon, adding the government should come up with stricter quarantine measures. According to the Ministry of Agriculture, Food and Rural Affairs, at least 3,400 public officials and 19,000 civilians were put into work to cull and bury infected poultry at 42 sites across the nation, over the past 40 days since the virus was first detected in South Chungcheong Province. Researchers collect bird flu-infected poultry at a farm located in Incheon on Monday. There have been no reports of infections through people or livestock thus far.While local governments are mainly responsible for dispatching people to work at infected poultry farms, military officials said Tuesday they have been sending the Army’s Chemical Forces to affected areas in South Gyeongsang Province and North Jeolla Province since last week, due to a shortage of workers. The Korea Centers for Disease Control and Prevention said last week that the government classified some 13,000 workers at the disease-hit sites as a high-risk group to receive state monitoring, and helped them get vaccinations.Quarantine authorities added that they also provided workers antiviral drugs like Tamiflu and protective clothing to guard against the outbreak spreading to people.But the highly pathogenic bird flu is spreading at an unprecedented pace across the country, having already swept through neighboring countries earlier this year, killing over 20 people. In China, there have been 16 H5N6 human infections since 2014, resulting in the deaths of 10 of those infected.So far, authorities said 26 people among the high-risk group reported flu-like symptoms, but none of them have been confirmed to have the virus.The highly pathogenic H5N6 strain of bird flu is currently being examined at the National Institute of Environmental Research to find out if the outbreak can spread to people, authorities added.The current outbreak is already worse than that in 2014, when 13.96 million fowls were put down over six months. A record number of 10 million chickens, ducks and quails have been culled throughout the nation so far, with an additional 3.78 million in waiting.By Kim Da-sol","researchers collect bird flu infected ,flu infected poultry at farm ,poultry at bird flu hit ,collect bird flu infected poultry ,province researchers collect bird flu","['Democratic Party of Korea', 'Kim Hyun - kwon', 'the Ministry of Agriculture , Food and Rural Affairs', 'South Chungcheong Province', 'Incheon', 'the Army ’s Chemical Forces', 'South Gyeongsang Province', 'North Jeolla Province', 'the Korea Centers for Disease Control and Prevention', 'China', 'the National Institute of Environmental Research', 'Kim Da - sol']",14,"[ 0.          0.          0.         ... -0.48147082  0.10288851
  0.12166172]"
4,4,Big data analysis fails to stem AI spread,"South Korea's big data system for infectious diseases has failed to help prevent the spread of the country's latest avian influenza outbreak due to its alarming pace, sources said Tuesday.The country is reeling from its worst ever bird flu outbreak this winter, slaughtering more than 22 million poultry in a desperate bid to contain the disease that has ravaged chicken farms across the country.The first outbreak was r...","South Korea's big data system for infectious diseases has failed to help prevent the spread of the country's latest avian influenza outbreak due to its alarming pace, sources said Tuesday.The country is reeling from its worst ever bird flu outbreak this winter, slaughtering more than 22 million poultry in a desperate bid to contain the disease that has ravaged chicken farms across the country.The first outbreak was reported at a chicken farm in Haenam, about 420 kilometers south of Seoul, in mid-November. It was of the highly pathogenic H5N6 strain of bird flu, a new type of virus that was first detected in South Korea.According to the sources, South Korea's quarantine authorities set the AI big data system in motion soon after the first outbreak on Nov. 16, in an effort to stave off the spread of the crippling poultry disease.Co-developed by the Ministry of Agriculture, Food and Rural Affairs and No. 2 mobile carrier KT Corp. in 2014, the system forecasts possible areas of infection with an accuracy rate of 90 percent by analyzing GPS information on vehicle movements among farms during the 21-day incubation period.Five days after the first reports, the Animal and Plant Quarantine Agency singled out regions at risk of infection, informing local governments of the list and closing traffic to those areas.But it proved to be a belated move as the disease spread at a far faster pace than expected. Unlike the highly pathogenic H5N8 strain that hit the country in 2014-15, the H5N6 spread across the nation simultaneously through wild migratory birds almost without an incubation period.Experts said the big data system has been useless as it is designed to forecast areas of possible infection by considering vehicles as the main medium of spreading the virus.In order to overcome the limits of the current big data system, quarantine authorities should develop a response system based on new technologies such as Internet of Things, which will likely send farmers information on outbreaks as quickly as possible.South Korea had more than 156 million chickens and more than 9.5 million ducks as of the end of March, according to government data. South Korea culled 14 million birds in 2014.","worst ever bird flu outbreak ,its worst ever bird flu ,bird flu outbreak this winter ,worst ever bird flu ,country latest avian influenza outbreak","[""South Korea 's"", 'Haenam', 'Seoul', 'South Korea', ""South Korea 's"", 'AI', 'the Ministry of Agriculture , Food and Rural Affairs', 'KT Corp.', 'Animal', 'Plant Quarantine Agency', 'South Korea', 'South Korea']",19,"[ 0.          1.          1.         ... -0.46199048  0.5511871
  0.18259028]"
5,5,Did poor etiquette lead to Korea’s worst flu outbreak?,"For Kim Su-yeon, a 36-year-old self-proclaimed germophobe, Seoul at this time of a year is a nightmare.  Before stepping outside, she always makes sure she has a sufficient supply of antibacterial wipes and hand sanitizers in her bag. But such precautions still seem inadequate in keeping her germ-free, especially when strangers near her start to cough without covering their mouth. “I saw a lady who clearly had a co...","For Kim Su-yeon, a 36-year-old self-proclaimed germophobe, Seoul at this time of a year is a nightmare.  Before stepping outside, she always makes sure she has a sufficient supply of antibacterial wipes and hand sanitizers in her bag. But such precautions still seem inadequate in keeping her germ-free, especially when strangers near her start to cough without covering their mouth. “I saw a lady who clearly had a contagious cold, coughing, sneezing and wiping her nose with her hand in the subway. I immediately stood up and moved to a different part of the subway,” Kim said, expressing frustration at ignorance about etiquette in public places.In the face of the worst seasonal flu sweeping the nation, Kim’s complaint seems to be shared by an increasing number of South Koreans. A student is seen wearing a face mask during class at an elementary school in Masan, South Gyeongsang Province, Wednesday. Doctors, too, stress that simple etiquette can be most effective in preventing the spread of the contagious seasonal flu virus. The failure to properly educate students and follow preventive steps may have been behind the worst flu outbreak in decades, they said. According to the Korea Centers for Disease Control and Prevention, a record high number of young patients were diagnosed with flu last week -- 152 flu cases per 1,000 students aged 7-18. The government began monitoring the flu in 1997.Dr. Kim Yang-hyun of the Anam Hospital of Korea University Medical Center said flu etiquette is relatively less known or followed by Koreans, compared to people in other countries. “Did you know that you should sneeze into your elbow, not your hand?” he asked. “Also, not many in South Korea can decide for themselves whether or not they should go to work or school when they sneeze and cough,” he added. Last year, South Korea had a major outbreak of the Middle East respiratory syndrome that caused 38 deaths. The state-run KCDC, in response, came up with antiviral treatment guidelines that include educating children and adults to sneeze into their elbows.But such information is still not well known among the public or taught at schools, experts highlighted.Sneezing into one’s elbow can prevent some 3,000 infectious droplets from being sprayed onto hands, which could spread germs by holding or passing frequently touched surfaces such as door handles and tables. “Koreans tend to campaign or follow health care steps only when a serious disease outbreaks,” a medical resident at Seoul National University Hospital told the Korea Herald on condition of anonymity. “Simple but fundamental preventive steps can keep colds away. All we need to do is to follow simple manners on a daily basis, which takes on a whole new meaning when their intent is to protect your health and the health of those around you,” he added.In other developed countries like the US, health authorities have been campaigning since 2009 to teach elementary school students to properly cover their mouths when they cough through the distribution of flyers and posters about health care, under the slogan “Cough = Elbow.”South Korean health authorities said Tuesday that they had suggested schools start their winter vacation earlier than scheduled and immediately stop students from attending school. Doctors said the disease, the influenza A virus subtype H3N2, is unlikely to develop serious complications, such as pneumonia, if patients receive timely treatment.“Although the flu virus this time is accompanied by symptoms such as headaches and muscle pain -- rare for other types of seasonal flu -- the disease can be cured when the patients visit the doctor immediately and take antiviral drugs like Tamiflu,” said Dr. Kim Gyu-yeon of The Severance Hospital of the Yonsei University Health System.Getting a vaccination, either a flu shot or a nasal-spray type vaccination, is another simple method to reduce chances of catching cold. “Those who study or work in confined spaces are particularly susceptible to the highly contagious illness, since people with the flu can spread it to others up to about 2 meters away, mainly by droplets made when they cough, sneeze or talk,” said Kim.While vaccines show efficacy after two weeks, it is still not too late to get a vaccination now, as the cold weather is to continue until February next year, he added. By Kim Da-sol","worst seasonal flu sweeping the ,the worst seasonal flu sweeping ,contagious cold coughing sneezing and ,worst seasonal flu sweeping ,the worst seasonal flu","['Kim Su - yeon', 'Seoul', 'Kim', 'Kim', 'South Koreans', 'Masan', 'South Gyeongsang Province', 'the Korea Centers for Disease Control and Prevention', 'Kim Yang - hyun', 'the Anam Hospital of', 'Korea University Medical Center', 'Koreans', 'South Korea', 'South Korea', 'KCDC', 'Koreans', 'Seoul National University Hospital', 'the Korea Herald', 'US', 'korean', 'h3n2', 'Kim Gyu - yeon', 'the Severance Hospital of', 'the Yonsei University Health System', 'Kim', 'Kim Da - sol']",4,"[ 0.          1.          0.         ... -0.78567845  0.08310503
 -0.02709239]"
6,6,Seoul pulls out stops to halt AI,"The Seoul Metropolitan Government announced Monday a set of countermeasures to stop a highly pathogenic bird flu strain that is spreading toward the capital at an unprecedented pace.The city’s Citizens Health bureau said it has culled eight mandarin ducks at Seoul Grand Park in Gwacheon, just outside Seoul and banned at least 40 zookeepers from leaving the zoo for a week, as part of its preventive measures.Authoriti...","The Seoul Metropolitan Government announced Monday a set of countermeasures to stop a highly pathogenic bird flu strain that is spreading toward the capital at an unprecedented pace.The city’s Citizens Health bureau said it has culled eight mandarin ducks at Seoul Grand Park in Gwacheon, just outside Seoul and banned at least 40 zookeepers from leaving the zoo for a week, as part of its preventive measures.Authorities sent feces of a total of 1,200 fowl collected inside the zoo to the National Institute of Environmental Research to check for the highly pathogenic H5N6 strain of the flu, officials said. The park was temporarily closed since Saturday after it found two dead storks on consecutive days.Seoul City said it has also obtained 2,700 doses of antiviral drugs and 12,000 items of protective clothing in case the outbreak spreads to people. Currently there have been no reports of infections through people or livestock so far.“We are putting together every effort to secure citizens’ health with high-level quarantine measures,” said Seoul Mayor Park Won-Soon in a statement.“While chicken, duck and eggs that are sold in the market in Seoul are safe to eat, I hope groundless worries about eating poultry do not hurt the poultry farms in the country,” Park added.Authorities said that it will strengthen quarantine measures at some 17 wintering sites for migratory birds located in Seoul, such as the Han River and Jungnang Stream, by sterilizing the area every day.An off-limits sign is held Monday at an ecological park by the Han River, following a series of bird flu cases detected in zoos and outdoor places around Seoul. The city government has already closed down four ecological parks in the capital and halted a migratory bird observation programs after the H5N6 bird flu virus was first reported in southern rural areas on Nov. 16.Some 55 city officials will be dispatched to monitor households which raise birds as pets.The current outbreak is already worse than that in 2014, when 13.96 million fowls were put down over six months. A record number of 10 million chickens, ducks and quails have been culled throughout the nation so far, with an additional 3.78 million on the waiting list.The Ministry of Agriculture, Food and Rural Affairs expects the financial toll to reach 423.3 billion  as the outbreak was uncontained in most of the disease-hit areas such as the Chungcheong provinces.The infections were found to be the highly pathogenic H5N6 strain of the flu, a new type of the virus first detected in the country.By Kim Da-sol","eight mandarin ducks at seoul ,after the h5n6 bird flu ,of 10 million chickens ducks ,stop highly pathogenic bird flu ,10 million chickens ducks and","['the Seoul Metropolitan Government', 'Citizens Health', 'Gwacheon', 'Seoul', 'the National Institute of Environmental Research', 'Seoul City', 'Seoul', 'Park Won - Soon', 'Seoul', 'Seoul', 'Jungnang Stream', 'Seoul', 'the Ministry of Agriculture , Food and Rural Affairs', 'Kim Da - sol']",5,"[ 0.          5.          0.         ... -0.40829501  0.90209723
 -0.26537076]"
7,7,Zoos shut down as bird flu approaches Seoul,"A highly pathogenic bird flu is spreading at an alarming pace toward the capital, with confirmed cases in Gimpo, west of Seoul, and another suspected case near the capital. The Seoul Metropolitan Government said Sunday that it temporarily closed the Seoul Grand Park in Gwacheon, just south of Seoul, over the weekend after it found two dead storks over consecutive days.Authorities said it did not find anything signifi...","A highly pathogenic bird flu is spreading at an alarming pace toward the capital, with confirmed cases in Gimpo, west of Seoul, and another suspected case near the capital. The Seoul Metropolitan Government said Sunday that it temporarily closed the Seoul Grand Park in Gwacheon, just south of Seoul, over the weekend after it found two dead storks over consecutive days.Authorities said it did not find anything significant from the autopsy results, while the examinations have been sent to the National Institute of Environmental Research for further investigation on the highly pathogenic H5N6 strain of the flu.Reopening the zoo will be discussed following the result of the investigation, the authorities added.Seoul City said that Seoul Children’s Grand Park in Gwangjin-gu will also be temporarily closed after the government raised its watch level from “alert” to “serious” last week, the highest vigilance level in the country‘s disease control system.As a result, the Ministry of Agriculture, Food and Rural Affairs said that health authorities are entitled to close any chicken farm or cote if necessary.On Sunday, a chicken farm in Gimpo, Gyeonggi Province, was confirmed for H5N6 bird flu virus after it reported the deaths of chickens and unusual movements of ducks. Quarantine authorities ordered the immediate ban on the movement of stockbreeders at poultry farms in the vicinity, as an examination into three other farms in the city is ongoing. The current outbreak is already worse than that in 2014, when 13.96 million fowls were put down over six months. A record number of 10 million chickens, ducks and quails have been culled throughout the nation so far, with an additional 3.78 million on the waiting list, since the bird flu was first reported in southern rural areas on Nov. 16.The ministry expects the financial toll to reach 423.3 billion  as the outbreak was uncontained in most of the disease-hit areas such as the Chungcheong provinces.The infections were found to be the highly pathogenic H5N6 strain of the flu, a new type of the virus first detected in the country.Quarantine authorities said migratory birds are a source of the highly contagious H5N6 virus, as there have been no reports of infections through the movement of people or livestock.The latest outbreak came almost seven months after the last infection was reported in Gwangju, Gyeonggi Province, in April. By Kim Da-sol","the flu reopening the zoo ,h5n6 bird flu virus after ,flu reopening the zoo will ,flu reopening the zoo ,highly pathogenic bird flu","['Gimpo', 'Seoul', 'the Seoul Metropolitan Government', 'Gwacheon', 'Seoul', 'the National Institute of Environmental Research', 'Seoul City', 'Seoul Children ’s Grand Park', 'Gwangjin', 'the Ministry of Agriculture , Food and Rural Affairs', 'Gimpo', 'Gyeonggi Province', 'Gwangju', 'Gyeonggi Province', 'Kim Da - sol']",4,"[ 0.          2.          0.         ... -0.4869045   0.23664382
  0.23710872]"
8,8,Revision seeks to allow easier use of firearms against illegal fishing,"The South Korean coast guard may soon be exempted from responsibilities for any damages or loss of private property caused by their use of firearms while cracking down on illegal fishing, as long as their use of force is within legal boundaries, a bill submitted Saturday proposed.Under the revision submitted by Rep. Hwang Young-cheul of the ruling Saenuri Party, the coast guard will be allowed to use firearms should ...","The South Korean coast guard may soon be exempted from responsibilities for any damages or loss of private property caused by their use of firearms while cracking down on illegal fishing, as long as their use of force is within legal boundaries, a bill submitted Saturday proposed.Under the revision submitted by Rep. Hwang Young-cheul of the ruling Saenuri Party, the coast guard will be allowed to use firearms should a ship disobey an order three times to stop or withdraw from a specific area.An immediate use of force will be allowed when a ship or its crew members suspected of illegal fishing or other irregularities use violence to avoid inspection.The South Korean coast guard began using firearms, only when deemed necessary, after one of its patrol boats sank while pursuing a Chinese boat fishing illegally in South Korean waters in October.The revision apparently seeks to provide legal grounds for the use of deadly force against those using violence.The bill, if enacted, will exempt the maritime police from legal responsibility for any damage to ships or their crewmembers using violence, according to Hwang.""The coast guard may use firearms under the exiting law, but is often reluctant to do so due to legal issues,"" he said. ""The proposed revision will help strengthen the country's maritime sovereignty by allowing a stronger response to those violating its territorial waters.""","cracking down on illegal fishing ,pursuing chinese boat fishing illegally ,members suspected of illegal fishing ,fishing illegally in south korean ,boat fishing illegally in south","['south korean', 'Hwang Young', 'Saenuri Party', 'south korean', 'chinese', 'south korean']",18,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.73111723e-04
  2.07331195e-01 -2.27181823e-03]"
9,9,Additional bird flu case found in southern city,"Another case of avian influenza was found in a dead bird in the southeastern city of Gyeongsan, quarantine officials said Thursday, as they struggled to contain the virus that has ravaged poultry farms across the country since mid-November.According to the Veterinary Service Laboratory affiliated with the government of North Gyeongsang Province, the highly pathogenicH5N6 strain of the bird flu was discovered in the d...","Another case of avian influenza was found in a dead bird in the southeastern city of Gyeongsan, quarantine officials said Thursday, as they struggled to contain the virus that has ravaged poultry farms across the country since mid-November.According to the Veterinary Service Laboratory affiliated with the government of North Gyeongsang Province, the highly pathogenicH5N6 strain of the bird flu was discovered in the dead body of a swan found on Sunday in the city some 331 kilometers southeast of Seoul.Immediately after the finding, the quarantine authorities restricted the movement of poultry being raised within 10 km of the location where the swan was found, officials said.Still, the authorities assume AI might not yet have spread to the region, which had been considered safe from the virus, given that swans are migratory birds that are not raised in the province.The first outbreak of bird flu in nearly seven months was reported at a chicken farm in Haenam, about 420 kilometers south of Seoul, on Nov. 16.It was caused by the highly pathogenic H5N6 strain of bird flu, a new type of virus that was first detected in South Korea.","h5n6 strain of bird flu ,bird flu in nearly seven ,has ravaged poultry farms across ,virus that has ravaged poultry ,strain of the bird flu","['Gyeongsan', 'the Veterinary Service Laboratory', 'North Gyeongsang Province', 'Seoul', 'AI', 'Haenam', 'Seoul', 'South Korea']",19,"[ 0.          2.          1.         ... -0.44623637  0.24179192
  0.1191293 ]"
