,Unnamed: 0,title,description,body,keyword,ne,cluster,vector
0,0,More than 35% of newlyweds had no kids in 2015,"More than 35 percent of newlywed couples had no children last year amid the country's chronically low birthrate and late marriage trend, government data showed Monday.According to the data compiled by Statistics Korea, some 1.47 million couples married in the past five years as of November 2015, with 80.1 percent of them consisting of first-time brides and grooms.Out of the total, 35.5 percent of newlywed couples had...","More than 35 percent of newlywed couples had no children last year amid the country's chronically low birthrate and late marriage trend, government data showed Monday.According to the data compiled by Statistics Korea, some 1.47 million couples married in the past five years as of November 2015, with 80.1 percent of them consisting of first-time brides and grooms.Out of the total, 35.5 percent of newlywed couples had no kids, while the percentage rose to 42.1 percent in those couples who both work. Among couples with a single breadwinner, however, only 29.9 percent were childless.Matches with the husband and wife both in their early 30s accounted for 18.8 percent of all newlywed couples, closely followed by duos where the husband was between 30-34 years and the wife between 25-29 years at 18.4 percent. Also, 506,000 couples, or 42.9 percent, were double-income families, and the percentage reached 50 percent for those who married less than one year ago.Among 853,000 marriages that include salaried workers, 30.6 percent of them have a combined annual income of 30 to 50 million won, while 21.9 percent are in the basket of 50 to 70 million won, and 18.4 percent are in the 10 to 30 million won income group.The findings reflect that an increasing number of South Korean people get married and have children when they are older, or give up on tying the knot and having babies altogether.A separate survey showed that half of people thought that marriage is necessary in their lives last year, down from 56.8 percent polled in 2014.The average age that a woman has her first child was 31.2 last year, up from 31 years in 2014. Some 23.9 percent of first-time moms were over 35 years of age.The country's fertility rate, or the average number of babies that a woman is projected to have during her lifetime, has hovered around 1.2 since it dropped to a record low of 1.08 in 2005.It reached 1.24 in 2015, marking the second-lowest fertility rate among members of the Organization for Economic Cooperation and Development, following Portugal with 1.23 based on available data compiled in 2014.The average birthrate of OECD countries was 1.68 as of 2014.","35 percent of newlywed couples ,newlywed couples had no kids ,total 35 percent of newlywed ,than 35 percent of newlywed ,35 percent of newlywed","['Statistics Korea', 'match', 'south korean', 'the Organization for Economic Cooperation and Development', 'Portugal', 'OECD']",7,"[ 1.          1.          1.         ... -0.77221441  0.64520639
  0.06457342]"
1,1, Korea sees record worst flu outbreak,"South Korea’s seasonal influenza among young patients shows no sign of abating, reaching a record-high number of flu patients this week since the government began monitoring in 1997.According to the Korea Centers for Disease Control and Prevention, a record high number of young patients were diagnosed with flu in the past week as of Friday. Per 1,000 outpatient and emergency room visits of those aged 7-18, 153 were ...","South Korea’s seasonal influenza among young patients shows no sign of abating, reaching a record-high number of flu patients this week since the government began monitoring in 1997.According to the Korea Centers for Disease Control and Prevention, a record high number of young patients were diagnosed with flu in the past week as of Friday. Per 1,000 outpatient and emergency room visits of those aged 7-18, 153 were flu patients. The previous record was set in 2013 at 115 flu cases per 1,000 hospital visits. A nurse examines a child at a pediatrics clinic in Seoul on Friday. A total number of suspected cases for seasonal influenza reached 61.8 patients per 1,000 visits across the nation, about a 77 percent jump from 34.8 cases, the KCDC said. By age group, those aged six or below showed the highest number of infected cases at 59.6 patients, followed by those aged 19-49 at 51.5.Those aged 65 or more showed the least number of flu cases at nine per 1,000 hospital visits, followed by those aged 50-64 with 22.2 cases. The virus currently raging is the influenza A virus subtype H3N2, the doctors said.While doctors stress that simple hygiene etiquette is the most effective way to prevent the spread of the contagious virus, they said that the influenza B virus is likely to appear early next year.“Seasonal flu shows different types of aspects of spreading and considering the current spread of influenza A, the second round of seasonal flu -- influenza B -- may begin spreading early next year,” said Doctor Jung Yong-pil of Asan Medical Center.“These two different strains of the virus share almost identical symptoms such as high fever, headache and muscle pain,” Jung added. Getting a vaccination, either a flu shot or a nasal-spray type vaccination, is a simple method to reduce the chances of catching both influenza A and B, experts say, but fundamental preventive steps such as washing hands often can sometimes work better.According to Doctor Lee Jae-gab of Hallym University Gangnam Sacred Heart Hospital, it is difficult to expect which subtype virus of influenza B would spreading, making it hard to guess which vaccination to get for prevention.“There are two subtypes of virus under influenza A and B, while a vaccination cannot always create the specific antibodies to resist the viruses, it depends on people,” Lee said.“That’s why doctors stress flu prevention methods, such as wearing a mask and washing hands often, as the most certain and basic ways to stay away from a cold,” he added.The Ministry of Health and Welfare announced earlier this week that it would temporarily expand the health insurance coverage for those aged 10-18, so they can get antiviral drugs such as Tamiflu at a 30 percent discount and promptly receive treatment.By Kim Da-sol","flu patients this week since ,seasonal influenza reached 61 patients ,of flu patients this week ,of friday per 000 outpatient ,2013 at 115 flu cases","['South Korea ’s', 'the Korea Centers for Disease Control and Prevention', 'Seoul', 'KCDC', 'H3N2', 'Jung Yong - pil', 'Jung', 'Lee Jae - gab', 'Hallym University Gangnam Sacred Heart Hospital', 'Lee', 'the Ministry of Health and Welfare', 'Kim Da - sol']",8,"[ 0.          0.          0.         ... -0.35780001  0.62728995
  0.12686518]"
2,2,N. Korea ranks No. 1 for military spending relative to GDP: State Department report,"North Korea ranked No. 1 in the world for military expenditures relative to its gross domestic product between 2004-2014, spending nearly a quarter of its GDP on the armed forces, an annual State Department report showed Thursday.According to the State Department's World Military Expenditures and Arms Transfers 2016 report, the North's military expenditures averaged about $3.5 billion a year. That accounts for 23.3 p...","North Korea ranked No. 1 in the world for military expenditures relative to its gross domestic product between 2004-2014, spending nearly a quarter of its GDP on the armed forces, an annual State Department report showed Thursday.According to the State Department's World Military Expenditures and Arms Transfers 2016 report, the North's military expenditures averaged about $3.5 billion a year. That accounts for 23.3 percent of the country's average GDP of $15 billion during the period.Oman was a distant second on the list, spending 11.4 percent of its GDP on the military, followed by Saudi Arabia with 8.6 percent, South Sudan with 8.4 percent and the African nation of Eritrea with 6.9 percent, according to the report.South Korea spent about 2.6 percent of its GDP on the military, the 47th largest in the world, while Japan was in 136th place by spending an average 1 percent of its GDP on the military during the period, according to the report.In absolute terms, however, the North's annual military spending during the period ranked only 46th in the world, while South Korea's ranked 11th, spending an average $30 billion. The US was by far the world's No. 1 with $701 billion a year on average, way ahead of runner-up China's $114 billion.In 2014 alone, the US military expenditures amounted to $656 billion, while China's totaled $157 billion. The gap between the two countries narrowed significantly from last year's report that put the US military spending in 2012 at $724 billion, compared with China's $126 billion.North Korea's 2012 military spending came to $4.17 billion, while South Korea's expenditures totaled $39.3 billion, according to the report.The US was by far the biggest arms exporter in the world, selling an average $120 billion worth of weapons to foreign countries annually during the period. Russia came next but trailed with only $8 billion worth of exports.North Korea ranked 31st on the list, with about $100 million of annual arms exports. But Pyongyang's arms exports accounted for 6.6 percent of its total exports, making the country the No. 1 in terms of the proportion of weapons to total exports, the report showed.","korea expenditures totaled 39 billion ,114 billion in 2014 alone ,billion north korea 2012 military ,only billion worth of exports ,2004 2014 spending nearly quarter","['North Korea', 'State Department', ""the State Department 's"", 'Oman', 'Saudi Arabia', 'South Sudan', 'african', 'Eritrea', 'South Korea', 'Japan', ""South Korea 's"", 'US', 'China', 'US', 'China', 'US', 'China', ""North Korea 's"", ""South Korea 's"", 'US', 'Russia', 'North Korea', 'Pyongyang']",11,"[ 0.          0.          0.         ... -0.37413153  0.15536307
 -0.32882881]"
3,3,Population aging getting faster in S. Korea,"South Korea is fast becoming an aged society amid record-low childbirths and marriages, official data showed Thursday.The number of newborn babies in the country declined 13.9 percent on-year to 31,600 in October, according to Statistics Korea.It marks the lowest since such data were first compiled here in 2000.A total of 349,000 babies were born in the first 10 months of this year, down 6.4 percent from a year earli...","South Korea is fast becoming an aged society amid record-low childbirths and marriages, official data showed Thursday.The number of newborn babies in the country declined 13.9 percent on-year to 31,600 in October, according to Statistics Korea.It marks the lowest since such data were first compiled here in 2000.A total of 349,000 babies were born in the first 10 months of this year, down 6.4 percent from a year earlier.""Given the trend, the number of babies born this year is expected to stand at 413,000 this year, the lowest level since relevant data became available,"" a Statistics Korea official said.South Korea also continued to suffer a decreasing number of marriages. The number totaled 22,000 during the month, down 5.2 percent from a year earlier. It's the smallest October figure since 21,780 recorded in 2015.That of marriages in the January-October period also dropped 6.4 percent on-year to 227,900.""It's certain that the number of marriages will fall below 300,000 this year,"" the official added. Meanwhile, 645,000 South Koreans moved their residence in November, a 0.8 percent drop on-year, the third consecutive month of a decline.","349 000 babies were born ,november percent drop on year ,declined 13 percent on year ,october period also dropped percent ,third consecutive month of decline","['South Korea', 'Statistics Korea', 'Statistics Korea', 'South Korea', 'South Koreans']",7,"[ 2.          0.          0.         ... -0.66960758  0.60763317
 -0.00748274]"
4,4,Korea’s cancer occurrence rate falls for three consecutive years,"The cancer occurrence rate among South Koreans has fallen for three consecutive years, government data showed Tuesday.According to data tallied by the Korea Central Cancer Registry, 217,057 patients were diagnosed with cancer in 2014 -- 289.1 cases per 100,000 people -- down 4.5 percent from the 227,188 patients in 2013. The KCCR began collecting data on the occurrence rate of cancer in 1999. It peaked in 2012 with 3...","The cancer occurrence rate among South Koreans has fallen for three consecutive years, government data showed Tuesday.According to data tallied by the Korea Central Cancer Registry, 217,057 patients were diagnosed with cancer in 2014 -- 289.1 cases per 100,000 people -- down 4.5 percent from the 227,188 patients in 2013. The KCCR began collecting data on the occurrence rate of cancer in 1999. It peaked in 2012 with 323.3 cases per 100,000 people, but has since been on a gradual decline. By type of cancer, thyroid cancer topped the list with 30,806 people diagnosed in 2014 -- about 28.1 percent lower than in the previous year -- followed by colorectal cancer, lung cancer, breast cancer, liver cancer and prostate cancer.Researchers said the fall in the occurrence rate of thyroid cancer compared to previous years could be due to the heightened public awareness regarding overdiagnosis and the resulting unncessary surgery.Among the five kinds of cancer monitored by the National Cancer Information Center, breast cancer was the only type that showed an increasing trend, with the number of cases rising by 5.7 percent from 17,398 in 2013 to 18,381 in 2014. The data also showed that 1 in 35 South Koreans have suffered or have been suffering cancer since 1999, amounting to a total of approximately 1.46 million as of January 2015. Based on the life expectancy of South Koreans, at 82 years old, 2 in 5 men and 1 in 3 women are likely to develop cancer in their lifetime, researchers found.South Korea’s occurrence rate of cancer was 265.7 cases per 100,000 people, similar to the Organization for Economic Cooperation and Development average of 270.3 cases per 100,000 people. By Kim Da-sol","cancer registry 217 057 patients ,cancer in 2014 289 cases ,been suffering cancer since 1999 ,cancer was 265 cases per ,35 south koreans have suffered","['South Koreans', 'the Korea Central Cancer Registry', 'KCCR', 'the National Cancer Information Center', 'South Koreans', 'South Koreans', 'South Korea ’s', 'the Organization for Economic Cooperation and Development', 'Kim Da - sol']",5,"[ 0.          0.          0.         ... -0.33129221  0.65413761
  0.33822224]"
5,5,Ministry maps out plan to prevent human infections of AI,"The government on Tuesday mapped out plans to tighten controls to prevent humans from being infected with a highly pathogenic bird flu strain, a week after it elevated its watch level from “alert” to “serious,” the highest level in the country’s disease control system.The Ministry of Health and Welfare said Tuesday it has dispatched quarantine officials to monitor human infections and cull infected poultry at 42...","The government on Tuesday mapped out plans to tighten controls to prevent humans from being infected with a highly pathogenic bird flu strain, a week after it elevated its watch level from “alert” to “serious,” the highest level in the country’s disease control system.The Ministry of Health and Welfare said Tuesday it has dispatched quarantine officials to monitor human infections and cull infected poultry at 42 sites across the nation.Officials will also provide residents with 15,300 doses of antiviral drugs and 20,060 items of protective clothing in case the outbreak spreads to people, the ministry added. Currently, there have been no reports of infections through people or livestock.Chung Ki-seok, head of the Korea Centers for Disease Control and Prevention, speaks Tuesday in a briefing held at Sejong Government Complex. “While the possibility of the bird flu infection spreading to humans is extremely low, simple but fundamental steps, such as washing hands for 30 seconds and avoiding visiting poultry farms or habitats for migratory birds can prevent the outbreak spreading to people,” said Chung Ki-seok, head of the Korea Centers for Disease Control and Prevention in a briefing.“We also ask that citizens who find symptoms or suspicious cases visit ministry-designated hospitals. We appointed some 17 hospitals across the nation equipped with special sanitation facilities to report and treat cases immediately,” Chung added.As of Monday, 9,183 people working at poultry farms or participating in the mass culling of poultry at the disease-hit areas had been vaccinated and classified as a high-risk group to receive state monitoring.Authorities said 26 people among the high-risk group reported flu-like symptoms, but just one of them was confirmed with the H3N2 strain of the seasonal flu.The highly pathogenic H5N6 strain of the flu is currently being examined at the National Institute of Environmental Research to find out if the outbreak can spread to people, authorities added. The CDC said it also published and distributed guidelines for bird flu prevention measures in 14 different languages, including Thai, Chinese, Tagalog, Vietnamese and more, in an aim to help foreign workers in rural areas understand the situation and follow the measures. Officials said that while the seasonal flu is sweeping the country at an alarming pace, it is theoretically possible for a human to catch both seasonal flu and bird flu infections, but it is very less likely for the outbreak to spread to people. “The most significant step for people to prevent both  viruses is to wash hands often and eat heated food,” the CDC official said.By Kim Da-sol","bird flu strain week after ,pathogenic bird flu strain week ,prevention speaks tuesday in briefing ,the bird flu infection spreading ,distributed guidelines for bird flu","['the Ministry of Health and Welfare', 'Chung Ki - seok', 'the Korea Centers for Disease Control and Prevention', 'Chung Ki - seok', 'the Korea Centers for Disease Control and Prevention', 'Chung', 'H3N2', 'the National Institute of Environmental Research', 'CDC', 'Thai', 'Tagalog', 'Vietnamese', 'CDC', 'Kim Da - sol']",8,"[ 0.          0.          0.         ... -0.38445911  0.17742714
  0.29765567]"
6,6,Paternity leave policy extended for military families,"South Korean soldiers will now receive up to three years of paternity leave per child, three times longer than the Army’s previous policy.The Ministry of Defense said Tuesday that it has revised the Military Personnel Management Act to grant the same period of child care leave to male soldiers. Currently, female soldiers receive up to three years of maternity leave per child. Parents with an 8-year-old child or youn...","South Korean soldiers will now receive up to three years of paternity leave per child, three times longer than the Army’s previous policy.The Ministry of Defense said Tuesday that it has revised the Military Personnel Management Act to grant the same period of child care leave to male soldiers. Currently, female soldiers receive up to three years of maternity leave per child. Parents with an 8-year-old child or younger are eligible for the leave.  stock imageThe ministry hopes that the change will help soldiers balance work and family life, and enhance their quality of life. According to governmental data, about 87,400 working parents used their child care leave in 2015. Fathers accounted for 4,872 of them -- 2.7 times higher than the 1,790 who used such leave in 2012.Kim Da-sol","three years of maternity leave ,three years of maternity ,to three years of maternity ,korean soldiers will now receive ,soldiers currently female soldiers receive","['south korean', 'Army', 'the Ministry of Defense', 'the Military Personnel Management Act']",13,"[ 0.          0.          1.         ... -0.19616476  0.63029653
  0.31530517]"
7,7,Incentive tours to Korea rise 58% this year,"The number of foreign visitors to South Korea through incentive programs has topped 280,000 this year, with the figure expected to surpass 300,000 for the full year, the state-run Korea Tourism Organization (KTO) said Tuesday.According to the KTO, a total of 281,000 employees of foreign companies came to the country on incentive tours as of Friday, up 58 percent from a year earlier.The number has already topped the p...","The number of foreign visitors to South Korea through incentive programs has topped 280,000 this year, with the figure expected to surpass 300,000 for the full year, the state-run Korea Tourism Organization  said Tuesday.According to the KTO, a total of 281,000 employees of foreign companies came to the country on incentive tours as of Friday, up 58 percent from a year earlier.The number has already topped the previous record annual high of 211,540 in 2014, it said.The KTO said group incentive trips from Japan, Hong Kong and other Asian countries have been significantly on the rise.Many Chinese firms, including Aolan International Beauty Group or Aurance Group, a cosmetics and health supplements company, have sent their employees on incentive programs to South Korea this year.","korea tourism organization said tuesday ,the rise many chinese firms ,topped 280 000 this year ,000 employees of foreign companies ,281 000 employees of foreign","['South Korea', 'Korea Tourism Organization', 'KTO', 'KTO', 'Japan', 'Hong Kong', 'asian', 'chinese', 'Aolan International Beauty Group', 'Aurance Group', 'South Korea']",1,"[ 0.          0.          0.         ... -0.52210295  1.02413666
 -0.51079977]"
8,8,Korea culls 9.81 million poultry over bird flu,"South Korea quarantine officials have slaughtered more than 9.81 million poultry this winter, an official said Tuesday, the latest in a series of efforts to contain a bird flu that has ravaged chicken farms across the country.They also plan to kill an additional 2.53 million chickens and ducks across the country in coming days, said Lee Yong-jin, deputy director handling the issue at the Ministry of Agriculture, Food...","South Korea quarantine officials have slaughtered more than 9.81 million poultry this winter, an official said Tuesday, the latest in a series of efforts to contain a bird flu that has ravaged chicken farms across the country.They also plan to kill an additional 2.53 million chickens and ducks across the country in coming days, said Lee Yong-jin, deputy director handling the issue at the Ministry of Agriculture, Food and Rural Affairs.That would raise to more than 12 million the total number of poultry culled since Nov. 16, when the first outbreak was reported at a chicken farm in Haenam, about 420 kilometers south of Seoul.The outbreak -- the first in nearly seven months -- was caused by the highly pathogenic H5N6 strain of bird flu, a new type of virus that was first detected in South Korea. In April, quarantine officials slaughtered 12,000 chickens and ducks.The quarantine authorities said migratory birds are a source of the outbreak of bird flu as there have been no reports of infections through the movement of people or livestock.South Korea culled 14 million birds in 2014.South Korea has 155 million chickens and 8.7 million ducks as of the end of 2015.","officials slaughtered 12 000 chickens ,slaughtered 12 000 chickens and ,slaughtered 12 000 chickens ,korea has 155 million chickens ,korea culled 14 million birds","['South Korea', 'Lee Yong - jin', 'the Ministry of Agriculture , Food and Rural Affairs', 'Haenam', 'Seoul', 'South Korea', 'South Korea']",5,"[ 0.          0.          0.         ... -0.35273233  0.35916889
 -0.41358778]"
9,9,4 out of 10 in their 20s and 30s dream of becoming civil servant: poll,"Four out of 10 job seekers in their 20s and 30s have prepared for state tests to become a civil servant, a poll showed Friday, a sign that government jobs are popular in South Korea amid growing job insecurity.The leading online job search portal JobKorea said its poll of 1,083 young people showed that 42.9 percent had prepared for the state tests. Among them, 23.5 percent said they have recently dropped their plans ...","Four out of 10 job seekers in their 20s and 30s have prepared for state tests to become a civil servant, a poll showed Friday, a sign that government jobs are popular in South Korea amid growing job insecurity.The leading online job search portal JobKorea said its poll of 1,083 young people showed that 42.9 percent had prepared for the state tests. Among them, 23.5 percent said they have recently dropped their plans due mainly to fierce competition and the high costs needed for study.The poll said 19.4 percent said they are still studying for the test due to the potential for job security, good welfare and a good work environment.Government data showed that 1.27 million people applied for the test for public jobs over the past five years, and among them 18,510 aspirants passed the tests.In South Korea, a civil servant's job has been traditionally called an ""iron rice bowl,"" a guarantee of lifetime employment.","korea amid growing job insecurity ,out of 10 job seekers ,job insecurity the leading online ,friday sign that government jobs ,10 job seekers in their","['South Korea', 'JobKorea', 'South Korea']",2,"[ 0.          0.          0.         ... -0.49069139  0.38900554
 -0.06043381]"
