,Unnamed: 0,title,description,body,keyword,ne,cluster,vector,author,section,month,year,keyword_e,ne_e,cluster_e,vecctor_e
0,0,31-year-old woman burnt to death at temple in Seoul,"A woman with a history of mental illness burned herself to death at a Buddhist temple in Seoul on Thursday, with the reasons behind the apparent suicide yet to be known, police said.  The 31-year-old woman, only identified by her family name Kim, poured flammable materials onto her body and set herself on fire with a lighter at the Bongeun Temple in southern Seoul, police officers said. The woman died before an ambu...","A woman with a history of mental illness burned herself to death at a Buddhist temple in Seoul on Thursday, with the reasons behind the apparent suicide yet to be known, police said.  The 31-year-old woman, only identified by her family name Kim, poured flammable materials onto her body and set herself on fire with a lighter at the Bongeun Temple in southern Seoul, police officers said. The woman died before an ambulance arrived at the site, they said.She reportedly had megalomania, a mental illness in which people think they have great or unlimited power or importance, though they often have delicate egos.No property damage was reported due to the incident.","woman burnt to death ,burned herself to death ,old woman burnt ,year old woman burnt ,old woman burnt to","['buddhist', 'Seoul', 'Kim', 'Seoul']",16,"[ 1.          2.          1.         ... -0.46757275  0.22993717
  0.14184475]",임정요,Social affairs,12,2016,"illness burned herself to death ,woman died before an ambulance ,herself to death at buddhist ,burned herself to death at ,burned herself to death","['buddhist', 'Seoul', 'Kim', 'Seoul']",3,"[ 1.          2.          1.         ... -0.46757275  0.22993717
  0.14184475]"
1,1,"Tugboat believed to have sunk, leaving 2 crew members dead","A tugboat was believed to have sunk off an island near South Korea's southernmost island of Jeju for unknown reasons on Thursday, leaving its two crew members dead, the Coast Guard said.The coast guard in the city of Jeju received a transmission from an Emergency Position Indicating Radio Beacon, or a distress message suggesting a ship's sinking, from the 29-ton K tugboat sailing in waters 2.4 kilometers west of Biya...","A tugboat was believed to have sunk off an island near South Korea's southernmost island of Jeju for unknown reasons on Thursday, leaving its two crew members dead, the Coast Guard said.The coast guard in the city of Jeju received a transmission from an Emergency Position Indicating Radio Beacon, or a distress message suggesting a ship's sinking, from the 29-ton K tugboat sailing in waters 2.4 kilometers west of Biyang Island near the northwestern coast of the southern resort island around 8:51 a.m.Following the receipt of the signal, the tugboat's captain, 71, was rescued by a ship sailing nearby and the other crew member, whose age is unknown, was picked up by a patrol boat before the two were pronounced dead at a hospital.The coast guard sent four patrol boats and one helicopter to the site to search for the tugboat, which left a port in Hallim, Jeju, around 1:10 a.m. The accident occurred during strong winds and high waves.","crew members dead tugboat ,members dead tugboat ,members dead tugboat was ,dead tugboat ,dead tugboat was believed","[""South Korea 's"", 'Jeju', 'the Coast Guard', 'Jeju', 'Biya']",16,"[ 0.          0.          0.         ... -0.87426335  0.0097375
  0.10777111]",임정요,Social affairs,12,2016,"ship sinking from the 29 ,members dead the coast guard ,distress message suggesting ship sinking ,sinking from the 29 ton ,its two crew members dead","[""South Korea 's"", 'Jeju', 'the Coast Guard', 'Jeju', 'Biyang Island', 'Hallim', 'Jeju']",4,"[ 0.          0.          0.         ... -0.87426335  0.0097375
  0.10777111]"
2,2,Foreign ministry seeks criminal charge against diplomat over sexually abusing teenager in Chile,"South Korea's foreign ministry referred a diplomat to the prosecution on Wednesday over sexually abusing a teenage girl in Chile, officials said. The councilor, previously posted at the South Korean Embassy in Chile, is accused of committing a sexual offense against a 14-year-old girl in September while teaching her Korean. Tipped off by the girl, a Chilean television channel filmed and broadcast the diplomat sexuall...","South Korea's foreign ministry referred a diplomat to the prosecution on Wednesday over sexually abusing a teenage girl in Chile, officials said. The councilor, previously posted at the South Korean Embassy in Chile, is accused of committing a sexual offense against a 14-year-old girl in September while teaching her Korean. Tipped off by the girl, a Chilean television channel filmed and broadcast the diplomat sexually harassing another woman earlier in the month who was acting as a teenage girl trying to receive Korean language lessons.Holding a disciplinary committee on Tuesday, the Ministry of Foreign Affairs dismissed the diplomat surnamed Park from public office.""Today, the ministry reported Park to the Supreme Prosecutors' Office and submitted evidence including an indictment bill filed by the victim's family,"" officials here said.","wednesday over sexually abusing ,girl in chile officials ,abusing teenager in chile ,sexually abusing teenage girl ,diplomat over sexually abusing","[""South Korea 's"", 'Chile', 'the south Korean Embassy', 'Chile', 'korean', 'chilean']",16,"[ 0.          0.          0.         ... -0.57076067  0.84884858
  0.54872948]",임정요,International,12,2016,"wednesday over sexually abusing teenage ,on wednesday over sexually abusing ,abusing teenage girl in chile ,prosecution on wednesday over sexually ,wednesday over sexually abusing","[""South Korea 's"", 'Chile', 'the south Korean Embassy', 'Chile', 'korean', 'chilean', 'the Ministry of Foreign Affairs', 'Park', ""the Supreme Prosecutors ' Office""]",16,"[ 0.          0.          0.         ... -0.57076067  0.84884858
  0.54872948]"
3,3,Truck slams into broadcasting firm at center of Park's impeachment,"A truck driven by a South Korean man in his 40s slammed into the main gate of broadcasting channel JTBC on Monday, whose initial reports on President Park Geun-hye's alleged documents leaks led to her impeachment earlier in the month. The 45-year man surnamed Kim crashed his 1.5-ton truck into the main entrance of JTBC in Mapo in western Seoul at around 7:25 p.m. apparently in protest of the television channel's rep...","A truck driven by a South Korean man in his 40s slammed into the main gate of broadcasting channel JTBC on Monday, whose initial reports on President Park Geun-hye's alleged documents leaks led to her impeachment earlier in the month. The 45-year man surnamed Kim crashed his 1.5-ton truck into the main entrance of JTBC in Mapo in western Seoul at around 7:25 p.m. apparently in protest of the television channel's reports on Park, according to the police.Wearing the Marine Corps uniform, Kim tried to break into the gate by driving his truck back and forth some 10 times, but his vehicle was stuck between the doors before the police arrested him at the scene.  The incident left JTBC's glass doors broken and the door frames warped, but caused no further damage, according to the firefighting authorities.At the time of arrest, Kim was carrying a letter for JTBC's president and a placard on his truck, which satirically recommended the JTBC head as the next South Korean president. The police quoted Kim as saying that ""The entire country is in a bind because of  reports on a tablet PC."" The police said they will interrogate him to find out the exact motive.In October, JTBC initially reported Park leaked presidential speeches and other documents to her long-time friend Choi Soon-sil, based on what was assumed to be Choi's tablet PC.Park was impeached on Dec. 9 after the prosecution said she collided with Choi and other presidential officials to force conglomerates to donate a huge amount of funds.","crashed his ton truck ,park impeachment truck driven ,kim crashed his ton ,of park impeachment truck ,park impeachment truck","['south korean', ""Park Geun - hye 's"", 'Kim', 'Mapo', 'Seoul']",16,"[ 0.          1.          1.         ... -0.56391543  0.16529751
  0.43767297]",김윤미,Social affairs,12,2016,"kim crashed his ton truck ,crashed his ton truck into ,crashed his ton truck ,south korean president the police ,reported park leaked presidential speeches","['south korean', ""Park Geun - hye 's"", 'Kim', 'Mapo', 'Seoul', 'Park', 'Marine Corps', 'Kim', 'JTBC', 'Kim', 'JTBC', 'JTBC', 'south korean', 'Kim', 'JTBC', 'Park', 'Choi Soon - sil', 'Choi', 'Choi']",12,"[ 0.          1.          1.         ... -0.56391543  0.16529751
  0.43767297]"
4,4,Counseling helps juveniles in crisis,"Gripped by feelings of worthlessness, isolation and despair, 17-year-old Kim Mi-sun (not her real name) considered jumping from the roof of the building she lived in. Without anyone to share her feelings, she often cried to sleep. She has searched online for ways to kill herself and people to attempt suicide with, and even left a suicide note. “I was not close to my mother. I suffered from sociophobia and depression...","Gripped by feelings of worthlessness, isolation and despair, 17-year-old Kim Mi-sun  considered jumping from the roof of the building she lived in. Without anyone to share her feelings, she often cried to sleep. She has searched online for ways to kill herself and people to attempt suicide with, and even left a suicide note. “I was not close to my mother. I suffered from sociophobia and depression since I was in the middle school. I felt like there was no one who sympathized with me or understood me. I felt like I was completely alone,” said the student from Ulsan. “I felt I would not suffer if I just died.” Stock imageWhat helped her through the difficult times was a counselling service she received from the Youth Counselling and Welfare Centers as a part of the Gender Ministry’s community youth safety-net program. After being categorized as a student who needs special attention through a test, she was initially reluctant to see counsellors. “I had no trust in such counselling services and I hated to open myself up to others.”But now she considers herself “lucky.”“Through counselling, I gained confidence. I learned that it was okay to make mistakes. I learned that I was precious the way I was,” said Kim, who received the counselling service from May to September this year. Kim is one of the 172,900 teenagers who has been covered by the ministry’s community safety-net program this year. Some 34,775 were offered counselling under the program. The Gender Ministry aims to provide a social safety net for juveniles in crises such as runaways, dropouts and those exposed to various hardships from sexual violence, domestic violence and bullying at schools. Some 1,079 juveniles from multicultural backgrounds and from North Korea also received support through the program on 15,606 occasions.In partnership with municipalities, police stations, education offices and health clinics in the local community, the Gender Ministry discovers vulnerable youth and helps them to return to their homes, schools and society in accordance with Juvenile Welfare Support Act. It has 222 counselling facilities across the nation with 1,066 counsellors with an expertise in social welfare and youth to provide the teenagers at risk with one-on-one or group counselling, short-term and long-term protection, legal advice, medical services and financial support. Starting in 2017, the ministry plans to expand the youth support program by increasing the number of youth counsellors from the current 1,066 to 1,146, with the budget to rise by 9.4 percent to 8.1 billion won. “The ministry will increase the number of counsellors and harness their skills so that youngsters in crisis can receive customized services,” said Yang Cheol-soo, who is in charge of the ministry’s division for self-reliance on youth. By Ock Hyun-ju","mother suffered from sociophobia ,cried to sleep she ,despair 17 year old ,feelings she often cried ,kill herself and people",['Kim Mi - sun'],16,"[ 0.          0.          0.         ... -0.66086495 -0.05919905
 -0.13728136]",Ock Hyun-ju,Social affairs,12,2016,"she often cried to sleep ,despair 17 year old kim ,my mother suffered from sociophobia ,mother suffered from sociophobia ,often cried to sleep she","['Kim Mi - sun', 'Ulsan', 'the Youth Counselling and', 'Welfare Centers', 'Gender Ministry ’s', 'Kim', 'Kim', 'Gender Ministry', 'North Korea', 'Gender Ministry', 'Juvenile Welfare Support Act', 'Yang Cheol - soo', 'Ock Hyun - ju']",7,"[ 0.          0.          0.         ... -0.66086495 -0.05919905
 -0.13728136]"
5,5,"Crane truck accident leaves 2 workers dead, 2 seriously injured","The platform of a crane truck overturned at a reinforcement construction work site in the central city of Cheongju on Monday, killing two workers and seriously injuring two others, police said.Around 1:29 p.m., two workers, both of them brothers, crashed to the ground 8 meters below when they were aboard the carrier to engage in reinforcing panels on the external wall of a two-story plant before being pronounced dead...","The platform of a crane truck overturned at a reinforcement construction work site in the central city of Cheongju on Monday, killing two workers and seriously injuring two others, police said.Around 1:29 p.m., two workers, both of them brothers, crashed to the ground 8 meters below when they were aboard the carrier to engage in reinforcing panels on the external wall of a two-story plant before being pronounced dead at a nearby hospital. Another brother of theirs and their co-worker sustained serious injuries.Police arrived at the scene for clues as to what caused the accident.","monday killing two workers ,accident leaves workers dead ,workers dead seriously injured ,truck accident leaves workers ,crane truck overturned",['Cheongju'],16,"[ 0.          0.          0.         ... -0.38833809  0.29319498
  0.1304803 ]",임정요,Social affairs,12,2016,"on monday killing two workers ,monday killing two workers ,monday killing two workers and ,cheongju on monday killing two ,seriously injuring two others police",['Cheongju'],10,"[ 0.          0.          0.         ... -0.38833809  0.29319498
  0.1304803 ]"
6,6,Body of captain from capsized boat found,"The body of the captain of a South Korean fishing boat that capsized after colliding with a foreign-flagged vessel was recovered Friday off the country's southwest coast, raising the death toll to two, Cost Guard said.The body of the 59-year-old captain, identified only by his surname Kim, was found floating some 16 kilometers off the country's resort island of Jeju, about 12 km away from where the incident took plac...","The body of the captain of a South Korean fishing boat that capsized after colliding with a foreign-flagged vessel was recovered Friday off the country's southwest coast, raising the death toll to two, Cost Guard said.The body of the 59-year-old captain, identified only by his surname Kim, was found floating some 16 kilometers off the country's resort island of Jeju, about 12 km away from where the incident took place at around 12:30 p.m., it said. The body was transferred to a hospital on the island. The 19-ton ship with nine crew members aboard capsized Thursday afternoon after crashing into the 96,000 ton Liberia-flagged vessel in waters about 26 kilometers northwest of the small islet of Biyang near the southern resort island, it said. Five were rescued. The body of another crew member was found late Thursday, but the other two fishermen are still missing.","fishing boat that capsized ,captain from capsized boat ,capsized boat found the ,south korean fishing boat ,boat that capsized after","['south korean', 'Cost Guard', 'Kim', 'Jeju']",16,"[ 0.          0.          1.         ... -0.50858462 -0.20802109
 -0.0880383 ]",임정요,Social affairs,12,2016,"korean fishing boat that capsized ,members aboard capsized thursday afternoon ,fishing boat that capsized after ,crew members aboard capsized thursday ,fishing boat that capsized","['south korean', 'Cost Guard', 'Kim', 'Jeju', 'Liberia', 'Biyang']",10,"[ 0.          0.          1.         ... -0.50858462 -0.20802109
 -0.0880383 ]"
7,7,Wild pigs' habitat density rises despite increased captures: state-run institute,"An increasing number of wild boars have been captured, but the population density for the animals has incrementally risen, a state-run institute on biological resources said Tuesday, amid concerns of people being attacked by them.A survey conducted by the National Institute of Biological Resources showed that more than 73,000 wild boars were captured or hunted in the 2011-14 period, with an average 18,000 wild boars ...","An increasing number of wild boars have been captured, but the population density for the animals has incrementally risen, a state-run institute on biological resources said Tuesday, amid concerns of people being attacked by them.A survey conducted by the National Institute of Biological Resources showed that more than 73,000 wild boars were captured or hunted in the 2011-14 period, with an average 18,000 wild boars per year captured.In the mentioned period, however, the animals' nationwide habitat density came to an average 4.2 wild boars per square kilometer from 4.0. In 2015, it rose to 5 wild pigs, the highest level since 2001.  By province, South Korea's southwestern province of North Jeolla topped the list of wild boars' habitat density with 8.7, trailed by the southeastern province of South Gyeongsang with 6.6 and the northeast province of Gangwon with 5.4. The institute defines 3 to 5 per square kilometers as a safe population density. The increased habitat density stokes fears that people could be at risk of running into the feral animals more often. On Sunday, a 58-year-old medicinal herb collector died from excessive bleeding after a wild boar bit his thigh on a mountain in the city of Samcheok on the country's east coast. The incident followed a December 2015 incident in which one of the two people were mauled to death by a wild boar while picking medicinal plants on a mountain in the same city.Efforts to catch more wild boars than ever does not appear to help decrease the number of wild boars due to the prolific animal's propagative nature. In Gangwon, the estimated number of wild animals captured increased to 21,700 in 2015 from 10,700 in 2013 and 8,700 in 2011. As of September this year, it is estimated at 22,000, 5 percent of which is wild boars.An official at the institute said, ""A wild boar gives birth to three to 10 piglets. It is not so easy to adjust the number of the animals by capturing or hunting done on a local basis.""""A rise in the habitat density means that the possibility of people encountering wild boars could increase, too,"" the official said, asking people to take preventive measures to avoid such sudden encounters. ""On a mountain trail, which is also a passage of wild animals, you have to show indications of people approaching them as a way to keep them from appearing all of sudden,"" the official added.","73 000 wild boars ,18 000 wild boars ,000 wild boars were ,000 wild boars ,wild boars were captured",['the National Institute of Biological Resources'],16,"[ 0.          0.          0.         ... -0.62972116  0.36661461
  0.45100629]",임정요,Social affairs,12,2016,"000 wild boars were captured ,wild boars per year captured ,000 wild boars per year ,catch more wild boars than ,catch more wild boars","['the National Institute of Biological Resources', ""South Korea 's"", 'North Jeolla', 'South Gyeongsang', 'Gangwon', 'Samcheok', 'Gangwon']",4,"[ 0.          0.          0.         ... -0.62972116  0.36661461
  0.45100629]"
8,8,"Armored vehicle accident leaves 1 soldier unconscious, 1 injured","An armored vehicle on a training mission overturned at an Air Force unit in the southwestern city of Gunsan on Thursday, leaving the vehicle's driver unconscious and another soldier injured, the Air Force said.During the accident, which took place around 10:50 a.m., the K20 armored vehicle carrying four soldiers was traveling down a road near a magazine inside the 38th Fighter Wing base in the city on South Korea's w...","An armored vehicle on a training mission overturned at an Air Force unit in the southwestern city of Gunsan on Thursday, leaving the vehicle's driver unconscious and another soldier injured, the Air Force said.During the accident, which took place around 10:50 a.m., the K20 armored vehicle carrying four soldiers was traveling down a road near a magazine inside the 38th Fighter Wing base in the city on South Korea's west coast. The driver, a corporal, was taken to a nearby hospital in a coma due to brain damage from the accident and a sergeant sustained an injury to his leg. The two other soldiers escaped from the vehicle safely, according to the Air Force.  The military vehicle is believed to have failed to navigate a steep curve and lost its balance. The Air Force unit is looking into what caused the accident.","accident leaves soldier unconscious ,leaves soldier unconscious injured ,vehicle accident leaves soldier ,soldier unconscious injured an ,soldier unconscious injured","['Air Force', 'Gunsan', 'the Air Force', 'K20', ""South Korea 's""]",16,"[ 0.          0.          0.         ... -0.3269774   0.02478514
  0.38125548]",임정요,Defense,12,2016,"driver unconscious and another soldier ,soldier injured the air force ,vehicle on training mission overturned ,brain damage from the accident ,leaving the vehicle driver unconscious","['Air Force', 'Gunsan', 'the Air Force', 'K20', ""South Korea 's"", 'the Air Force', 'the Air Force']",9,"[ 0.          0.          0.         ... -0.3269774   0.02478514
  0.38125548]"
9,9,Korean worker killed in robbery in Botswana,"A South Korean worker in Botswana has been found dead and another wounded in an apparent robbery, the foreign ministry here said Monday.The worker was found dead on Sunday (local time) in his temporary house in Palapye, 270 km northeast of Gaborone, the capital of Botswana, according to the ministry.The man, whose identify has not been confirmed, died from a gunshot wound apparently sustained during a home invasion t...","A South Korean worker in Botswana has been found dead and another wounded in an apparent robbery, the foreign ministry here said Monday.The worker was found dead on Sunday  in his temporary house in Palapye, 270 km northeast of Gaborone, the capital of Botswana, according to the ministry.The man, whose identify has not been confirmed, died from a gunshot wound apparently sustained during a home invasion that took place around 2 a.m.stock image Another Korean worker was also wounded, though his condition has yet to be confirmed.The ministry said that it has dispatched its local staff to the scene. A consular official based in South Africa will also be sent to look into the case, the ministry said.","worker killed in robbery ,found dead on sunday ,korean worker killed in ,korean worker killed ,died from gunshot wound","['south korean', 'Botswana', 'Palapye', 'Botswana']",16,"[ 0.          0.          0.         ... -0.15846598  0.20714843
  0.32289633]",임정요,Social affairs,10,2016,"wounded in an apparent robbery ,was found dead on sunday ,korean worker was also wounded ,found dead on sunday ,found dead on sunday in","['south korean', 'Botswana', 'Palapye', 'Botswana', 'korean', 'South Africa']",4,"[ 0.          0.          0.         ... -0.15846598  0.20714843
  0.32289633]"
