,Unnamed: 0,title,description,body,keyword,ne,cluster,vector
0,0,CFR survey puts N. Korea crisis atop list of international concerns for New Year,"A potential crisis involving North Korea ranked atop the list of international concerns for the United States in the New Year, according to a Council on Foreign Relations survey.The annual Preventive Priorities Survey put ""a severe crisis in North Korea"" in the Tier 1 category of concerns, along with a potential military confrontation between Russia and NATO; a highly disruptive cyberattack on US critical infrastruct...","A potential crisis involving North Korea ranked atop the list of international concerns for the United States in the New Year, according to a Council on Foreign Relations survey.The annual Preventive Priorities Survey put ""a severe crisis in North Korea"" in the Tier 1 category of concerns, along with a potential military confrontation between Russia and NATO; a highly disruptive cyberattack on US critical infrastructure; and a mass casualty terrorist attack on the US homeland.The CFR said in the report that a severe crisis in the North could be ""caused by nuclear or intercontinental ballistic missile weapons testing, a military provocation, or internal political instability.The think tank said that it sent the survey to nearly 7,000 US government officials, foreign policy experts, and academics, of whom more than 500 responded. Each was asked to estimate the likelihood and impact on US interests of each of the contingencies, it said.It was believed to be the first time that a North Korea crisis has topped the annual list of international concerns for New Year, though the issue has been classified as a Tier 1 international concern in previous surveys.""Donald J. Trump assumes office at a particularly turbulent time. It may not be long before his administration is tested by a serious foreign crisis,"" CFR said in the report. ""The new administration must decide how active it wants to be in managing the risks a more turbulent world poses to US interests.""Most American experts agree that North Korea will be one of the biggest problems facing the Trump administration as the communist nation stepped up its development of a nuclear-tipped missile capable of reaching the continental US.Outgoing President Barack Obama also reportedly warned Trump of the dangers the North poses to the US when the two met at the White House last month.During the election campaign, Trump said he would pressure China to exercise its influence over North Korea as the main food and energy provider to rein in the regime in Pyongyang, saying the North is basically China's problem to fix.But he also expressed a willingness to hold direct talks with North Korean leader Kim Jong-un over ""hamburgers,"" a remark seen as aimed at underscoring the point he's a great negotiator. However, the remark invited huge criticism that such a meeting would only bolster the North's dictator.","severe crisis in north korea ,crisis involving north korea ranked ,obama also reportedly warned trump ,north korea crisis has topped ,terrorist attack on the us","['North Korea', 'the United States', 'a Council on Foreign Relations', 'Preventive Priorities Survey', 'North Korea', 'Russia', 'NATO', 'US', 'US', 'CFR', 'US', 'US', 'North Korea', 'J. Trump', 'CFR', 'US', 'american', 'North Korea', 'Trump', 'Barack Obama', 'US', 'Trump', 'China', 'North Korea', 'Pyongyang', 'China', 'north korean', 'Kim Jong - un']",13,"[ 5.          1.          1.         ... -0.51222074  0.55693215
 -0.0073757 ]"
1,1,More single persons turn to self-employment due to lack of jobs,"A growing number of unmarried persons are starting their own businesses apparently due to a lack of jobs, a report suggested Monday, noting the jobless rate of young people has remained record high.According to the report from Statistics Korea, 12.2 percent of all single men were self-employed as of end-2015.The figure marked an increase of 4.8 percentage points from 7.4 percent at the end of 2006.Accordingly, the av...","A growing number of unmarried persons are starting their own businesses apparently due to a lack of jobs, a report suggested Monday, noting the jobless rate of young people has remained record high.According to the report from Statistics Korea, 12.2 percent of all single men were self-employed as of end-2015.The figure marked an increase of 4.8 percentage points from 7.4 percent at the end of 2006.Accordingly, the average ratio of earned income in overall income for single male households dropped to 75 percent from 87.3 percent over the cited period.The ratio of business income, on the other hand, spiked from 7.8 percent to 18.9 percent.That of female households also more than doubled from 10.5 percent to 21.9 percent.""The reason the earned income ratios of both men and women have been lowered appears to be related to a drop in youth employment,"" the report said.In November, the jobless rate of people aged between 15 and 29 years came to 8.2 percent, the statistic office said earlier.The tally marked only a 0.1 percentage point increase from the same month last year, but also the highest in 13 years for the month of November.","monday noting the jobless rate ,households dropped to 75 percent ,male households dropped to 75 ,suggested monday noting the jobless ,monday noting the jobless",['Statistics Korea'],10,"[ 0.          0.          0.         ... -0.80716783  0.61752927
  0.2630617 ]"
2,2,Unmarried population in their 30s rises to record high in 2015,"More than 35 percent of thirtysomethings in South Korea remained unmarried last year amid a widespread late marriage trend in the country, census data showed Monday.According to the 2015 census by Statistics Korea, out of 42.7 million people aged 15 or over, 13.4 million, or 31.3 percent, were single, up from 30.6 percent five years earlier.At the same time, the percentage of unmarried people in their 30s reached 36....","More than 35 percent of thirtysomethings in South Korea remained unmarried last year amid a widespread late marriage trend in the country, census data showed Monday.According to the 2015 census by Statistics Korea, out of 42.7 million people aged 15 or over, 13.4 million, or 31.3 percent, were single, up from 30.6 percent five years earlier.At the same time, the percentage of unmarried people in their 30s reached 36.3 percent in 2015, up 7.1 percentage points from 2010 data. The figure has been on a sharp rise since 2000, when it was about 13 percent.By gender, 28.1 percent of women in their 30s remained unmarried, with single males accounting for 44.2 percent of the age group.The data showed that women with higher educational background get married less than others, as 18.9 percent of university graduates and 23.4 percent of those who have master's degrees were single, while only 9.4 percent of females aged over 30 were unmarried.","year amid widespread late marriage ,of thirtysomethings in south korea ,their 30s reached 36 percent ,42 million people aged 15 ,than 35 percent of thirtysomethings","['South Korea', 'Statistics Korea']",10,"[ 0.          0.          0.         ... -0.64238596  0.50763917
 -0.04750711]"
3,3,Korean’s sodium intake down 19% from 5 years ago,"South Koreans now consume about 19 percent less sodium compared to five years ago, data showed Sunday.According to the Korea Health Promotion Foundation, the average Korean’s daily sodium intake in 2015 was 3,871 milligrams, about a 19 percent decrease from 4,785 milligrams in 2010.The KHPF attributed the reduction in sodium intake to a well-being trend in the local food industry -- in particular the introductions o...","South Koreans now consume about 19 percent less sodium compared to five years ago, data showed Sunday.According to the Korea Health Promotion Foundation, the average Korean’s daily sodium intake in 2015 was 3,871 milligrams, about a 19 percent decrease from 4,785 milligrams in 2010.The KHPF attributed the reduction in sodium intake to a well-being trend in the local food industry -- in particular the introductions of new MSG-free, low-sodium instant noodles and traditional paste products for health-conscious consumers.Sodium intake for South Koreans peaked at 5,260 mg in 2005, but has since been in a gradual decline.  Experts warn that an excessive intake of high-sodium products may pose health risks linked to stomach cancer, heart disease and more. In 2010, the government released a countermeasure plan to reduce Korean’s sodium intake by 20 percentage points by 2020.","low sodium instant noodles and ,the average korean daily sodium ,about 19 percent less sodium ,low sodium instant noodles ,to reduce korean sodium intake","['South Koreans', 'the Korea Health Promotion Foundation', 'Korean ’s', 'MSG', 'South Koreans', 'korean ’s']",11,"[ 0.          0.          0.         ... -0.24303904  0.08827366
  0.34416145]"
4,4,S. Korea joins U.N. refugee agency's club of key donors: foreign ministry,"South Korea has joined the U.N. refugee agency's club of key donors that pay more than US$20 million a year, Seoul's foreign ministry said Thursday, underscoring the country's increasing humanitarian activities.The ministry said that as of this year, a total of 15 countries are in the donor group of the United Nations High Commissioner for Refugees (UNHCR). The group includes the United States, Germany, Japan, Canada...","South Korea has joined the U.N. refugee agency's club of key donors that pay more than US$20 million a year, Seoul's foreign ministry said Thursday, underscoring the country's increasing humanitarian activities.The ministry said that as of this year, a total of 15 countries are in the donor group of the United Nations High Commissioner for Refugees . The group includes the United States, Germany, Japan, Canada, Sweden, Britain, Norway and the European Union.As part of efforts to strengthen cooperation between Seoul and the UNHCR, the two sides held the first policy consultation meeting on Dec. 2 in Geneva, Switzerland. At the meeting, Seoul called for the U.N. agency's support to prevent North Korean defectors from being repatriated to the North.","20 million year seoul foreign ,korea has joined the refugee ,us 20 million year seoul ,seoul foreign ministry said thursday ,20 million year seoul","['South Korea', 'U.N.', 'Seoul', 'the United Nations', 'the United States', 'Germany', 'Japan', 'Canada', 'Sweden', 'Britain', 'Norway', 'the European Union', 'Seoul', 'UNHCR', 'Geneva', 'Switzerland', 'Seoul', 'U.N.', 'north korean']",2,"[ 0.          1.          0.         ... -0.76479834  0.69648236
  0.05156084]"
5,5,Korea tipped to have similar population level in 30 years,"South Korea is expected to have a population similar to the current level in 30 years, despite widespread predictions of a tumble due to the country's chronically low birthrate, government data showed Monday.The country's population is estimated to reach 51.05 million in 2045, slightly higher than last year's number of 51.01, given its total fertility rate, life expectancy and a net inflow of foreigners, according to...","South Korea is expected to have a population similar to the current level in 30 years, despite widespread predictions of a tumble due to the country's chronically low birthrate, government data showed Monday.The country's population is estimated to reach 51.05 million in 2045, slightly higher than last year's number of 51.01, given its total fertility rate, life expectancy and a net inflow of foreigners, according to the data by Statistics Korea.The statistical agency said South Korea's population will likely start declining gradually after reaching a peak of 52.96 million in 15 years from now.Despite almost no change in the number, South Korea is forecast to experience changes in its demographics, with women outnumbering men and the country undergoing rapid aging.The population of women is projected to exceed that of men for the first time in 2039, with the trend likely to continue for six years. Females in South Korea are predicted to reach 25.56 million in 2045, compared with 25.49 million males.South Korea is also expected to go through rapid population aging. The number of people aged 65 and older will likely come to 18.18 million in 30 years, up 2.9 times from the 6.54 million last year. Its share of the country's total population is predicted to soar to 35.6 percent from 12.8 percent.South Korea is projected to become an aged society in 2018 with the ratio hitting 14 percent and emerge as a super-aged society with 20 percent in 2025. A country is defined as an aged society when more than 14 percent of its people are 65 or older.In contrast, the country's labor force aged 15-64 will fall to27.72 million in 30 years from last year's 37.44 million, with the annual number of newborns slumping to around 310,000 from 430,000, according to the data.South Korea's stubbornly low birthrate and aging people are widely feared to undermine the growth potential of Asia's fourth-largest economy.","annual number of newborns slumping ,49 million males south korea ,05 million in 2045 slightly ,south korea stubbornly low birthrate ,of asia fourth largest economy","['South Korea', 'Statistics Korea', ""South Korea 's"", 'South Korea', 'South Korea', 'South Korea', 'South Korea', ""South Korea 's""]",6,"[ 0.          0.          0.         ... -0.49957037  0.40176371
 -0.11282481]"
6,6,S. Korea's population likely to start shrinking in 2032,"South Korea's population is expected to start contracting in 2032 amid widespread concerns that the country's chronic low birthrate and aging citizens will undermine growth potential, a government report showed Wednesday.According to the report by Statistics Korea, Asia's fourth-largest economy will likely see its population peak at 52.96 million in 2031, rising gradually from 51.01 million tallied at the end of last...","South Korea's population is expected to start contracting in 2032 amid widespread concerns that the country's chronic low birthrate and aging citizens will undermine growth potential, a government report showed Wednesday.According to the report by Statistics Korea, Asia's fourth-largest economy will likely see its population peak at 52.96 million in 2031, rising gradually from 51.01 million tallied at the end of last year.And the number will begin declining in the following year and reach 43.02 million by 2065, an equivalent to that of 1990.The figures assume that the current rates of birth, death and population change will continue, the statistics agency explained.It said its latest forecast of the peak year of population was postponed by one year from its earlier outlook made in 2011 due to differences in the census data between 2010 and 2015.The 2010 census had expected South Korea's population to reach 50.62 million five years later, but the 2015 census showed that the actual population came in at 51.01 million.The latest study also showed that the number of ""economically active"" citizens aged 15-64 will peak at 37.63 million in 2016, accounting for 73.4 percent of the total population.The economically active population will then decrease to around 20.62 million in 2065, meaning 100 workers will be supporting 108.7 senior citizens and children, up sharply from 36.2 in 2015.Instead, the older population, which numbered 6.54 million in 2015, will grow to 10 million in 2020 and 18.27 million in 2065, with its share in the entire population expanding to 42.5 percent from 12.8 percent over the 50-year period.The statistics report demonstrated that South Korea has been undergoing demographic changes with its population aging rapidly and the birthrate remaining chronically low.Experts worry that increasing health and welfare expenses for senior citizens will pose a serious threat to the nation's economy, which is believed to have already entered a low-growth cycle and lost its growth potential.","million in 2031 rising gradually ,korea asia fourth largest economy ,96 million in 2031 rising ,01 million the latest study ,million in 2015 will grow","[""South Korea 's"", 'Statistics Korea', ""South Korea 's"", 'South Korea']",15,"[ 0.          0.          0.         ... -0.43152088  0.55856758
  0.14641632]"
7,7,Number of NK defectors up 16.7% on-year in first 11 months,"The number of North Korean defectors coming to South Korea rose 16.7 percent on-year in the first 11 months of the year, data showed Wednesday, as more elites and overseas workers chose to flee their home country.A total of 1,268 North Koreans came to South Korea in the January-November period, compared with 1,086 the previous year, according to the Ministry of Unification.As of end-November, the total number of Nort...","The number of North Korean defectors coming to South Korea rose 16.7 percent on-year in the first 11 months of the year, data showed Wednesday, as more elites and overseas workers chose to flee their home country.A total of 1,268 North Koreans came to South Korea in the January-November period, compared with 1,086 the previous year, according to the Ministry of Unification.As of end-November, the total number of North Korean defectors reached 30,062, it showed. The ministry said that the number of North Koreans coming to the South would reach around 1,400 this year, if it grows at the current pace.The number of defectors reaching the South peaked at 2,914 in 2009, but the pace of growth has slowed down since 2011 as North Korean leader Kim Jong-un has strengthened border control and surveillance over the country's population.But this year, the pace has picked up, helped by a rise in defections by North Korean elites and workers toiling overseas, the ministry said.Last month, the government unveiled a set of measures to help North Korean defectors better adapt to the South as their total number here surpassed the 30,000 mark.The government's measures center on creating jobs for defectors in central and provincial governments, and public firms, and strengthening the welfare system, such as increasing resettlement funds.","north korean defectors reached 30 ,korean defectors reached 30 062 ,korean defectors reached 30 ,south korea rose 16 percent ,korea rose 16 percent on","['north korean', 'South Korea', 'North Koreans', 'South Korea', 'the Ministry of Unification', 'north korean', 'North Koreans', 'north korean', 'Kim Jong - un', 'north korean', 'north korean']",3,"[ 0.          0.          0.         ... -0.60481238  0.68541545
 -0.31050131]"
8,8,South Korea’s ranking drops in PISA test,"South Korea’s rankings in the 2015 international student assessment slightly slipped compared to three years ago, though it still remains among the top eight the Organization for Economic Cooperation and Development members, the OECD report showed Tuesday. The OECD announced the results of its 2015 Program for International Student Assessment (PISA), which surveyed about 540,000 15-year-olds in 72 different countrie...","South Korea’s rankings in the 2015 international student assessment slightly slipped compared to three years ago, though it still remains among the top eight the Organization for Economic Cooperation and Development members, the OECD report showed Tuesday. The OECD announced the results of its 2015 Program for International Student Assessment , which surveyed about 540,000 15-year-olds in 72 different countries, including 35 member nations of the OECD. South Korea ranked “first-fourth” in math by earning 517 points, “third-eighth” in reading with 524 points and “fifth-eighth” in science with 516 points among the OECD member states.Including non-OECD members such as Singapore, Hong Kong and China, South Korea’s rankings dropped further. South Korea stood at “fourth-ninth” in reading, “sixth-ninth” in math and “ninth-14th” in science.The PISA results are described in scopes such as “first-fourth” and “third-eighth” to present upper and lower bound estimates of each country when the score differences are not significant. In the 2012 PISA result, the OECD ranked South Korea at the top in math with 554 points, put it first or second place in literacy with 536 points and between second and fourth in science with 538 points among its member countries.  South Korean students study in the classroom.Despite the fall in the PISA results, South Korean students showed stronger academic ability in every subject than the OECD average. The average of the OECD in the 2015 PISA results was 493 points in reading, 490 in math and 493 in science. PISA is an international assessment that evaluates 15-year-old students on their proficiency in science, reading and math every three years since 2000. In South Korea, 5,749 students attending 145 high schools and 23 middle schools took part in the program. By gender, South Korean girls outshone boys in every subject. The proportion of students showing poor performance increased in every subject last year, from 7.6 percent to 13.6 percent in reading, from 9.1 percent to 15.4 percent in math and from 6.7 percent to 14.4 percent in science, compared to 2012. The survey found that South Korean students are slightly more motivated to study science and interested in the subject in 2015 than in 2012, though they are less enthusiastic about their study than the OECD average. “As the PISA results showed a fall in academic ability, the state and provincial education offices should improve the system to support those lacking basic academic skills,” said the Education Ministry. “As Korean students lack an interest in science compared to the OECD average, there needs to policy efforts to make courses more fun and interesting.” By Ock Hyun-ju","ranked first fourth in math ,south korean girls outshone boys ,in south korea 749 students ,south korea ranked first fourth ,korea ranked first fourth in","['South Korea ’s', 'the Organization for Economic Cooperation and Development', 'OECD', 'OECD', 'OECD', 'South Korea', 'OECD', 'Singapore', 'Hong Kong', 'China', 'South Korea ’s', 'South Korea', 'PISA', 'PISA', 'OECD', 'South Korea', 'south korean', 'PISA', 'south korean', 'OECD', 'OECD', 'PISA', 'PISA', 'South Korea', 'south korean', 'south korean', 'OECD', 'PISA', 'the Education Ministry', 'korean', 'OECD', 'Ock Hyun - ju']",6,"[ 0.          0.          0.         ... -0.62250167  0.69054312
 -0.29770139]"
9,9,Half of elders in poverty live alone: report,"As nearly 1 in 2 elderly households are living in poverty in South Korea, the poverty rate among senior citizens who live alone has almost doubled since 2006, a study found Monday.According to a report issued by the Korea Institute for Health and Social Affairs recently, about 45.9 percent of elderly in the poverty group were living alone in 2015, up from 27.1 percent in 2006.The poverty rate refers to the ratio of h...","As nearly 1 in 2 elderly households are living in poverty in South Korea, the poverty rate among senior citizens who live alone has almost doubled since 2006, a study found Monday.According to a report issued by the Korea Institute for Health and Social Affairs recently, about 45.9 percent of elderly in the poverty group were living alone in 2015, up from 27.1 percent in 2006.The poverty rate refers to the ratio of households that make below 50 percent of the median household disposable income, according to the Organization for Economic Cooperation and Development.“Despite the government’s efforts to lower the elderly poverty rate by introducing a basic pension system, such a program seems to show effect among two-member households and elders who live with their family members, rather than senior citizens who live alone,” said Lim Wan-seob, who participated in the research. The report team said the overall poverty rate among single-member households in Korea consistently went up from 2006 to 2014, while the absolute and relative poverty rate both took a downward turn in 2015.The research team added that government’s policy measures should be more focused on dealing poverty issues targeting elders who live alone.“The trend  shows more elders are depending on government policies and welfare programs, while such programs should be redesigned to embrace elderly who live alone in poverty,” the research team said.OECD data in 2015 showed that South Korea’s elderly poverty rate was the highest among 34 OECD member countries, as the poverty rate among senior citizens aged 65 or older was 48.6 percent in 2011.Beyond that, South Korea had one of the lowest net pension replacement rates. Only five other countries -- Mexico, Japan, Britain, New Zealand and Ireland -- were ranked lower than South Korea, but those countries did not have an elderly poverty rate as high as Korea’s.  By Kim Da-sol","south korea elderly poverty rate ,almost doubled since 2006 study ,korea elderly poverty rate ,korea elderly poverty rate was ,south korea the poverty rate","['South Korea', 'the Korea Institute for Health and Social Affairs', 'the Organization for Economic Cooperation and Development', 'Lim Wan - seob', 'Korea', 'oecd', 'South Korea ’s', 'OECD', 'South Korea', 'Mexico', 'Japan', 'Britain', 'New Zealand', 'Ireland', 'South Korea', 'Kim Da - sol']",6,"[ 0.          0.          0.         ... -0.6565088   0.48576176
 -0.40009218]"
