,Unnamed: 0,Unnamed: 0.1,title,description,body,keyword,ne,cluster,vector,author,section,month,year,keyword_e,ne_e,cluster_e,vecctor_e
0,0,0,Hong Kong ship crew questioned in S. Korea for oil transfer to North,"The crew of a Hong Kong-registered ship have been detained for questioning in South Korea since their tanker was impounded in November for transferring oil to a North Korean vessel and breaching UN sanctions, customs officials said Saturday.The Lighthouse Winmore, which was chartered by a Taiwanese company, was impounded by South Korean customs authorities at the port of Yeosu on November 24 following an inspection.""...","The crew of a Hong Kong-registered ship have been detained for questioning in South Korea since their tanker was impounded in November for transferring oil to a North Korean vessel and breaching UN sanctions, customs officials said Saturday.The Lighthouse Winmore, which was chartered by a Taiwanese company, was impounded by South Korean customs authorities at the port of Yeosu on November 24 following an inspection.""Since then, inspectors have been coming on board and questioning the crew"", a Korea Customs Service official told AFP. The Lighthouse Winmore was impounded by South Korean customs authorities at the port of Yeosu on November 24 following an inspection. The Lighthouse Winmore has 25 crew members including 23 mainland Chinese citizens and two Myanmar nationals, another customs official at Yeosu said. The tanker, chartered by Taiwanese company Billions Bunker Group Corp., previously visited Yeosu on October 11 and loaded up on some 14,000 tonnes of Japanese refined oil before heading towards its purported destination in Taiwan.Instead of going to Taiwan, however, the vessel transferred 600 tonnes of oil to the North's Sam Jong 2 in international waters off China before returning to Yeosu, the customs service officials said.Earlier a foreign ministry official in Seoul had said the ship had been seized briefly by customs authorities who inspected it.Results of the investigation will be reported to the UN Security Council's sanctions committee, foreign ministry officials said.The Lighthouse Winmore is one of 10 ships the US has asked the Security Council to blacklist for violating sanctions against North Korea. Taipei said the Billions Bunker Group is not incorporated in Taiwan but in the Marshall Islands, and that it would ""continue to fully comply"" with UN sanctions against North Korea.Taiwan's transport ministry said it is investigating whether any Taiwanese entities were involved.The ship is owned by a Hong Kong-registered company called Win More Shipping Limited. There was nobody Friday at the address given for the firm on Hong Kong's companies registry.Four ships -- three North Korean vessels and a Palau-flagged oil tanker -- were blocked from international ports by the UN Security Council on Thursday over suspicions of carrying or transporting goods banned by sanctions targeting Pyongyang's weapons ambitions, according to the final list adopted by the world body.Even though the Sam Jong 2 was not among the four banned vessels, it appears on a list of six other ships suspected of transporting illicit cargo, along with the Lighthouse Winmore.The US had asked the Security Council to blacklist all 10 vessels, but China objected to the proposal, diplomats said, and only agreed to blacklist four ships on Thursday.The Security Council has imposed three sets of sanctions on North Korea this year: one on August 5 targeting the iron, coal and fishing industries, another set on September 11 aimed at textiles and limiting oil supply, and the most recent on December 22 focused on refined petroleum products.Pyongyang has slammed the latest sanctions as an ""act of war"" and on Saturday, the state-run KCNA news agency said in a commentary that the country would continue to pursue its nuclear ambitions.""The DPRK, an undeniable new strategic state and nuclear power...declares: Do not expect any change in its policy"", it said, referring to the North by the abbreviation of its official name.""Its entity as an invincible power can neither be undermined nor be stamped out.""","crew questioned in korea ,their tanker was impounded ,korea since their tanker ,oil to north korean ,customs officials said saturday","['Hong Kong', 'South Korea', 'north korean', 'UN', 'the Lighthouse Winmore', 'taiwanese', 'south korean', 'Yeosu']",6,"[ 1.          1.          1.         ... -0.33328658  0.78938717
  0.00508603]",AFP,North Korea,12,2017,"south korea since their tanker ,blacklist four ships on thursday ,tanker was impounded in november ,transferring oil to north korean ,questioning the crew korea customs","['Hong Kong', 'South Korea', 'north korean', 'UN', 'the Lighthouse Winmore', 'taiwanese', 'south korean', 'Yeosu', 'Korea Customs Service', 'AFP', 'south korean', 'Yeosu', 'chinese', 'Myanmar', 'Yeosu', 'taiwanese', 'Billions Bunker Group Corp.', 'Yeosu', 'japanese', 'Taiwan', 'Taiwan', 'Sam Jong 2', 'China', 'Yeosu', 'Seoul', ""the UN Security Council 's"", 'the Lighthouse Winmore', 'US', 'the Security Council', 'North Korea', 'Taipei', 'the Billions Bunker Group', 'Taiwan', 'the Marshall Islands', 'UN', 'North Korea', 'Taiwan', 'taiwanese', 'Hong Kong', 'win More Shipping Limited', ""Hong Kong 's"", 'north korean', 'Palau', 'the UN Security Council', 'Pyongyang', 'the Lighthouse Winmore', 'US', 'the Security Council', 'China', 'the Security Council', 'North Korea', 'Pyongyang', 'KCNA news agency']",10,"[ 1.          1.          1.         ... -0.33328658  0.78938717
  0.00508603]"
1,1,1,"[Weather] Weather grows warmer, fine dust level to rise","The severe cold snap that swept Korea over the last few weeks seems to be finally loosening its grip, with Friday’s weather expected to be much warmer than Thursday’s. As of 9 a.m., the mercury in Seoul recorded 1 degrees Celsius, 1 C in Daejeon, 1 C in Gwangju, 2 C in Jeonju, 5 C in Gangneung, 3 C in Daegu and 4 C in Busan, about 5 C higher than temperatures on Thursday morning. Daytime highs will reach 4 to 12 C....","The severe cold snap that swept Korea over the last few weeks seems to be finally loosening its grip, with Friday’s weather expected to be much warmer than Thursday’s. As of 9 a.m., the mercury in Seoul recorded 1 degrees Celsius, 1 C in Daejeon, 1 C in Gwangju, 2 C in Jeonju, 5 C in Gangneung, 3 C in Daegu and 4 C in Busan, about 5 C higher than temperatures on Thursday morning. Daytime highs will reach 4 to 12 C. High levels of fine dust, however, will be seen across the country throughout the day, affected by smog coming from China.Snow is set to blanket Korea on the last weekend of 2017. About 5 to 15 centimeters of snow are expected to fall in the mountain areas of Gangwon Province from Saturday night, while Seoul, Gyeonggi Province and inland of Gangwon Province are set to see 3 to 8 cm of snowfall. North Chungcheong Province, inland of North Jeolla Province, northern parts of North Gyeongsang Province and mountain areas on Jeju Island are forecast to receive up to 5 cm of snow, and other regions around 1 cm. The mild weather is expected to continue Sunday, but temperatures nationwide will plunge on New Year’s Day. By Park Ju-young","thursday morning daytime highs ,grip with friday weather ,much warmer than thursday ,temperatures on thursday morning ,thursday morning daytime","['Korea', 'Seoul', 'Daejeon', 'Jeonju', 'Gangneung', 'Daegu', 'Busan']",6,"[ 0.          0.          0.         ... -0.64401609  0.69143087
  0.19082306]",Park Ju-young,Social affairs,12,2017,"thursday morning daytime highs will ,cold snap that swept korea ,temperatures on thursday morning daytime ,on thursday morning daytime highs ,korea on the last weekend","['Korea', 'Seoul', 'Daejeon', 'Jeonju', 'Gangneung', 'Daegu', 'Busan', 'China', 'Snow', 'Korea', 'Gangwon Province', 'Seoul', 'Gyeonggi Province', 'Gangwon Province', 'North Chungcheong Province', 'North Jeolla Province', 'North Gyeongsang Province', 'Park Ju - young']",15,"[ 0.          0.          0.         ... -0.64401609  0.69143087
  0.19082306]"
2,2,2,Fire at fortuneteller’s house injures 6,"A fortuneteller’s house caught fire Thursday injuring six neighbors, Yonhap News Agency reported. (Yonhap)The incident took place around 1:30 a.m. Thursday at the house located in Uijeongbu, Gyeonggi Province. The blaze was extinguished in an hour, after causing around 25 million won ($23,300) in property damage. Six neighbors, who inhaled the smoke from the fire, were transferred to a nearby hospital.The fire repo...","A fortuneteller’s house caught fire Thursday injuring six neighbors, Yonhap News Agency reported. The incident took place around 1:30 a.m. Thursday at the house located in Uijeongbu, Gyeonggi Province. The blaze was extinguished in an hour, after causing around 25 million won  in property damage. Six neighbors, who inhaled the smoke from the fire, were transferred to a nearby hospital.The fire reportedly broke out due to a candle in the washroom, which the owner lit to prevent water pipes from freezing. The fire department is investigating the exact cause of the fire. By Park Ju-young","fire thursday injuring six ,house caught fire thursday ,caught fire thursday injuring ,thursday injuring six neighbors ,fortuneteller house caught fire","['Yonhap News Agency', 'Uijeongbu', 'Gyeonggi Province']",6,"[ 0.          0.          0.         ... -0.49232253  0.42331755
  0.32008377]",Park Ju-young,Social affairs,12,2017,"fire thursday injuring six neighbors ,house caught fire thursday injuring ,caught fire thursday injuring six ,fortuneteller house caught fire thursday ,fire thursday injuring six","['Yonhap News Agency', 'Uijeongbu', 'Gyeonggi Province', 'Park Ju - young']",5,"[ 0.          0.          0.         ... -0.49232253  0.42331755
  0.32008377]"
3,3,3,"[Weather] Freezing Thursday morning, with warmer weather in afternoon","The frigid weather is finally seeing some improvement, with temperatures nationwide expected to get warmer by midday. Thursday began with lows of minus 13 to minus 1 degrees Celsius in the morning, but temperatures are forecast to rebound to December’s average in the afternoon.  (Yonhap)Daytime highs will reach 1 C in Seoul, 2 C in Suwon, 7 C in Gangneung, 4 C in Daejeon, 7 C in Gwangju and 9 C in Busan. Cloudy ski...","The frigid weather is finally seeing some improvement, with temperatures nationwide expected to get warmer by midday. Thursday began with lows of minus 13 to minus 1 degrees Celsius in the morning, but temperatures are forecast to rebound to December’s average in the afternoon.  Daytime highs will reach 1 C in Seoul, 2 C in Suwon, 7 C in Gangneung, 4 C in Daejeon, 7 C in Gwangju and 9 C in Busan. Cloudy skies will be seen in most parts of the country throughout the day. Light snow could fall at night in central regions of Korea, according to the Korea Meteorological Administration. The fine dust level will stay normal nationwide, but it could rise temporarily in Seoul and Gyeonggi Province on Thursday.By Park Ju-young","warmer by midday thursday ,weather freezing thursday morning ,thursday morning with warmer ,freezing thursday morning with ,freezing thursday morning","['Seoul', 'Suwon', 'Gangneung', 'Daejeon', 'Busan']",6,"[ 0.          0.          0.         ... -0.68795079  0.50436932
  0.50276124]",Park Ju-young,Social affairs,12,2017,"warmer by midday thursday began ,warmer by midday thursday ,get warmer by midday thursday ,midday thursday began with lows ,day light snow could fall","['Daytime', 'Seoul', 'Suwon', 'Gangneung', 'Daejeon', 'Busan', 'Korea', 'the Korea Meteorological Administration', 'Seoul', 'Gyeonggi Province', 'Park Ju - young']",15,"[ 0.          0.          0.         ... -0.68795079  0.50436932
  0.50276124]"
4,4,4,Some NK defectors from areas near nuke test site show signs of radiation exposure,"Some North Korean defectors, who had lived in areas near the North's nuclear test site, show signs of suspected radiation exposure in the latest medical checkups, but it is hard to confirm that the nuclear tests affected them, the unification ministry said Wednesday.Since October, the ministry has conducted nuclear radiation leak tests and health checkups on 30 refugees who previously lived in Kilju County, where Nor...","Some North Korean defectors, who had lived in areas near the North's nuclear test site, show signs of suspected radiation exposure in the latest medical checkups, but it is hard to confirm that the nuclear tests affected them, the unification ministry said Wednesday.Since October, the ministry has conducted nuclear radiation leak tests and health checkups on 30 refugees who previously lived in Kilju County, where North Korea's Punggye-ri nuclear site is located. The North has conducted all of its six nuclear tests at the site located in the country's northeastern province.Seoul selected the defectors who expressed hope to undergo the tests among 114 refugees who came from the county after North Korea's first nuclear test in 2006. All of the examinees came to the South before the North's fourth nuke test in January 2016.The ministry said that chromosome abnormality analysis examinations showed that four defectors may have been exposed to radiation, but it cannot be ruled out that other factors, such as age and smoking could have affected the result. Satellite imagery shows North Korea`s nuclear test site in a photo released by 38 North. Among them, two cases showed no statistical meaning. For one refugee, an impact of an old age, smoking and uses of computed tomography for medical purposes cannot be excluded.For the remaining person, a shortage of information stands in the way in gauging whether signs of radiation leaks are related to nuclear detonations.""The possibility of radiation exposure can be suspected, but it has not been verified whether nuclear tests affected the person as there is a lack of information assessing living environments in North Korea,"" a ministry official said.The government also said that there were no cases of meaningful results in checking possible radioactive contamination.The official said that four of the 114 defectors from Kilju County had lived close to the Punggye-ri nuclear site, but he declined to identify how many examinees in the latest checkups came from the location.Experts expressed concerns that the series of nuclear tests may have caused radioactive substances to leak into nearby areas, possibly putting residents' health at risk. Exposure to radiation could raise the risk of developing leukemia and other types of cancer.The ministry admitted that the latest medical tests have a limitation, given the small sampling and a lack of information. Also a long time has passed since the examinees were possibly exposed to radiation.The government said that it plans to advise North Korean defectors to receive heath checkups at regular intervals. It will also carry out further radiation tests on more refugees.","checkups on 30 refugees ,some north korean defectors ,the nuclear tests affected ,latest medical checkups but ,nuclear radiation leak tests","['north korean', 'Kilju County']",6,"[ 0.          0.          1.         ... -0.24582712  0.38079405
  0.04454429]",Yonhap,North Korea,12,2017,"radiation tests on more refugees ,first nuclear test in 2006 ,nuclear tests affected the person ,six nuclear tests at the ,some north korean defectors","['north korean', 'Kilju County', ""North Korea 's"", 'Seoul', ""North Korea 's"", 'North Korea', 'Kilju County', 'Punggye', 'north korean']",4,"[ 0.          0.          1.         ... -0.24582712  0.38079405
  0.04454429]"
5,5,5,[Weather] Extreme cold wallops Korea Wednesday morning,"Extreme cold weather swept across Korea on Wednesday morning, with a combination of freezing temperature and strong wind. Temperatures across the country plummeted about 10 degrees Celsius below Tuesday’s, recording minus 11 C in Seoul, minus 9 C in Incheon, minus 16 C in Chuncheon, minus 7 C in Gangneung, minus 8 C in Daejeon, minus 5 C in Gwangju and minus 4 C in Busan. (Yonhap)The sub-zero temperatures are expec...","Extreme cold weather swept across Korea on Wednesday morning, with a combination of freezing temperature and strong wind. Temperatures across the country plummeted about 10 degrees Celsius below Tuesday’s, recording minus 11 C in Seoul, minus 9 C in Incheon, minus 16 C in Chuncheon, minus 7 C in Gangneung, minus 8 C in Daejeon, minus 5 C in Gwangju and minus 4 C in Busan. The sub-zero temperatures are expected to continue with highs of minus 3 C, slightly colder than Tuesday’s weather. As of 9 a.m., cold wave advisories are in effect in most parts of Gangwon Province, Gyeonggi Province, North Chungcheong Province and northern parts of inland North Gyeongsang Province.The deep chill is forecast to remain until Thursday morning, the Korea Meteorological Administration expected.Clear skies will be seen in most regions of the country, but clouds could stick around in Gyeonggi, North Chungcheong and Gangwon provinces at night. The fine dust levels are expected to stay normal across the country through the afternoon, but will rise at night.By Park Ju-young","wednesday morning extreme cold ,cold wallops korea wednesday ,degrees celsius below tuesday ,morning extreme cold weather ,korea wednesday morning extreme","['Korea', 'Seoul', 'Incheon', 'Chuncheon', 'Gangneung', 'Daejeon']",6,"[ 0.          0.          0.         ... -0.40549117  0.14738469
  0.39117804]",Park Ju-young,Social affairs,12,2017,"thursday morning the korea meteorological ,10 degrees celsius below tuesday ,colder than tuesday weather ,cold weather swept across korea ,tuesday weather as of cold","['Korea', 'Seoul', 'Incheon', 'Chuncheon', 'Gangneung', 'Daejeon', 'Busan', 'Gangwon Province', 'Gyeonggi Province', 'North Chungcheong Province', 'North Gyeongsang Province', 'the Korea Meteorological Administration', 'Gyeonggi', 'North Chungcheong', 'Gangwon', 'Park Ju - young']",15,"[ 0.          0.          0.         ... -0.40549117  0.14738469
  0.39117804]"
6,6,6,Fire at construction site of apartment complex claims one life,"A fire occurred at the construction site of an apartment complex in Suwon, south of Seoul on Monday, claiming one life and injuring 14 people, firefighters said. YonhapThe blaze, which occurred at around 2:46 p.m., is presumed to have started by welding being done by construction workers at the site, they said.An unidentified man was found dead and 12 workers were taken to hospitals for smoke inhalation. Two firefigh...","A fire occurred at the construction site of an apartment complex in Suwon, south of Seoul on Monday, claiming one life and injuring 14 people, firefighters said. YonhapThe blaze, which occurred at around 2:46 p.m., is presumed to have started by welding being done by construction workers at the site, they said.An unidentified man was found dead and 12 workers were taken to hospitals for smoke inhalation. Two firefighters sustained fire burns during rescue work.It took almost three hours to contain the fire with 57 pieces of fire-fighting equipment including six helicopters, and about 120 firefighters mobilized.As black fumes shrouded the site, some residents in nearby apartments were evacuated for safety, they said.Police and firefighters are investigating the cause of the fire.The fire occurred days after a big blaze engulfed an eight-story fitness center building in the central city of Jecheon last week, leaving 29 people dead and 29 others injured.","injuring 14 people firefighters ,dead and 12 workers ,firefighters said yonhapthe blaze ,fire at construction site ,one life fire occurred","['Suwon', 'Seoul']",6,"[ 0.          0.          0.         ... -0.22027311  0.3374685
  0.12616718]",Yonhap,Social affairs,12,2017,"and injuring 14 people firefighters ,two firefighters sustained fire burns ,injuring 14 people firefighters ,injuring 14 people firefighters said ,inhalation two firefighters sustained fire","['Suwon', 'Seoul', 'Jecheon']",12,"[ 0.          0.          0.         ... -0.22027311  0.3374685
  0.12616718]"
7,7,7,70th aftershock of Pohang quake occurs on Christmas Day,"A 3.5 magnitude earthquake occurred in Pohang, North Gyeongsang Province, on Monday at 4:19 p.m., the weather agency said. The Korea Meteorological Agency first set the scale of the quake at 3.7 magnitude but later corrected it to magnitude 3.5. Yoo Oh-sang, a Herald Business correspondent who was in the city at the time of the aftershock, said, “I was at a coffee shop when the earthquake shook the floor. I could he...","A 3.5 magnitude earthquake occurred in Pohang, North Gyeongsang Province, on Monday at 4:19 p.m., the weather agency said. The Korea Meteorological Agency first set the scale of the quake at 3.7 magnitude but later corrected it to magnitude 3.5. Yoo Oh-sang, a Herald Business correspondent who was in the city at the time of the aftershock, said, “I was at a coffee shop when the earthquake shook the floor. I could hear the sound of rocks ricocheting off the floor.”This quake is the 70th aftershock of the record 5.4 magnitude quake that hit the city on Nov. 15. By Lim Jeong-yeo","christmas day magnitude earthquake ,quake occurs on christmas ,shop when the earthquake ,aftershock of pohang quake ,on christmas day magnitude","['Pohang', 'North Gyeongsang Province', 'the Korea Meteorological Agency', 'Herald Business']",6,"[ 0.          0.          0.         ... -0.24222393  0.31268138
  0.23873267]",Lim Jeong-yeo,Social affairs,12,2017,"record magnitude quake that hit ,shop when the earthquake shook ,quake is the 70th aftershock ,the record magnitude quake that ,quake at magnitude but later","['Pohang', 'North Gyeongsang Province', 'the Korea Meteorological Agency', 'Herald Business']",12,"[ 0.          0.          0.         ... -0.24222393  0.31268138
  0.23873267]"
8,8,8, South Korean gyms face scrutiny after Jecheon deadly fire,"South Korean police looking into the deadly fire that killed 29 people at a fitness center in Jecheon, North Chungcheong Province, are set to request an arrest warrant Tuesday morning for the building’s managers, who allegedly violated fire safety rules, according to a police official on Monday.Visitors pay their respects to the 29 victims of Thursday’s fire in Jecheon, North Chungcheong Province, at a memorial set...","South Korean police looking into the deadly fire that killed 29 people at a fitness center in Jecheon, North Chungcheong Province, are set to request an arrest warrant Tuesday morning for the building’s managers, who allegedly violated fire safety rules, according to a police official on Monday.Visitors pay their respects to the 29 victims of Thursday’s fire in Jecheon, North Chungcheong Province, at a memorial set up in Jecheon Gymnasium on Sunday. YonhapEarlier Monday, police raided the homes of the owner, surnamed Lee, and custodian, surnamed Kim, of the commercial building in Jecheon, a day after they were taken into custody for questioning on suspicions that the two poorly managed the building where victims were trapped in a sauna on the second floor.The eight-story building housed a fitness center, restaurants and a public sauna.Police confirmed water sprinklers inside the building did not function during the blaze Thursday, and one of the emergency exits was blocked, a violation of the fire prevention law. The fire and its toll have been called “extremely preventable” by experts. The blaze has also raised questions in a country where safety regulations are often weakly enforced. “After I heard about what happened in Jecheon. I decided to work out at home on my own out of fears that a similar incident could happen to me as well,” Kim Hee-jin, a 47-year-old housewife, told The Korea Herald.Another gym-goer, Park Jae-yeong, 29, said he and other members of his health club in Seoul plan to talk to the club’s manager to ensure the building is properly managed and safety measures are functioning in time of emergency. “It seems building owners and managers easily ignore safety protocols in a quest for profits. And I want to make sure that won’t be happening around me,” Park said. According to Jecheon City, the external walls of the building were covered with highly flammable polyethylene cladding, the same material that caused an inferno at an apartment in Uijeongbu, some 20 kilometers north of Seoul, which killed four and injured 124 just two years ago. National forensic experts concluded Saturday the fire started from the first-floor ceiling of the parking lot, quickly engulfing eight stories in just seven minutes. Among the dead, 20 suffocated from toxic smoke in the female sauna.In the wake of the latest disaster, concerns continue over cheap flammable cladding that also caused the Uijeongbu apartment inferno just two years ago. Experts say the sandwich panels of Dryvit cladding, which is wrapped around the outside of a building for energy efficiency, allowed the fire to spread quickly, calling for stricter regulations to ban its use. “So many more buildings have already been wrapped by the flammable cladding, so the government should come up with solutions to ensure fire safety,” said Kong Ha-sung, a professor of the Department of Fire Safety at Kyungil University. Following the Uijeongbu fire in 2015, the law was revised to ban using flammable cladding when constructing buildings six stories and higher, but the Jecheon fitness center was not affected by the regulation as it was constructed in 2012. A memorial altar for the Jecheon victims has been set up in the city for citizens to express their condolences. President Moon Jae-in has paid a visit to the memorial and ordered a thorough investigation into the accident. By Bak Se-hwan","arrest warrant tuesday morning ,fire south korean police ,victims of thursday fire ,an arrest warrant tuesday ,arrest warrant tuesday","['south korean', 'Jecheon', 'North Chungcheong Province', 'Jecheon', 'North Chungcheong Province']",6,"[ 0.          0.          0.         ... -0.01426129  0.04655363
  0.26693416]",Bak Se-hwan,Social affairs,12,2017,"monday police raided the homes ,29 victims of thursday fire ,arrest warrant tuesday morning for ,sunday yonhapearlier monday police raided ,killed 29 people at fitness","['south korean', 'Jecheon', 'North Chungcheong Province', 'Jecheon', 'North Chungcheong Province', 'Jecheon Gymnasium', 'Lee', 'Kim', 'Jecheon', 'Jecheon', 'Kim Hee - jin', 'the Korea Herald', 'Park Jae - yeong', 'Seoul', 'Jecheon City', 'Uijeongbu', 'Seoul', 'Dryvit', 'Kong Ha - sung', 'the Department of Fire Safety', 'Kyungil University', 'Jecheon', 'Jecheon', 'Moon Jae - in', 'Bak Se - hwan']",5,"[ 0.          0.          0.         ... -0.01426129  0.04655363
  0.26693416]"
9,9,9,"Foggy conditions force cancellations, delays at Incheon International Airport","Foggy conditions on Christmas Eve have forced several cancellations and delays at South Korea's main gateway.　As of 10 a.m. on Sunday, 34 outbound and nine inbound flights at Incheon International Airport have been delayed, according to Incheon International Airport Corp. (IIAC). In addition, five outbound and six inbound flights have been canceled. Incheon International Airport (Yonhap)　Thick fog on the western co...","Foggy conditions on Christmas Eve have forced several cancellations and delays at South Korea's main gateway.As of 10 a.m. on Sunday, 34 outbound and nine inbound flights at Incheon International Airport have been delayed, according to Incheon International Airport Corp. . In addition, five outbound and six inbound flights have been canceled. Incheon International Airport Thick fog on the western coast, where the airport is situated, also caused 312 delays and 49 cancellations Saturday. The IIAC said 43 other flights bound for Incheon were forced to land at other airports in the country.An IIAC official said delayed or canceled flights from Saturday have caused a logjam on Sunday, and it won’t be until late afternoon that the operations will be back to normal.The Aviation Meteorological Office issued a low visibility warning at Incheon International Airport at 1:35 a.m. Sunday and lifted it some four hours later.This type of warning is issued when the visibility is under 400 meters, and the visibility at the airport dropped to 50 meters at one point Saturday. Travelers at Incheon International Airport While the airport officials were grappling with fog, other parts of the country were blanketed by ultrafine dust Sunday.The Korea Environment Corp. issued an ultrafine dust  advisory Saturday afternoon, and it remained in effect in Seoul, Incheon and other regions as of 10 a.m. on Sunday.The advisory is issued when an hourly average ultrafine dust concentration of more than 90 micrograms per cubic meter  is expected to last for two hours and is lifted when the hourly average concentration falls below 50 ㎍/㎥.As of 10 a.m. on Christmas Eve, the average concentration per hour in Seoul was 66 ㎍/㎥, 55 ㎍/㎥ in Busan and 56 ㎍/㎥ in Incheon.The Korea Environment Corp. said the continued rain is expected to wash away some of the fine dust and the concentration level should drop later Sunday.","incheon international airport foggy ,cancellations delays at incheon ,foggy conditions on christmas ,international airport foggy conditions ,canceled incheon international airport","[""South Korea 's"", 'Incheon International Airport Corp.', 'Incheon International Airport', 'Yonhap']",6,"[ 0.          1.          0.         ... -0.15824732  0.3578974
  0.29132339]",Yonhap,Social affairs,12,2017,"incheon international airport thick fog ,canceled incheon international airport thick ,foggy conditions on christmas eve ,delays and 49 cancellations saturday ,international airport have been delayed","[""South Korea 's"", 'Incheon International Airport Corp.', 'Incheon International Airport Thick', 'IIAC', 'Incheon', 'the Aviation Meteorological Office', 'the Korea Environment Corp.', 'Seoul', 'Incheon', 'Seoul', 'Busan', 'Incheon', 'the Korea Environment Corp.']",7,"[ 0.          1.          0.         ... -0.15824732  0.3578974
  0.29132339]"
