,Unnamed: 0,Unnamed: 0.1,title,description,body,keyword,ne,cluster,vector,author,section,month,year,keyword_e,ne_e,cluster_e,vecctor_e
0,0,0,Number of N. Koreans seeking asylum in Europe drops,"The number of North Koreans requesting asylum in Europe has dropped since 2013, according to the EU statistics agency Eurostat on Friday.The statistics showed that 85 North Korean defectors sought asylum in 28 European Union member states and four countries from the European Free Trade Association last year. (Yonhap)Among them, 70 requested refuge for the first time and 15 were making the request for the second time...","The number of North Koreans requesting asylum in Europe has dropped since 2013, according to the EU statistics agency Eurostat on Friday.The statistics showed that 85 North Korean defectors sought asylum in 28 European Union member states and four countries from the European Free Trade Association last year. Among them, 70 requested refuge for the first time and 15 were making the request for the second time after initially being rejected.By gender, more women requested asylum in Europe, with the number reaching 45. The list also included 20 children who are under the age of 14. Until 2013, the number of North Koreans seeking asylum in Europe had been on the rise, peaking in 2013 with 400 North Koreans requesting asylum in Europe. The figure dropped to 140 in 2014. In 2015, there were 130 North Koreans who applied to move to a European country. By country, 30 defectors sought refuge in Germany while France and Britain received 20 requests each. Sweden, Luxembourg and Bulgaria also separately received five such requests. Experts view the decreasing trend being partly due to the lower number of those defecting from the North. The stricter measures in granting asylum proposed by European countries, following the surge in refugees from the Middle East and Africa, is also thought to have contributed to the fall. By Jo He-rim","85 north korean defectors ,korean defectors sought asylum ,of koreans seeking asylum ,has dropped since 2013 ,asylum in 28 european","['North Koreans', 'EU', 'Eurostat', 'north korean', 'European Union', 'the European Free Trade Association', 'yonhap)among']",21,"[ 1.          1.          1.         ... -0.50561178  0.34895867
  0.36047068]",Jo He-rim,North Korea,12,2017,"400 north koreans requesting asylum ,country 30 defectors sought refuge ,gender more women requested asylum ,koreans seeking asylum in europe ,europe has dropped since 2013","['North Koreans', 'EU', 'Eurostat', 'north korean', 'European Union', 'the European Free Trade Association', 'North Koreans', 'North Koreans', 'North Koreans', 'european', 'Germany', 'France', 'Britain', 'Sweden', 'Luxembourg', 'Bulgaria', 'european', 'Jo He - rim']",16,"[ 1.          1.          1.         ... -0.50561178  0.34895867
  0.36047068]"
1,1,1,More than 36% of newlyweds had no children in 2016,"More than 36 percent of newlywed couples had no children last year, reflecting the country's chronically low birthrate and late marriage trend, government data showed Thursday.According to the data compiled by Statistics Korea, 1.44 million couples got married in the five years up to November 2016, with 80.1 percent consisting of first-time brides and grooms.Of that total, 36.3 percent of newlywed couples had no kids...","More than 36 percent of newlywed couples had no children last year, reflecting the country's chronically low birthrate and late marriage trend, government data showed Thursday.According to the data compiled by Statistics Korea, 1.44 million couples got married in the five years up to November 2016, with 80.1 percent consisting of first-time brides and grooms.Of that total, 36.3 percent of newlywed couples had no kids last year, up 0.8 percentage point from the previous year. The proportion was 42.2 percent in those couples who both work. Among couples with a single breadwinner, however, only 30.9 percent were childless. Empty cribs at a South Korean materity ward highlights the seriousness of the country`s low birth. Of the newlyweds, 26.8 percent had a combined annual income of 30 million won  to 50 million won, while 19.6 percent earned 50 million won to 70 million won and 19.7 percent made 10 million won to 30 million won.The latest findings showed that an increasing number of South Koreans are getting married later and having children when they are older -- or are giving up on tying the knot and having babies altogether.The average age at which a woman has her first child was 31.2 in 2015, up from 31 in 2014. Some 23.9 percent of first-time moms were over 35 years of age.The country's fertility rate, or the average number of babies that a woman is projected to have during her lifetime, has hovered around 1.2 since it dropped to a record low of 1.08 in 2005.It reached 1.24 in 2015, the second-lowest fertility rate among members of the Organization for Economic Cooperation and Development, following Portugal with 1.23, according to data compiled in 2014.The average birthrate of OECD countries was 1.68 as of 2014.","korea 44 million couples ,36 percent of newlywed ,44 million couples got ,44 million couples ,than 36 of newlyweds",['Statistics Korea'],21,"[ 0.          0.          0.         ... -0.93005073  0.31903872
  0.09751918]",Yonhap,Social affairs,12,2017,"36 percent of newlywed couples ,statistics korea 44 million couples ,44 million couples got married ,korea 44 million couples got ,newlywed couples had no kids","['Statistics Korea', 'south korean', 'South Koreans', 'the Organization for Economic Cooperation and Development', 'Portugal', 'OECD']",5,"[ 0.          0.          0.         ... -0.93005073  0.31903872
  0.09751918]"
2,2,2,S. Korea to provide additional $2.6 mln aid to Rohingya minority,"South Korea will provide an additional $2.6 million in humanitarian assistance to the Rohingya minority group from Myanmar, the foreign ministry said Tuesday. ""The government plans to provide the extra humanitarian aid for Rohingya people who moved to Bangladesh in the aftermath of an armed conflict in Myanmar's Rakhine region on Aug. 25,"" the Ministry of Foreign Affairs said. The assistance will also be spent to pro...","South Korea will provide an additional $2.6 million in humanitarian assistance to the Rohingya minority group from Myanmar, the foreign ministry said Tuesday. ""The government plans to provide the extra humanitarian aid for Rohingya people who moved to Bangladesh in the aftermath of an armed conflict in Myanmar's Rakhine region on Aug. 25,"" the Ministry of Foreign Affairs said. The assistance will also be spent to provide food for people in the conflict-torn Myanmar region. The latest assistance will add to Seoul's humanitarian aid of $2 million for Myanmar and the Rohingya minority group from the Southeast Asian country earlier this year. In the armed crackdown in Myanmar, a total of 655,000 Rohingya people have fled to Bangladesh where they are living in refugee camps with continuous health, education and safety problems. As humanitarian concerns escalated from Rakhine, the United Nations has called on the international community to fund the$131.7 million needed to help refugees and other affected people in the region, the foreign ministry said. ""The government expects the latest assistance to help relieve the suffering of the people in the aftermath of the Rakhine incident and to improve the humanitarian conditions for vulnerable people, especially women and children,"" according to the ministry.","additional million in humanitarian ,tuesday the government plans ,armed conflict in myanmar ,rohingya minority south korea ,who moved to bangladesh","['South Korea', 'Rohingya', 'Myanmar', 'Rohingya', 'Bangladesh', 'Myanmar', 'Rakhine', 'the Ministry of Foreign Affairs']",21,"[ 0.          0.          0.         ... -0.40053642  0.27950731
  0.16175076]",Yonhap,International,12,2017,"million needed to help refugees ,armed crackdown in myanmar total ,seoul humanitarian aid of million ,an additional million in humanitarian ,the armed crackdown in myanmar","['South Korea', 'Rohingya', 'Myanmar', 'Rohingya', 'Bangladesh', 'Myanmar', 'Rakhine', 'the Ministry of Foreign Affairs', 'Myanmar', 'Seoul', 'Myanmar', 'Rohingya', 'southeast asian', 'Myanmar', 'Rohingya', 'Bangladesh', 'Rakhine', 'the United Nations', 'Rakhine']",11,"[ 0.          0.          0.         ... -0.40053642  0.27950731
  0.16175076]"
3,3,3,17 foreigners deported for PyeongChang safety concerns,"The Korean government recently deported 17 foreign nationals, to ensure the safety of upcoming PyeongChang 2018 Olympics, slated for February. Local daily Seoul Shinmun reported Monday, 17 foreigners, including nationals from Southeast Asia and Central Asia, were deported from Korea, believed to pose a terror risk.  An aerial view of PyeongChang Olympic Village (PyeongChang Organizing Committee)According to the gove...","The Korean government recently deported 17 foreign nationals, to ensure the safety of upcoming PyeongChang 2018 Olympics, slated for February. Local daily Seoul Shinmun reported Monday, 17 foreigners, including nationals from Southeast Asia and Central Asia, were deported from Korea, believed to pose a terror risk.  An aerial view of PyeongChang Olympic Village According to the government official, cited by the report, the government cooperated with 50 foreign intelligence agencies -- from China, France, Japan, Russia, the US and more. The deported were members of organizations that have been closely watched by the intelligence services. The official said, “As players and supporters from all around the world come to Korea for the Olympics, the government has to assure the visitors’ safety.” The report added, international intelligence agencies are likely to dispatch agents to Korea during the Olympics, to ensure the safety of their nationals. A counter-terrorism exercise was held earlier December, at the PyeongChang Olympics Plaza, where the opening and closing ceremony will be hosted. By Im Eun-byel","government recently deported 17 ,pyeongchang 2018 olympics slated ,korean government recently deported ,deported 17 foreign nationals ,recently deported 17 foreign","['korean', 'Seoul Shinmun', 'Korea', 'PyeongChang Olympic Village']",21,"[ 0.          0.          0.         ... -0.45570239  0.66331291
 -0.12168901]",Im Eun-byel,Social affairs,12,2017,"korean government recently deported 17 ,government recently deported 17 foreign ,recently deported 17 foreign nationals ,of upcoming pyeongchang 2018 olympics ,government recently deported 17","['korean', 'Seoul Shinmun', 'Korea', 'PyeongChang Olympic Village', 'China', 'France', 'Japan', 'Russia', 'US', 'Korea', 'Korea']",9,"[ 0.          0.          0.         ... -0.45570239  0.66331291
 -0.12168901]"
4,4,4,"S. Korea kills 201,000 birds to stem spread of bird flu","South Korean quarantine officials have slaughtered 201,000 birds in the country‘s southwestern areas to contain the spread of avian influenza, an official said Sunday.　Quarantine workers culled the ducks from Nov. 19 to Sunday, said an official handling the issue at the Ministry of Agriculture, Food and Rural Affairs. He asked not to be identified.　The culling came after the highly pathogenic H5N6 strain hit four ...","South Korean quarantine officials have slaughtered 201,000 birds in the country‘s southwestern areas to contain the spread of avian influenza, an official said Sunday.Quarantine workers culled the ducks from Nov. 19 to Sunday, said an official handling the issue at the Ministry of Agriculture, Food and Rural Affairs. He asked not to be identified.The culling came after the highly pathogenic H5N6 strain hit four duck farms in Jeongeup, Gochang and Yeongam in the country’s southwest.Highly pathogenic avian influenza refers to viruses that cause severe disease in birds and result in high death rates, according to the World Health Organization.Last year, South Korea slaughtered more than 30 million birds to contain the worst outbreak of bird flu in the country‘s history.","slaughtered 201 000 birds ,kills 201 000 birds ,korea kills 201 000 ,officials have slaughtered 201 ,bird flu south korean","['south korean', 'the Ministry of Agriculture , Food and Rural Affairs']",21,"[ 0.          0.          0.         ... -0.25724396  0.60930067
 -0.12428503]",Yonhap,Social affairs,12,2017,"slaughtered 201 000 birds in ,strain hit four duck farms ,have slaughtered 201 000 birds ,slaughtered 201 000 birds ,h5n6 strain hit four duck","['south korean', 'the Ministry of Agriculture , Food and Rural Affairs', 'Yeongam', 'the World Health Organization', 'South Korea']",2,"[ 0.          0.          0.         ... -0.25724396  0.60930067
 -0.12428503]"
5,5,5,"Korea to accept 56,000 foreign workers in 2018","The South Korean government said Friday that it will accept 56,000 foreign workers on the low-skilled work scheme next year, the same number as this year, as part of its efforts to tackle the labor shortage in the manufacturing sector. The committee in charge of managing the foreign labor force also unveiled plans to improve the working and living conditions of migrant workers in the farming sector and to curb foreig...","The South Korean government said Friday that it will accept 56,000 foreign workers on the low-skilled work scheme next year, the same number as this year, as part of its efforts to tackle the labor shortage in the manufacturing sector. The committee in charge of managing the foreign labor force also unveiled plans to improve the working and living conditions of migrant workers in the farming sector and to curb foreign workers who stay illegally in the country. Headed by Hong Nam-gi, minister of the Office for Government Policy Coordination, the committee -- consisting of 12 relevant ministries including the Justice Ministry and Labor Ministry -- finalized its plan for foreign workers for next year. It annually reviews labor shortages in each industry and sets the quota for foreign workers based on employers’ needs.  Migrant workers pick tomatoes at a farm. According to the plan, South Korea will receive about 42,300 foreign workers in the manufacturing sector, 6,600 in the farming sector, 2,600 in the fishing sector, 2,400 in the construction sector and 100 in the service sector on E-9 visas. Migrant workers in the manufacturing industry will be dispatched to Korean workplaces in January, April, July and October, with 60 percent of them starting in the first half of 2018. The farming sector will receive foreign workers in January, April and October. The plan also set the number of ethnic Koreans from Russia and China on H-2 visas at 303,000 next year. Men on H-2 visas are usually employed in the construction industry and women are usually employed in the service and hospitality sectors as they speak fluent Korean. “We decided on the next year’s quota to resolve the labor shortage facing SMEs, but also to protect local workers’ jobs ” Minister Hong said. According to government data, the number of foreign workers on the Employment Permit System -- which invites workers from 16 countries in South and Central Asia to fill labor shortages in the fields of manufacturing, fishing and agriculture -- is about 275,000 this year. Under the EPS, a state-run agency in each country selects migrant workers based on their language proficiency and sends them to Korea to fill jobs in such sectors as manufacturing, fishing and agriculture, which are shunned by Koreans due to the low pay and poor working conditions. The EPS visa allows them to work here for up to four years and 10 months.Demand for low-skilled foreign workers continues to increase among employers, especially small and medium-sized enterprises, as they seek cheaper labor. They called on the government to allow more foreign workers, but the government remains cautious due to a public backlash over foreigners taking locals’ jobs. The committee also laid out a plan to prevent migrant workers from overstaying their visas and illegally working in the country. It said it will expand the pool of inspectors to crack down on workers who stay illegally from the current 340 to 400, and extend the crackdown period to 22 weeks. Employers found hiring unregistered workers will be penalized when applying for state loans. As for living conditions of workers in the farming sector, the committee said that it will stop providing foreign workers to employers that offer vinyl houses or makeshift houses as accommodation.Many migrant workers in the farming sector live in lodging facilities provided by their employers as they often work far from town, with some news reports suggesting that many of them are forced to live in makeshift houses, containers and vinyl green houses. The government will also allow workers who live in poor conditions and have their wages excessively deducted for the lodging to change workplaces unless their living conditions are improved. Those under the EPS are not allowed to change workplaces except for certain cases such as when they are assaulted or have wages unpaid. They also need consent from their employers to change workplaces. Activists have long called for the abolishment of the EPS, calling it modern-day slavery. They have suggested that the government issue a Labor Permit System that would allow foreign workers to freely change their workplaces without having to get approval from their employers. By Ock Hyun-ju","korean government said friday ,56 000 foreign workers ,work scheme next year ,labor force also unveiled ,2018 the south korean",['south korean'],21,"[ 0.          0.          0.         ... -0.66451043  0.48277047
  0.08861218]",Ock Hyun-ju,Social affairs,12,2017,"it annually reviews labor shortages ,needs migrant workers pick tomatoes ,korean workplaces in january april ,accept 56 000 foreign workers ,22 weeks employers found hiring","['south korean', 'Hong Nam', 'the Office for Government Policy Coordination', 'the Justice Ministry', 'Labor Ministry', 'South Korea', 'korean', 'Koreans', 'Russia', 'China', 'Korean', 'Hong', 'the Employment Permit System', 'EPS', 'Korea', 'Koreans', 'EPS', 'EPS', 'EPS', 'Ock Hyun - ju']",9,"[ 0.          0.          0.         ... -0.66451043  0.48277047
  0.08861218]"
6,6,6,[PyeongChang 2018] 7 out of 10 Koreans predict success for PyeongChang 2018: survey,"More than 70 percent of South Koreans expect the 2018 PyeongChang Winter Olympics will be a success, a government survey showed Wednesday.The Ministry of Culture, Sports and Tourism announced the results of its fifth survey on PyeongChang, in which 16.5 percent of the respondents said the competition would be ""very successful,"" and 53.9 percent answering ""successful.""On the flip side, 8.7 percent said they were pessi...","More than 70 percent of South Koreans expect the 2018 PyeongChang Winter Olympics will be a success, a government survey showed Wednesday.The Ministry of Culture, Sports and Tourism announced the results of its fifth survey on PyeongChang, in which 16.5 percent of the respondents said the competition would be ""very successful,"" and 53.9 percent answering ""successful.""On the flip side, 8.7 percent said they were pessimistic about the Olympics, while 20.9 percent were noncommittal. The ministry had previously conducted surveys on PyeongChang 2018, the first Winter Olympics to take place in South Korea, in March, May, July and September. For December, the ministry polled 1,000 South Koreans aged 15 to 79 between Dec. 8 and 9. In the first poll, only 55.1 percent predicted a success, but the number has been rising steadily. It rose to 62.9 percent in the second poll followed by 63.8 percent in the third survey and 66.6 percent in September. In the latest survey, 71.4 percent said they believe South Korea will be able to finish inside the top four in the medal standings at the PyeongChang Olympics. Also in the December survey, 45.1 percent said they were interested in the Winter Olympiad, up 5.2 percentage points from September. However, only 27.9 percent showed their interest in the Winter Paralympics. The survey showed that 5.1 percent said they would definitely attend Olympic events, down from 7.1 percent in the previous survey, and 88.4 percent said they would watch the competition on television.""Recent controversies including expensive lodging fees may have influenced people's plan to attend the event,"" the ministry said. ""The survey result didn't reflect new railway operations and the recent trend of stabilized lodging accommodations following the government and the organizers' countermeasures.""","2018 pyeongchang winter olympics ,10 koreans predict success ,pyeongchang winter olympics will ,pyeongchang 2018 survey more ,success for pyeongchang 2018","['South Koreans', 'PyeongChang', 'the Ministry of Culture , Sports and Tourism', 'PyeongChang']",21,"[ 0.          0.          0.         ... -0.49394718  0.66218811
 -0.00533635]",Yonhap,Social affairs,12,2017,"2018 the first winter olympics ,2018 pyeongchang winter olympics will ,pyeongchang 2018 the first winter ,first winter olympics to take ,the 2018 pyeongchang winter olympics","['South Koreans', 'PyeongChang', 'the Ministry of Culture , Sports and Tourism', 'PyeongChang', 'PyeongChang 2018', 'South Korea', 'South Koreans', 'South Korea', 'the Winter Olympiad', 'the Winter Paralympics']",14,"[ 0.          0.          0.         ... -0.49394718  0.66218811
 -0.00533635]"
7,7,7,Cash-strapped North Korea turning more to cryptocurrency,"North Korea may be turning its cyberwarfare to the growing cryptocurrency market, with increasing reports pointing to Pyongyang in bitcoin-related hacking attempts. The reclusive regime may be eying the virtual currency as its transactions are difficult to trace, allowing Pyongyang to bypass international sanctions, experts here said.  (Yonhap)“It is difficult to trace a bitcoin exchange if North Korea wants its fi...","North Korea may be turning its cyberwarfare to the growing cryptocurrency market, with increasing reports pointing to Pyongyang in bitcoin-related hacking attempts. The reclusive regime may be eying the virtual currency as its transactions are difficult to trace, allowing Pyongyang to bypass international sanctions, experts here said.  “It is difficult to trace a bitcoin exchange if North Korea wants its financial transactions to remain in the dark,” Lee Kyung-ho, a professor at Korea University’s Graduate School of Information Security, told The Korea Herald. Pyongyang is suspected to have been involved in a recent series of hacking attempts targeting local cryptocurrency exchanges. In July, South Korea’s largest cryptocurrency exchange platform, Bithumb, was hacked, which resulted in monetary losses worth some 7.6 billion won . A recent report by Chosun Ilbo said the National Intelligence Service found evidence that North Korea was involved in the leaking of personal information from some 30,000 accounts from Bithumb. The evidence was passed on to prosecutors here for further investigation. Months prior to the Bithumb hacking, other Seoul-based bitcoin exchanges, such as Yapizon and Coinis, were also targeted in similar cyber thefts. Emails encrypted with malicious codes were sent to people in the bitcoin industry here to breach security systems, Seoul Metropolitan Police Agency’s cybersecurity division said in July. On Tuesday Yapizon, now called YouBit, was shut down from the damage it received from another cyberheist. The platform reportedly lost an additional 17 percent of its cryptocurrencies from the hacking attack, which happened earlier in the day. Whether North Korean hackers were involved in the latest attack is unknown. Professor Lee added bitcoin’s soaring value coupled with how it can smoothly “move across” borders is the reason why the North is eyeing the market, amid international sanctions curbing the flow of foreign currency into the country. According to Lee, it was widely predicted under the current circumstances that bitcoin-related hackings would eventually emerge as a popular method for the North to secure foreign currency.“There are routes where a bitcoin can be exchanged for another form of cryptocurrency, which can make it hard for authorities to trace where each bitcoin came from and eventually ends up,” he said. “Bitcoin is also relatively free from international sanctions including United Nations Security Council Resolutions because it is not an asset that governments can control or freeze. If a government imposes regulation on a certain cryptocurrency exchange, then its users can just move to another platform,” explained Lee. One problem that the international community faces is that cyberattacks by North Korean hackers are growing more aggressive and bolder with time. The Donald Trump administration on Monday publically accused North Korea as being responsible for spreading WannaCry malware in May. In the WannaCry attack, more than 300,000 computers in 150 countries were locked down and those behind the attack demanded payment in bitcoin to free their systems. Several fell victim to the ploy, including British hospitals and global companies, such as FedEx and Nissan. South Korea has been keeping tabs on its wayward neighbor’s online activities, aware of its growing reputation as a major hub for virtual currencies backed by its internet speed and wide broadband access -- which could increase the risk of falling under North Korea’s cyberattacks at the same time. North Korea has been linked to “various activities” to dodge sanctions and earn foreign currency, the South Korean government said Tuesday, while acknowledging the rogue nation’s latest bitcoin-related hacking attempts. “The government is monitoring  trends related to bitcoin,” Baik Tae-hyun, spokesman for the Unification Ministry, said at a regular press briefing. Baik’s remarks referred to a number of news reports shedding light on North Korea’s alleged trading of cryptocurrency for goods along with recent bitcoin market hackings. “We are aware that North Korea has been engaged in various activities to evade sanctions and earn foreign currency,” he added. According to California-based cybersecurity firm FireEye, the North is targeting the virtual currency market to avoid sanctions and fund Kim Jong-un’s regime, it said in a report released in September. It could be attempting to rake hard cash in exchange for stolen virtual coins, it added. Baik also said the South Korean government is seeking measures to curb North Korea’s apparent illicit acts associated with digital currency, in cooperation with relevant authorities, including the state cybersecurity center. “We are continuing efforts to block North Korea’s hacking attempts,” he said. But the official did not confirm on whether the government has detected any solid evidence backing the North’s actual involvement in the crimes. He also remained tight-lipped on whether the government holds data on the estimated amount of bitcoins the North possesses.The news of North Korea’s latest bitcoin-related crimes come as the isolated nation is reportedly struggling under a series of United Nations Security Council sanctions drawn to cripple its economic growth. It is widely known that Pyongyang has been funding its nuclear weapons program with foreign currencies it obtained through international trade and business. By Jung Min-kyung","growing cryptocurrency market ,bitcoin related hacking attempts ,to cryptocurrency north korea ,growing cryptocurrency market with ,the growing cryptocurrency market","['North Korea', 'Pyongyang', 'Pyongyang', 'Yonhap)“It', 'North Korea']",21,"[ 0.          0.          0.         ... -0.55597067  0.39811176
  0.18681945]",Jung Min-kyung,North Korea,12,2017,"pyongyang in bitcoin related hacking ,cyberattacks by north korean hackers ,korea latest bitcoin related crimes ,latest bitcoin related hacking attempts ,cyberwarfare to the growing cryptocurrency","['North Korea', 'Pyongyang', 'Pyongyang', 'North Korea', 'Lee Kyung - ho', 'Korea University ’s Graduate School of Information Security', 'the Korea Herald', 'Pyongyang', 'South Korea ’s', 'Bithumb', 'Chosun Ilbo', 'the National Intelligence Service', 'North Korea', 'Bithumb', 'Seoul', 'Yapizon', 'Coinis', 'Seoul Metropolitan Police Agency ’s', 'Yapizon', 'YouBit', 'north korean', 'Lee', 'Lee', 'bitcoin', 'United Nations Security Council Resolutions', 'Lee', 'north korean', 'Donald Trump', 'North Korea', 'WannaCry', 'WannaCry', 'british', 'FedEx', 'Nissan', 'South Korea', 'North Korea ’s', 'North Korea', 'south korean', 'Baik Tae - hyun', 'the Unification Ministry', 'Baik', 'North Korea ’s', 'North Korea', 'California', 'FireEye', 'Kim Jong - un ’s', 'Baik', 'south korean', 'North Korea ’s', 'North Korea ’s', 'North ’s', 'North Korea ’s', 'United Nations Security Council', 'Pyongyang', 'Jung Min - kyung']",4,"[ 0.          0.          0.         ... -0.55597067  0.39811176
  0.18681945]"
8,8,8,Korea to have OECD’s highest old-age dependency ratio in 2075,"South Korea’s old-age dependency ratio is forecast to rise to some 80 individuals aged 65 and over for every 100 persons of working age (20-64) by year 2075, according to the OECD’s biennial “Pensions at a Glance” report.  YonhapThe ratio is expected to reach 78.8 by 2075, up from just 6.3 in 1950, making South Korea the OECD’s demographically oldest country. This means that in 2075, 1.25 working-age people wou...","South Korea’s old-age dependency ratio is forecast to rise to some 80 individuals aged 65 and over for every 100 persons of working age  by year 2075, according to the OECD’s biennial “Pensions at a Glance” report.  YonhapThe ratio is expected to reach 78.8 by 2075, up from just 6.3 in 1950, making South Korea the OECD’s demographically oldest country. This means that in 2075, 1.25 working-age people would be financially responsible for one senior citizen. With prolonged increases in life expectancy, OECD countries have seen an increasing number of older people over the past decades, but the pattern is most evident in South Korea, the report added, where the fertility rate remains the lowest in the world. Japan comes second only to South Korea in the dependency ratio, whose ratio is expected to reach 76 by 2075. Portugal and Greece came next with the ratio of 75 and 73 respectively. The OECD average old-age dependency ratio was 27.9 in 2015 will likely increase to 58.6 by 2075.Despite an increasing number of elderly people, South Korea spends 2.6 percent of its gross domestic product on public pensions, the report shows. By Bak Se-hwan","2075 south korea old ,1950 making south korea ,oecd demographically oldest country ,south korea old age ,highest old age dependency","['South Korea ’s', 'OECD', 'South Korea', 'OECD ’s']",21,"[ 0.          0.          0.         ... -0.61518651  0.78320581
  0.20752729]",Bak Se-hwan,Social affairs,12,2017,"korea the oecd demographically oldest ,elderly people south korea spends ,100 persons of working age ,south korea spends percent of ,korea old age dependency ratio","['South Korea ’s', 'OECD', 'South Korea', 'OECD ’s', 'OECD', 'South Korea', 'Japan', 'South Korea', 'Portugal', 'Greece', 'OECD', 'South Korea', 'Bak Se - hwan']",19,"[ 0.          0.          0.         ... -0.61518651  0.78320581
  0.20752729]"
9,9,9,N. Korea's imports of chemicals plunge in 2016,"North Korea's imports of gunpowder and other chemical products plunged last year from a year earlier, data showed Saturday.According to the data released by Korea Statistics, a total ofUS$51,000 worth of gunpowder and chemicals were imported to North Korea in 2016, down 46.3 percent from $95,000 a year ago. The figure peaked at $121,000 in 2014.(Yonhap)Imports of aircraft and aircraft components also dived to$117,000...","North Korea's imports of gunpowder and other chemical products plunged last year from a year earlier, data showed Saturday.According to the data released by Korea Statistics, a total ofUS$51,000 worth of gunpowder and chemicals were imported to North Korea in 2016, down 46.3 percent from $95,000 a year ago. The figure peaked at $121,000 in 2014.Imports of aircraft and aircraft components also dived to$117,000 last year from the previous year's $22.96 million.On the other hand, the data showed that North Korea imported$260.6 million worth of foreign vehicles and auto parts last year, up from $197.87 million in 2015, while $112.93 million worth of steel edged up to $115.76 million over the same period.Its imports of coffee, tea and spices gained $21.75 million in 2016, up from $18.4 million.Meanwhile, trade between North Korea and China gained ground last year despite international sanctions.North Korea's imports from China rose to $3.42 billion in 2016 from $3.23 billion in 2015, while the country exported $2.63 billion to its ally last year, up from $2.48 billion.","products plunged last year ,2016 down 46 percent ,chemicals plunge in 2016 ,2016 north korea imports ,000 worth of gunpowder","[""North Korea 's"", 'Korea Statistics', 'North Korea']",21,"[ 0.          0.          0.         ... -0.65588599  0.28372988
 -0.37038133]",Yonhap,North Korea,12,2017,"chemical products plunged last year ,china rose to 42 billion ,2016 down 46 percent from ,korea imported 260 million worth ,products plunged last year","[""North Korea 's"", 'Korea Statistics', 'North Korea', 'North Korea', 'North Korea', 'China', ""North Korea 's"", 'China']",4,"[ 0.          0.          0.         ... -0.65588599  0.28372988
 -0.37038133]"
